 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JERUnc_Noise_PreRec | 0.050115 / -0.0497351 | -0.0329079 / 0.0327166 | 0.041664 / -0.0413574 | -0.0217744 / 0.0216438 | 0 / 0 | -0.0336068 / 0.0334118 | 0 / 0 | 0 / 0 | -0.0440202 / 0.0437717 | 0 / 0 | -0.0259718 / 0.0258179 | 0 / 0 | -0.161578 / 0.160789 | 0.0948371 / -0.0939928 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.425662 / -0.414246 | 0 / 0 | 0.107231 / -0.106233 | 0.0552909 / -0.054864 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0775663 / -0.0769176 | 1.67132 / -0.628392 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.192699 / 0.191734 |
 | JET_JER_EffectiveNP_1 | -0.050964 / 0.0510624 | 0 / 0 | 0.0575461 / -0.0576137 | -0.0418274 / 0.0419042 | 0 / 0 | 0.0288254 / -0.0288628 | 0 / 0 | 0 / 0 | -0.0683611 / 0.0685064 | -0.0489399 / 0.0490334 | 0 / 0 | 0 / 0 | 0.115004 / -0.115131 | 0.054112 / -0.0541762 | 0 / 0 | 0 / 0 | -0.0220784 / 0.0221148 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0750534 / -0.0751381 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0619013 / 0.0620282 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0.111166 / -0.11118 | 0.021068 / -0.0210685 | -0.0284673 / 0.028469 | 0 / 0 | 0 / 0 | 0.0572836 / -0.0572856 | 0 / 0 | 0 / 0 | -0.0443542 / 0.0443578 | 0 / 0 | 0 / 0 | 0 / 0 | -0.115384 / 0.115416 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.171528 / -0.171582 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000130934 / -0.000127911 | 0.0283107 / -0.0283113 | -0.523042 / 0.52533 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.22089 / -0.221011 |
 | JET_JER_EffectiveNP_2 | -0.137462 / 0.137589 | -0.0268455 / 0.0268164 | 0.0958426 / -0.0956456 | -0.0509905 / 0.050953 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0510674 / 0.0510299 | 0 / 0 | -0.0208 / 0.0207759 | 0 / 0 | -0.115023 / 0.115072 | 0.0574331 / -0.0573244 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.864138 / -0.900787 | 0 / 0 | 0.092381 / -0.0921919 | -0.0830149 / 0.0829985 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0491178 / 0.0490802 | 0.168941 / -0.168603 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0.0579208 / -0.0585704 | 0.0276864 / -0.0279974 | -0.0306531 / 0.0310021 | 0 / 0 | 0 / 0 | 0.0658053 / -0.0665434 | 0 / 0 | 0 / 0 | 0.0887502 / -0.0897477 | 0 / 0 | 0.0324799 / -0.0328447 | 0 / 0 | 0.111413 / -0.11267 | 0 / 0 | 0 / 0 | 0 / 0 | 7.63352e-05 / -7.79513e-05 | 0 / 0 | -0.913603 / 0.953541 | 0 / 0 | -0.0290608 / 0.0293915 | 0.17771 / -0.179764 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.522575 / 0.532773 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.219126 / -0.22172 |
 | JET_JER_EffectiveNP_3 | 0.0465342 / -0.0464566 | 0 / 0 | -0.0602384 / 0.0601761 | 0.0423736 / -0.0423046 | 0 / 0 | -0.028802 / 0.0287693 | 0 / 0 | 0 / 0 | 0.0823667 / -0.0821972 | 0 / 0 | 0 / 0 | 0 / 0 | -0.113527 / 0.113412 | -0.0317705 / 0.0317347 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0930218 / 0.0929287 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0643592 / -0.0642401 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | -0.110622 / 0.110577 | 0 / 0 | 0.059431 / -0.0594098 | 0 / 0 | 0 / 0 | -0.0616904 / 0.0616729 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0306671 / 0.0306594 | 0 / 0 | 0.115394 / -0.115327 | -0.0229392 / 0.0229336 | 0 / 0 | 0 / 0 | -7.62586e-05 / 7.54619e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0288619 / -0.0288536 | -0.112614 / 0.112567 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0418208 / 0.0418101 | 1.20605 / -0.520293 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.220642 / 0.22041 |
 | JET_JER_EffectiveNP_4 | 0.0405068 / -0.0405873 | 0 / 0 | -0.0616049 / 0.0617669 | 0.0250406 / -0.025094 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0809056 / -0.0810284 | 0 / 0 | 0 / 0 | 0 / 0 | -0.11268 / 0.112979 | -0.0415742 / 0.0416809 | 0 / 0 | 0 / 0 | 0.0204075 / -0.020452 | 0 / 0 | -0.902099 / 0.869337 | 0 / 0 | -0.0793994 / 0.0796107 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0460076 / -0.0460965 | -0.166892 / 0.167303 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | -0.098641 / 0.0978856 | 0 / 0 | 0.0315921 / -0.0313501 | 0 / 0 | 0 / 0 | -0.0586444 / 0.0581962 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0425341 / 0.0422091 | -0.0236104 / 0.02343 | 0 / 0 | 0.115836 / -0.11494 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.92312 / -0.910716 | 0 / 0 | 0.046131 / -0.0457774 | -0.157765 / 0.156549 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.2159 / -0.519791 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.222111 / 0.22038 |
 | JET_JER_EffectiveNP_5 | -0.0588969 / 0.0588365 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0340612 / 0.0340268 | 0 / 0 | 0 / 0 | 0 / 0 | 0.112437 / -0.112316 | 0.0324221 / -0.0323892 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0200965 / -0.0200762 | 0.085245 / -0.0851556 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0582647 / -0.0582048 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0.0613876 / -0.0614049 | 0 / 0 | -0.0276685 / 0.027677 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0497803 / -0.0497939 | 0 / 0 | 0 / 0 | -0.112413 / 0.112475 | -0.0346859 / 0.0346969 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.149316 / 0.149426 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0834781 / -0.0835045 | -0.0474178 / 0.047434 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.22073 / -0.220922 |
 | JET_JER_EffectiveNP_6 | -0.096251 / 0.0962016 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0310258 / -0.0310106 | 0 / 0 | 0 / 0 | 0.0340524 / -0.0340356 | 0 / 0 | 0 / 0 | 0 / 0 | -0.11381 / 0.113751 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0.11697 / -0.11697 | 0 / 0 | 0.0288265 / -0.0288236 | 0 / 0 | 0 / 0 | -0.039857 / 0.0398506 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.115164 / -0.115164 | -0.0580901 / 0.0580803 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0256983 / -0.0256956 | -0.14966 / 0.149629 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0739842 / -0.0739802 | 1.10522 / -0.419937 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.221434 / 0.221387 |
 | JET_JER_EffectiveNP_7 | -0.0235267 / 0.0235273 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0477702 / 0.0477715 | 0 / 0 | 0 / 0 | 0 / 0 | -0.113816 / 0.113821 | 0.032234 / -0.0322349 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.083085 / -0.0830884 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_7 | -0.0729106 / 0.072944 | 0 / 0 | 0 / 0 | -0.0272101 / 0.0272206 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.113569 / -0.113627 | 0.0264155 / -0.0264253 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0204464 / 0.0204542 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.163629 / -0.163741 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.220748 / -0.220963 |
 | JET_JER_EffectiveNP_8 | 0.0913866 / -0.0914953 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0497969 / 0.0498655 | 0 / 0 | 0 / 0 | 0.113898 / -0.114029 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000170321 / 0.000165846 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | -0.113255 / 0.113039 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.023713 / -0.0236668 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0434574 / -0.043373 | 0 / 0 | 0 / 0 | -0.113938 / 0.113721 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.757489 / 0.757517 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.221666 / -0.22126 |
 | JET_JER_EffectiveNP_9 | 0.0635765 / -0.0636096 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0869921 / 0.0870362 | 0 / 0 | 0 / 0 | 0 / 0 | 0.113766 / -0.113826 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0244063 / -0.024419 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297053 / -0.29721 |
 | JET_JER_EffectiveNP_9 | 0.0275678 / -0.0275688 | 0.0226585 / -0.0226593 | 0.0281071 / -0.0281081 | 0 / 0 | 0 / 0 | 0.0383089 / -0.0383106 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0524036 / 0.0524037 | 0 / 0 | 0 / 0 | -0.115248 / 0.115247 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0851479 / -0.0851546 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0632092 / 0.0632092 | 0.163938 / -0.163964 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.221305 / -0.221356 |
 | JET_JER_EffectiveNP_1 | -0.0333223 / 0.0333264 | 0 / 0 | -0.0275765 / 0.0275798 | 0 / 0 | 0 / 0 | -0.0304902 / 0.0304939 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.112372 / 0.112402 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0204492 / 0.0204515 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0211864 / -0.0211887 | -0.164205 / 0.164278 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.221789 / 0.22195 |
 | JET_JER_EffectiveNP_1 | 0.0267921 / -0.0267873 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0298757 / -0.0298705 | 0 / 0 | 0 / 0 | -0.0340554 / 0.0340506 | 0 / 0 | 0 / 0 | 0 / 0 | 0.113689 / -0.11368 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0579665 / -0.057957 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.297783 / 0.298077 |
 | JET_JER_EffectiveNP_1 | 0.0372287 / -0.0372287 | 0 / 0 | -0.0281016 / 0.0281003 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0273705 / -0.0273703 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.149831 / 0.149806 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0990641 / -0.0990677 | 0.163973 / -0.163984 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.221393 / -0.221411 |
 | JET_JER_EffectiveNP_1 | 0.030125 / -0.0301272 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0614594 / 0.0614625 | 0 / 0 | 0 / 0 | 0 / 0 | 0.113838 / -0.11384 | 0.0215506 / -0.0215522 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0270904 / -0.0270925 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | -0.0264355 / 0.0264335 | 0 / 0 | 0 / 0 | -0.0340999 / 0.0340999 | 0 / 0 | -0.0356675 / 0.0356681 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.11305 / -0.112981 | -0.0571318 / 0.0571475 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0427254 / 0.0427296 | 0.128765 / -0.128694 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.121156 / 0.121312 | -0.636146 / 0.652883 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0752736 / -0.0752256 |
 | JET_JESUnc_VertexingAlg_PreRec | -0.0545365 / 0.0543557 | -0.05866 / 0.0584447 | -0.0707576 / 0.0704245 | -0.066164 / 0.0658785 | -0.0327847 / 0.0327394 | 0 / 0 | -0.0392311 / 0.0391542 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0555294 / 0.0553405 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0200262 / -0.0200989 | 0 / 0 | -0.0180593 / 0.0180587 | -0.154845 / 0.153094 | 0.114091 / -0.115663 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0205017 / 0.0204965 | -0.121308 / 0.120241 | -0.597032 / 0.578954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.192289 / 0.189611 |
