 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}Z' |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0251191 / 0.0251191 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_BJES_Response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0248379 / 0.0248378 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | singleTop Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq4-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.217376 / -0.217376 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.339148 / -0.339148 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.125221 / -0.125221 | 0 / 0 | 0.5 / -0.5 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV/VVV/VH + #geq 2 true b-jets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0648055 / 0.0648055 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_Light_0__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0440172 / 0.0440172 | -0.0419121 / 0.0419121 | -0.145683 / 0.145683 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | Diboson #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0250686 / -0.0250686 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.292253 / -0.292253 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_0__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0343847 / -0.0343847 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.038468 / 0.0384679 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_2__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0213927 / -0.0213927 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_3__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0304253 / 0.0304253 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_5__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0209569 / 0.0209569 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_Light_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.280435 / -0.280435 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_Light_2__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0972865 / -0.0972865 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_Light_3__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0396262 / -0.0396262 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_B_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0275614 / -0.0275614 |
 | gamma_stat_CR1bplus_nJets_bin_0 | 0.00146819 / -0.00146819 | 0.00314589 / -0.00314589 | 0.00331142 / -0.00331142 | 0.00382492 / -0.00382492 | 0.00528672 / -0.00528672 | 0.00570243 / -0.00570243 | 0.00360824 / -0.00360824 | 0.00752281 / -0.00752281 | 0.00462947 / -0.00462947 | 0.00531805 / -0.00531805 | 0.00534251 / -0.00534251 | 0.00571003 / -0.00571003 | 0.00603907 / -0.00603907 | 0.00554437 / -0.00554437 | 0.0114305 / -0.0114305 | 0.00790378 / -0.00790378 | 0.00795121 / -0.00795121 | 0.00764017 / -0.00764017 | 4.48127e-08 / -4.48127e-08 | 0.018289 / -0.018289 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00170833 / -0.00170833 |
 | gamma_stat_CR1bplus_nJets_bin_1 | 0.00318406 / -0.00318406 | 0.00461887 / -0.00461887 | 0.00567432 / -0.00567432 | 0.00555474 / -0.00555474 | 0.00587377 / -0.00587377 | 0.00688146 / -0.00688146 | 0.00511592 / -0.00511592 | 0.00646602 / -0.00646602 | 0.0061271 / -0.0061271 | 0.00673091 / -0.00673091 | 0.0063495 / -0.0063495 | 0.00551629 / -0.00551629 | 0.00558373 / -0.00558373 | 0.00612296 / -0.00612296 | 0.00571132 / -0.00571132 | 0.00568165 / -0.00568165 | 0.00576158 / -0.00576158 | 0.00591664 / -0.00591664 | 4.6564e-08 / -4.6564e-08 | 4.74151e-10 / -4.74151e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00309285 / -0.00309285 |
 | gamma_stat_CR1bplus_nJets_bin_2 | 0.0056946 / -0.0056946 | 0.00579573 / -0.00579573 | 0.0055061 / -0.0055061 | 0.00572383 / -0.00572383 | 0.00554977 / -0.00554977 | 0.00398234 / -0.00398234 | 0.00584086 / -0.00584086 | 0.00346036 / -0.00346036 | 0.0059956 / -0.0059956 | 0.00540099 / -0.00540099 | 0.00538246 / -0.00538246 | 0.00515619 / -0.00515619 | 0.00579275 / -0.00579275 | 0.00433396 / -0.00433396 | 0.00167588 / -0.00167588 | 0.0038535 / -0.0038535 | 0.00390328 / -0.00390328 | 0.00377893 / -0.00377893 | 0.0237639 / -0.0237639 | 5.92925e-10 / -5.92925e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00494462 / -0.00494462 |
 | gamma_stat_CR1bplus_nJets_bin_3 | 0.00781607 / -0.00781607 | 0.00645401 / -0.00645401 | 0.00558784 / -0.00558784 | 0.00532566 / -0.00532566 | 0.00364004 / -0.00364004 | 0.00428291 / -0.00428291 | 0.00578042 / -0.00578042 | 0.00216054 / -0.00216054 | 0.00460548 / -0.00460548 | 0.00320962 / -0.00320962 | 0.00361201 / -0.00361201 | 0.00450021 / -0.00450021 | 0.00289599 / -0.00289599 | 0.0041004 / -0.0041004 | 5.40894e-09 / -5.40894e-09 | 0.00245248 / -0.00245248 | 0.00230276 / -0.00230276 | 0.00234742 / -0.00234742 | 8.5806e-08 / -8.5806e-08 | 8.73744e-10 / -8.73744e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00687709 / -0.00687709 |
 | gamma_stat_CR1bplus_nJets_bin_4 | 0.0102906 / -0.0102906 | 0.00666438 / -0.00666438 | 0.00511672 / -0.00511672 | 0.00463453 / -0.00463453 | 0.00308986 / -0.00308986 | 0.00186098 / -0.00186098 | 0.00549686 / -0.00549686 | 0.00216819 / -0.00216819 | 0.0014586 / -0.0014586 | 0.00202114 / -0.00202114 | 0.00208317 / -0.00208317 | 0.00286008 / -0.00286008 | 0.00229213 / -0.00229213 | 0.00283651 / -0.00283651 | 0.000276552 / -0.000276552 | 0.00153738 / -0.00153738 | 0.00148456 / -0.00148456 | 0.00206273 / -0.00206273 | 1.7143e-07 / -1.7143e-07 | 1.74563e-09 / -1.74563e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00938176 / -0.00938176 |
 | gamma_stat_CR1bplus_nJets_bin_5 | 0.0162154 / -0.0162154 | 0.00729948 / -0.00729948 | 0.00701591 / -0.00701591 | 0.00492134 / -0.00492134 | 0.0023339 / -0.0023339 | 0.000914349 / -0.000914349 | 0.00540481 / -0.00540481 | 0.00164047 / -0.00164047 | 0.00326811 / -0.00326811 | 0.000506639 / -0.000506639 | 0.0015885 / -0.0015885 | 0.0013798 / -0.0013798 | 0.0015929 / -0.0015929 | 0.00556397 / -0.00556397 | 2.82953e-08 / -2.82953e-08 | 0.00176837 / -0.00176837 | 0.00131669 / -0.00131669 | 0.00182574 / -0.00182574 | 4.4887e-07 / -4.4887e-07 | 4.57074e-09 / -4.57074e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0203345 / -0.0203345 |
 | gamma_stat_CR1bplus_nJets_bin_6 | 0.0191197 / -0.0191197 | 0.00770355 / -0.00770355 | 0.00628082 / -0.00628082 | 0.00445472 / -0.00445472 | 0.00265659 / -0.00265659 | 0.00164583 / -0.00164583 | 0.00518868 / -0.00518868 | 0.000415935 / -0.000415935 | 0.000697883 / -0.000697883 | 0.00158422 / -0.00158422 | 0.00202157 / -0.00202157 | 0.00128968 / -0.00128968 | 0.00286833 / -0.00286833 | 0.00152008 / -0.00152008 | 5.49391e-08 / -5.49391e-08 | 0.00179682 / -0.00179682 | 0.00129934 / -0.00129934 | 0.00192643 / -0.00192643 | 8.7154e-07 / -8.7154e-07 | 8.87469e-09 / -8.87469e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.033542 / -0.033542 |
