 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.191512 / -0.176737 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0208161 / -0.0207944 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.177026 / -0.161419 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | 0.0241782 / -0.0240147 | 0.0286909 / -0.0284818 | 0.0477794 / -0.0473288 | 0.0301748 / -0.0299497 | 0.0275261 / -0.0273292 | 0 / 0 | 0.0559994 / -0.055422 | 0 / 0 | 0.0302451 / -0.0300192 | 0 / 0 | 0.558592 / -0.476067 | 0.118263 / -0.116349 | 0 / 0 | 0.0770989 / -0.0761382 | 0.077656 / -0.0766841 | -0.0373162 / 0.0373595 | 0.0201512 / -0.0200246 | 0 / 0 | 0 / 0 | 0.0466386 / -0.0462047 | 0.0508341 / -0.050338 | 0.0998066 / -0.0983502 | 0.0240864 / -0.0239238 | 0.0194578 / -0.0193372 | 0 / 0 | 0.110348 / -0.108635 | 0.0961741 / -0.0948022 | 0.0490569 / -0.0485876 | 0.0195844 / -0.0194626 | -2.98051e-05 / 3.06306e-05 |
 | JET_Pileup_RhoTopology | 0.0218711 / -0.0217068 | 0.0255719 / -0.0253682 | 0.0341922 / -0.0338842 | 0.0280066 / -0.0277752 | 0.0277687 / -0.02754 | 0 / 0 | 0.0529147 / -0.0523234 | 0 / 0 | 0.0277474 / -0.027519 | 0 / 0 | 0.573593 / -0.485251 | 0.120344 / -0.11818 | 0 / 0 | 0.0789738 / -0.0778689 | 0.101285 / -0.0996428 | -0.0368817 / 0.0368945 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0456219 / -0.04515 | 0.0490572 / -0.0485304 | 0.087831 / -0.0865227 | 0.024271 / -0.0240815 | 0 / 0 | 0 / 0 | 0.112137 / -0.110204 | 0.0909493 / -0.0895662 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_3__1 | 0.0234121 / -0.0233975 | 0.0227836 / -0.0227696 | 0 / 0 | 0.0226196 / -0.0226058 | 0 / 0 | 0.0307064 / -0.0306846 | 0.0199573 / -0.0199458 | 0 / 0 | 0.0222377 / -0.0222242 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0233377 / -0.0233232 | 0.0243142 / -0.0242988 | 0.0208379 / -0.0208256 | 0.0209191 / -0.0209068 | 0.025204 / -0.0251878 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0246697 / -0.024654 | 0.0223574 / -0.0223438 | 0.026368 / -0.0263507 | 0.0241615 / -0.0241462 | 0.0276154 / -0.0275968 | 0.0214831 / -0.0214702 | 0.0327836 / -0.0327597 | 0.0222787 / -0.0222652 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_7__1 | 0.0241518 / -0.0240585 | 0.0236589 / -0.0235683 | 0 / 0 | 0.0237347 / -0.0236438 | 0 / 0 | 0.0397104 / -0.0395142 | 0.0206203 / -0.0205459 | 0 / 0 | 0.0248291 / -0.024732 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0251061 / -0.0250074 | 0.0218984 / -0.0218174 | 0.0210641 / -0.0209875 | 0.0270814 / -0.0269711 | 0.0272434 / -0.0271322 | 0 / 0 | 0 / 0 | 0.0205502 / -0.0204762 | 0.0282496 / -0.0281323 | 0.0256809 / -0.0255789 | 0.0272771 / -0.0271657 | 0.0263063 / -0.0262007 | 0.0251504 / -0.0250515 | 0.0246543 / -0.0245581 | 0.0265149 / -0.026408 | 0 / 0 | 0 / 0 | 0.0227228 / -0.0226374 |
 | JET_JESUnc_VertexingAlg_PreRec | -7.51384e-05 / 7.7776e-05 | 0.0191513 / -0.0192192 | 0.0316941 / -0.0318463 | 0.0233161 / -0.0234085 | 0 / 0 | 0 / 0 | 0.0378541 / -0.0380597 | 0 / 0 | 0.0262011 / -0.0263124 | 0 / 0 | 0.518117 / -0.478384 | 0.112914 / -0.114454 | 0 / 0 | 0.08076 / -0.081567 | 0.0934863 / -0.0945533 | -0.0324482 / 0.0324044 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0177965 / -0.0178572 | 0.0273426 / -0.0274619 | 0.0363896 / -0.0365817 | 0 / 0 | 0.0194833 / -0.019553 | 0.0450146 / -0.0452923 | 0.0457386 / -0.0460241 | 0.0531899 / -0.0535633 | 0 / 0 | 0.0196278 / -0.0196983 | -4.70288e-05 / 4.8149e-05 |
 | ttt Cross-Section | 0 / 0 | 0.299153 / -0.299454 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t + 1 true b-jet | 0 / 0 | 0.307708 / -0.307515 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
