 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | VV #leq4-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.160437 / -0.158824 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.262465 / -0.244888 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.117621 / -0.113898 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + #geq 2 true b-jets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0653571 / 0.0656081 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_Light_0__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0402783 / 0.0405076 | -0.0394554 / 0.0396781 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Diboson #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.02035e-05 / 3.02165e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.500416 / -0.499987 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.503661 / -0.501489 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.499753 / 0.499631 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.504553 / 0.512013 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.496354 / -0.498006 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000146168 / -0.000144977 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.489201 / 0.487238 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0218394 / 0.0218934 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.500591 / 0.496256 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0261188 / -0.0259189 | -0.000183119 / 0.00018239 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.500469 / -0.50006 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.499966 / -0.499335 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.499849 / 0.500062 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.497075 / -0.498357 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0669958 / 0.0669739 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0409759 / -0.0409647 | 0 / 0 |
 | FT_EFF_Eigen_C_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.022632 / -0.0226318 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_3__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0826505 / -0.0826999 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_5__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0339083 / -0.033908 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.024434 / -0.0244343 |
 | gamma_stat_CR1bminus_nJets_bin_0 | 0.00176915 / -0.00174423 | 0.00321416 / -0.00316888 | 0.00328713 / -0.00324082 | 0.00434511 / -0.0042839 | 0.00586331 / -0.0057807 | 0.00707767 / -0.00697796 | 0.00408704 / -0.00402946 | 0.0106041 / -0.0104547 | 0.00650764 / -0.00641596 | 0.0058053 / -0.00572351 | 0.00576786 / -0.0056866 | 0.00592186 / -0.00583843 | 0.00666144 / -0.00656759 | 0.00571988 / -0.0056393 | 0.0130431 / -0.0128594 | 0.00889647 / -0.00877114 | 0.0110066 / -0.0108515 | 0.00940232 / -0.00926986 | 0.0206172 / -0.0203268 | 0.0206176 / -0.0203272 | 9.48033e-10 / -9.34678e-10 | 1.32906e-09 / -1.31033e-09 | 2.45835e-09 / -2.42372e-09 | 5.75984e-09 / -5.6787e-09 | 1.68823e-08 / -1.66444e-08 | 4.07373e-08 / -4.01634e-08 | 0.00210135 / -0.00207175 |
 | gamma_stat_CR1bminus_nJets_bin_1 | 0.00369401 / -0.00363961 | 0.00527249 / -0.00519484 | 0.00610685 / -0.00601692 | 0.00559964 / -0.00551718 | 0.00652699 / -0.00643087 | 0.00617578 / -0.00608483 | 0.00590486 / -0.0058179 | 0.00569687 / -0.00561297 | 0.00549861 / -0.00541763 | 0.00647047 / -0.00637518 | 0.0072113 / -0.0071051 | 0.00645363 / -0.00635859 | 0.00525102 / -0.00517368 | 0.0051291 / -0.00505357 | 0.0061196 / -0.00602948 | 0.00619652 / -0.00610527 | 0.00535866 / -0.00527974 | 0.00601068 / -0.00592216 | 7.25166e-08 / -7.14486e-08 | 9.95831e-10 / -9.81165e-10 | 0.0216378 / -0.0213192 | 1.39157e-09 / -1.37108e-09 | 2.57398e-09 / -2.53608e-09 | 6.03077e-09 / -5.94195e-09 | 1.76764e-08 / -1.7416e-08 | 4.26535e-08 / -4.20253e-08 | 0.00308552 / -0.00304008 |
 | gamma_stat_CR1bminus_nJets_bin_2 | 0.00593732 / -0.00583273 | 0.00663005 / -0.00651326 | 0.00676416 / -0.00664501 | 0.00667635 / -0.00655874 | 0.00592685 / -0.00582244 | 0.00575856 / -0.00565712 | 0.00647198 / -0.00635797 | 0.00380839 / -0.0037413 | 0.00297013 / -0.00291781 | 0.00515364 / -0.00506285 | 0.00550573 / -0.00540874 | 0.00596156 / -0.00585654 | 0.00448569 / -0.00440667 | 0.00726826 / -0.00714022 | 0.0019191 / -0.00188529 | 0.00453291 / -0.00445306 | 0.00359545 / -0.00353211 | 0.0039978 / -0.00392738 | 8.84472e-08 / -8.68892e-08 | 1.2146e-09 / -1.1932e-09 | 1.21069e-09 / -1.18936e-09 | 0.026006 / -0.0255478 | 3.13944e-09 / -3.08414e-09 | 7.35562e-09 / -7.22605e-09 | 2.15595e-08 / -2.11798e-08 | 5.20237e-08 / -5.11073e-08 | 0.00566384 / -0.00556406 |
 | gamma_stat_CR1bminus_nJets_bin_3 | 0.00844271 / -0.0082369 | 0.00684434 / -0.0066775 | 0.00616977 / -0.00601937 | 0.00576435 / -0.00562383 | 0.00423992 / -0.00413656 | 0.00340542 / -0.0033224 | 0.00579057 / -0.00564941 | 0.00208117 / -0.00203044 | 0.00849451 / -0.00828744 | 0.00374145 / -0.00365024 | 0.00350007 / -0.00341475 | 0.00361635 / -0.00352819 | 0.00724567 / -0.00706904 | 0.0049206 / -0.00480065 | 0.000392696 / -0.000383124 | 0.00218759 / -0.00213426 | 0.00194933 / -0.00190181 | 0.00263614 / -0.00257188 | 1.22592e-07 / -1.19603e-07 | 1.68349e-09 / -1.64245e-09 | 1.67807e-09 / -1.63716e-09 | 2.3525e-09 / -2.29515e-09 | 0.036475 / -0.0355859 | 1.01952e-08 / -9.94669e-09 | 2.98825e-08 / -2.9154e-08 | 7.21072e-08 / -7.03494e-08 | 0.00818886 / -0.00798924 |
 | gamma_stat_CR1bminus_nJets_bin_4 | 0.0105594 / -0.0101416 | 0.00602932 / -0.00579075 | 0.00489565 / -0.00470193 | 0.00443107 / -0.00425574 | 0.00289674 / -0.00278212 | 0.00168695 / -0.0016202 | 0.00464143 / -0.00445778 | 0.000488088 / -0.000468775 | 0.0039027 / -0.00374828 | 0.00369995 / -0.00355354 | 0.00351502 / -0.00337593 | 0.00376063 / -0.00361183 | 0.00278254 / -0.00267244 | 0.00363362 / -0.00348984 | 1.75694e-08 / -1.68742e-08 | 0.00166558 / -0.00159967 | 0.0011172 / -0.00107299 | 0.00167241 / -0.00160623 | 2.01514e-07 / -1.9354e-07 | 2.76728e-09 / -2.65779e-09 | 2.75838e-09 / -2.64923e-09 | 3.86699e-09 / -3.71398e-09 | 7.15277e-09 / -6.86974e-09 | 0.0607883 / -0.0583829 | 4.91203e-08 / -4.71767e-08 | 1.18529e-07 / -1.13838e-07 | 0.0101289 / -0.0097281 |
 | gamma_stat_CR1bminus_nJets_bin_5 | 0.00903406 / -0.00826683 | 0.00542908 / -0.00496801 | 0.00391792 / -0.00358519 | 0.00408502 / -0.0037381 | 0.00202987 / -0.00185748 | 0.0016768 / -0.0015344 | 0.00414916 / -0.00379679 | 0.00116021 / -0.00106168 | 0.00220905 / -0.00202144 | 0.00572315 / -0.00523711 | 0.00228417 / -0.00209019 | 0.0027004 / -0.00247107 | 0.0021574 / -0.00197418 | 0.00101947 / -0.000932894 | 3.86552e-08 / -3.53724e-08 | 0.00171065 / -0.00156537 | 0.000808215 / -0.000739577 | 0.00113296 / -0.00103674 | 4.43361e-07 / -4.05708e-07 | 6.08843e-09 / -5.57136e-09 | 6.06883e-09 / -5.55343e-09 | 8.50794e-09 / -7.7854e-09 | 1.57371e-08 / -1.44006e-08 | 3.68716e-08 / -3.37403e-08 | 0.138364 / -0.126613 | 2.6078e-07 / -2.38633e-07 | 0.010194 / -0.00932831 |
 | gamma_stat_CR1bminus_nJets_bin_6 | 0.013343 / -0.0110857 | 0.00579829 / -0.00481737 | 0.00603971 / -0.00501795 | 0.00396608 / -0.00329512 | 0.00223914 / -0.00186033 | 0.00496583 / -0.00412574 | 0.00445174 / -0.00369862 | 0.000740762 / -0.000615444 | 0.000890498 / -0.000739849 | 0.00490122 / -0.00407206 | 0.00148442 / -0.00123329 | 0.00141952 / -0.00117937 | 0.000515755 / -0.000428503 | 0.00119393 / -0.000991948 | 8.29687e-08 / -6.89325e-08 | 0.00241378 / -0.00200543 | 0.000772712 / -0.000641989 | 0.00133804 / -0.00111168 | 9.51618e-07 / -7.90629e-07 | 1.30681e-08 / -1.08573e-08 | 1.3026e-08 / -1.08223e-08 | 1.82612e-08 / -1.51719e-08 | 3.37778e-08 / -2.80635e-08 | 7.91403e-08 / -6.57518e-08 | 2.31963e-07 / -1.92721e-07 | 0.298489 / -0.247993 | 0.0217556 / -0.0180751 |
 | NF_{Mat. Conv.} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.323412 / -0.290062 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{Low m_{#gamma^{*}}} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.235191 / -0.204439 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF e} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.331529 / -0.316066 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF m} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.175213 / -0.162251 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{t#bar{t}W^{-}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.239963 / -0.234745 | 0.239963 / -0.234745 | 0.239963 / -0.234745 | 0.239963 / -0.234745 | 0.239963 / -0.234745 | 0.239963 / -0.234745 | 0.239963 / -0.234745 | 0 / 0 |
 | a0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.13546 / -0.136481 | 0.343196 / -0.295655 | 0.621457 / -0.44267 | 0.981165 / -0.567241 | 1.44018 / -0.668263 | 2.42518 / -0.778137 | 0 / 0 |
 | a1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.305013 / -0.294014 | 0.573814 / -0.434186 | 0.818523 / -0.518991 | 1.04562 / -0.576893 | 1.25906 / -0.619448 | 1.55976 / -0.665264 | 0 / 0 |
 | mu_signal | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.627252 / -0.606876 |
