 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JER_EffectiveNP_1 | -0.111047 / 0.111047 | 0 / 0 | -0.0561272 / 0.0561272 | 0 / 0 | 0 / 0 | 0.087299 / -0.0872991 | 0 / 0 | 0 / 0 | -0.0361724 / 0.0361723 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0644778 / 0.0644778 | -0.030146 / 0.030146 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.167267 / -0.167267 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0529131 / 0.0529131 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_1 | 0.133613 / -0.133612 | -0.0308631 / 0.030863 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0652551 / 0.0652552 | 0 / 0 | 0 / 0 | 0.0391325 / -0.0391325 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0606356 / -0.0606356 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.112237 / -0.112237 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0711502 / -0.0711502 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_2 | -0.0227782 / 0.0227783 | 0 / 0 | -0.0561272 / 0.0561272 | 0 / 0 | 0 / 0 | 0.1084 / -0.1084 | 0 / 0 | 0 / 0 | -0.0670357 / 0.0670356 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0897705 / 0.0897705 | -0.0295486 / 0.0295486 | 0 / 0 | 0 / 0 | 0.0214345 / -0.0214345 | 0 / 0 | 0 / 0 | 0 / 0 | 0.241224 / -0.241224 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0515915 / 0.0515915 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_2 | 0.0688213 / -0.0688213 | 0 / 0 | 0.0789298 / -0.0789298 | 0 / 0 | 0 / 0 | -0.0733943 / 0.0733943 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0241664 / -0.0241664 | 0 / 0 | 0 / 0 | -0.0722223 / 0.0722224 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0527655 / -0.0527656 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0691404 / -0.0691404 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_3 | -0.0917298 / 0.0917298 | 0 / 0 | 0.137275 / -0.137275 | 0 / 0 | 0 / 0 | -0.118494 / 0.118494 | 0 / 0 | 0 / 0 | 0.0361422 / -0.0361422 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.219515 / 0.219515 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0515915 / -0.0515915 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_3 | -0.0741855 / 0.0741854 | 0.0363268 / -0.0363267 | 0 / 0 | 0.0213005 / -0.0213005 | 0 / 0 | 0.0652552 / -0.0652551 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0769187 / 0.0769187 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0712124 / 0.0712124 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_4 | -0.0865773 / 0.0865773 | 0.0457716 / -0.0457716 | 0.0825553 / -0.0825553 | 0 / 0 | 0 / 0 | -0.156274 / 0.156274 | 0 / 0 | 0 / 0 | 0.0252875 / -0.0252875 | -0.0241744 / 0.0241744 | 0 / 0 | 0 / 0 | 0.052079 / -0.052079 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0300729 / 0.0300729 | 0 / 0 | 0 / 0 | 0 / 0 | -0.240295 / 0.240295 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0524942 / -0.0524942 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_5 | 0.11168 / -0.11168 | 0 / 0 | -0.0836524 / 0.0836524 | -0.0214707 / 0.0214706 | 0 / 0 | 0.040863 / -0.040863 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0895878 / -0.0895878 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0988824 / -0.0988824 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.108351 / 0.108351 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_5 | -0.133749 / 0.133749 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0207321 / -0.0207321 | 0 / 0 | 0 / 0 | -0.0235659 / 0.0235659 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0606356 / -0.0606356 | 0.021568 / -0.021568 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0743561 / -0.0743561 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_6 | 0.194796 / -0.194796 | 0.0221769 / -0.0221769 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0247687 / 0.0247687 | 0 / 0 | 0 / 0 | 0.0356733 / -0.0356734 | 0 / 0 | 0 / 0 | 0 / 0 | 0.223443 / -0.223443 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0700651 / -0.0700651 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_6 | -0.133612 / 0.133613 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.022827 / 0.022827 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0714902 / 0.0714902 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0810741 / 0.0810741 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.13156 / 0.13156 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_7 | -0.0389282 / 0.0389283 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0259858 / 0.0259858 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0660629 / 0.0660629 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0988422 / -0.0988422 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.13156 / -0.13156 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_8 | 0.15126 / -0.15126 | -0.0305769 / 0.0305769 | -0.0825553 / 0.0825553 | 0 / 0 | 0 / 0 | 0.0333907 / -0.0333907 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0848173 / 0.0848173 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0233331 / 0.0233331 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0523648 / -0.0523648 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_9 | -0.11168 / 0.11168 | -0.0256835 / 0.0256835 | 0 / 0 | 0.0243491 / -0.0243491 | 0 / 0 | 0.031889 / -0.031889 | 0 / 0 | 0 / 0 | -0.0432149 / 0.0432149 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0716983 / 0.0716982 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0271162 / -0.0271162 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0521184 / 0.0521184 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_9 | 0.156207 / -0.156207 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0225041 / -0.022504 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.109194 / -0.109194 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.131523 / -0.131523 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_1 | 0.11168 / -0.11168 | 0 / 0 | 0.0826447 / -0.0826447 | 0 / 0 | 0 / 0 | 0.0425885 / -0.0425884 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0262341 / 0.0262341 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0564197 / 0.0564197 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_1 | -0.0364598 / 0.0364598 | 0 / 0 | -0.0836524 / 0.0836524 | 0 / 0 | 0 / 0 | 0.0245226 / -0.0245226 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_1 | -0.0818739 / 0.0818739 | 0.0265425 / -0.0265424 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0235659 / -0.0235659 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.022042 / -0.022042 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0629658 / -0.0629658 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.126598 / -0.126598 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JER_EffectiveNP_1 | 0.058903 / -0.058903 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.023035 / -0.023035 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0463493 / -0.0463493 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.126635 / -0.126635 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_JESUnc_VertexingAlg_PreRec | 0.0398059 / -0.0398058 | -0.119914 / 0.119914 | -0.138372 / 0.138373 | 0 / 0 | -0.0412581 / 0.0412581 | 0.024159 / -0.024159 | -0.0549047 / 0.0549046 | 0 / 0 | -0.0691666 / 0.0691666 | 0 / 0 | 0 / 0 | 0 / 0 | -0.287174 / 0.287174 | 0 / 0 | 0 / 0 | -0.0398809 / 0.039881 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0282581 / 0.0282581 | -0.294727 / 0.294726 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -0.0304071 / 0.0304071 | -0.132755 / 0.132755 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_NNJvtEfficiency | -0.0557338 / 0.0557338 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0270036 / -0.0270036 | 0 / 0 | 0.0230032 / -0.0230032 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0412996 / -0.0412996 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_Pileup_OffsetNPV | 0.0228166 / -0.0228166 | -0.0283913 / 0.0283914 | -0.0836524 / 0.0836524 | -0.0226296 / 0.0226297 | 0 / 0 | 0.139536 / -0.139536 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0257531 / -0.0257531 | 0 / 0 | 0 / 0 | -0.161967 / 0.161967 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0600811 / 0.0600811 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0760884 / 0.0760884 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_Pileup_PtTerm | 0.058903 / -0.058903 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0200489 / -0.0200489 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0911095 / 0.0911094 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.126635 / 0.126635 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_Pileup_RhoTopology | -0.19277 / 0.19277 | -0.0801065 / 0.0801066 | -0.0836524 / 0.0836524 | -0.0485824 / 0.0485823 | -0.040487 / 0.0404869 | 0.134436 / -0.134436 | -0.0434397 / 0.0434397 | 0 / 0 | -0.0575968 / 0.0575968 | 0.025593 / -0.025593 | 0 / 0 | 0 / 0 | -0.161102 / 0.161102 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0440275 / -0.0440275 | 0.0257359 / -0.0257359 | 0 / 0 | -0.0252821 / 0.0252821 | -0.24025 / 0.24025 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -0.0239684 / 0.0239684 | -0.256876 / 0.256876 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | JET_RelativeNonClosure_AF3 | 0.117638 / -0.117638 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | FT_EFF_Eigen_B_0__1 | 0.0209133 / -0.0209133 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0329484 / -0.0329485 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | FT_EFF_Eigen_B_2__1 | -0.0696816 / 0.0696816 | -0.0335708 / 0.0335709 | 0 / 0 | -0.0240448 / 0.0240447 | -0.0273294 / 0.0273293 | -0.0218565 / 0.0218565 | -0.0242911 / 0.0242911 | 0 / 0 | -0.0218475 / 0.0218475 | -0.0394832 / 0.0394832 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0220639 / 0.0220639 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.026685 / 0.0266849 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -0.0295151 / 0.0295152 | -0.141095 / 0.141095 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | FT_EFF_Eigen_B_3__1 | 0.0640127 / -0.0640127 | 0.0256616 / -0.0256616 | 0 / 0 | 0.0249421 / -0.0249421 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0230255 / -0.0230255 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0230205 / -0.0230206 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0920258 / -0.0920258 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | FT_EFF_Eigen_B_4__1 | -0.0222269 / 0.0222268 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | FT_EFF_Eigen_B_6__1 | -0.0256524 / 0.0256523 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0249782 / 0.0249782 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
 | FT_EFF_Eigen_B_7__1 | 0.041472 / -0.041472 | 0 / 0 | 0 / 0 | 0.0206388 / -0.0206388 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0223245 / -0.0223244 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.050524 / -0.050524 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |
