 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.191512 / -0.176737 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0522497 / -0.0522106 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.0303435 / -0.0284279 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0.0257697 / -0.0256905 | 0.0262069 / -0.0261253 | 0.0275826 / -0.0274933 | 0.0279913 / -0.0278996 | 0.0295205 / -0.0294197 | -5.50867e-05 / 5.55252e-05 | 0.0269879 / -0.026902 | 0 / 0 | 0 / 0 | 0.021816 / -0.0217566 | 0.0273893 / -0.0273011 | 0.0388809 / -0.0387148 | 0 / 0 | 0 / 0 | 0.0343353 / -0.0342031 | 0.0326139 / -0.0324934 | 0.0349013 / -0.034765 | 0.0277658 / -0.0276755 | 0 / 0 | 0.0266496 / -0.0265656 | 0.0261467 / -0.0260654 | 0.0290524 / -0.0289545 | 0.0409352 / -0.0407525 | 0.0416799 / -0.041491 | 0.026593 / -0.0265093 | 0.0309173 / -0.0308078 | 0.0219271 / -0.0218672 | 0.019755 / -0.0197048 | 0.0286558 / -0.0285603 | 0.0282682 / -0.0281749 |
 | FT_EFF_Eigen_B_0__1 | 0.0225993 / -0.0225866 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0263227 / -0.0263072 | 0.0406191 / -0.0405908 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.188403 / -0.187913 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0317791 / -0.0317591 |
 | FT_EFF_Eigen_B_2__1 | -0.061147 / 0.0611256 | -0.0501652 / 0.0501528 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.134234 / 0.134129 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.019834 / 0.0198358 | -0.0284131 / 0.0284128 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.46179 / 0.463283 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.050053 / 0.0500407 |
 | FT_EFF_Eigen_B_3__1 | 0.0353847 / -0.0353579 | 0.0294511 / -0.0294307 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0289188 / -0.0288989 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0677564 / -0.0676856 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.282869 / -0.28294 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0321911 / -0.0321677 |
 | FT_EFF_Eigen_B_8__1 | 0.0232571 / -0.0232583 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.022459 / -0.0224603 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 3.71652e-05 / -3.71644e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | -1.68975e-05 / 1.65136e-05 | 0 / 0 | 0.0239891 / -0.0238275 | -2.73599e-05 / 2.74965e-05 | 0 / 0 | 0.0941106 / -0.092786 | 0 / 0 | 0 / 0 | -0.0494258 / 0.0495686 | 0.0658522 / -0.0651058 | 0 / 0 | 0.122393 / -0.12037 | 0 / 0 | 0.0924265 / -0.0911399 | 0 / 0 | 0.0277162 / -0.0275174 | 0.0375424 / -0.0372309 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0194615 / -0.0193408 | 0 / 0 | 0 / 0 | 0.0193212 / -0.0192016 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -9.12443e-06 / 8.86056e-06 |
