 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.191512 / -0.176737 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0412406 / -0.0412049 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.0541443 / -0.0504757 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0.0257399 / -0.0256608 | 0.0264806 / -0.0263975 | 0.02451 / -0.0244374 | 0.0284641 / -0.0283697 | 0.030586 / -0.0304786 | 0.0334125 / -0.0332866 | 0.0273711 / -0.027283 | 0 / 0 | 0.0275176 / -0.0274287 | 0.0204224 / -0.0203694 | 0 / 0 | 0.0521114 / -0.0518236 | 0 / 0 | 0.0301255 / -0.0300211 | 0.024684 / -0.0246105 | 0.0298878 / -0.0297848 | 0.0342325 / -0.034101 | 0.0324912 / -0.0323715 | 0 / 0 | 0.0273778 / -0.0272897 | 0.0241823 / -0.0241113 | 0.0206803 / -0.020626 | 0.0328907 / -0.0327684 | 0.0244477 / -0.0243755 | 0.024609 / -0.0245359 | 0.0368475 / -0.0366971 | 0.0256192 / -0.0255407 | 0 / 0 | 0.0865283 / -0.0857513 | 0.0284504 / -0.0283561 |
 | FT_EFF_Eigen_B_2__1 | -0.038038 / 0.0380334 | -0.0266889 / 0.0266892 | 0 / 0 | -0.0234698 / 0.0234709 | 0 / 0 | 0.0412872 / -0.0413292 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.117866 / 0.117781 | 0 / 0 | 0 / 0 | -0.0455564 / 0.0455473 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0213627 / 0.0213643 | 0 / 0 | -0.0321462 / 0.0321444 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0211905 / 0.021192 | 0.0431878 / -0.0432332 | -0.036941 / 0.036937 |
 | FT_EFF_Eigen_B_3__1 | 0.0289227 / -0.0289029 | 0.0238793 / -0.0238642 | 0 / 0 | 0.0206252 / -0.020613 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0517265 / -0.051679 | 0 / 0 | 0 / 0 | 0.0364463 / -0.0364183 | 0 / 0 | 0.0211529 / -0.0211403 | 0.0290304 / -0.0290104 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0209702 / -0.0209578 | 0 / 0 | 0.0345622 / -0.0345363 | 0 / 0 | 0 / 0 | 0.0262472 / -0.02623 | 0.0472102 / -0.0471688 | 0.133168 / -0.133002 | 0.0244616 / -0.024446 |
 | FT_EFF_Eigen_B_7__1 | 0.0206184 / -0.020544 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0229242 / -0.0228377 | 0 / 0 | 0.0226162 / -0.0225313 | 0.0335715 / -0.0334198 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0364715 / -0.0362994 | 0 / 0 | 0 / 0 | 0.0299167 / -0.029789 | 0.0495219 / -0.0492452 | 0.1591 / -0.157318 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | 3.58561e-06 / -3.62454e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0299271 / -0.0300655 | 0.0971874 / -0.0983373 | 0.0268322 / -0.0269478 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0199607 / -0.020033 | 0 / 0 | 0 / 0 | 0.0286052 / -0.0287336 | 0.0782654 / -0.0790261 | 0.0204509 / -0.020526 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0305888 / -0.0307322 | 0 / 0 | 0.0185267 / -0.0185912 | 0 / 0 | 0.0271098 / -0.0272274 | 0.0977428 / -0.0989055 | 0 / 0 | 3.37086e-06 / -3.3921e-06 |
 | JET_RelativeNonClosure_AF3 | 3.44254e-06 / -3.44915e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0816889 / 0.0816922 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttt Cross-Section | 0 / 0 | 0.299153 / -0.299454 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
