 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.191512 / -0.176737 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | t#bar{t}t#bar{t} modelling (shower) | -0.998735 / 1.10982 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | t#bar{t}t#bar{t} generator choice | -0.0654326 / 0.0626775 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_EffectiveNP_Modelling1 | -0.0418167 / 0.0418155 | -0.041212 / 0.0412106 | -0.0837266 / 0.0837745 | 0 / 0 | 0 / 0 | 0.0417785 / -0.0417474 | 0 / 0 | 0 / 0 | -0.0210036 / 0.020998 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0903422 / 0.0904038 | 0 / 0 | 0 / 0 | -0.0215063 / 0.0215007 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.190636 / 0.191179 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.105384 / -0.105294 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_EtaIntercalibration_Modelling | 0.0589086 / -0.0588734 | -0.0492749 / 0.049244 | -0.0836457 / 0.083592 | 0 / 0 | 0 / 0 | 0.065597 / -0.0655579 | 0 / 0 | 0 / 0 | -0.0209364 / 0.0209236 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0902368 / 0.0901785 | 0 / 0 | 0 / 0 | -0.021566 / 0.0215527 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.127143 / 0.127059 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.10635 / -0.106286 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0.0407023 / -0.0406846 | -0.0617273 / 0.0618037 | -0.0836412 / 0.0837885 | 0 / 0 | -0.02673 / 0.026744 | 0.0461866 / -0.0461639 | -0.0238971 / 0.0239084 | 0 / 0 | -0.0201052 / 0.0201133 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0900655 / 0.0902388 | 0 / 0 | 0 / 0 | -0.0236397 / 0.0236507 | 0.0225749 / -0.0225696 | 0 / 0 | 0 / 0 | 0 / 0 | -0.223785 / 0.225247 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0903288 / 0.0905033 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_Flavor_Response | -0.0405782 / 0.0405795 | 0 / 0 | 0.0822121 / -0.0821823 | 0 / 0 | 0 / 0 | -0.046371 / 0.0463715 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.16082 / -0.160576 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.117681 / -0.117588 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.104187 / 0.104141 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_InSitu_NonClosure_PreRec | -0.183421 / 0.188169 | -0.103198 / 0.104358 | -0.0804935 / 0.0811036 | -0.0276126 / 0.0276075 | -0.0469986 / 0.0471179 | 0.0884781 / -0.0872791 | -0.0495832 / 0.0497276 | 0 / 0 | -0.055236 / 0.0554425 | 0.0240539 / -0.0238916 | 0 / 0 | 0 / 0 | -0.192176 / 0.19749 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0458926 / -0.0454694 | 0.0298458 / -0.0296243 | 0 / 0 | -0.0249111 / 0.0248974 | -0.314102 / 0.331692 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0299334 / 0.0299374 | -0.340857 / 0.36242 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JERUnc_Noise_PreRec | -0.108293 / 0.108553 | 0 / 0 | 0.0516993 / -0.051817 | 0 / 0 | 0 / 0 | -0.126331 / 0.126627 | 0 / 0 | 0 / 0 | 0.0775993 / -0.0777658 | 0 / 0 | 0 / 0 | 0 / 0 | 0.311575 / -0.311441 | -0.0343373 / 0.0344226 | 0 / 0 | -0.021197 / 0.0212495 | -0.022922 / 0.0229788 | 0 / 0 | 0 / 0 | 0 / 0 | -0.295383 / 0.295682 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.114095 / -0.114314 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JERUnc_Noise_PreRec | 0.112642 / -0.111572 | 0 / 0 | -0.0796319 / 0.0792164 | 0 / 0 | 0 / 0 | 0.0754163 / -0.0747907 | 0 / 0 | 0 / 0 | 0.0274833 / -0.0272906 | -0.0222262 / 0.022093 | 0 / 0 | 0 / 0 | 0.0282256 / -0.0280272 | 0 / 0 | 0 / 0 | -0.0514965 / 0.0512111 | 0 / 0 | -0.0234708 / 0.0233307 | 0 / 0 | 0 / 0 | 0.246435 / -0.242664 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.381635 / -0.372637 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
