 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | Diboson #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.49998 / -0.49998 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.49998 / -0.49998 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.49998 / 0.49998 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.49998 / 0.49998 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.49998 / -0.49998 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 2.22045e-16 / 2.22045e-16 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.495177 / 0.495177 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.49998 / 0.49998 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 2.22045e-16 / 2.22045e-16 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.49998 / -0.49998 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.49998 / -0.49998 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.49998 / 0.49998 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.49998 / -0.49998 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0670185 / 0.0670185 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0226318 / -0.0226318 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_3__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0830419 / -0.0830419 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_5__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0339104 / -0.0339104 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_B_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0244338 / -0.0244338 |
 | gamma_stat_CR1bminus_nJets_bin_0 | 0.00186854 / -0.00186854 | 0.00323697 / -0.00323697 | 0.00332507 / -0.00332507 | 0.00439378 / -0.00439378 | 0.00616988 / -0.00616988 | 0.00718264 / -0.00718264 | 0.00413838 / -0.00413838 | 0.0107334 / -0.0107334 | 0.00657409 / -0.00657409 | 0.00586421 / -0.00586421 | 0.0058409 / -0.0058409 | 0.00596982 / -0.00596982 | 0.0067533 / -0.0067533 | 0.00579554 / -0.00579554 | 0.013205 / -0.013205 | 0.00900766 / -0.00900766 | 0.009327 / -0.009327 | 0.00951699 / -0.00951699 | 0.0208568 / -0.0208568 | 0.0208572 / -0.0208572 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00210785 / -0.00210785 |
 | gamma_stat_CR1bminus_nJets_bin_1 | 0.00389704 / -0.00389704 | 0.00532862 / -0.00532862 | 0.00619095 / -0.00619095 | 0.00567421 / -0.00567421 | 0.00675543 / -0.00675543 | 0.00626082 / -0.00626082 | 0.00600103 / -0.00600103 | 0.00578013 / -0.00578013 | 0.00556497 / -0.00556497 | 0.00654889 / -0.00654889 | 0.00731394 / -0.00731394 | 0.00654118 / -0.00654118 | 0.00532266 / -0.00532266 | 0.00520937 / -0.00520937 | 0.00620372 / -0.00620372 | 0.00628077 / -0.00628077 | 0.00646568 / -0.00646568 | 0.00609765 / -0.00609765 | 7.35345e-08 / -7.35345e-08 | 1.00523e-09 / -1.00523e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00310396 / -0.00310396 |
 | gamma_stat_CR1bminus_nJets_bin_2 | 0.00615764 / -0.00615764 | 0.00667672 / -0.00667672 | 0.00682373 / -0.00682373 | 0.00673311 / -0.00673311 | 0.00593825 / -0.00593825 | 0.00580917 / -0.00580917 | 0.00653303 / -0.00653303 | 0.00384645 / -0.00384645 | 0.00299907 / -0.00299907 | 0.00519461 / -0.00519461 | 0.00555458 / -0.00555458 | 0.00603056 / -0.00603056 | 0.00452884 / -0.00452884 | 0.00734838 / -0.00734838 | 0.00193295 / -0.00193295 | 0.00457447 / -0.00457447 | 0.00430349 / -0.00430349 | 0.00403491 / -0.00403491 | 8.92802e-08 / -8.92802e-08 | 1.22048e-09 / -1.22048e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00567543 / -0.00567543 |
 | gamma_stat_CR1bminus_nJets_bin_3 | 0.0084487 / -0.0084487 | 0.0069383 / -0.0069383 | 0.00624493 / -0.00624493 | 0.00584309 / -0.00584309 | 0.00403696 / -0.00403696 | 0.0034333 / -0.0034333 | 0.00583791 / -0.00583791 | 0.00211155 / -0.00211155 | 0.0086137 / -0.0086137 | 0.00378112 / -0.00378112 | 0.00354718 / -0.00354718 | 0.00368328 / -0.00368328 | 0.00733469 / -0.00733469 | 0.00499751 / -0.00499751 | 0.000398176 / -0.000398176 | 0.00221703 / -0.00221703 | 0.00232264 / -0.00232264 | 0.00267243 / -0.00267243 | 1.2431e-07 / -1.2431e-07 | 1.69934e-09 / -1.69934e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00824719 / -0.00824719 |
 | gamma_stat_CR1bminus_nJets_bin_4 | 0.0101721 / -0.0101721 | 0.00617763 / -0.00617763 | 0.00499018 / -0.00499018 | 0.00453253 / -0.00453253 | 0.0026322 / -0.0026322 | 0.00172278 / -0.00172278 | 0.00470834 / -0.00470834 | 0.000499336 / -0.000499336 | 0.00399477 / -0.00399477 | 0.00377423 / -0.00377423 | 0.00358807 / -0.00358807 | 0.0038613 / -0.0038613 | 0.00284126 / -0.00284126 | 0.00372114 / -0.00372114 | 1.79785e-08 / -1.79785e-08 | 0.00170234 / -0.00170234 | 0.00135858 / -0.00135858 | 0.00170737 / -0.00170737 | 2.0604e-07 / -2.0604e-07 | 2.81661e-09 / -2.81661e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0102878 / -0.0102878 |
 | gamma_stat_CR1bminus_nJets_bin_5 | 0.00875204 / -0.00875204 | 0.00571978 / -0.00571978 | 0.00410116 / -0.00410116 | 0.00428594 / -0.00428594 | 0.00182267 / -0.00182267 | 0.00175183 / -0.00175183 | 0.00433335 / -0.00433335 | 0.00121655 / -0.00121655 | 0.00231126 / -0.00231126 | 0.00598541 / -0.00598541 | 0.00238934 / -0.00238934 | 0.00284195 / -0.00284195 | 0.00225608 / -0.00225608 | 0.00107007 / -0.00107007 | 4.05419e-08 / -4.05419e-08 | 0.00178848 / -0.00178848 | 0.0010171 / -0.0010171 | 0.0011871 / -0.0011871 | 4.64626e-07 / -4.64626e-07 | 6.35153e-09 / -6.35153e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0106123 / -0.0106123 |
 | gamma_stat_CR1bminus_nJets_bin_6 | 0.0131496 / -0.0131496 | 0.00626012 / -0.00626012 | 0.00645782 / -0.00645782 | 0.00425801 / -0.00425801 | 0.00211822 / -0.00211822 | 0.0053226 / -0.0053226 | 0.00479724 / -0.00479724 | 0.000794944 / -0.000794944 | 0.000953722 / -0.000953722 | 0.00523817 / -0.00523817 | 0.00158618 / -0.00158618 | 0.00152743 / -0.00152743 | 0.000554634 / -0.000554634 | 0.00128256 / -0.00128256 | 8.90581e-08 / -8.90581e-08 | 0.00258178 / -0.00258178 | 0.000991377 / -0.000991377 | 0.00142911 / -0.00142911 | 1.02064e-06 / -1.02064e-06 | 1.39524e-08 / -1.39524e-08 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0231789 / -0.0231789 |
