 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | Diboson_syst_varRF | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 | Jet uncertainties | 7.03e-06 | 0 | 0.0482 | 0.0698 | 0.122 | 0.294 | 0.125 | 0 | -0.242 | -0.139 | 0.124 | 0.11 | 0.0563 | 0.0239 | 0.332 | 0.923 | 0.0526 | 0.348 | 0 | 0 | 0.0641 | -0.107 | 0.115 | -0.0404 | 0.133 | 0.459 | 0.117 | 1.28 | 0.0339 | 1.7e-05 |
 | Non-prompt lepton modeling | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -0.0957 | 0.0209 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 | Other bkg modeling | 0 | 0 | 0.737 | 0.885 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.457 | 0.455 | 1.18 | 0 | 0.495 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 | Other instrumental uncertainty | 0.0257 | 0.0265 | -0.00336 | 0.0285 | 0.0306 | 0.205 | 0.0274 | 0 | -0.0178 | -0.0423 | -0.0527 | 0.0521 | 0.0367 | 0.0301 | 0.278 | 0.0665 | 0.0827 | 0.0865 | 0 | 0.0274 | 0.0484 | 0.0557 | -0.0112 | -0.235 | -0.0146 | 0.305 | 0.0256 | 0.061 | 0.0429 | 0.0285 |
 | SM 4top modeling | 0.308 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 | b-tagging B-jets uncertainties | 0.0102 | -0.00345 | 0 | -0.00333 | 0 | -0.0554 | 0 | 0 | 0 | 0 | 0 | -0.0108 | 0 | 0 | 0.0344 | 0 | 0.0442 | 0.0389 | 0 | 0 | 0 | -0.00084 | 0 | 0.0465 | 0 | 0 | 0.0342 | 0.024 | 0.155 | -0.0134 |
 | b-tagging C-jets uncertainties | 0 | 0 | 0.0235 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.0239 | 0 | 0 | 0.0299 | 0 | 0.0401 | 0 | 0 | 0 | 0 | 0 | 0 | 0.163 | 0 | 0 | 0 | 0 | -0.0522 | 0 |
 | b-tagging Light-jets uncertainties | 0 | 0 | -0.0206 | 0 | -0.028 | -0.0301 | -0.0278 | 0 | 0 | 0.00915 | 0 | -0.0209 | 0.0208 | -0.0363 | -0.0257 | -0.0347 | -0.0452 | -0.0746 | 0 | -0.0332 | -0.0391 | -0.0351 | -0.106 | 0 | -0.0574 | -0.0312 | -0.0589 | -0.232 | -0.191 | 0 |
 | ttH modeling | 0 | 0 | 0 | 0 | 0 | 0 | 0.0988 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
