 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.49085e-06 / -4.03564e-06 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0502311 / 0.0529323 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | -2.32166e-05 / 2.08779e-05 | 0 / 0 | -0.030042 / 0.0310081 | 0.0434085 / -0.041595 | 0.0259555 / -0.0253755 | 0.0228613 / -0.0223911 | 0.0804815 / -0.0747745 | 47.6644 / -1 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0290933 / -0.0283531 | 0 / 0 | -0.0911093 / 0.100216 | 0 / 0 | 4.44089e-16 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 7.3535e-05 / 0.0303581 | 0 / 0 | 2.22045e-16 / 0 | -5.82909e-06 / 5.78992e-06 | -4.44089e-16 / -2.22045e-16 | -1.11022e-16 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000116655 / -0.0470139 | -0.000186746 / -0.0745966 | 0.000951427 / 0.439055 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0337113 / 0.000371675 | 2.22045e-16 / 2.22045e-16 | -1.52962e-06 / 1.52341e-06 | -0.0771555 / -0.000879582 | 0 / 0 | 0 / 0 | -2.22045e-16 / -1.11022e-16 | -0.0221706 / -0.00024852 | -0.0221457 / -0.00024824 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0327858 / 0.000361569 | 0.373066 / 0.00375709 | 0 / 0 | 2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0308831 / -0.000357974 | 2.22045e-16 / 2.22045e-16 | -0.0194691 / -0.000216774 | -0.17675 / -0.00206187 | 0.0246097 / 0.000237955 | 0 / 0 | 0 / 0 | -0.0311209 / -0.000276184 | -0.0498436 / -0.00055873 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0263381 / 0.000288683 | 0.0484964 / 0.000528189 | 0.367097 / 0.00367748 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.0366492 / 0.0391575 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | -1.7095e-05 / 1.38983e-05 | -0.0802762 / 0.0898402 | 0 / 0 | 1.73117e-05 / -1.41365e-05 | 2.22045e-16 / -1.11022e-16 | -1.0872e-05 / 8.85506e-06 | 0.0412616 / -0.0409171 | 30.9663 / -1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.1859 / 0.234392 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0288148 / 0.0025993 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -1.21437e-05 / 1.21078e-05 | 2.22045e-16 / -1.11022e-16 | -7.70579e-06 / 7.67106e-06 | 0 / 0 | -0.0352713 / -0.998046 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0605156 / 0.0238771 | 0.393022 / -0.00532814 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0319373 / -0.000274765 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0.00378768 / -0.0214378 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0362767 / 0.0527548 | 0.00512633 / 0.369796 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0267737 / 0.00251401 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -0.00127693 / 0.0212944 | -5.73676e-06 / 5.77066e-06 | 0 / -2.22045e-16 | -1.96092e-06 / 1.96158e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0597653 / -0.0307271 | 0.391035 / 0.00473181 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 5.11589e-06 / -5.18186e-06 | -1.11022e-16 / -2.22045e-16 | 0 / 0 | -0.0202838 / -0.03261 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00589855 / 0.0786514 | -0.000502093 / 0.386559 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 6.78831e-07 / -6.75435e-07 | -1.11022e-16 / 0 | 0 / 0 | -4.1315e-05 / -0.0240109 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.028932 / -0.0282409 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000856857 / 0.024409 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 2.28356e-06 / -3.64315e-06 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0419395 / -0.0661156 | 0.00936591 / 0.312454 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.177451 / -0.0105269 | 2.22045e-16 / 0 | -1.32911e-05 / 8.75373e-06 | -1.11022e-16 / 0 | 0 / 0 | -0.0373307 / 0.0103016 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0584001 / -0.0224319 | 0.373286 / 0.0179783 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0401163 / 0.0325865 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.55213e-06 / 1.538e-06 | 0 / 0 | -1.72972e-05 / 1.72502e-05 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0695183 / -0.0181805 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0.0056492 / -0.999991 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0368693 / -0.0195914 | 0.390925 / -0.154331 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0309789 / -0.00110045 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.35628e-07 / -1.35906e-07 | 0 / 0 | 3.19249e-06 / -3.17258e-06 | -0.0196011 / -0.000749759 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0299484 / 0.0329703 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0555533 / -0.0374726 | -0.157818 / 0.00388385 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -1.22692e-06 / 1.22574e-06 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
