 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197131 / -0.196871 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | t#bar{t}t#bar{t} modelling (shower) | 0.448834 / 0.00941411 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | t#bar{t}t#bar{t} generator choice | 0.511547 / 0.00667624 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_BJES_Response | -0.031273 / 0.0648564 | -0.0377322 / 0.00668459 | 0 / 0 | -0.0314348 / 0.0322113 | 0 / 0 | -0.0576906 / -0.00401024 | 0 / 0 | 0 / 0 | -0.00574223 / -0.0275704 | -0.100462 / -0.0881157 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | 0 / 0 | -0.0851481 / 0.0616645 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00589478 / 0.0689292 | -0.296034 / -0.000735437 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0060537 / -0.0709343 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_EffectiveNP_Modelling1 | 0.0321722 / 0.0226324 | -0.0406982 / 0.00758779 | 0 / 0 | -0.0446176 / 0.0308456 | -0.0210378 / 0.0139378 | -0.0690132 / -0.00241314 | 0 / 0 | 0 / 0 | -0.00290765 / -0.0290328 | -0.0911133 / -0.0993828 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.221829 / 0.00955963 | -0.0690186 / 0.0546601 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0210696 / -0.00567031 | 0 / 0 | 0 / 0 | -0.042858 / 0.0655285 | 0.138307 / -0.130531 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0133765 / 0.260342 | -0.020249 / 0.345256 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_EtaIntercalibration_Modelling | 0.0415687 / -0.0271591 | -0.0329801 / 0.00152133 | -0.0535018 / -0.00990721 | -0.0325315 / 0.0213961 | 0 / 0 | -0.0856229 / -0.00515552 | 0 / 0 | 0 / 0 | 0.000236523 / -0.0268179 | -0.0953216 / -0.0893501 | 0.0111164 / -0.0199671 | 0 / 0 | 0.2176 / 0.00123722 | -0.0127592 / 0.0473527 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0229628 / 0.0672916 | 0.124585 / 0.000567847 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0045945 / 0.217097 | -0.0117908 / 2.51795 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0.047635 / -0.189722 | -0.0510105 / 0.01958 | -0.00141987 / 0.102714 | -0.0501732 / 0.0264794 | -0.0223638 / 0.0229338 | -0.0914551 / 0.0206467 | -0.0212569 / 0.0227074 | 0 / 0 | -0.00444824 / -0.0280149 | -0.0997627 / -0.0942362 | 0 / 2.22045e-16 | 0 / 0 | 0.233875 / 0.0044378 | -0.0655541 / 0.0787229 | 0 / 0 | 0 / 0 | 0.0226289 / -0.0201805 | 0.0338759 / -0.0178171 | 0 / 0 | 0 / 0 | -0.0470321 / 0.110973 | 0.138937 / -0.162803 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0132698 / 0.0228677 | -0.0234093 / 0.199587 | -0.0393596 / 2.6836 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_EtaIntercalibration_TotalStat | 0.0642888 / -6.71424e-06 | 2.22045e-16 / 0 | 0 / 0 | -0.0174591 / 0.027774 | 0 / 0 | -0.02333 / 0.000338056 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0995301 / 1.09472e-05 | 0 / 0 | 0 / 0 | 0.227226 / -2.2647e-05 | -0.0184908 / 0.0462912 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.129446 / -1.3262e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 3.17344e-05 / 0.327136 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_Flavor_Response | 0.0168294 / 0.12635 | 0 / 0 | 0 / 0 | -0.00157513 / -0.0413238 | 0 / 0 | -0.00345111 / -0.053598 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00668904 / -0.0958819 | -0.0384445 / 0.00452752 | 0 / 0 | 0.0135788 / 0.218709 | 0.0180184 / 0.0191863 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00957414 / 0.0261437 | 0 / 0 | 0 / 0 | 0.0818668 / -0.0290011 | -0.305571 / 0.183087 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.288576 / 0.0261975 | 2.75999 / -0.202501 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_InSitu_NonClosure_PreRec | -0.190067 / 0.0912018 | -0.0801166 / 0.105121 | 0.0213367 / 0.120512 | -0.102326 / 0.115132 | -0.0413584 / 0.058922 | -0.0626347 / 0.0516466 | -0.0483611 / 0.0708838 | 0 / 0 | 0.0795946 / -0.146221 | -0.102136 / -0.0126223 | -0.0265482 / -0.00200417 | 0 / 0 | 0.235929 / 0.174903 | -0.0554925 / 0.145548 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.0414217 / -0.0476635 | 0.0692289 / -0.0715642 | 0 / 0 | -0.0182054 / 0.0317914 | -0.0807141 / 0.314815 | 0.130389 / -0.0718551 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0140588 / 0.0351363 | -0.132329 / 0.225891 | 0.0478336 / 1.92806 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
