 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | Other + 1 true b-jet | 0 / 0 | 0 / 0 | 0.168828 / 0 | 0.0862984 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.169544 / 0 | 0.171503 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | Other + #geq 2 true b-jet | 0 / 0 | 0 / 0 | 0.133049 / 0 | 0.375827 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.216405 / 0 | 0.21278 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 0 / 0 | 0.0636825 / 0.000208444 | 0 / 0 | 0.0153202 / -0.0305016 | 0.00402213 / -0.0363386 | 0.0436544 / -0.0373865 | 0 / 0 | 0.00458753 / -0.0586534 | 0 / 0 | 0 / 0 | 0.248392 / -0.00711123 | 0 / 0 | -1.11022e-16 / 0 | 0.244219 / 0.210848 | -0.0869057 / -0.00949347 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 2.22045e-16 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -0.00579769 / 0.0349603 | -0.00138728 / -0.0257519 | -0.0037439 / -0.0494028 | -1.24827e-07 / -0.151882 | 0.000132182 / -0.0291218 | 0 / 0 | 0 / 0 | 4.03421e-06 / 0.103916 | 0 / 2.22893 | -1.7584e-05 / 0.050747 | 0.000262434 / 0.056822 | 0.00014656 / -0.0970279 | 0.0222885 / 0.152965 | 0.00116797 / -0.0810313 | 0.000538874 / -0.0610072 | -2.22045e-16 / -0.199284 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -0.0383478 / -0.00630088 | 0 / 0 | -0.0404073 / -0.00375843 | -0.187582 / -0.000761622 | -0.0242204 / -3.07558e-06 | 0 / 0 | 0 / 0 | -0.147633 / 0.000922373 | -0.0274466 / -8.31385e-05 | 0.0875938 / -2.0885e-05 | -0.131695 / 3.25669e-05 | 0.0218065 / 5.1174e-05 | 0.428132 / -0.00133154 | -0.110146 / -0.00139179 | -0.0831901 / -9.35226e-06 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0.0377194 / 0 | 0 / 0 | 0 / 0 | -0.115126 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.14882 / 0 | 0 / -1.11022e-16 | 0 / 0 | -0.0373738 / 0 | 0.239912 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / -0.0597271 | 0 / 0 | 0 / -0.0303628 | 0 / -0.216501 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | -1.11022e-16 / 0.1129 | 0 / 0 | 0 / 0.0547417 | 0 / 0 | 0 / 0 | 0 / 0.268987 | 0 / -0.0740909 | 0 / -0.0451066 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | 0.0408943 / 0 | 0 / 0 | -0.0392588 / 0 | -0.118779 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.103799 / 2.22045e-16 | 1.1486 / 0 | -1.11022e-16 / 0 | 0 / 0 | -0.0301934 / 0 | 0.24945 / 0 | 0.114188 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | 0 / -0.0573048 | 0 / 0 | 2.22045e-16 / -0.0399294 | 0 / -0.211915 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0.112637 | 0 / 0 | 2.22045e-16 / 0.046506 | 0 / 0 | 2.22045e-16 / 0.0206706 | 0 / 0.441302 | 0 / -0.117101 | 0 / -0.0658527 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0 / 0.0374236 | 0 / 0 | -0.000939301 / -0.0230336 | 0 / -0.0659016 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 1.14785 | 2.22045e-16 / 0 | 0 / 0 | 0.000965827 / -0.0354075 | 5.85133e-05 / 0.237675 | -2.22045e-16 / 0.0862211 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | -0.0583397 / 0 | 0 / 0 | -0.0264287 / 0.000119209 | -0.16316 / -0.000654025 | 0 / 0 | 0 / 0 | 0 / 0 | 0.105803 / 1.71229e-05 | 0 / 0 | 0.047921 / -2.0885e-05 | 0 / 0 | 0 / 0 | 0.335911 / -0.000795854 | -0.0772359 / 0 | -0.0436237 / 0.000158226 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | -0.00630088 / 0.0440252 | 0 / 0 | -0.000961309 / -0.0256737 | -0.000379123 / -0.0845672 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000129001 / 0.107241 | 0.000379857 / 2.13454 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0.00200408 / -0.0396636 | 0.110581 / 0.264277 | 0.000747827 / -0.0545478 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | -0.052008 / -0.0072719 | 0 / 0 | 0 / 0 | -0.188957 / 0.00274206 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0.110806 / 0.00128732 | 0 / 0 | 0.0591515 / 1.23339e-06 | 0 / 0 | 0 / -1.11022e-16 | 0.378496 / 0.0464832 | -0.0763397 / -0.000157347 | -0.0418955 / 0.000158226 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | -0.000613282 / 0.0399311 | 0 / 0 | -0.00679321 / -0.02554 | -4.69345e-05 / -0.0630403 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000397318 / -0.0294011 | 0 / 0 | 0 / 0 | -0.042312 / 0.0160291 | 0.0613476 / 0.147987 | -0.0152301 / -0.0751395 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | -0.00706512 / -0.0526142 | 0 / 0 | 0 / 0 | -0.0658601 / -0.00345405 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0012043 / 0.0725413 | 0 / 0 | 0 / 0 | 0.21489 / 0.091771 | -0.0761071 / -0.0771593 | -0.00319529 / -0.0424459 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -1.78504e-05 / 0.037414 | 0 / 0 | 0 / 0 | 0.00252111 / -0.0589124 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -8.45191e-06 / -0.0297387 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00762806 / 0.178331 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -0.0602081 / 0.000165711 | 0 / 0 | 0 / 0 | -0.0554543 / -0.003641 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00162294 / 0.0723345 | 0 / 0 | 0 / 0 | 0.18665 / 0.0432394 | -0.00277581 / -0.0575569 | -0.00913307 / -0.0404568 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | -0.0073261 / -0.0523266 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0749413 / -0.00139255 | 0 / 0 | 0 / 0 | 0.0944167 / 0.0819078 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0.0456408 / -0.0061588 | 0 / 0 | 0 / 0 | -0.035695 / -0.000534475 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.18505 / -0.00478296 | -0.0200702 / -0.0016838 | 0 / 0 | 0.00805359 / -0.0456957 | 0.119271 / 0.0730902 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | -0.00599216 / -0.0529917 | 0 / 0 | 0 / 0 | -0.00364804 / -0.171983 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000272368 / 0.969707 | 0.00108586 / 0.0542 | 0 / 0 | 0 / 0 | 0.0809836 / 0.282688 | -0.0702363 / -0.0165569 | -0.0267754 / -0.014909 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0.0372738 / -0.000331836 | 0 / 0 | 0 / 0 | -0.0641739 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0295792 / 4.38549e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0.17275 / 0.0707186 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0.000371807 / -0.0596129 | 0 / 0 | 0 / 0 | -0.0649239 / -0.0589695 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0708146 / -0.00143921 | 0 / 0 | 0 / 0 | 0.0884099 / 0.218586 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0.00024592 / 0.0457768 | 0 / 0 | 0 / 0 | 8.12068e-05 / -0.0665057 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.38549e-05 / -0.024819 | 0 / 0 | 0 / 0 | 0 / 0 | -1.83506e-05 / 0.108484 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.0532664 / 0.000935216 | 0 / 0 | 0 / 0 | -0.0655482 / 0.000134036 | 0 / 0 | 0 / 0 | 0 / 0 | 0.109475 / 0.00166751 | 0 / 0 | -0.000901887 / 0.0708513 | 0 / 0 | 0 / 0 | 0.246292 / 0.106111 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0.0459726 / 0.00024592 | 0 / 0 | 0 / 0 | -0.0689727 / 0.00137345 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00873708 / 0.0933103 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.00741222 / -0.0522404 | 0 / 0 | 0 / 0 | 0.000395078 / -0.06257 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0744702 / -0.000387866 | 0 / 0 | 0 / 0 | 0.11094 / 0.186654 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0.0395571 / 0 | 0 / 0 | 0 / 0 | -0.0649977 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.123088 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_NNJvtEfficiency | 0 / 0 | 0 / 0 | 0.0215312 / -0.0214566 | 0 / 0 | 0 / 0 | 0.0250584 / -0.025627 | 0 / 0 | 0 / 0 | 0 / 0 | -0.031712 / -0.000183689 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0199339 / -0.0202383 | 0 / 0 | 0 / 0 | 0.022694 / -0.0255296 | 0.0310139 / -0.030496 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0 / 0 | 0 / 0 | 0.0274525 / -0.0270857 | 0 / 0 | 0 / 0 | 0.0213866 / -0.0211309 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0365984 / -0.036119 | 0 / 0 | 0 / 0 | 0.0285635 / -0.0278716 | 0 / 0 | 0.0243871 / -0.0240541 | 0.0217783 / -0.021625 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0217663 / -0.021498 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | 0.0217749 / -0.0101759 | 0 / 0 | 0 / 0 | -0.0259045 / -0.0177016 | 0 / 0 | 0 / 0 | -0.0229652 / 0.0295181 | -0.00775064 / 0.0251222 | 0.0322443 / -0.011928 | -1.11022e-16 / 0 | 0.0263934 / -0.0346576 | 0 / 0 | -0.142243 / 0.0877635 | 0.037191 / -0.0303536 | 0 / 0 | -0.0541182 / 0.0441827 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_3__1 | 0 / 0 | 0 / 0 | 0.0510067 / -0.0508695 | 0 / 0 | 0.024768 / -0.0243257 | 0.0334663 / -0.0324683 | 0.0396105 / -0.0385849 | 0 / 0 | 0.028798 / -0.0287418 | 0.0475185 / -0.0474946 | 0.0635324 / -0.0631015 | 0.0838291 / -0.0765953 | 0 / 0 | 0 / 0 | 0.021963 / -0.020126 | 0 / 0 | 0.0290475 / -0.0287201 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_Light_0__1 | 0 / 0 | 0 / 0 | -0.034403 / 0.0349837 | 0 / 0 | -0.0434234 / 0.0447686 | -0.033854 / 0.0352905 | -0.034085 / 0.0350594 | 0 / 0 | -0.0517937 / 0.0523201 | -0.0220482 / 0.0222038 | 0 / 0 | -0.0570454 / 0.058763 | 0 / 0 | -0.032256 / 0.0329297 | 0 / 0 | -0.0331491 / 0.0336559 | -0.077045 / 0.0814302 | -0.0750752 / 0.075494 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00343107 / -0.060446 | 0.0230832 / -0.0191793 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.249239 / -3.62881e-05 | 0 / 0 | 0.166361 / 0.000325968 | 0.174784 / 0.0421998 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000902432 / -0.0602092 | 0.0291156 / -0.0228799 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.254582 / 0.000801015 | 0 / 0 | 0.164273 / 0.00313056 | 0.150842 / 0.056031 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_Flavor_Response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -1.11022e-16 | -0.0602866 / 0.00327537 | -0.0184075 / 0.0282722 | 0 / 0 | -0.0532932 / 0.00399196 | 0 / 0 | 0 / 0 | -0.00141744 / 0.252728 | 0 / 0 | 0 / -1.11022e-16 | 0.121179 / 0.145256 | -0.00940223 / -0.0837501 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / -2.22045e-16 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.102006 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0783967 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0740351 / 0 | -0.0373078 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00378205 / -0.060446 | 0.0219949 / -0.0175568 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.249325 / 0.000483224 | 0 / 0 | 0.16648 / 0.00313056 | 0.143465 / 0.0549782 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
