 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197131 / -0.196871 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0189747 / 0.000443949 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.167013 / 0.00237539 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | 0.0214451 / -0.0365334 | 0.0264484 / -0.0430193 | 0.0627851 / -0.0661054 | 0.0260572 / -0.0456461 | 0.018717 / -0.0429221 | -0.0656022 / -0.0153626 | 0.0579013 / -0.0812042 | 0 / 0 | 0.00339765 / -0.0514219 | 0 / 0 | 1.17772 / -0.397542 | 0.246487 / -0.128366 | 0 / 0 | 0.166661 / -0.0865035 | 0.346611 / -0.0434631 | -0.0822235 / 0.0494835 | -0.00736521 / -0.0365346 | 0 / 0 | 0 / 0 | 0.0275791 / -0.0734292 | 0.0391794 / -0.0774963 | 0.114592 / -0.137954 | 0.0253242 / -0.0354472 | 0.0353667 / -0.0252425 | -0.0705966 / -0.00867603 | 0.10865 / -0.157296 | 0.171931 / -0.11522 | -0.00182834 / -0.0856538 | 0.00121756 / -0.0334856 | 9.0895e-07 / -1.38318e-06 |
 | JET_Pileup_RhoTopology | 0.0190401 / -0.0321075 | 0.0227803 / -0.0374125 | 0.0622764 / -0.0460207 | 0.025635 / -0.0408443 | 0.0211628 / -0.0409858 | -0.0667546 / -0.0034064 | 0.0564893 / -0.0749965 | 0 / 0 | 0.00301346 / -0.0430441 | 0 / 0 | 1.14702 / -0.429721 | 0.240734 / -0.141535 | 0 / 0 | 0.162813 / -0.0974025 | 0.32972 / -0.102215 | -0.0808624 / 0.0545568 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0279037 / -0.0677915 | 0.0324332 / -0.0724858 | 0.113511 / -0.11823 | 0.0229815 / -0.0353854 | 0.0346228 / -0.0250843 | -0.0675168 / 0.00940604 | 0.107037 / -0.155686 | 0.153892 / -0.115836 | 0 / 0 | -0.00144403 / -0.0280095 | 6.11187e-07 / -9.41767e-07 |
 | FT_EFF_Eigen_B_3__1 | 0.0236169 / -0.0231871 | 0.0229846 / -0.0225623 | 0 / 0 | 0.0227929 / -0.0224245 | 0 / 0 | 0.0310038 / -0.0303952 | 0.0201418 / -0.0197528 | 0 / 0 | 0.0223569 / -0.0220937 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0236836 / -0.0229797 | 0.0247041 / -0.0239145 | 0.0208586 / -0.0207873 | 0.0210463 / -0.0207682 | 0.0253968 / -0.0249901 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0248484 / -0.024469 | 0.0224985 / -0.0221927 | 0.0265955 / -0.0261215 | 0.0245029 / -0.0238076 | 0.0278789 / -0.027335 | 0.0216613 / -0.0212837 | 0.0330327 / -0.0325194 | 0.0225783 / -0.0219647 | 0 / -2.22045e-16 | 0 / 0 |
 | FT_EFF_Eigen_B_7__1 | 0.0245254 / -0.0240869 | 0.0240217 / -0.0235971 | 0 / 0 | 0.0240892 / -0.0236818 | 0 / 0 | 0.0407124 / -0.0393038 | 0.020926 / -0.0205696 | 0 / 0 | 0.0251425 / -0.0248313 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0256858 / -0.0248595 | 0.022229 / -0.0218421 | 0.0213478 / -0.0210406 | 0.0274326 / -0.0270817 | 0.0275986 / -0.0272423 | 0 / 0 | 0 / 0 | 0.0207906 / -0.0205607 | 0.0286701 / -0.0282021 | 0.0260147 / -0.0256765 | 0.0276947 / -0.0272173 | 0.0269198 / -0.0260458 | 0.0256027 / -0.0250257 | 0.0250399 / -0.0245854 | 0.0268562 / -0.026516 | 0 / 0 | 0 / -2.22045e-16 | 0.0233618 / -0.022959 |
 | JET_JESUnc_VertexingAlg_PreRec | 1.86399e-06 / -3.01431e-06 | 0.0178832 / -0.0325363 | 0.0626368 / -0.0186612 | 0.0223462 / -0.0387684 | 0.0147202 / -0.0311016 | 2.22045e-16 / 0 | 0.0426249 / -0.0560351 | 0 / 0 | 0.001332 / -0.0685137 | 0 / 0 | 1.14793 / -0.140904 | 0.247289 / -0.039339 | 0 / 0 | 0.168619 / -0.0372065 | 0.304923 / 0.0720797 | -0.0814036 / 0.00134247 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0111187 / -0.0358889 | 0.0333564 / -0.037894 | 0.0256294 / -0.0699861 | -0.00246167 / -0.0365132 | 0.037167 / -0.0129428 | 0.0499017 / -0.0673249 | 0.0252557 / -0.0950191 | 0.0858567 / -0.0512299 | -3.33067e-16 / 0 | 0.000162073 / -0.0522941 | 1.35415e-06 / -2.16901e-06 |
 | ttt Cross-Section | 0 / 0 | 0.300438 / -0.300195 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t + 1 true b-jet | 0 / 0 | 0.313029 / -0.000517594 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.538183 / -0.501634 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + 1 true b-jet | 0 / 0 | 0 / 0 | 0.16474 / 0.000965265 | 0.0842699 / 0.000505174 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.165422 / 0.000969082 | 0.167331 / 0.000979746 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + #geq 2 true b-jet | 0 / 0 | 0 / 0 | 0.134694 / -0.000447465 | 0.380881 / -0.0011828 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.219182 / -0.000710782 | 0.215507 / -0.000699583 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 0 / 0 | 0.064037 / 0.00437281 | 0 / 0 | 0.0203387 / -0.0302476 | 0.00986888 / -0.0369553 | 0.0501585 / -0.0355146 | 0 / 0 | 0.0141144 / -0.0597912 | 0 / 0 | 0 / 0 | 0.252034 / 0.00810865 | 0 / 0 | 0 / 0 | 0.207915 / 0.233282 | -0.0858737 / -0.0155876 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0.0217385 / -0.0584955 | 0.0349322 / -0.000457204 | 0.128417 / -0.0168682 | 0.0395165 / -0.0253823 | 0 / 0 | 0.0109461 / -0.037337 | 0.077715 / -0.0174962 | 0.131717 / 0.00653885 | 0 / 0 | 0.0133729 / -0.0402885 | 8.35932e-07 / -6.9645e-07 |
