 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197131 / -0.196871 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0481498 / 0.00111744 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.0284071 / 0.000420051 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0.0258075 / -0.0262443 | 0.0262448 / -0.0266868 | 0.0276279 / -0.0280694 | 0.0280569 / -0.0284575 | 0.029628 / -0.0299512 | -5.39814e-05 / 5.63895e-05 | 0.0270347 / -0.0274661 | 0 / 0 | 0 / 0 | 0.0218306 / -0.0222654 | 0.0273141 / -0.0280222 | 0.0388932 / -0.0394955 | 0 / 0 | 0 / 0 | 0.0345 / -0.0347367 | 0.032787 / -0.0329918 | 0.0350692 / -0.0353025 | 0.0278102 / -0.0282557 | 0 / 0 | 0.0266753 / -0.0271498 | 0.0261927 / -0.0266158 | 0.0290825 / -0.0295738 | 0.0410987 / -0.0413697 | 0.0424455 / -0.0413756 | 0.0266432 / -0.0270623 | 0.030953 / -0.0314498 | 0.0219146 / -0.0224116 | 0.0197204 / -0.0202332 | 0.0286844 / -0.0291748 | 0.0279094 / -0.0283599 |
 | FT_EFF_Eigen_B_0__1 | 0.022722 / -0.0224286 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0263637 / -0.0262225 | 0.0412787 / -0.0398277 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.189459 / -0.185148 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0396417 / -0.0391442 |
 | FT_EFF_Eigen_B_2__1 | -0.0588445 / 0.064836 | -0.0488937 / 0.0527078 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.125474 / 0.146217 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0195741 / 0.0205916 | -0.0280649 / 0.0295183 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.443772 / 0.52662 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | -0.056111 / 0.0609556 |
 | FT_EFF_Eigen_B_3__1 | 0.0358793 / -0.0348914 | 0.0297666 / -0.0291224 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0290687 / -0.0287459 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0716171 / -0.0641792 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.291298 / -0.279162 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0335859 / -0.032898 |
 | FT_EFF_Eigen_B_8__1 | 0.0232976 / -0.0232227 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0231811 / -0.0231213 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 3.55799e-05 / -3.55796e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | -1.57334e-05 / 2.30821e-05 | 0 / 0 | 0.0223785 / -0.0359866 | -2.6154e-05 / 3.91605e-05 | 0.0100909 / -0.0270865 | -0.0329725 / -0.0470834 | 0.0118067 / -0.024503 | 0 / 0 | -0.103539 / 0.0678267 | -0.00578754 / -0.116465 | 0 / 0 | -0.00762068 / -0.218923 | 0 / 2.22045e-16 | 0.090476 / -0.133029 | -0.0202985 / -0.0153664 | 0.00887597 / -0.0456745 | 0.0101096 / -0.0623522 | 0.0322928 / -0.0188592 | 0 / 0 | 0 / -1.11022e-16 | 0.010719 / -0.0310129 | 2.22045e-16 / 0 | 0 / 0 | -0.131604 / -0.0670826 | 0.016972 / -0.0282659 | 0 / 0 | -3.33067e-16 / 0 | 2.22045e-16 / -2.22045e-16 | -0.000594302 / -0.0225518 | -7.94787e-06 / 1.16666e-05 |
