 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197131 / -0.196871 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0367895 / 0.000856493 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_0__1 | 0.0228613 / -0.0226077 | -3.37964e-06 / 3.47875e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0408831 / -0.0398173 |
 | FT_EFF_Eigen_B_2__1 | -0.0563446 / 0.0611583 | -0.0435628 / 0.0468873 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | -0.0239326 / 0.0267877 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0485076 / 0.0528458 |
 | FT_EFF_Eigen_B_3__1 | 0.0339031 / -0.033023 | 0.0275954 / -0.0270667 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0311183 / -0.0304314 |
 | FT_EFF_Eigen_B_8__1 | 0.0205885 / -0.0205563 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0.0215983 / -0.0215448 |
 | t#bar{t}t#bar{t} generator choice | -8.50444e-05 / -1.26802e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 2.59553e-05 / -2.59551e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | -4.19076e-06 / 6.20427e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0173305 / -0.0315544 | 0.019127 / -0.0349467 | 0.0202961 / -0.0344676 | 0 / 0 | 0.0227023 / -0.032213 | 0.0120379 / -0.0374751 | 0.0734801 / -0.0469945 | 0.0778354 / -0.072839 | -0.00626853 / -0.0276482 | 0.0347553 / -0.0670762 | 0.023757 / -0.0385824 | 0.0128144 / -0.0332773 | 0.0303654 / -0.074314 | 0.0275984 / -0.0652119 | 0 / 0 | 0.0160322 / -0.0290515 | 0 / 0 | 2.22045e-16 / 0 | 0.00358779 / -0.0241572 | 0.00183748 / -0.0224516 | 0.0195844 / -0.0353765 | 0.0144301 / -0.0265402 | 0.0161297 / -0.0320213 | 0 / -1.11022e-16 | 0 / -1.11022e-16 | -1.8222e-05 / 2.66607e-05 |
 | JET_JESUnc_VertexingAlg_PreRec | -4.06359e-06 / 6.45757e-06 | -2.10773e-07 / 3.43399e-07 | 0.0109844 / -0.0282806 | -2.07874e-06 / 3.37221e-06 | 0.0208503 / -0.0402529 | 0.0257687 / -0.0517521 | 0.0252988 / -0.0438619 | 0 / 0 | 0.0278354 / -0.0393762 | 0 / 0 | 0.0821349 / -0.0229832 | 0.0962951 / -0.0908622 | -0.00427321 / -0.0412104 | 0.0241646 / -0.0707462 | 0.0221297 / -0.0447501 | 0.0220116 / -0.0669066 | 0.0229043 / -0.0623697 | 0.00981346 / -0.0698092 | 0 / 0 | 0.0259857 / -0.0397858 | 0 / 0 | 2.22045e-16 / 0 | 0.0068329 / -0.0288942 | 0.00479851 / -0.0322018 | 0.0199627 / -0.0440641 | -4.33659e-06 / 7.00529e-06 | 0.0217972 / -0.0230975 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | -1.98406e-05 / 3.07745e-05 |
