 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | Diboson_syst_varRF | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.000159 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -999 |
 | Jet uncertainties | -0.765 | -0.45 | 0.1 | -0.571 | -0.199 | -0.721 | -0.185 | 0 | -0.325 | -0.792 | -0.23 | -0.042 | 73.2 | -0.315 | 4.63e-05 | 0.00417 | 0.113 | 0.38 | 0.483 | -0.0504 | 0.0374 | -0.836 | 0 | 0 | 0 | 0 | 0 | -0.0326 | 0.36 | 190 | 0 | 0 | 0 | 0 | 0 | -999 |
 | Non-prompt lepton modeling | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17 | 0.0954 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -999 |
 | Other bkg modeling | 0 | 0 | 0.538 | 0.529 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.318 | 0.318 | 0.0253 | 0 | 0.529 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -999 |
 | Other instrumental uncertainty | -0.0196 | 0.0402 | 0.0671 | 0.037 | 0.0416 | 0.0193 | 0.0416 | 0 | -0.109 | -0.104 | 0.000152 | 0.0492 | -0.0445 | 0.175 | 0.0443 | 0.0804 | 0.044 | 0.0356 | -0.149 | 0.0366 | 0.0161 | -0.0891 | 0 | 0 | 0 | 0 | 0 | 0.0365 | -0.0687 | 0.00814 | 0 | 0 | 0 | 0 | 0 | -999 |
 | SM 4top modeling | 1.62 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -999 |
 | b-tagging B-jets uncertainties | 0.0507 | -0.0262 | 0.00348 | -0.0168 | -0.0259 | -0.0354 | -0.0275 | 0 | -0.0271 | -0.0226 | 0 | 0 | 0.0482 | 0.0449 | 0 | 0 | 0 | 0 | 0 | -0.0281 | -0.0118 | 0.0523 | 0 | 0 | 0 | 0 | 0 | -0.0234 | -0.0191 | -0.0658 | 0 | 0 | 0 | 0 | 0 | -999 |
 | b-tagging C-jets uncertainties | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.0226 | 0 | 0.144 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3.33e-16 | 0 | 0 | 0 | 0 | 0 | 0 | -999 |
 | b-tagging Light-jets uncertainties | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -0.0253 | -0.0291 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -999 |
 | ttH modeling | 0 | 0 | 0 | 0 | 0 | 0 | 0.0987 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -999 |
 | ttH_syst_varRF | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -999 |
