 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197131 / -0.196871 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0427748 / 0.000994195 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.0615377 / 0.000901302 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_2__1 | -0.0364378 / 0.039064 | -0.0244698 / 0.026078 | 0 / 0 | -0.0285441 / 0.0304845 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0209921 / 0.022444 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0193938 / 0.0204538 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0272695 / 0.0431375 | -0.0337281 / 0.0362506 |
 | FT_EFF_Eigen_B_3__1 | 0.027864 / -0.0272894 | 0.021869 / -0.0214999 | 0 / 0 | 0.0238209 / -0.0233566 | 0 / 0 | 0.0205543 / -0.0203213 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0402529 / -0.0390734 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0287206 / -0.0264255 | 0.024325 / -0.0239167 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 7.38065e-05 / -7.38058e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | -2.73241e-05 / 2.61648e-05 | 0 / 0 | 0.0133372 / -0.0297457 | 0 / 0 | -1.52334e-05 / 1.50355e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0.00440234 / -0.0734608 | -0.0100836 / -0.0223259 | -2.22045e-16 / -2.22045e-16 | 0.0336216 / 0.0496192 | 0.0067806 / -0.037936 | 2.22045e-16 / 0 | 0.0341326 / -0.0391123 | 0.0236485 / 0.00115515 | 0 / 0 | 0.0155445 / -0.0327138 | -4.44089e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | -0.0325518 / 0.0328329 | -3.33067e-16 / -3.33067e-16 | 0 / 2.22045e-16 | -2.22045e-16 / -2.22045e-16 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | -8.02387e-06 / 7.67518e-06 |
 | JET_Flavor_Response | 3.17875e-05 / -3.56927e-05 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | -0.0248425 / 0.0188053 | 0.0232396 / 0.0206113 | 0 / 0 | 0 / 0 | -2.22045e-16 / -3.33067e-16 | 2.22045e-16 / 0 | -0.0724678 / 0.0165841 | -0.0223729 / -0.0068719 | -2.22045e-16 / 0 | 0 / 0 | 0.0124283 / -0.0259413 | 2.22045e-16 / 0 | -0.0601783 / 0.0369848 | -0.0201281 / 0.0581103 | 0 / 0 | -0.0355293 / 0.0182631 | 0 / -2.22045e-16 | -0.03356 / 0.0118833 | 0 / 2.22045e-16 | -0.00797675 / -0.0357035 | -3.33067e-16 / -3.33067e-16 | -0.0235785 / 0.0130134 | 0 / 0 | 0 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 4.964e-06 / -5.59282e-06 |
 | JET_InSitu_NonClosure_PreRec | -4.546e-05 / 6.79774e-05 | -2.75493e-05 / 4.17145e-05 | 0.029471 / -0.0428732 | 0.0218946 / -0.0333137 | 0.0367905 / -0.0695939 | 0.0234188 / -0.0240777 | 0.0360272 / -0.0590278 | 0 / 0 | 0.0410824 / -0.0420222 | -0.00336284 / -0.0477722 | 0.0120733 / -0.0675544 | -0.0426984 / -0.0396582 | 0.0247461 / -0.0294085 | 0.10134 / -0.0236629 | -0.0209355 / -0.0558058 | 0.0374175 / -0.0333541 | 0.0599631 / -0.104653 | 0.056252 / -0.0682552 | 0 / 0 | 0.0387071 / -0.0672905 | 0.0210067 / -0.0270011 | 0.0232321 / -0.0459036 | 0.0139626 / -0.0362796 | -0.0303122 / 0.0290025 | 0.0370395 / -0.0554791 | 0.0209993 / -0.0423477 | 0.0214939 / -0.0102279 | 0.0121232 / -0.0296492 | -0.00107966 / -0.0216076 | -5.78001e-06 / 8.61322e-06 |
 | JET_JESUnc_Noise_PreRec | -2.5853e-05 / 2.46961e-05 | 0 / 0 | 0.0130915 / -0.0260046 | 0 / 0 | 0.0174759 / -0.0202652 | 0.0212157 / 0.032662 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0.00355426 / -0.0730568 | -0.0103857 / -0.0218771 | -2.22045e-16 / -2.22045e-16 | 0.0345564 / 0.0490363 | -0.00695856 / -0.0317428 | 2.22045e-16 / -1.11022e-16 | 0.0395424 / -0.0374444 | 0.0244808 / -0.000257477 | 0 / 0 | 0.016412 / -0.0331151 | 0 / -2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 2.22045e-16 | -0.012806 / 0.0328683 | -3.33067e-16 / 0 | 0.00872419 / -0.0282741 | 0 / -2.22045e-16 | 2.22045e-16 / -1.11022e-16 | 0 / 2.22045e-16 | -6.34279e-06 / 6.04424e-06 |
