 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JESUnc_VertexingAlg_PreRec | -7.44939e-05 / 0.000119381 | -4.53677e-05 / 7.36143e-05 | 0.0202329 / -0.0412643 | 0.0190562 / -0.0348158 | 0.029034 / -0.0611798 | 0.0228987 / 0.0227441 | 0.0304105 / -0.0545273 | 0 / 0 | 0.0297019 / -0.0315014 | -0.00302967 / -0.047652 | 0.000888634 / -0.0896574 | -0.00837715 / -0.0255577 | -2.22045e-16 / -4.44089e-16 | 0.124765 / 0.035045 | -0.00995296 / -0.0767109 | 2.22045e-16 / 2.22045e-16 | 0.0411254 / -0.0853094 | 0.0555253 / -0.0371376 | 0 / 0 | 0.0255751 / -0.0787895 | 0.0192824 / -0.0233847 | 0.0127271 / -0.0444981 | 0.00415463 / -0.032803 | -0.0460939 / 0.0719524 | 0.0198598 / -0.0295848 | 0.0202778 / -0.00585313 | -2.22045e-16 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -1.19601e-05 / 1.87138e-05 |
 | JET_Pileup_RhoTopology | -3.36598e-05 / 5.11541e-05 | 0 / 0 | 0.0197868 / -0.036738 | 0.018698 / -0.030796 | 0.0329442 / -0.0624861 | 0.0509973 / -0.0339201 | 0.0310612 / -0.0500041 | 0 / 0 | 0.0379303 / -0.04061 | -0.00310238 / -0.0448164 | 0.00249057 / -0.0565539 | -0.0435207 / -0.00998133 | 0.0238206 / -0.0253496 | 0.0158173 / 0.0221398 | -0.0136971 / -0.0434622 | 0.022627 / -0.0163994 | 0.0519935 / -0.0947989 | 0.0554044 / -0.0697017 | 0 / 0 | 0.0312889 / -0.0607027 | 0.019899 / -0.0232179 | 0.0167627 / -0.0405019 | 0.0151614 / -0.0327129 | -0.0288622 / 0.0472031 | 0.0200135 / -0.0383341 | 0.0195154 / -0.0410183 | -2.22045e-16 / 2.22045e-16 | 0.00906326 / -0.0273929 | 2.22045e-16 / 0 | -7.18851e-06 / 1.09001e-05 |
 | JET_RelativeNonClosure_AF3 | -3.97557e-05 / 3.99798e-05 | 0 / 0 | 0 / 0 | -4.71132e-05 / 4.68089e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttt Cross-Section | 0 / 0 | 0.300438 / -0.300195 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.538183 / -0.501634 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + 1 true b-jet | 0 / 0 | 0 / 0 | 0.0811745 / 0.000487069 | 0.268692 / 0.00153074 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.11842 / 0.000702978 | 0.127974 / 0.00075764 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | 0 / 0 | 0.0189237 / -0.0219557 | 0 / 0 | 0.0192322 / -0.0265583 | -0.00627858 / 0.0305436 | 0 / 0 | 0 / 0 | 0.00304263 / -0.0235028 | 0 / 0 | 0.0074259 / -0.0710347 | -0.00962723 / -0.0522443 | -2.22045e-16 / -2.22045e-16 | 0.0390426 / 0.0459836 | 0.0199803 / -0.0300936 | 2.22045e-16 / 2.22045e-16 | 0.0461326 / -0.05093 | 0.0261677 / -0.0248609 | 0 / 0 | 0.0184253 / -0.0411283 | 0 / -4.44089e-16 | 0.0150116 / -0.0205925 | 2.22045e-16 / 0 | -0.0132819 / 0.0314677 | -3.33067e-16 / 0 | 0 / 2.22045e-16 | -2.22045e-16 / -2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 2.22045e-16 | -4.95932e-06 / 4.69138e-06 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -0.0369895 / -0.00251686 | 0 / 0 | -0.0166585 / -0.000389261 | -0.00291911 / 0.0209296 | -1.33543e-05 / 1.47619e-05 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | -0.0557302 / -0.00332131 | -0.0549663 / -0.00175056 | -0.0525232 / 0.000536162 | -2.22045e-16 / -2.22045e-16 | 0.15408 / 0.00916978 | -0.0686571 / -0.0189668 | 2.22045e-16 / 2.22045e-16 | -0.0954533 / -0.00174694 | 0.0161995 / 0.00111923 | 0 / 0 | -0.0194929 / -0.00367875 | -0.0190989 / 0.00347842 | -0.0207187 / -0.00225379 | -0.0570542 / -0.00399136 | -0.0195353 / 0.0025046 | -0.0230266 / -0.00113497 | -0.0277712 / 0.000312873 | 0 / 0 | 0 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.00138846 / -0.022196 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00133174 / 0.0215161 | -0.00330859 / -0.0524974 | -0.00187293 / -0.0298844 | -0.00207245 / -0.0330422 | -2.22045e-16 / 0 | 0.00806289 / 0.13373 | -0.00430646 / -0.0680655 | 0.00142566 / 0.0230419 | 2.22045e-16 / 0 | -0.000873298 / -0.0139886 | 0 / 0 | -0.00120124 / -0.0192193 | 0 / -4.44089e-16 | 0 / 2.22045e-16 | -0.00289174 / -0.0459577 | 0 / 0 | -0.000985298 / -0.0157758 | 2.22045e-16 / 2.22045e-16 | -0.00140267 / -0.0224219 | 2.22045e-16 / 0 | 0 / 2.22045e-16 | 0 / 0 |
 | JET_Pileup_OffsetNPV | 0 / 0 | 0 / 0 | 0.027617 / -0.0282502 | 0 / 0 | 0.0175214 / -0.0236665 | 0.0517492 / 0.0113612 | 0 / 0 | 0 / 0 | 0.0325022 / -0.00575513 | -0.0407419 / -0.000501984 | 0.00870213 / -0.0520947 | -1.11022e-16 / 0 | -2.22045e-16 / -2.22045e-16 | 0.0101717 / 0.0457025 | -0.0161276 / -0.0223832 | 2.22045e-16 / 2.22045e-16 | 0.0285645 / -0.041789 | 0.00466028 / -0.0434231 | 0 / 0 | 4.74061e-06 / -4.70706e-06 | -2.22045e-16 / 0 | 0.012382 / -0.028626 | 0.00648474 / -0.0277048 | 0.0538046 / -0.0105107 | -3.33067e-16 / 0 | 2.22045e-16 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / -1.11022e-16 | 2.22045e-16 / 0 | -6.39151e-06 / 6.17912e-06 |
 | FT_EFF_Eigen_C_3__1 | 0 / 0 | 0 / 0 | 0.024284 / -0.0247369 | 0 / 0 | 0 / 0 | 0.0198496 / -0.0202708 | 0.0268909 / -0.0274523 | 0 / 0 | 0.0211927 / -0.0214979 | 0 / 0 | 0.0223653 / -0.0227889 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0249108 / -0.02442 | 0 / 2.22045e-16 | 0 / 0 | 0.0222989 / -0.0227639 | 0.0204528 / -0.0208776 | 0.0253913 / -0.0259529 | 0 / 0 | 0.020774 / -0.0213073 | 0.0232262 / -0.023686 | 0.0252892 / -0.025527 | 0.0251221 / -0.0255323 | 2.22045e-16 / 2.22045e-16 | 0 / 2.22045e-16 | 0 / 0 |
 | FT_EFF_Eigen_Light_0__1 | 0 / 0 | 0 / 0 | -0.0257271 / 0.0265695 | 0 / 0 | -0.0329312 / 0.0340495 | -0.0254672 / 0.0273414 | -0.0251032 / 0.0259539 | 0 / 0 | -0.0239211 / 0.0246229 | -0.0318516 / 0.0330729 | -0.0238812 / 0.0246225 | -0.021065 / 0.0219304 | 0 / 0 | -0.0422872 / 0.0443088 | -0.0292593 / 0.0301635 | -0.0427501 / 0.044342 | -0.0663421 / 0.0707939 | -0.0253058 / 0.0259458 | 0 / 0 | -0.0293089 / 0.0302579 | -0.0319535 / 0.0328998 | -0.0290954 / 0.0299317 | -0.0435832 / 0.0450883 | -0.05327 / 0.0556187 | -0.0306822 / 0.0315491 | -0.0353474 / 0.0364126 | -0.0343074 / 0.035668 | -0.0263032 / 0.0272038 | -0.0411404 / 0.0435105 | 0 / 0 |
 | JET_BJES_Response | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0.000549685 / -0.03685 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0.0310493 / 0.0439941 | 0.0213572 / -0.0259081 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0.000690091 / -0.0217271 | -0.0136076 / 0.0560605 | 0 / 0 | 0 / 2.22045e-16 | -2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | -0.00386077 / 0.0292789 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 2.22045e-16 | 0 / 0 | 0 / -3.33067e-16 | 0 / -2.22045e-16 | 0.0357463 / 0.04497 | -0.0401003 / -0.018637 | 0 / 2.22045e-16 | 0.0228467 / -0.0310064 | 0.0227406 / -0.000400428 | 0 / 0 | 0.01381 / -0.0281294 | 0 / -2.22045e-16 | 0 / 2.22045e-16 | 0 / 2.22045e-16 | 0.000372408 / 0.0386401 | 0 / -3.33067e-16 | 0.00991369 / -0.0222189 | 0 / -2.22045e-16 | 2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | -6.58348e-06 / 6.57801e-06 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0.0368487 / -0.0442027 | -0.00309685 / 0.0347733 | 0.0334192 / -0.0323463 | 0 / 0 | 0.0340843 / -0.00200517 | 0.00186059 / -0.023564 | 0.0172253 / -0.0721329 | -0.0275 / -0.0814586 | 0.0208273 / -0.0032513 | -3.33067e-16 / 0 | -0.0188946 / -0.039906 | 0.016951 / -0.0263285 | 0.0558991 / -0.0805589 | 0.0648511 / -0.0412945 | 0 / 0 | 0.0339146 / -0.0397658 | 0.0147781 / -0.0198644 | 0.0250642 / -0.0487039 | 0 / 0 | -0.00845504 / -0.0462302 | 0.0289408 / -0.0306413 | 0.0260332 / -0.034314 | 0.0219935 / -0.0273177 | 2.22045e-16 / -1.11022e-16 | 2.22045e-16 / 0 | -5.22808e-06 / 4.31645e-06 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0.0271553 / -0.0264269 | -0.0707323 / 0.0746947 | 0 / 0 | 0 / 0 | -0.03569 / 0.0369911 | 0.121288 / -0.108658 | 0.0672433 / -0.0632099 | 0.038117 / -0.0368835 | 0 / 0 | -0.0525816 / 0.0555933 | 0.124486 / -0.113915 | -1.11022e-16 / 2.22045e-16 | 0.0561274 / -0.0533572 | 0.219847 / -0.181447 | 0 / 0 | 0.0383141 / -0.0367826 | 0.0214258 / -0.0206023 | 0.0262166 / -0.0256618 | 0.0855359 / -0.0792061 | 0.0910832 / -0.0834787 | 2.22045e-16 / -3.33067e-16 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0288601 / -0.028132 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0.00012473 / 0.0518283 | 0 / 0 | 0 / 0 | -2.22045e-16 / -3.33067e-16 | 2.22045e-16 / 0 | -3.33067e-16 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0.000117145 / 0.0486299 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 0 | 9.48784e-05 / 0.0392755 | 0 / 0 | 4.43063e-06 / -4.46772e-06 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -0.000169431 / -0.0678284 | -0.000119115 / -0.0479903 | -3.33067e-16 / -3.33067e-16 | 8.72917e-05 / 0.0361002 | -8.50323e-05 / -0.0344068 | -5.21774e-05 / -0.0212006 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -3.33067e-16 / -1.11022e-16 | -2.22045e-16 / -2.22045e-16 | 0.0449077 / 0.000493508 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0219494 / -0.000246024 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -0.0542274 / -0.000613824 | 0 / 0 | -2.22045e-16 / 0 | -0.0249079 / -0.000279435 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0244464 / -0.0202845 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / -4.44089e-16 | 0 / -3.33067e-16 | -2.22045e-16 / 0 | 0.0528341 / -0.0427777 | -0.0967258 / 0.0897902 | 0.025024 / -0.0207533 | 0 / 2.22045e-16 | 0.0376103 / -0.0308522 | 0 / 0 | -1.29056e-06 / 1.96606e-06 | -2.22045e-16 / 0 | 0 / 2.22045e-16 | -0.0630942 / 0.0566989 | -0.0503704 / 0.0447245 | -3.33067e-16 / 0 | 0.0438946 / -0.0358128 | 0 / -2.22045e-16 | -0.0350506 / 0.0306812 | 2.22045e-16 / 2.22045e-16 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0.000211329 / 0.0192366 | 0 / 0 | 0 / 0 | 0.000457758 / 0.0419389 | -0.000794721 / -0.0704557 | -0.000321473 / -0.0288564 | -3.33067e-16 / -1.11022e-16 | -2.22045e-16 / -2.22045e-16 | 0.000870865 / 0.0806572 | -0.000247734 / -0.0222804 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | -4.44089e-16 / 0 | -1.11022e-16 / 2.22045e-16 | 2.22045e-16 / 0 | 0.000251591 / 0.0229259 | -0.000256352 / -0.0230502 | 2.22045e-16 / 4.44089e-16 | 0 / -2.22045e-16 | -0.000457998 / -0.0409641 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | -0.0199858 / 0.0108477 | 0.0468836 / -0.0243473 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | -0.0249448 / 0.0135849 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | -2.22045e-16 / 0 | 0.0413227 / -0.0215367 | -0.141612 / 0.083808 | 2.22045e-16 / 2.22045e-16 | -0.0363746 / 0.0199649 | 0 / 2.22045e-16 | 0 / 0 | -0.018794 / 0.0102021 | -2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | -0.0669173 / 0.037516 | -0.0480548 / 0.0265889 | -3.33067e-16 / -3.33067e-16 | 0.0367047 / -0.0191872 | -2.22045e-16 / 0 | -0.0312579 / 0.0170965 | 2.22045e-16 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | -0.0364382 / 0.0482977 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0.0206773 / -0.0253579 | -4.44089e-16 / 0 | 0 / -3.33067e-16 | -2.22045e-16 / -2.22045e-16 | -0.0410309 / 0.0546373 | 0.0869523 / -0.105174 | 0 / 2.22045e-16 | 0 / 2.22045e-16 | -0.0302042 / 0.0397358 | 0 / 0 | 0.0157518 / -0.0190217 | 0 / -4.44089e-16 | -3.33067e-16 / 2.22045e-16 | 0.0516645 / -0.0630185 | 0.0474523 / -0.0575078 | 0 / -3.33067e-16 | 0 / 2.22045e-16 | 0 / -2.22045e-16 | 0.0313991 / -0.0386183 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0254576 / 0.00720372 | 0 / 0 | 0 / 0 | 0.041314 / 0.000334176 | -0.0674794 / -0.000759967 | 0 / 0 | -0.0219466 / -0.000254532 | -2.22045e-16 / -2.22045e-16 | 0.0776171 / 0.000793234 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | -0.0336393 / -0.000142329 | -3.33067e-16 / 0 | 2.22045e-16 / 2.22045e-16 | -0.0234762 / -0.000309577 | -0.0388854 / -0.00268435 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0.00657428 / -0.000169801 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0.0246855 / -0.0250414 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -0.0457807 / 0.0494186 | 0.115025 / -0.10858 | -0.0211365 / 0.0213904 | 0.0260823 / -0.0256987 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.0225513 / -0.0232477 | 0 / -4.44089e-16 | -3.33067e-16 / 2.22045e-16 | 0.0615388 / -0.0600205 | 0.053907 / -0.0527833 | 0 / 0 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0.0235798 / -0.0243107 | 2.22045e-16 / 0 | 4.44089e-16 / 0 |
