 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197131 / -0.196871 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0379984 / 0.000884351 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.0507317 / 0.000745294 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0.0257774 / -0.0262145 | 0.0265227 / -0.0269585 | 0.0245568 / -0.0249576 | 0.028529 / -0.0289363 | 0.0307166 / -0.0309984 | 0.0336382 / -0.0337318 | 0.0274213 / -0.0278495 | 0 / 0 | 0.0276202 / -0.0279331 | 0.0203178 / -0.0209989 | 0 / 0 | 0.0523843 / -0.0524035 | 0 / 0 | 0.0302214 / -0.0305765 | 0.0245687 / -0.0253334 | 0.0301111 / -0.030183 | 0.0343278 / -0.0347185 | 0.0326342 / -0.0329051 | 0 / 0 | 0.0274008 / -0.0278896 | 0.02415 / -0.0247227 | 0.0206883 / -0.0211206 | 0.0330921 / -0.033236 | 0.0243713 / -0.0250461 | 0.0246509 / -0.0250638 | 0.0370134 / -0.037263 | 0.0256901 / -0.0260511 | 0 / 0 | 0.0874909 / -0.0854283 | 0.0276104 / -0.0280507 |
 | FT_EFF_Eigen_B_2__1 | -0.0371592 / 0.0398418 | -0.0261052 / 0.0278887 | 0 / 0 | -0.0230811 / 0.0244321 | 0 / 0 | 0.0395076 / -0.0433403 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.117077 / 0.123682 | 0 / 0 | 0 / 0 | -0.0445666 / 0.0477265 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0211724 / 0.0221246 | 0 / 0 | -0.0317339 / 0.0334264 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0211176 / 0.0218695 | 0.0411827 / -0.045421 | -0.0369161 / 0.039712 |
 | FT_EFF_Eigen_B_3__1 | 0.0292333 / -0.0285986 | 0.0240984 / -0.0236406 | 0 / 0 | 0.0208015 / -0.0204279 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0518484 / -0.0516151 | 0 / 0 | 0 / 0 | 0.0371487 / -0.0357583 | 0 / 0 | 0.0213285 / -0.0209561 | 0.0294386 / -0.0286141 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0212076 / -0.0207153 | 0 / 0 | 0.0347418 / -0.034365 | 0 / 0 | 0 / 0 | 0.0262745 / -0.0261892 | 0.0483278 / -0.046149 | 0.137429 / -0.129769 | 0.025512 / -0.0250497 |
 | FT_EFF_Eigen_B_7__1 | 0.0208895 / -0.0206005 | 0.0200616 / -0.0197822 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0235176 / -0.0226329 | 0 / 0 | 0.0228842 / -0.0226294 | 0.0343669 / -0.0332541 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0369544 / -0.0365005 | 0 / 0 | 0 / 0 | 0.0301498 / -0.0300734 | 0.0509586 / -0.0488919 | 0.166949 / -0.156137 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | 5.6626e-06 / -8.94584e-06 | 0 / 0 | 0 / 0 | 0.00971856 / -0.0297723 | 0.0350713 / -0.0429568 | 0.201096 / -0.0463648 | 0.0211296 / -0.0493926 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 4.44089e-16 | -0.000350727 / -0.0537186 | 0 / 0 | 0 / 0 | -0.0022389 / -0.0786255 | 0.0322115 / -0.172524 | 0.0142291 / -0.0396845 | 0 / 0 | 0 / 0 | -0.00373117 / -0.0266244 | 0 / 0 | 0 / 0 | -0.00329994 / -0.0849831 | 0 / 0 | 0.0205984 / -0.0278511 | -2.22045e-16 / -2.22045e-16 | -0.00823497 / -0.080958 | -0.0119071 / -0.267649 | 0 / 0 | 3.50655e-06 / -5.51321e-06 |
 | JET_RelativeNonClosure_AF3 | 5.31587e-06 / -5.32579e-06 | 0 / 0 | 0 / 0 | 3.35714e-06 / -3.33836e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.146841 / 0.014264 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttt Cross-Section | 0 / 0 | 0.300438 / -0.300195 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
