 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.2 / -0.2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0475224 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.0647911 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_B_2__1 | -0.0376621 / 0.0385648 | -0.025309 / 0.0257728 | 0 / 0 | -0.0295164 / 0.0301171 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0217239 / 0.0222052 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -0.034876 / 0.0358175 |
 | FT_EFF_Eigen_B_3__1 | 0.0279517 / -0.0273769 | 0.021937 / -0.0215684 | 0 / 0 | 0.0238947 / -0.0234306 | 0 / 0 | 0.0206194 / -0.0203874 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0403821 / -0.0391999 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0244015 / -0.0239937 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0 / -1.11022e-16 | 0 / 0 | 0.0113979 / -0.0288455 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | -0.000980463 / -0.0700152 | -0.0118991 / -0.0207533 | -2.22045e-16 / -1.11022e-16 | 0.0379664 / 0.0454937 | 0.00411436 / -0.0363386 | 2.22045e-16 / 0 | 0.0318451 / -0.0386435 | 0.024208 / 2.44025e-05 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / -2.22045e-16 |
 | JET_Flavor_Response | 0 / -1.11022e-16 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | -0.024602 / 0.0156323 | 0.0205359 / 0.0247215 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 2.22045e-16 / 0 | -0.069274 / 0.00596578 | -0.0206372 / -0.0103838 | -2.22045e-16 / -1.11022e-16 | 2.22045e-16 / 0 | 0.0133995 / -0.0249407 | 2.22045e-16 / 0 | -0.058914 / 0.0287015 | -0.0225469 / 0.0566771 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / -2.22045e-16 |
 | JET_InSitu_NonClosure_PreRec | -1.11022e-16 / -1.11022e-16 | -2.22045e-16 / 0 | 0.0306223 / -0.0303928 | 0.0228009 / -0.02416 | 0.0388575 / -0.0575946 | 0.0239564 / -0.0120144 | 0.0377033 / -0.045385 | 0 / 0 | 0.0420612 / -0.0214149 | -0.00160259 / -0.0586758 | 0.0143599 / -0.071562 | -0.0406486 / -0.076385 | 0.0254611 / -0.0174846 | 0.100977 / 0.0429058 | -0.0186365 / -0.0799991 | 0.0381184 / -0.0134398 | 0.0631469 / -0.085024 | 0.0580538 / -0.043102 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0.0115597 / -0.0253959 | 0 / 0 | 0.0163418 / -0.0200844 | 0.0234491 / 0.0303172 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00106033 / -0.0700491 | -0.0118281 / -0.0204997 | -1.11022e-16 / -3.33067e-16 | 0.037957 / 0.0453774 | -0.0089922 / -0.0300805 | 2.22045e-16 / 0 | 0.0374408 / -0.037373 | 0.0246768 / -0.00124985 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 2.22045e-16 |
 | JET_JESUnc_VertexingAlg_PreRec | 0 / -1.11022e-16 | 0 / 0 | 0.022772 / -0.0299251 | 0.0212359 / -0.0249885 | 0.0328809 / -0.0447052 | 0.0219585 / 0.0207215 | 0.0338661 / -0.03921 | 0 / 0 | 0.0318376 / -0.0210301 | -0.000479583 / -0.0378534 | 0.00586595 / -0.0707787 | -0.00710748 / -0.0211053 | -2.22045e-16 / -2.22045e-16 | 0.124666 / 0.0433007 | -0.00588583 / -0.0617546 | 2.22045e-16 / 4.44089e-16 | 0.0465688 / -0.0625357 | 0.0584053 / -0.0223365 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -2.22045e-16 / 0 |
 | JET_Pileup_RhoTopology | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0.0210237 / -0.0302279 | 0.0197554 / -0.0234139 | 0.0350835 / -0.0527315 | 0.0525721 / 0.000563286 | 0.032815 / -0.0379287 | 0 / 0 | 0.0395126 / -0.0196583 | -0.00190959 / -0.0603668 | 0.00407515 / -0.0706162 | -0.0436566 / -0.0519199 | 0.0247898 / -0.0117938 | 0.0153949 / 0.0435073 | -0.0126558 / -0.067728 | 0.0233331 / -0.00108085 | 0.0553554 / -0.079705 | 0.0580771 / -0.0435919 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 2.22045e-16 |
 | JET_RelativeNonClosure_AF3 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | ttt Cross-Section | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | Other + 1 true b-jet | 0 / 0 | 0 / 0 | 0.0832001 / 0 | 0.275628 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.121388 / 0 | 0.13121 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | 0 / 0 | 0.0178242 / -0.0219927 | 0 / 0 | 0.0179973 / -0.0265231 | -0.00531302 / 0.0301677 | 0 / 0 | 0 / 0 | 0.00232958 / -0.0231737 | -2.22045e-16 / 0 | 0.00527943 / -0.070007 | -0.0107818 / -0.0511707 | -2.22045e-16 / -1.11022e-16 | 0.0392577 / 0.044312 | 0.018627 / -0.0300138 | 2.22045e-16 / 2.22045e-16 | 0.043453 / -0.0510324 | 0.0247893 / -0.0250018 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -0.0524408 / -0.000201717 | 0 / 0 | -0.0235961 / 0.000696965 | -0.00135533 / 0.0225864 | 2.22045e-16 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | -0.0787026 / 0.000218087 | -0.0774414 / 0.00184981 | -0.0737503 / 0.00413372 | -1.11022e-16 / -1.11022e-16 | 0.22489 / -0.000105194 | -0.0986006 / -0.0156673 | 2.22045e-16 / 2.22045e-16 | -0.133416 / 0.00467788 | 0.0231698 / 0.0001203 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | 2.22045e-16 / -0.0322802 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0.0315292 | 0 / -0.0759385 | 0 / -0.0434027 | -1.11022e-16 / -0.0479622 | -1.11022e-16 / 0 | 2.22045e-16 / 0.199624 | 0 / -0.0981819 | 2.22045e-16 / 0.0337739 | 0 / 0 | 0 / -0.0203733 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_Pileup_OffsetNPV | 0 / 0 | 0 / 0 | 0.0272418 / -0.0287746 | 0 / 0 | 0.0170014 / -0.0239167 | 0.0543575 / 0.00934533 | 0 / 0 | 0 / 0 | 0.0334698 / -0.00681342 | -0.0423126 / 0.000983878 | 0.00640372 / -0.0515983 | -1.11022e-16 / 0 | -2.22045e-16 / -2.22045e-16 | 0.0128126 / 0.0446303 | -0.0178376 / -0.0214752 | 2.22045e-16 / 2.22045e-16 | 0.0275227 / -0.0421267 | 0.00265914 / -0.0429231 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -2.22045e-16 / 2.22045e-16 |
 | FT_EFF_Eigen_C_3__1 | 0 / 0 | 0 / 0 | 0.0244558 / -0.024448 | 0 / 0 | 0 / 0 | 0.0199891 / -0.0200329 | 0.0270834 / -0.0271343 | 0 / 0 | 0.0213399 / -0.0212438 | 0 / 0 | 0.0225227 / -0.0225218 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0250721 / -0.0241191 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_Light_0__1 | 0 / 0 | 0 / 0 | -0.0262024 / 0.0264747 | 0 / 0 | -0.0335228 / 0.0338935 | -0.0260091 / 0.027412 | -0.0255702 / 0.0258686 | 0 / 0 | -0.024361 / 0.0245294 | -0.032436 / 0.0329499 | -0.0243233 / 0.0245356 | -0.0214743 / 0.0218972 | 0 / 0 | -0.0430532 / 0.0441309 | -0.0297876 / 0.0300295 | -0.043493 / 0.0440882 | -0.0674947 / 0.0704265 | -0.0257613 / 0.0258248 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_BJES_Response | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0.000464091 / -0.0367066 | 0 / 0 | 0 / 0 | -1.11022e-16 / -2.22045e-16 | 0.0311025 / 0.0437443 | 0.0212635 / -0.0258522 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00375064 / 0.0300225 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 2.22045e-16 | 0 / 0 | 0 / -1.11022e-16 | 0 / -2.22045e-16 | 0.0376043 / 0.0457582 | -0.0418217 / -0.0187406 | 0 / 2.22045e-16 | 0.0234702 / -0.0319177 | 0.0236474 / -0.000600359 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / -2.22045e-16 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0292535 / -0.0449679 | 0.00214474 / 0.033838 | 0.0277937 / -0.0333242 | 0 / 0 | 0.0332303 / -0.00408816 | -0.00175791 / -0.0229013 | 0.00565641 / -0.0707548 | -0.0393312 / -0.0771046 | 0.0200011 / -0.0044618 | -2.22045e-16 / 2.22045e-16 | -0.0245961 / -0.0374129 | 0.0126135 / -0.0265087 | 0.0418515 / -0.0811203 | 0.0570585 / -0.0438257 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -2.22045e-16 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0.000856597 / -0.030205 | -0.0133446 / 0.0861077 | 0 / 0 | 0 / 0 | -0.000628103 / 0.042487 | 0.000405209 / -0.123338 | 0.000316755 / -0.0720222 | -0.000557794 / -0.0421114 | -2.22045e-16 / 0 | 0.000468754 / 0.0639357 | -0.029158 / -0.129082 | 2.22045e-16 / 2.22045e-16 | -0.000302715 / -0.0608417 | 2.22045e-16 / -0.204656 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -2.22045e-16 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0.0523012 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0.049073 | 0 / 0 | 4.44089e-16 / 4.44089e-16 | 0 / -1.11022e-16 | 0 / 0.0396319 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | -2.22045e-16 / 0 | 0 / 2.22045e-16 | -3.33067e-16 / -1.11022e-16 | -2.22045e-16 / -2.22045e-16 | 0.047278 / 0 | 0 / 0 | 2.22045e-16 / 0 | -1.11022e-16 / 0 | -0.0230721 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0266004 / 2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0 / -1.11022e-16 | -3.33067e-16 / -2.22045e-16 | 0.057576 / 0 | -0.10454 / 0 | 0.0272297 / 2.22045e-16 | -1.11022e-16 / 2.22045e-16 | 0.0409529 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0.0210578 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0.0459537 | 0 / -0.07682 | -2.22045e-16 / -0.031522 | -1.11022e-16 / 0 | -2.22045e-16 / -1.11022e-16 | 0 / 0.0885214 | 0 / -0.0243456 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 0 | 0 / 2.22045e-16 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
