 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197131 / -0.196871 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | t#bar{t}t#bar{t} modelling (shower) | -0.989884 / -0.0383068 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | t#bar{t}t#bar{t} generator choice | -0.0612788 / -0.00093083 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_BJES_Response | -0.00442593 / -0.0339479 | -0.0372632 / 0.0226721 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0819102 / -0.0394586 | 0 / 0 | 0 / 0 | -0.0882098 / -0.0170942 | 0.0524742 / 9.98595e-05 | 0 / 2.22045e-16 | 0 / 0 | -0.000368409 / 0.170354 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0136983 / 0.0210512 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_EffectiveNP_Modelling1 | -0.071688 / 0.00811294 | -0.0502144 / 0.032729 | -0.162602 / -0.0071594 | 0 / 0 | 0 / 0 | 0.12334 / 0.0548993 | -0.0209185 / 0.0170741 | 0 / 0 | -0.0410868 / -0.00199925 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0126511 / 0.18983 | -0.0261906 / 0.00143427 | 0 / 0 | -0.0201335 / 0.0245517 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.11563 / 0.287402 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0171656 / -0.22175 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_EtaIntercalibration_Modelling | 0.0010463 / -0.11524 | -0.0535443 / 0.0417981 | -0.16045 / -0.00040795 | 0 / 0 | 0 / 0 | 0.120858 / -0.0042353 | 0 / 0 | 0 / 0 | -0.0404737 / -0.000510478 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | -0.00145945 / 0.175871 | -0.0354555 / -0.0262369 | 0 / 0 | -0.0189655 / 0.0229068 | 0.0271225 / 0.000525342 | 0 / 0 | 0 / 0 | 0 / 0 | -0.171672 / 0.0735015 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0109664 / 0.0203705 | 0.00191862 / -0.208362 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0.0958861 / 0.0141409 | -0.0742819 / 0.0515008 | -0.170147 / -0.00301157 | 0 / 0 | -0.0287535 / 0.0260217 | 0.087556 / -0.0061401 | -0.0267651 / 0.0221716 | 0 / 0 | -0.0431299 / -0.00280426 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | -0.00436393 / 0.18358 | -0.0659396 / -0.0289825 | 0 / 0 | -0.0153227 / 0.0335619 | 0.0364364 / -0.00952056 | 0 / 0 | 0 / 0 | -0.0253342 / 0.00489093 | -0.26281 / 0.187501 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00712327 / 0.0308688 | -0.36128 / -0.18758 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_Flavor_Response | 0.0177005 / 0.088168 | 0.00735157 / -0.0285095 | -0.0114368 / -0.160034 | 0 / 0 | 6.15686e-06 / -7.13865e-06 | -0.00539101 / 0.0825712 | 0.0142959 / -0.0218765 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -3.33067e-16 | 0.180531 / -0.158211 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00368992 / 0.0297384 | 0 / 0 | 0 / 0 | 0 / 0 | 0.196467 / -0.0709163 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.223292 / 0.0353669 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_InSitu_NonClosure_PreRec | -0.0889253 / 0.306072 | -0.135752 / 0.1623 | -0.165874 / 0.116842 | -0.0366639 / 0.0405118 | -0.0375145 / 0.0740974 | 0.161044 / -0.106056 | -0.0533091 / 0.0761194 | 0 / 0 | -0.122998 / 0.0754045 | 0.0518062 / -0.0291422 | 0 / 0 | -0.0235246 / 0.0232267 | -0.134727 / 0.323142 | -0.0287403 / -0.00568171 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0.0558594 / -0.0647324 | 0.0266887 / -0.0449293 | 0 / 0 | -0.0313418 / 0.0367885 | -0.268048 / 0.571827 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0217443 / 0.0472488 | -0.352843 / 0.658043 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JERUnc_Noise_PreRec | -0.157956 / 0.187163 | -0.00915379 / 0.0114975 | 0.099648 / -0.0910178 | -0.0363027 / 0.0395877 | 0 / 0 | -0.201048 / 0.256236 | 0 / 0 | 0 / 0 | 0.157833 / -0.137082 | 0 / 0 | 0 / 2.22045e-16 | 0.0212088 / -0.0206894 | 1.28659 / -0.573072 | -0.0112301 / 0.00485079 | 0 / 0 | -0.0316767 / 0.0321851 | -0.0366317 / 0.0378101 | 0 / 0 | -0.0245467 / 0.0252026 | 9.11257e-06 / -8.18363e-06 | -0.335996 / 0.501506 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0200715 / 0.0201432 | 0.251717 / -0.202575 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
