 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197053 / -0.197259 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | t#bar{t}t#bar{t} modelling (shower) | -0.98691 / -0.0420266 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | t#bar{t}t#bar{t} generator choice | -0.0625652 / -0.000639219 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_BJES_Response | -0.00443336 / -0.0339452 | -0.0372703 / 0.0226774 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0819277 / -0.0394695 | 0 / 0 | 0 / 0 | -0.088238 / -0.0170778 | 0.0524902 / 9.09385e-05 | 0 / 2.22045e-16 | 0 / 0 | -0.000339587 / 0.170345 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0136987 / 0.0210524 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_EffectiveNP_Modelling1 | -0.0715776 / 0.00810079 | -0.0501524 / 0.0327268 | -0.162349 / -0.00719351 | 0 / 0 | 0 / 0 | 0.123086 / 0.0549362 | -0.0208947 / 0.0170741 | 0 / 0 | -0.0410186 / -0.00200763 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | -0.0127425 / 0.189874 | -0.0261485 / 0.00142958 | 0 / 0 | -0.0201156 / 0.0245536 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.115597 / 0.287445 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.017293 / -0.221797 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_EtaIntercalibration_Modelling | 0.00104939 / -0.115279 | -0.0535601 / 0.0418122 | -0.160492 / -0.000411845 | 0 / 0 | 0 / 0 | 0.120894 / -0.00423425 | 0 / 0 | 0 / 0 | -0.040485 / -0.000511571 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00146377 / 0.17594 | -0.0354649 / -0.026247 | 0 / 0 | -0.0189714 / 0.0229147 | 0.0271303 / 0.000526129 | 0 / 0 | 0 / 0 | 0 / 0 | -0.171718 / 0.0735246 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.01097 / 0.0203777 | 0.00192439 / -0.208429 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0.0955997 / 0.0142183 | -0.0741483 / 0.0514512 | -0.169725 / -0.00315274 | 0 / 0 | -0.0287088 / 0.026005 | 0.0873214 / -0.00607536 | -0.0267211 / 0.0221557 | 0 / 0 | -0.0430133 / -0.00283909 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / -3.33067e-16 | -0.00456848 / 0.18362 | -0.0657342 / -0.0290412 | 0 / 0 | -0.0153229 / 0.0335579 | 0.0363497 / -0.00949505 | 0 / 0 | 0 / 0 | -0.0252731 / 0.0048721 | -0.262359 / 0.187281 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00714223 / 0.0308708 | -0.360334 / -0.187893 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_Flavor_Response | 0.0177067 / 0.0877475 | 0.00733384 / -0.0284098 | -0.0114758 / -0.159401 | 0 / 0 | 6.23993e-06 / -7.23059e-06 | -0.0053596 / 0.0822326 | 0.014272 / -0.0218191 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -3.33067e-16 | 0.180237 / -0.157936 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00369481 / 0.0296057 | 0 / 0 | 0 / 0 | 0 / 0 | 0.196182 / -0.071025 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.223061 / 0.0357979 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_InSitu_NonClosure_PreRec | -0.089188 / 0.303039 | -0.135926 / 0.16229 | -0.166024 / 0.118006 | -0.0367157 / 0.0404938 | -0.0375935 / 0.0736235 | 0.161257 / -0.106578 | -0.0533961 / 0.0758678 | 0 / 0 | -0.123108 / 0.0763266 | 0.0518625 / -0.0294439 | 0 / 0 | -0.0235562 / 0.0232487 | -0.135007 / 0.32078 | -0.0287504 / -0.00519066 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0.0559513 / -0.0645927 | 0.0267435 / -0.0446811 | 0 / 0 | -0.0313882 / 0.0367409 | -0.268453 / 0.568991 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0217947 / 0.0469101 | -0.353253 / 0.656635 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JERUnc_Noise_PreRec | -0.157787 / 0.186998 | -0.0091255 / 0.0114903 | 0.0995211 / -0.09095 | -0.0362464 / 0.0395572 | 0 / 0 | -0.200811 / 0.256007 | 0 / 0 | 0 / 0 | 0.157625 / -0.136983 | 0 / 0 | -2.22045e-16 / 0 | 0.0211841 / -0.0206731 | 1.28398 / -0.572828 | -0.0112674 / 0.0048412 | 0 / 0 | -0.0316437 / 0.0321586 | -0.0365908 / 0.0377792 | 0 / 0 | -0.0245177 / 0.0251824 | 9.24629e-06 / -8.2994e-06 | -0.335687 / 0.501001 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0200506 / 0.0201268 | 0.251369 / -0.202436 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
