 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197053 / -0.197259 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0474158 / 0.00122921 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.0290268 / 0.000288354 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0.0258048 / -0.0262038 | 0.0262419 / -0.0266456 | 0.0276249 / -0.028026 | 0.028054 / -0.0284137 | 0.0296253 / -0.0299052 | -5.26134e-05 / 5.48805e-05 | 0.0270318 / -0.0274237 | 0 / 0 | 0 / 0 | 0.0218284 / -0.0222311 | 0.0273095 / -0.0279782 | 0.0388863 / -0.0394336 | 0 / 0 | 0 / 0 | 0.0344966 / -0.0346834 | 0.0327843 / -0.0329414 | 0.0350657 / -0.0352484 | 0.0278071 / -0.028212 | 0 / 0 | 0.0266722 / -0.0271078 | 0.02619 / -0.0265747 | 0.0290788 / -0.0295279 | 0.0410929 / -0.0413056 | 0.0424479 / -0.0413157 | 0.0266405 / -0.0270206 | 0.030949 / -0.031401 | 0.0219121 / -0.0223768 | 0.019718 / -0.0202017 | 0.0286808 / -0.0291296 | 0.0270948 / -0.0274909 |
 | FT_EFF_Eigen_B_0__1 | 0.0227184 / -0.0224254 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.026359 / -0.0262182 | 0.0412725 / -0.0398222 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.18937 / -0.185081 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0305635 / -0.0298501 |
 | FT_EFF_Eigen_B_2__1 | -0.0588255 / 0.0647207 | -0.0488777 / 0.052614 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.125435 / 0.145945 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0195677 / 0.0205556 | -0.0280557 / 0.0294663 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.443636 / 0.525276 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.057011 / 0.06181 |
 | FT_EFF_Eigen_B_3__1 | 0.035874 / -0.0348868 | 0.0297622 / -0.0291185 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0290637 / -0.0287411 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0716155 / -0.0641815 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.291045 / -0.278946 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0339124 / -0.0330903 |
 | FT_EFF_Eigen_B_8__1 | 0.0232979 / -0.0232227 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0228898 / -0.0228807 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 3.5263e-05 / -3.52629e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | -1.59702e-05 / 2.32917e-05 | 0 / 0 | 0.0224227 / -0.0358025 | -2.61478e-05 / 3.8912e-05 | 0.01012 / -0.0268566 | -0.0329497 / -0.0459887 | 0.0118346 / -0.0243319 | 0 / 0 | -0.103638 / 0.0685147 | -0.00568767 / -0.114865 | 0 / 0 | -0.0074246 / -0.216106 | -3.33067e-16 / 0 | 0.0906594 / -0.132388 | -0.0202961 / -0.014868 | 0.00892079 / -0.0451774 | 0.01017 / -0.0616502 | 0.0323277 / -0.0190451 | 0 / 0 | 0 / 0 | 0.0107519 / -0.0307383 | 2.22045e-16 / 0 | 0 / 0 | -0.13161 / -0.0642805 | 0.0170062 / -0.028114 | 0 / 2.22045e-16 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | -0.000575194 / -0.0222354 | -0.0142486 / 0.0300418 |
 | JET_JER_EffectiveNP_1 | 5.97312e-06 / -9.121e-06 | 0 / 0 | -0.0200565 / 0.0174744 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.066107 / 0.0601338 | 0.0652957 / -0.0527688 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0264708 / -0.0221208 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0.110396 / -0.085933 | 2.22045e-16 / 0 | -0.0501295 / 0.0449131 | 2.22045e-16 / 0 | 0.0268704 / -0.0224469 | -0.0342148 / 0.0302015 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 8.4581e-06 / -1.39009e-05 | 0 / 0 | 0 / 0 | 7.55195e-06 / -1.23258e-05 | 0 / 0 | -0.151669 / 0.0902477 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.0634065 / 0.0353875 | 0.0651513 / -0.0333754 | 0 / 0 | -3.33067e-16 / -1.11022e-16 | 0 / 0 | 0.0282411 / -0.0148151 | 0 / 0 | -0.0666993 / 0.0373112 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -3.33067e-16 | 2.22045e-16 / 0 | 0.019834 / -0.0104622 | 0.132752 / -0.0652121 | 2.22045e-16 / 2.22045e-16 | 0 / 2.22045e-16 | 0 / 0 | 0.122296 / -0.0604592 | -0.0259154 / 0.0140943 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | -1.06457e-05 / 6.72028e-06 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0.0760297 / -0.0887674 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0545516 / -0.0651632 | -0.0494414 / 0.0660723 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | -0.029273 / 0.035702 | 2.22045e-16 / 0 | 0.0159901 / -0.0200011 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.0178341 / 0.0213814 | -0.0952836 / 0.134413 | 0 / 0 | 0.0486438 / -0.05846 | 0 / 2.22045e-16 | -0.0211839 / 0.0275722 | 0.02481 / -0.0305457 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | -1.29862e-05 / 1.06383e-05 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 6.08758e-06 / -4.99359e-06 | 0 / 0 | 0.0677878 / -0.0648396 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0.0637516 / -0.061667 | -0.0597306 / 0.0645573 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0325048 / 0.0332863 | 2.22045e-16 / -2.22045e-16 | 0.0307415 / -0.0306599 | 2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | -3.33067e-16 / 2.22045e-16 | -0.0202209 / 0.0208431 | -0.09997 / 0.113842 | 2.22045e-16 / -3.33067e-16 | 0 / 2.22045e-16 | 0 / 0 | -0.103819 / 0.11876 | 0.0297588 / -0.0295365 | 0 / 0 |
