 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JESUnc_VertexingAlg_PreRec | -2.85209e-05 / 4.54281e-05 | -3.38906e-05 / 5.49197e-05 | 0.0173324 / -0.0504469 | -3.6763e-05 / 5.99129e-05 | 0.0131567 / -0.0300897 | -0.0321278 / -0.0739703 | 0.0136881 / -0.0302268 | 0 / 0 | 2.22045e-16 / 0 | -0.00884933 / -0.173595 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0.0840768 / -0.140647 | -0.0224262 / 0.00284602 | 0.0214961 / -0.0137963 | 0.00909402 / -0.0386215 | 0.0343708 / -0.00981347 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.00648652 / 0.0259199 | 0.0162827 / -0.0341662 | -0.0034114 / -0.0295238 | 2.22045e-16 / 2.22045e-16 | -0.00418502 / 0.039019 | -0.00412213 / -0.0822677 | -1.78776e-05 / 2.811e-05 |
 | JET_Pileup_OffsetNPV | -2.09279e-05 / 2.01021e-05 | 0 / 0 | 0.0154897 / -0.0197919 | 0 / 0 | 0 / 0 | -0.0188048 / 0.0224657 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00787043 / -0.141098 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0.0968322 / -0.0998201 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0235008 / -0.0236846 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -0.000616413 / 0.0204596 | 2.22045e-16 / 0 | 0.00428296 / -0.0259335 | 0 / 0 | -0.00151696 / 0.0248536 | 0.0260431 / -0.0119976 | 0.0018652 / -0.0340478 | -4.4247e-07 / 4.24233e-07 |
 | JET_Pileup_RhoTopology | -1.68502e-05 / 2.51021e-05 | 0 / 0 | 0.0216145 / -0.0359666 | -1.22642e-05 / 1.86031e-05 | 0.00709561 / -0.0216114 | -0.0332333 / -0.0353982 | 0 / 0 | 0 / 0 | -0.0986307 / 0.0756241 | -0.00171933 / -0.107276 | 0 / 0 | -0.00471058 / -0.199965 | 0 / -3.33067e-16 | 0.0906886 / -0.13282 | -0.00688773 / -0.0110898 | 0 / 0 | 0.00764179 / -0.0486789 | 0.0317512 / -0.00824721 | 0 / 0 | 0 / 0 | 0.01538 / -0.0320688 | 0 / 0 | 0 / 0 | 0.0223479 / -0.153036 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 2.22045e-16 / 0 | -0.000326178 / -0.0204941 | -0.0143673 / 0.0277133 |
 | ttt Cross-Section | 0 / 0 | 0.30034 / -0.30015 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.527016 / -0.501619 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0 / 0 | 0.00285781 / -0.0265846 | -1.64905e-05 / 1.58214e-05 | 0 / 0 | -0.0696525 / -0.0825372 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.00913621 / -0.105573 | 0 / 0 | 0 / 0 | -3.33067e-16 / -1.11022e-16 | 0.101367 / -0.102559 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0235384 / -0.00448601 | 0 / 0 | 0 / 0 | 0 / 4.44089e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00575356 / 0.0292829 | 0.00546364 / -0.0713979 | -2.31711e-06 / 2.19435e-06 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | 0.00611084 / -0.0275359 | 0 / 0 | 0 / 0 | -0.0156971 / -0.0590313 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00143776 / -0.0993792 | 0 / 0 | 0 / 0 | 0 / -3.33067e-16 | 0.0914026 / 0.00383025 | -0.00336586 / -0.0212211 | 0 / -2.22045e-16 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / -3.33067e-16 | 0 / 0 | -0.000417734 / 0.0196603 | -0.00252358 / 0.030115 | 2.62835e-05 / -0.0665795 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | 0 / 0 | 0.00736527 / -0.0351122 | -9.48646e-06 / 9.04635e-06 | 0 / 0 | -0.0137949 / -0.0627836 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.00436047 / -0.104178 | 0 / 0 | 2.22045e-16 / 0 | -1.11022e-16 / -3.33067e-16 | 0.0961053 / 0.00637507 | -0.00856874 / -0.0277745 | 0 / 2.22045e-16 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00644972 / 0.0295865 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0.00141728 / -0.0692206 | -2.43364e-06 / 2.2748e-06 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 0 / 0 | 0.00864785 / -0.0294035 | -2.14353e-05 / 1.77036e-05 | 0 / 0 | -0.00789866 / -0.0992877 | 0 / 0 | 0 / 0 | -0.098636 / -0.00746519 | 0.0189917 / -0.105592 | 0 / 0 | 0.047053 / -0.26628 | -1.11022e-16 / -1.11022e-16 | 0.0936667 / 0.00874021 | 2.22045e-16 / 0 | 0 / -2.22045e-16 | 0.0144047 / -0.0460257 | 0.0328185 / -0.0168602 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.0629587 / -0.192028 | -3.33067e-16 / -3.33067e-16 | 0 / 0 | 0.00520861 / -0.0260399 | 2.22045e-16 / 0 | -0.00599496 / 0.0449632 | -9.77101e-06 / 8.01014e-06 |
 | JET_Flavor_Response | 0 / 0 | 0 / 0 | -0.027563 / 0.00519702 | 2.36471e-05 / -2.66075e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.44089e-16 / 0 | -0.107394 / 0.0176948 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 0.00779969 / 0.0905184 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00562017 / 0.0261167 | 0 / 0 | 0 / 0 | 2.22045e-16 / -3.33067e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.0311381 / -0.00746567 | 6.66134e-16 / 0 | 5.07112e-06 / -5.73249e-06 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0.0259769 / -0.0255495 | 1.32846e-05 / -1.19332e-05 | 0 / 0 | 0.453625 / -0.315324 | 0 / 0 | 0 / 0 | 0.0669783 / -0.0630541 | -0.0353533 / 0.0367093 | -0.165366 / 0.197721 | 0 / 0 | 0.0209551 / -0.0205557 | 0 / 0 | -0.0173202 / 0.0175832 | -2.22045e-16 / 2.22045e-16 | 0.0709512 / -0.0665742 | 2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / 0 | -2.22045e-16 / 0 | -3.33067e-16 / 2.22045e-16 | -0.0356196 / 0.0367758 | -0.0944304 / 0.104281 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | -0.0798825 / 0.0867211 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | -0.0220888 / -0.000257437 | 0 / 0 | 0 / 0 | 0.057666 / 0.000656499 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -1.11022e-16 | 0.0935951 / 0.0010547 | 0 / 0 | 0.0270355 / 0.00031053 | -0.0275153 / -0.000321206 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0238552 / 0.000274256 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0248421 / 0.00028552 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | -0.0226467 / -0.00138675 | 0 / 0 | 0 / 0 | 0.0461122 / 0.000564676 | 0 / 0 | 0 / 0 | -0.0227284 / -0.00121609 | 0 / 0 | 0.0502662 / 8.45779e-05 | 0 / 0 | -3.33067e-16 / -1.11022e-16 | -0.0759784 / -0.00393842 | -0.066851 / -0.0158026 | 0 / 0 | -0.0193178 / -0.000632827 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0.0342703 / 0.00177127 | 0 / 0 | 0 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0.0193364 / 0.00027748 | 0.0181986 / 0.000944378 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -0.000768147 / -0.0201403 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0.000490673 / -0.0357428 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0.0934758 / 0.0281976 | 0 / 0 | -0.0273937 / -0.015158 | 2.22045e-16 / 2.22045e-16 | 0.0300526 / -8.61741e-05 | 0.00394949 / -0.0648504 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0.0153612 / -0.0192362 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0.0135097 / -0.0263872 | 0 / 0 | -0.0355266 / 0.0723649 | 2.22045e-16 / 0 | 0 / -3.33067e-16 | 0.052334 / -0.0989723 | -0.017483 / -0.0202501 | 0 / 0 | 0.00206453 / -0.0215587 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | -0.00939112 / 0.0260571 | -3.33067e-16 / -3.33067e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 2.22045e-16 | -0.0181079 / 0.0280223 | 4.44089e-16 / 4.44089e-16 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | -0.0199052 / -0.00189952 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.0358289 / 0.000768621 | -0.00403603 / 0.0742357 | 0 / 0 | -3.33067e-16 / -1.11022e-16 | 0 / 0 | 4.44089e-16 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0374283 / 0.0287828 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0.00020213 / 0.0290455 | -0.0649568 / -0.000246374 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.00159969 / -0.020416 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0.000899081 / -0.072336 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 2.22045e-16 | 0 / 0 | 0.028373 / 0.0437174 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0288344 / 0.000535691 | 0.000998748 / -0.0662891 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.0206667 / -0.00505641 | 0 / 0 | 0 / 0 | -0.071849 / 0.069326 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -0.0732548 / 0.00174669 | 0 / 0 | 0 / 0 | -1.11022e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 2.22045e-16 / 0 | 0 / 0 | -0.00607723 / 0.0306461 | 0 / 0 | 0 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0.00104993 / 0.0305363 | -0.0671617 / 0.00170893 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.0251322 / -0.000145687 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.0220914 / 0.000126222 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0.0311137 / 0.00017729 | -0.0649025 / -0.000380965 | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0.00825657 / -0.0353744 | 0 / 0 | 0 / 0 | -0.0728353 / -0.0702007 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00805171 / -0.105088 | 0 / 0 | 2.22045e-16 / 0 | -3.33067e-16 / 0 | 0.10139 / -0.102481 | 0.00805864 / -0.0207151 | -2.22045e-16 / 0 | 0 / 2.22045e-16 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.00367513 / 0.0291812 | 0.00471092 / -0.0709652 | -5.16971e-06 / 4.87917e-06 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | -6.71702e-06 / 7.51818e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0693935 / -0.00451496 | -0.0347874 / -0.00227171 | 0.0628797 / 0.00393603 | 0 / 0 | 0 / -3.33067e-16 | -0.0711948 / -0.00440032 | -0.0468649 / -0.0106851 | 0 / 0 | -0.031629 / -0.0020078 | -0.0371254 / -0.00114882 | 0 / 0 | 0 / 2.22045e-16 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | -0.0747419 / -0.00691342 | -0.0401224 / -0.0220901 | 0 / 0 | -0.0148135 / -0.00245393 | 0.0228868 / 0.00143518 | 0.0179331 / 0.00740684 | 5.2085e-06 / -5.93992e-06 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000198967 / 0.0713108 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 0 | 2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.000235077 / 0.0845834 | 0 / 0 | 8.08044e-05 / 0.0285919 | 0 / 2.22045e-16 | 8.85629e-05 / 0.0313636 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0.000588214 / 0.0533403 | 0 / 0 | 0 / 0 | -0.000302756 / -0.0268282 | 0 / 0 | 0.000721558 / 0.0656585 | 0 / 2.22045e-16 | -1.11022e-16 / 0 | -0.00106063 / -0.0921592 | -0.00050878 / -0.0448447 | 0 / 0 | -0.000334079 / -0.0295798 | -0.00022353 / -0.0198484 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | -0.000251568 / -0.0223218 | 0 / 0 | 0.000449108 / 0.0405794 | 2.22045e-16 / 0 | -0.000301484 / -0.0267163 | 2.22045e-16 / 2.22045e-16 | 0.000264603 / 0.0237944 | 4.44089e-16 / 4.44089e-16 | 0 / 0 |
