 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | MUON_SAGITTA_DATASTAT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | MUON_SAGITTA_PTEXTRA | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq4-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.223592 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.33169 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.11594 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV/VVV/VH + #geq 2 true b-jets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0655801 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | Diboson #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0226323 / -0.0226322 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_5__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0339111 / -0.033911 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}W #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / 2.22045e-16 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | gamma_stat_CR1bminus_nJets_bin_0 | 0.0018691 / -0.0018691 | 0.00323794 / -0.00323794 | 0.00332607 / -0.00332607 | 0.00439511 / -0.00439511 | 0.00617174 / -0.00617174 | 0.0071848 / -0.0071848 | 0.00413962 / -0.00413962 | 0.0107367 / -0.0107367 | 0.00657607 / -0.00657607 | 0.00586598 / -0.00586598 | 0.00584266 / -0.00584266 | 0.00597162 / -0.00597162 | 0.00675533 / -0.00675533 | 0.00579728 / -0.00579728 | 0.0132089 / -0.0132089 | 0.00901038 / -0.00901038 | 0.00932981 / -0.00932981 | 0.00951986 / -0.00951986 | 0.0208631 / -0.0208631 | 0.0208635 / -0.0208635 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00156274 / -0.00156274 |
 | gamma_stat_CR1bminus_nJets_bin_1 | 0.0038962 / -0.0038962 | 0.00532746 / -0.00532746 | 0.00618961 / -0.00618961 | 0.00567298 / -0.00567298 | 0.00675396 / -0.00675396 | 0.00625946 / -0.00625946 | 0.00599973 / -0.00599973 | 0.00577888 / -0.00577888 | 0.00556377 / -0.00556377 | 0.00654747 / -0.00654747 | 0.00731236 / -0.00731236 | 0.00653976 / -0.00653976 | 0.00532151 / -0.00532151 | 0.00520824 / -0.00520824 | 0.00620238 / -0.00620238 | 0.00627941 / -0.00627941 | 0.00646428 / -0.00646428 | 0.00609633 / -0.00609633 | 7.35186e-08 / -7.35186e-08 | 1.00501e-09 / -1.00501e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00343678 / -0.00343678 |
 | gamma_stat_CR1bminus_nJets_bin_2 | 0.00615565 / -0.00615565 | 0.00667456 / -0.00667456 | 0.00682152 / -0.00682152 | 0.00673094 / -0.00673094 | 0.00593634 / -0.00593634 | 0.0058073 / -0.0058073 | 0.00653092 / -0.00653092 | 0.00384521 / -0.00384521 | 0.0029981 / -0.0029981 | 0.00519294 / -0.00519294 | 0.00555279 / -0.00555279 | 0.00602862 / -0.00602862 | 0.00452738 / -0.00452738 | 0.007346 / -0.007346 | 0.00193233 / -0.00193233 | 0.004573 / -0.004573 | 0.0043021 / -0.0043021 | 0.0040336 / -0.0040336 | 8.92514e-08 / -8.92514e-08 | 1.22008e-09 / -1.22008e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00607399 / -0.00607399 |
 | gamma_stat_CR1bminus_nJets_bin_3 | 0.00845789 / -0.00845789 | 0.00694585 / -0.00694585 | 0.00625172 / -0.00625172 | 0.00584945 / -0.00584945 | 0.00404135 / -0.00404135 | 0.00343704 / -0.00343704 | 0.00584426 / -0.00584426 | 0.00211385 / -0.00211385 | 0.00862307 / -0.00862307 | 0.00378523 / -0.00378523 | 0.00355104 / -0.00355104 | 0.00368729 / -0.00368729 | 0.00734267 / -0.00734267 | 0.00500294 / -0.00500294 | 0.000398609 / -0.000398609 | 0.00221944 / -0.00221944 | 0.00232517 / -0.00232517 | 0.00267534 / -0.00267534 | 1.24445e-07 / -1.24445e-07 | 1.70119e-09 / -1.70119e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00709839 / -0.00709839 |
 | gamma_stat_CR1bminus_nJets_bin_4 | 0.0101677 / -0.0101677 | 0.00617494 / -0.00617494 | 0.00498801 / -0.00498801 | 0.00453055 / -0.00453055 | 0.00263105 / -0.00263105 | 0.00172203 / -0.00172203 | 0.00470629 / -0.00470629 | 0.000499119 / -0.000499119 | 0.00399303 / -0.00399303 | 0.00377258 / -0.00377258 | 0.00358651 / -0.00358651 | 0.00385962 / -0.00385962 | 0.00284002 / -0.00284002 | 0.00371952 / -0.00371952 | 1.79707e-08 / -1.79707e-08 | 0.0017016 / -0.0017016 | 0.00135799 / -0.00135799 | 0.00170663 / -0.00170663 | 2.05951e-07 / -2.05951e-07 | 2.81539e-09 / -2.81539e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0105288 / -0.0105288 |
 | gamma_stat_CR1bminus_nJets_bin_5 | 0.00872805 / -0.00872805 | 0.0057041 / -0.0057041 | 0.00408991 / -0.00408991 | 0.00427419 / -0.00427419 | 0.00181768 / -0.00181768 | 0.00174702 / -0.00174702 | 0.00432147 / -0.00432147 | 0.00121322 / -0.00121322 | 0.00230493 / -0.00230493 | 0.005969 / -0.005969 | 0.00238279 / -0.00238279 | 0.00283416 / -0.00283416 | 0.00224989 / -0.00224989 | 0.00106714 / -0.00106714 | 4.04308e-08 / -4.04308e-08 | 0.00178358 / -0.00178358 | 0.00101431 / -0.00101431 | 0.00118385 / -0.00118385 | 4.63352e-07 / -4.63352e-07 | 6.33412e-09 / -6.33412e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0121752 / -0.0121752 |
 | gamma_stat_CR1bminus_nJets_bin_6 | 0.0130581 / -0.0130581 | 0.00621658 / -0.00621658 | 0.0064129 / -0.0064129 | 0.0042284 / -0.0042284 | 0.00210349 / -0.00210349 | 0.00528558 / -0.00528558 | 0.00476388 / -0.00476388 | 0.000789415 / -0.000789415 | 0.000947089 / -0.000947089 | 0.00520174 / -0.00520174 | 0.00157515 / -0.00157515 | 0.00151681 / -0.00151681 | 0.000550776 / -0.000550776 | 0.00127364 / -0.00127364 | 8.84387e-08 / -8.84387e-08 | 0.00256382 / -0.00256382 | 0.000984482 / -0.000984482 | 0.00141917 / -0.00141917 | 1.01354e-06 / -1.01354e-06 | 1.38553e-08 / -1.38553e-08 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0265046 / -0.0265046 |
