 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197053 / -0.197259 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0374152 / 0.000972639 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.0518528 / 0.000511625 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0.0257747 / -0.026174 | 0.0265198 / -0.0269169 | 0.0245545 / -0.0249192 | 0.028526 / -0.0288917 | 0.0307139 / -0.030951 | 0.033636 / -0.0336805 | 0.0274184 / -0.0278065 | 0 / 0 | 0.0276179 / -0.0278903 | 0.0203147 / -0.0209661 | 0 / 0 | 0.0523756 / -0.0523222 | 0 / 0 | 0.0302184 / -0.0305295 | 0.0245642 / -0.0252934 | 0.0301109 / -0.0301385 | 0.0343235 / -0.0346649 | 0.0326312 / -0.0328546 | 0 / 0 | 0.0273975 / -0.0278464 | 0.0241467 / -0.0246841 | 0.0206863 / -0.021088 | 0.0330897 / -0.0331854 | 0.0243674 / -0.0250068 | 0.0246485 / -0.0250252 | 0.0370092 / -0.0372057 | 0.0256879 / -0.0260111 | 0 / 0 | 0.0874709 / -0.0852956 | 0.0273455 / -0.02774 |
 | FT_EFF_Eigen_B_2__1 | -0.0371471 / 0.0397716 | -0.0260967 / 0.0278401 | 0 / 0 | -0.0230735 / 0.0243894 | 0 / 0 | 0.039495 / -0.0432709 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.117039 / 0.123444 | 0 / 0 | 0 / 0 | -0.044552 / 0.0476417 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0211654 / 0.0220858 | 0 / 0 | -0.0317234 / 0.0333673 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0211106 / 0.0218309 | 0.0411696 / -0.0453486 | -0.0368367 / 0.0394512 |
 | FT_EFF_Eigen_B_3__1 | 0.029229 / -0.0285948 | 0.024095 / -0.0236377 | 0 / 0 | 0.0207987 / -0.0204256 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0518352 / -0.0516018 | 0 / 0 | 0 / 0 | 0.0371441 / -0.0357546 | 0 / 0 | 0.0213256 / -0.0209536 | 0.0294348 / -0.0286109 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0212051 / -0.0207133 | 0 / 0 | 0.0347352 / -0.0343587 | 0 / 0 | 0 / 0 | 0.0262696 / -0.0261845 | 0.0483215 / -0.046144 | 0.137382 / -0.129725 | 0.0266822 / -0.0261982 |
 | FT_EFF_Eigen_B_7__1 | 0.0208888 / -0.0206 | 0.020061 / -0.0197816 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0235171 / -0.0226326 | 0 / 0 | 0.0228834 / -0.0226287 | 0.0343658 / -0.0332534 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0369528 / -0.036499 | 0 / 0 | 0 / 0 | 0.0301484 / -0.0300722 | 0.0509568 / -0.0488906 | 0.166934 / -0.156124 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | 6.91451e-06 / -1.11627e-05 | 0 / 0 | 0 / 0 | 0.00957186 / -0.0298947 | 0.034643 / -0.0434411 | 0.198773 / -0.0491487 | 0.0208326 / -0.049662 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | -0.000440383 / -0.0536635 | 0 / 0 | 0 / 0 | -0.00235434 / -0.0785203 | 0.03157 / -0.172781 | 0.014019 / -0.0398627 | 0 / 0 | 0 / 0 | -0.00374022 / -0.026542 | 0 / 0 | 0 / 0 | -0.00341638 / -0.084857 | 0 / 0 | 0.0203448 / -0.0281399 | -2.22045e-16 / -2.22045e-16 | -0.00829569 / -0.0807634 | -0.0122935 / -0.267276 | 0 / 0 | 7.32201e-06 / -1.17585e-05 |
 | JET_RelativeNonClosure_AF3 | 6.57274e-06 / -6.58512e-06 | 0 / 0 | 0 / 0 | 4.15098e-06 / -4.12784e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.147085 / 0.0145115 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttt Cross-Section | 0 / 0 | 0.30034 / -0.30015 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.527016 / -0.501619 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + 1 true b-jet | 0 / 0 | 0 / 0 | 0.133291 / 0.000656203 | 0.253134 / 0.00120585 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.101889 / 0.00050613 | 0.100336 / 0.000498643 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0.0419601 / -0.0403626 | 0.0223552 / -0.0221746 | 0.0214023 / -0.020991 | -0.34976 / 0.533006 | 0.0316526 / -0.0309591 | 0 / 0 | 0 / 2.22045e-16 | 0.233868 / -0.190953 | 0.204324 / -0.170812 | -0.0661327 / 0.0708779 | -0.0415835 / 0.043452 | 0 / 0 | 0.162343 / -0.140723 | 0.0776904 / -0.0724544 | -0.0771058 / 0.0840091 | 0.283843 / -0.222915 | 0 / 0 | -0.0273298 / 0.0282029 | 0.14818 / -0.129772 | 0.0286957 / -0.0279855 | -0.122887 / 0.140084 | 0 / 0 | 0.102287 / -0.0932846 | 0.178519 / -0.156782 | -0.124766 / 0.14243 | 0.218874 / -0.180861 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -0.0236361 / -0.000936078 | 0 / 0 | -0.0217194 / -0.0031104 | 0.74317 / 0.0401115 | -0.0206895 / -0.000598228 | 0 / 0 | 0.321392 / 0.0201086 | -0.175282 / -0.0115468 | 0 / 0 | 0 / 0 | -0.0209359 / -0.00578635 | 0 / 0 | 0.18402 / 0.0306097 | -1.11022e-16 / 0 | 0 / 0 | -0.238659 / -0.0160099 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -0.0827635 / -0.0203787 | 2.22045e-16 / 0 | 0.168484 / 0.0102127 | 0 / 0 | 0.0410689 / 0.00243614 | 0.0259829 / -0.0440634 | 0.0338059 / 0.00211433 | -0.154617 / -0.0101391 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.0928659 / 0.0529218 | 0 / 0 | 0 / 0 | 0.317856 / -0.140481 | -0.022549 / 0.0122355 | 0 / 0 | 0 / 0 | -0.200417 / 0.123812 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.0381272 / -0.0198731 | -1.11022e-16 / 0 | -0.287236 / 0.190527 | -0.0834966 / 0.0472652 | 0.0359038 / -0.0187412 | -0.194107 / 0.119322 | 0 / 0 | 0 / 0 | -0.093935 / 0.0535721 | -0.0428026 / 0.0235491 | 0 / 0 | 0 / 0 | -0.0751917 / 0.0423141 | -0.195968 / 0.120642 | 0 / 0 | -0.195684 / 0.12044 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0.0459908 / -0.0553757 | 0 / 0 | 0 / 0 | 0.125116 / -0.139166 | 0.0158679 / -0.0197472 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | -0.0294406 / 0.0384614 | 0 / 0 | 0.318506 / -0.300852 | 0.0420337 / -0.0508204 | 0 / -2.22045e-16 | 0.185968 / -0.195461 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0.0317682 / -0.0388252 | 0 / 0 | 0 / 0 | 0.0508243 / -0.0608892 | -0.075692 / 0.104302 | -0.040313 / 0.0533168 | 0.172343 / -0.189814 | 0 / 0 | 0 / 0 |
