 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197053 / -0.197259 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.04212 / 0.00109353 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.0629097 / 0.000618755 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_2__1 | -0.0364259 / 0.0389953 | -0.0244618 / 0.0260326 | 0 / 0 | -0.0285347 / 0.0304312 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -0.0209852 / 0.0224051 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0193874 / 0.0204181 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -0.027263 / 0.0430744 | -0.034245 / 0.0364709 |
 | FT_EFF_Eigen_B_3__1 | 0.02786 / -0.0272859 | 0.021866 / -0.0214973 | 0 / 0 | 0.0238177 / -0.0233538 | 0 / 0 | 0.0205512 / -0.0203185 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0.0402467 / -0.039068 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.028721 / -0.0264277 | 0.0248737 / -0.0244247 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 7.00677e-05 / -7.00675e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | -2.55889e-05 / 2.45298e-05 | 0 / 0 | 0.0133343 / -0.0297502 | 0 / 0 | -1.44826e-05 / 1.43097e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0.00444327 / -0.0734771 | -0.0100527 / -0.022333 | -2.22045e-16 / -2.22045e-16 | 0.0335327 / 0.0496376 | 0.00679397 / -0.0379436 | 0 / -1.11022e-16 | 0.0341011 / -0.0391152 | 0.0236081 / 0.0011599 | 0 / 0 | 0.0155391 / -0.0327179 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | -0.0325185 / 0.0328343 | -1.11022e-16 / -1.11022e-16 | 0 / 2.22045e-16 | -2.22045e-16 / -2.22045e-16 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | -8.87729e-06 / 8.50483e-06 |
 | JET_Flavor_Response | 2.97494e-05 / -3.33858e-05 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | -0.0248096 / 0.0187875 | 0.0232184 / 0.0204718 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / -1.11022e-16 | -0.0723819 / 0.0166888 | -0.0223491 / -0.00679231 | -2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 0.0124053 / -0.0258633 | 0 / 0 | -0.0600995 / 0.0369763 | -0.0200872 / 0.0579142 | 0 / 0 | -0.035483 / 0.0182713 | 0 / 0 | -0.0335178 / 0.0119129 | -2.22045e-16 / 2.22045e-16 | -0.00797866 / -0.035541 | -1.11022e-16 / -1.11022e-16 | -0.0235472 / 0.0130148 | 0 / -2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 7.81601e-06 / -8.79962e-06 |
 | JET_InSitu_NonClosure_PreRec | -4.2759e-05 / 6.3549e-05 | -2.60281e-05 / 3.91657e-05 | 0.0295257 / -0.04269 | 0.0219367 / -0.0331605 | 0.0368742 / -0.0691449 | 0.0234531 / -0.024071 | 0.0361007 / -0.0587112 | 0 / 0 | 0.0411436 / -0.0420038 | -0.00332326 / -0.0470807 | 0.0121396 / -0.06681 | -0.0426869 / -0.0385199 | 0.0247858 / -0.0293463 | 0.101424 / -0.0246788 | -0.0208987 / -0.0547674 | 0.0374686 / -0.0334072 | 0.0600957 / -0.104027 | 0.0563474 / -0.0680723 | 0 / 0 | 0.0387899 / -0.0668971 | 0.0210421 / -0.0269214 | 0.0232857 / -0.0455962 | 0.0140021 / -0.0359778 | -0.0303518 / 0.0290466 | 0.0371104 / -0.0552238 | 0.0210484 / -0.0420587 | 0.0215148 / -0.0103868 | 0.0121557 / -0.0294123 | -0.00106163 / -0.0212972 | -1.00623e-05 / 1.49225e-05 |
 | JET_JESUnc_Noise_PreRec | -2.42296e-05 / 2.3172e-05 | 0 / 0 | 0.0130818 / -0.0260065 | 0 / 0 | 0.0174571 / -0.0202657 | 0.0211701 / 0.032669 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0.00357832 / -0.0730659 | -0.0103614 / -0.0218812 | -2.22045e-16 / -2.22045e-16 | 0.0344833 / 0.0490473 | -0.00693549 / -0.0317478 | 0 / -1.11022e-16 | 0.0394965 / -0.0374447 | 0.0244432 / -0.000254503 | 0 / 0 | 0.0164001 / -0.0331175 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 2.22045e-16 | -0.0127991 / 0.032871 | -1.11022e-16 / 0 | 0.00872212 / -0.0282768 | 0 / -2.22045e-16 | 2.22045e-16 / -1.11022e-16 | -2.22045e-16 / 0 | -5.09065e-06 / 4.86914e-06 |
