 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197053 / -0.197259 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | -0.0255262 / -0.000675399 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | -0.069808 / -0.000714756 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | -0.0236685 / 0.0240888 | 5.42851e-05 / -5.00482e-05 | 2.22045e-16 / 2.22045e-16 | 2.97254e-05 / -2.79412e-05 | 2.3451e-05 / -2.21735e-05 | -2.22045e-16 / 2.22045e-16 | 3.5133e-05 / -3.3058e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 3.58825e-06 / -3.39892e-06 | 0.0244965 / -0.0838784 | 0 / 2.22045e-16 | -3.17054e-07 / 3.03059e-07 | -3.60035e-07 / 3.42492e-07 | 1.5061e-07 / -1.47064e-07 | 0.0607552 / -0.02705 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0212154 / 0.0194601 | -0.0342924 / 0.0368829 | -0.0689137 / 0.141848 | -0.0858885 / 0.17135 | 0 / 0 | -0.0322017 / 0.0226221 |
 | JET_Flavor_Response | 0.0230669 / -0.0171334 | -4.73965e-05 / 5.4582e-05 | 2.22045e-16 / 0 | -3.44187e-05 / 3.92913e-05 | -2.24539e-05 / 2.54172e-05 | 0 / 0 | -3.60239e-05 / 4.10593e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.47591e-06 / 2.80457e-06 | 0 / -1.11022e-16 | -1.11022e-16 / 0 | 3.89059e-07 / -4.37531e-07 | 4.00754e-07 / -4.50659e-07 | -9.46438e-08 / 1.03742e-07 | -0.0237992 / 0.05725 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0317236 / -0.028754 | 0.0439615 / -0.051976 | 0.124265 / -0.049748 | 0.172991 / -0.073766 | 0 / 0 | 0.0255528 / -0.0227228 |
 | JET_InSitu_NonClosure_PreRec | -0.0416865 / 0.0656296 | -0.0201788 / 0.0295215 | 2.22045e-16 / -2.22045e-16 | 5.41279e-05 / -7.96891e-05 | 3.28395e-05 / -4.8801e-05 | -2.22045e-16 / 0 | 6.17462e-05 / -9.12313e-05 | 0 / 0 | 0 / 0 | 0.00455002 / -0.0240036 | -0.00949414 / -0.0139175 | 3.28578e-06 / -4.94071e-06 | 0.0152482 / -0.0787341 | -2.22045e-16 / 2.22045e-16 | 0.00446626 / -0.0194568 | -4.3592e-07 / 6.53397e-07 | 0.0239322 / -0.0656874 | 0.0615466 / -0.0735898 | 0 / 0 | 0 / 0 | 0 / 0 | -0.034571 / 0.0495131 | -0.063098 / 0.0786053 | -0.103381 / 0.230099 | -0.078919 / 0.102018 | 0 / 0 | -0.0537862 / 0.067622 |
 | JET_JESUnc_Noise_PreRec | -0.0202035 / 0.0207713 | 4.73305e-05 / -4.40641e-05 | 0 / 2.22045e-16 | 3.2455e-05 / -3.06648e-05 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 3.88377e-06 / -3.70735e-06 | 0.0244179 / -0.0579641 | -1.11022e-16 / 0 | -2.43538e-07 / 2.34317e-07 | -1.86341e-07 / 1.7672e-07 | 1.22922e-07 / -1.19091e-07 | 0.0538629 / -0.0165312 | 0 / 0 | 0 / 0 | 0 / 0 | -0.020397 / 0.0236457 | -0.0276048 / 0.0308549 | -0.0563013 / 0.135183 | -0.0688432 / 0.178233 | 0 / 0 | -0.0288637 / 0.0213939 |
 | JET_JESUnc_VertexingAlg_PreRec | -0.0443989 / 0.0800341 | -0.0273252 / 0.0506899 | 2.22045e-16 / 2.22045e-16 | 7.37179e-05 / -0.000114967 | 4.5914e-05 / -7.29095e-05 | 0 / 2.22045e-16 | 7.56231e-05 / -0.000118714 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 4.72971e-06 / -7.51152e-06 | 0.0130908 / -0.107359 | -1.11022e-16 / 0 | -3.97903e-07 / 6.45106e-07 | -5.68808e-07 / 9.12189e-07 | 2.36124e-07 / -3.91677e-07 | 0.0521139 / -0.0438194 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0558382 / 0.0847359 | -0.0535227 / 0.100248 | -0.119619 / 0.293616 | -0.0667927 / 0.282333 | 0 / 0 | -0.0443802 / 0.0725801 |
 | JET_Pileup_OffsetNPV | -0.0187722 / 0.0205002 | 4.2661e-05 / -4.07102e-05 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 5.26084e-07 / -5.1672e-07 | 0.0148566 / -0.0770982 | -1.11022e-16 / -1.11022e-16 | -1.88e-07 / 1.83964e-07 | -2.30857e-08 / 2.26668e-08 | 0.0216864 / -0.0204597 | 0.0579132 / -0.0212654 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.028227 / 0.0232036 | -0.0568248 / 0.0752211 | -0.0867477 / 0.170776 | 0 / 0 | -0.0218001 / 0.0136183 |
 | JET_Pileup_RhoTopology | -0.0358772 / 0.0559619 | 7.51072e-05 / -0.000111206 | 2.22045e-16 / 0 | 4.76691e-05 / -7.16512e-05 | 2.64135e-05 / -3.99812e-05 | -2.22045e-16 / 0 | 4.9979e-05 / -7.53712e-05 | 0 / 0 | 0 / 0 | 0.00531591 / -0.0203344 | 0 / 2.22045e-16 | 4.28438e-06 / -6.54413e-06 | 0.0174368 / -0.0744942 | -1.11022e-16 / 0 | -3.46702e-07 / 5.28824e-07 | -4.15866e-07 / 6.33729e-07 | 0.0267428 / -0.0587606 | 0.0611356 / -0.0679477 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0264813 / 0.0402786 | -0.0483377 / 0.0561007 | -0.0679056 / 0.181278 | -0.0781322 / 0.0848781 | 0 / 0 | -0.0461873 / 0.0608448 |
 | MUON_EFF_ISO_SYS | 0.022124 / -0.0226386 | 0.0222499 / -0.0227645 | 0.023357 / -0.023885 | 0.0225712 / -0.0230965 | 0.0218762 / -0.0223961 | 0.0273747 / -0.0279693 | 0.0228154 / -0.0233507 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0260153 / -0.0266098 | 0.0344819 / -0.0351884 | 0 / 0 | 0.0309304 / -0.0315699 | 0.0220993 / -0.0226237 | 0.0214942 / -0.0220178 | 0.0227375 / -0.0232644 | 0.022065 / -0.0225751 | 0 / 0 | 0.0223472 / -0.0228637 | 0.0224904 / -0.0230053 | 0.022704 / -0.0232274 | 0.0221482 / -0.0226868 | 0.0232483 / -0.0237459 | 0.0307971 / -0.0314401 | 0 / 0 | 0.0217457 / -0.0222641 |
 | FT_EFF_Eigen_B_2__1 | -0.037794 / 0.0404127 | -0.0293503 / 0.0313344 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.0423587 / 0.0438662 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0302516 / 0.0319804 | 0 / 0 | 0 / 0 | -0.0257205 / 0.027415 |
 | FT_EFF_Eigen_B_3__1 | 0.0313404 / -0.0305995 | 0.0250592 / -0.0246045 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0208346 / -0.0207335 | 0.0211202 / -0.0210551 | 0 / 0 | 0 / 0 | 0.030659 / -0.0300435 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.025938 / -0.0257049 | 0 / 0 | 0 / 0 | 0.0248395 / -0.0244302 |
 | FT_EFF_Eigen_B_7__1 | 0.0226497 / -0.0222589 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0228111 / -0.0227621 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 5.55007e-05 / -5.55005e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 7.27291e-05 / -6.69556e-05 | 0 / 0 | 0 / 2.22045e-16 | 2.96451e-05 / -2.81418e-05 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.07488e-06 / -3.90218e-06 | 0.0248046 / -0.0582401 | -1.11022e-16 / 2.22045e-16 | -2.24869e-07 / 2.16892e-07 | -2.43287e-07 / 2.318e-07 | 1.61255e-07 / -1.57596e-07 | 0.0534922 / -0.00882651 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0201544 / 0.0207375 | -0.0287362 / 0.0345278 | -0.0570965 / 0.129697 | -0.07041 / 0.177429 | 0 / 0 | -0.0283427 / 0.0215021 |
 | JET_JERUnc_Noise_PreRec | 3.77464e-05 / -3.39042e-05 | 0 / 0 | 0.0199217 / -0.0196185 | 1.14286e-05 / -1.02606e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0527333 / -0.0502373 | -0.0420627 / 0.044535 | 4.44089e-16 / 0 | 0 / 0 | 0.074484 / -0.0695552 | 0 / 0 | -1.97728e-07 / 1.77794e-07 | 0.0198833 / -0.0194338 | 0.0446859 / -0.0423459 | -0.0416845 / 0.0435651 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0336624 / -0.0327613 | -0.0429339 / 0.0449249 | -0.035586 / 0.0370145 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | -3.9227e-05 / 4.43882e-05 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0363461 / -0.00192781 | -0.0146529 / -0.00136029 | -0.023387 / -0.00204105 | 0 / -1.11022e-16 | 0 / 0 | -0.0161418 / 0.000622572 | -0.0141643 / -0.00171585 | -0.0259308 / 0.00477709 | -0.0209319 / -0.00123338 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0399313 / -0.00254277 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_NNJvtEfficiency | -5.51333e-05 / 5.59452e-05 | 0 / 0 | -2.713e-05 / 2.74128e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.71687e-05 / 1.78665e-05 | -2.34171e-05 / 2.44851e-05 | -2.43912e-05 / 2.54727e-05 | 0 / 0 | -2.48609e-05 / 2.59227e-05 | 0 / 0 | -6.48763e-06 / 6.81194e-06 | 0 / 0 | -6.22876e-06 / 6.57044e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0211877 / -0.0242718 | 0.0348246 / -0.0370485 | 0.0441831 / -0.0461046 | 0.0474911 / -0.0522074 | 0 / 0 | 0 / 0 |
 | ttt Cross-Section | 0 / 0 | 0.30034 / -0.30015 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 9.09064e-05 / -7.25385e-05 | 0 / -2.22045e-16 | 5.87781e-05 / -4.7667e-05 | 3.99191e-05 / -3.27691e-05 | 0 / 0 | 6.74567e-05 / -5.47898e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 4.44089e-16 / 0 | 5.84745e-06 / -4.83784e-06 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | -3.29767e-07 / 2.73492e-07 | -5.28821e-07 / 4.40211e-07 | 0.0247068 / -0.0370151 | 0.0606695 / -0.0388194 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0397117 / 0.0413925 | -0.066451 / 0.0561649 | -0.113119 / 0.132606 | -0.104823 / 0.226931 | 0 / 0 | -0.028145 / 0.031509 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.527016 / -0.501619 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.0273845 / 0.0149082 | 0 / 0 | 0 / 0 | 0 / -3.33067e-16 | 0 / 0 | 0 / 0 | -0.0455844 / 0.0251277 | 0.0239694 / -0.0126094 | 0 / 0 | 3.95277e-06 / -6.52352e-06 | -0.10655 / 0.0613216 | 0 / 0 | 1.08285e-08 / -1.74592e-08 | 0 / 0 | 6.55159e-08 / -1.05924e-07 | 0.0543819 / -0.0280505 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0391984 / -0.0204173 | -0.0428569 / 0.0235798 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.000946433 / -0.0150966 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00295188 / -0.0467209 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 2.96727e-07 / -2.62101e-07 | -0.00111926 / -0.017843 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00639799 / -0.0999199 | 0 / 0 | 0 / 0 |
