 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}Z' |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0.0248033 / -0.0305446 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0342329 / -0.0413346 | -0.0172416 / 0.0222196 | 4.44089e-16 / 0 | -8.83946e-06 / 5.55703e-06 | 0.0923036 / -0.106024 | 0 / 0 | 1.27096e-07 / -8.11738e-08 | 1.03111e-07 / -6.53637e-08 | -1.57406e-08 / 1.00198e-08 | -0.0342925 / 0.0450569 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0175837 / -0.0218162 | -0.0370172 / 0.0487749 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0.0239399 / -0.0241252 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 4.44089e-16 / 0 | -6.14072e-06 / 5.04097e-06 | 0.0966267 / -0.0906229 | 0 / 0 | -1.21665e-07 / 1.00176e-07 | 7.16118e-08 / -5.88564e-08 | -5.70384e-08 / 4.69283e-08 | -0.038045 / 0.0406183 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0191312 / -0.0191443 | -0.0498011 / 0.0556291 | -0.0320796 / 0.0340253 | 0 / 0 | 0 / 0 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | -0.0200287 / 0.0209329 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0372908 / -0.0297609 | -0.0399202 / 0.0387279 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0267501 / 0.0236226 | -1.78618e-08 / 1.78485e-08 | 7.8351e-07 / -7.7294e-07 | 1.8719e-07 / -1.88153e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0390338 / -0.034133 | -0.00837549 / 0.022561 | 0 / 0 | 0 / 0 |
 | JET_BJES_Response | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00108785 / -0.0835938 | -1.11022e-16 / 0 | 2.31817e-08 / -2.34035e-08 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0110133 / 0.0337123 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 9.44254e-07 / -9.50141e-07 | 0.0206305 / -0.0549733 | 0 / 0 | -2.32044e-07 / 2.33662e-07 | -8.96099e-08 / 8.96037e-08 | 1.21692e-07 / -1.24011e-07 | 0.0522685 / -0.0266979 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00833816 / 0.0315073 | -0.0422531 / 0.0689099 | -0.0516121 / -0.000110477 | 0 / 0 | -0.0205369 / 0.0163729 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 4.44089e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -1.11022e-16 | 0 / 0 | -7.41209e-08 / 7.48271e-08 | 1.04093e-07 / -1.04418e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000367159 / -0.0324809 | 0 / 0 | 1.68739e-07 / -1.67679e-07 | -1.11022e-16 / 0 | 0 / -1.11022e-16 | 2.21126e-07 / -2.1908e-07 | 0 / 0 | -0.000210344 / -0.0186901 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | others Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0.529233 / -0.504277 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.529233 / -0.504277 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0.0463622 / 0.000234088 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + #geq 2 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | -3.45583e-05 / 1.19929e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttZ Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.119226 / -0.118828 | 0.119226 / -0.118828 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z generator choice | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.289479 / 0.188414 | -0.29036 / 0.189119 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.97516e-06 / 3.97161e-06 | -0.00023539 / -0.0804834 | -1.11022e-16 / 0 | 0 / 0 | -2.02046e-08 / 2.02044e-08 | 0 / 0 | 9.7853e-05 / 0.0346885 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 7.18417e-05 / 0.0253959 | 0.000451038 / 0.166137 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0260432 / 0.0228154 | 0 / 2.22045e-16 | 0 / 0 | -0.104704 / 0.0989003 | 0 / 0 | -3.12891e-08 / 4.74148e-08 | -1.07213e-07 / 1.62447e-07 | 6.97284e-08 / -1.05734e-07 | 0.0397813 / -0.0328602 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0.0478922 / -0.0392838 | 0.0424381 / -0.0349742 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0322059 / -0.000378287 | 0 / 0 | -6.91279e-07 / 6.92929e-07 | 0 / 0 | 0 / -1.11022e-16 | -2.07315e-07 / 2.08626e-07 | -2.41363e-07 / 2.4341e-07 | -7.03689e-08 / 7.0331e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0314629 / -0.000369477 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0837976 / -0.0371605 | -1.11022e-16 / -1.11022e-16 | 1.1846e-07 / -1.16745e-07 | 0 / 0 | 1.18848e-07 / -1.18682e-07 | 0.0414864 / -0.0036003 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.054996 / 0.00559876 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0824295 / -0.000635397 | 0 / 0 | 6.95457e-08 / -6.97283e-08 | -2.71731e-07 / 2.71458e-07 | 0 / 0 | 0.0403954 / -0.00398387 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0247687 / 0.0534505 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0209775 / -0.0127912 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | -1.11022e-16 / 0 | 0 / 0 | 1.63053e-07 / -1.63796e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
