 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197053 / -0.197259 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.441045 / 0.010361 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.524754 / 0.00457705 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_BJES_Response | -0.0312712 / 0.0648584 | -0.0377422 / 0.00669084 | 0 / 0 | -0.0314385 / 0.0322151 | 0 / 0 | -0.0577081 / -0.0039999 | 0 / 0 | 0 / 0 | -0.00574888 / -0.0275679 | -0.100506 / -0.0880942 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.0851628 / 0.061677 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00590868 / 0.0689242 | -0.296111 / -0.00067881 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0060684 / -0.0709292 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0.0321032 / 0.0226439 | -0.0406365 / 0.00758167 | 0 / 0 | -0.0445635 / 0.0308441 | -0.0210119 / 0.013937 | -0.0689007 / -0.00242711 | 0 / 0 | 0 / 0 | -0.00288419 / -0.0290402 | -0.0909086 / -0.099422 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.22142 / 0.00960192 | -0.0689394 / 0.054659 | 0 / 0 | 0 / 0 | 0 / 0 | 0.021038 / -0.00566767 | 0 / 0 | 0 / 0 | -0.0428273 / 0.0655355 | 0.138163 / -0.130539 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0135051 / 0.260403 | -0.0204093 / 0.345337 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0.0415814 / -0.0271679 | -0.0329894 / 0.00152113 | -0.0535164 / -0.00991196 | -0.0325411 / 0.0214032 | 0 / 0 | -0.0856462 / -0.00515932 | 0 / 0 | 0 / 0 | 0.000237223 / -0.0268274 | -0.0953455 / -0.0893828 | 0.01112 / -0.019974 | 0 / 0 | 0.217669 / 0.00124221 | -0.0127639 / 0.0473699 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0229708 / 0.0673161 | 0.124623 / 0.000570719 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00459102 / 0.217183 | -0.0118303 / 2.51951 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0.0477707 / -0.189742 | -0.0509001 / 0.0195436 | -0.00154036 / 0.102739 | -0.0500731 / 0.0264451 | -0.0223324 / 0.0229216 | -0.0912437 / 0.0205767 | -0.0212282 / 0.022696 | 0 / 0 | -0.00440114 / -0.0280254 | -0.0993985 / -0.094334 | 0 / 2.22045e-16 | 0 / 0 | 0.233183 / 0.00461055 | -0.0654734 / 0.0786861 | 0 / 0 | 0 / 0 | 0.0225937 / -0.0201685 | 0.0338071 / -0.0177958 | 0 / 0 | 0 / 0 | -0.0470365 / 0.110958 | 0.138789 / -0.162758 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0132626 / 0.0228628 | -0.0235767 / 0.199612 | -0.0411656 / 2.68353 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_TotalStat | 0.0643071 / -1.1023e-05 | 0 / 0 | 0 / 0 | -0.0174621 / 0.0277788 | 0 / 0 | -0.0233364 / 0.000339706 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0995564 / 1.79725e-05 | 0 / 0 | 0 / 0 | 0.227295 / -3.718e-05 | -0.0184928 / 0.0462987 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.129484 / -2.17725e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 5.20776e-05 / 0.327186 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Response | 0.0168478 / 0.125759 | 0 / 0 | 0 / 0 | -0.00158636 / -0.0411532 | 0 / 0 | -0.00346408 / -0.053375 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00671201 / -0.0954899 | -0.0383991 / 0.00459863 | -1.11022e-16 / -1.11022e-16 | 0.0136275 / 0.217692 | 0.018003 / 0.0190648 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0095549 / 0.0260574 | 0 / 0 | 0 / 0 | 0.0817558 / -0.0290602 | -0.30525 / 0.183215 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.288186 / 0.0254726 | 2.75292 / -0.204537 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | -0.190203 / 0.0931482 | -0.0802356 / 0.104907 | 0.0212472 / 0.118441 | -0.102459 / 0.115162 | -0.0414271 / 0.0587214 | -0.0627064 / 0.0518813 | -0.0484421 / 0.0706266 | 0 / 0 | 0.0797828 / -0.145283 | -0.102173 / -0.010928 | -0.0265603 / -0.00159443 | 0 / 0 | 0.235928 / 0.168897 | -0.0556334 / 0.144339 | 0 / 0 | 0 / 0 | 0.0414883 / -0.047572 | 0.0693363 / -0.0714982 | 0 / 0 | -0.0182415 / 0.0316158 | -0.0809811 / 0.311481 | 0.130542 / -0.0725218 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0140956 / 0.0348522 | -0.132546 / 0.22492 | 0.0467398 / 1.88559 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
