 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197053 / -0.197259 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0186783 / 0.000488065 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.170878 / 0.00163005 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | 0.0214892 / -0.0363293 | 0.0265014 / -0.0427939 | 0.0628829 / -0.0660342 | 0.0261123 / -0.0453798 | 0.0187652 / -0.0425946 | -0.0656217 / -0.0141978 | 0.05801 / -0.0808661 | 0 / 0 | 0.00344436 / -0.0507742 | 0 / 0 | 1.18002 / -0.400087 | 0.246805 / -0.129457 | 0 / 0 | 0.166859 / -0.0873712 | 0.346936 / -0.046896 | -0.0823011 / 0.0500619 | -0.00733771 / -0.0359366 | 0 / 0 | 0 / 0 | 0.0276604 / -0.0728102 | 0.039272 / -0.0769722 | 0.114799 / -0.13752 | 0.0253697 / -0.03531 | 0.0354092 / -0.0253808 | -0.0706238 / -0.00752107 | 0.108873 / -0.15654 | 0.172164 / -0.11573 | -0.0017541 / -0.0844913 | 0.00124721 / -0.0330471 | 0.0183208 / -0.0287789 |
 | JET_Pileup_RhoTopology | 0.0190705 / -0.0319989 | 0.022816 / -0.0372929 | 0.0623297 / -0.0463071 | 0.0256743 / -0.040723 | 0.0212012 / -0.0408043 | -0.0667599 / -0.00240392 | 0.0565667 / -0.0748765 | 0 / 0 | 0.00304982 / -0.0425991 | 0 / 0 | 1.14872 / -0.432138 | 0.240957 / -0.142611 | 0 / 0 | 0.162951 / -0.0982363 | 0.329956 / -0.104636 | -0.0809124 / 0.05515 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0279669 / -0.0673956 | 0.0325017 / -0.0720949 | 0.113648 / -0.118279 | 0.0230156 / -0.0352915 | 0.0346507 / -0.0252618 | -0.0675321 / 0.0102827 | 0.107209 / -0.155239 | 0.154045 / -0.116351 | 0 / 0 | -0.00142113 / -0.0276721 | 0 / 0 |
 | FT_EFF_Eigen_B_3__1 | 0.0236136 / -0.0231842 | 0.0229814 / -0.0225596 | 0 / 0 | 0.0227897 / -0.0224216 | 0 / 0 | 0.0309989 / -0.0303909 | 0.0201392 / -0.0197507 | 0 / 0 | 0.0223535 / -0.0220905 | 0 / 0 | 0 / 0 | 0 / 0 | 0.023681 / -0.0229778 | 0.0247015 / -0.0239125 | 0.020855 / -0.0207839 | 0.0210432 / -0.0207654 | 0.0253929 / -0.0249866 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0248447 / -0.0244657 | 0.0224952 / -0.0221897 | 0.0265916 / -0.0261179 | 0.0245001 / -0.0238054 | 0.0278748 / -0.0273313 | 0.0216583 / -0.0212811 | 0.033027 / -0.0325141 | 0.0225757 / -0.0219627 | 0 / -2.22045e-16 | 0.0207799 / -0.0204449 |
 | FT_EFF_Eigen_B_7__1 | 0.0245246 / -0.0240863 | 0.0240209 / -0.0235965 | 0 / 0 | 0.0240884 / -0.0236812 | 0 / 0 | 0.0407111 / -0.0393028 | 0.0209253 / -0.0205691 | 0 / 0 | 0.0251416 / -0.0248306 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0256852 / -0.0248591 | 0.0222283 / -0.0218415 | 0.0213471 / -0.02104 | 0.0274315 / -0.0270808 | 0.0275975 / -0.0272414 | 0 / 0 | 0 / 0 | 0.0207899 / -0.0205601 | 0.028669 / -0.0282012 | 0.0260137 / -0.0256757 | 0.0276937 / -0.0272165 | 0.0269191 / -0.0260453 | 0.0256019 / -0.0250251 | 0.025039 / -0.0245848 | 0.0268551 / -0.0265151 | 0 / 0 | 0 / -2.22045e-16 | 0.0234794 / -0.0230731 |
 | JET_JESUnc_VertexingAlg_PreRec | 5.59457e-06 / -9.24361e-06 | 0.0176518 / -0.0327827 | 0.0619622 / -0.0195956 | 0.0220556 / -0.0390695 | 0.0145202 / -0.0312973 | 2.22045e-16 / 0 | 0.0420946 / -0.0566094 | 0 / 0 | 0.0011994 / -0.0684699 | 0 / 0 | 1.12939 / -0.151997 | 0.244396 / -0.0427531 | 0 / 0 | 0.166709 / -0.0395923 | 0.301479 / 0.0673218 | -0.0806474 / 0.00267512 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0109465 / -0.0360245 | 0.0329547 / -0.0383605 | 0.0252495 / -0.0702944 | -0.00250034 / -0.0364416 | 0.03677 / -0.0135042 | 0.0492745 / -0.0679847 | 0.0248339 / -0.0952889 | 0.0848719 / -0.0524311 | -1.11022e-16 / 2.22045e-16 | 6.98708e-05 / -0.0522481 | 4.16573e-06 / -6.82428e-06 |
 | ttt Cross-Section | 0 / 0 | 0.30034 / -0.30015 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t + 1 true b-jet | 0 / 0 | 0.312907 / -0.000487366 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.527016 / -0.501619 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + 1 true b-jet | 0 / 0 | 0 / 0 | 0.165422 / 0.000807058 | 0.0846011 / 0.000422367 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.166076 / 0.000810113 | 0.167993 / 0.000819027 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + #geq 2 true b-jet | 0 / 0 | 0 / 0 | 0.134707 / -0.000448724 | 0.38092 / -0.00118613 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.219236 / -0.000712876 | 0.215561 / -0.000701646 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 0 / 0 | 0.0637904 / 0.00437527 | 0 / 0 | 0.0202937 / -0.0301944 | 0.00986931 / -0.0368928 | 0.0500068 / -0.0354484 | 0 / 0 | 0.0141225 / -0.0596916 | 0 / 0 | 0 / 0 | 0.250998 / 0.00813176 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0.206829 / 0.232878 | -0.0855574 / -0.0155752 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0.0217173 / -0.0583968 | 0.0348023 / -0.000451028 | 0.127937 / -0.0168209 | 0.0393946 / -0.0253341 | 0 / 0 | 0.0109429 / -0.0372737 | 0.077438 / -0.0174553 | 0.131197 / 0.00654768 | 0 / 0 | 0.0133638 / -0.04022 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -0.0300243 / 0.0304021 | 0.0228187 / -0.0225167 | 0.0446638 / -0.0432743 | 0.153682 / -0.134002 | 0.026055 / -0.0254608 | 0 / 0 | 2.22045e-16 / 0 | -0.0825774 / 0.0900442 | -0.645832 / 1.76973 | -0.0422037 / 0.0441261 | -0.04698 / 0.0493899 | 0.0927359 / -0.0852493 | -0.114888 / 0.132246 | 0.0763218 / -0.0711054 | 0.0563047 / -0.0534579 | 0.212481 / -0.176484 | 0 / 0 | 0.0337531 / -0.033129 | -3.33067e-16 / 0 | 0 / 0 | 0.0228541 / -0.0224222 | -0.0611806 / 0.0650842 | 0.116142 / -0.104584 | 0.0598653 / -0.0590029 | -3.33067e-16 / 0 | 0.15519 / -0.135195 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -0.02636 / -0.00755879 | 0 / 0 | -0.0280348 / -0.00529008 | -0.134024 / -0.00944781 | -0.0169683 / -0.00107728 | 0 / 0 | 0 / 0 | -0.105062 / -0.00594407 | -0.0192288 / -0.00129589 | 0.0606109 / 0.00374708 | -0.093467 / -0.00600237 | 0.0151931 / 0.0010024 | 0.28676 / 0.0156699 | -0.0778457 / -0.00630018 | -0.0586887 / -0.00376348 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0556468 / -0.00443326 | -0.0771383 / -0.00495812 | 0.0539613 / 0.00334306 | 0.0293973 / 0.00639044 | 0.046446 / 0.00255599 | -0.0509136 / 0.0694139 | -0.115608 / -0.00750426 | 0.0700755 / 0.00434513 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0.0346306 / -0.028734 | 0 / 0 | 0 / 0 | -0.10653 / 0.100808 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.01312 / -0.455565 | 0 / 0 | 0 / 0 | -0.0344419 / 0.0304084 | 0.218253 / -0.156165 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.0485029 / 0.0433893 | 0 / 0 | -0.0425692 / 0.0378697 | 0 / -1.11022e-16 | 0.0778966 / -0.0622869 | -0.137303 / 0.134043 | -0.0360897 / 0.031912 | 0.110689 / -0.0861407 | -0.101722 / 0.095799 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.000622947 / -0.0547454 | 0 / 0 | -0.000313777 / -0.0277969 | -0.0023796 / -0.199819 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00111806 / 0.102789 | 0 / 0 | 0.000551331 / 0.0499479 | 0 / 0 | -1.11022e-16 / 0 | 0.00255254 / 0.243561 | -0.000776298 / -0.0679518 | -0.000468294 / -0.0413195 | 0 / 0 | 0 / 0 | -0.000383989 / -0.0339549 | 0 / 0 | 0 / 0 | -0.000239813 / -0.0212853 | 0.000434453 / 0.0392403 | -0.000735196 / -0.0644225 | -2.22045e-16 / -2.22045e-16 | 0.000567501 / 0.0514343 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | 0.037422 / -0.0195145 | 0 / 0 | -0.0361368 / 0.0197909 | -0.110005 / 0.0634695 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0945679 / -0.047557 | 0.989373 / -0.322507 | 0 / 0 | 0 / 0 | -0.0277735 / 0.0151239 | 0.225091 / -0.10473 | 0.103959 / -0.051976 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0309581 / 0.0168947 | 0 / 0 | -0.0386661 / 0.0212128 | 0 / -2.22045e-16 | 0.0809346 / -0.0410494 | -0.140916 / 0.0831764 | 0 / 0 | 0.124541 / -0.0614848 | -0.14305 / 0.0845703 | 0 / 0 | 0 / 0 |
