 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197053 / -0.197259 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0362294 / 0.000942105 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_0__1 | 0.0228577 / -0.0226044 | -3.3032e-06 / 3.40011e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0314813 / -0.0307378 |
 | FT_EFF_Eigen_B_2__1 | -0.0563263 / 0.0610491 | -0.0435486 / 0.0468043 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | -0.023925 / 0.0267421 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -0.0521145 / 0.0557937 |
 | FT_EFF_Eigen_B_3__1 | 0.0338981 / -0.0330187 | 0.0275914 / -0.0270631 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0320122 / -0.0313585 |
 | FT_EFF_Eigen_B_8__1 | 0.0205887 / -0.0205563 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0214564 / -0.0214081 |
 | t#bar{t}t#bar{t} generator choice | -8.55886e-05 / -8.57641e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 2.55768e-05 / -2.55767e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | -4.01635e-06 / 5.91049e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0173678 / -0.0313626 | 0.0191683 / -0.0347329 | 0.0203377 / -0.0342762 | 0 / 0 | 0.0227434 / -0.0320849 | 0.0120773 / -0.037131 | 0.0735673 / -0.047324 | 0.0779501 / -0.0728619 | -0.00624814 / -0.027184 | 0.0348354 / -0.0666348 | 0.0238044 / -0.0383814 | 0.0128505 / -0.0330006 | 0.0304494 / -0.0737193 | 0.0276722 / -0.0647025 | 0 / 0 | 0.0160666 / -0.0288762 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0.00361063 / -0.0238773 | 0.00185785 / -0.0221705 | 0.0196264 / -0.0351631 | 0.0144612 / -0.0263772 | 0.0161666 / -0.0318067 | 0 / -1.11022e-16 | 0 / 0 | -1.78189e-05 / 2.60571e-05 |
 | JET_JESUnc_VertexingAlg_PreRec | -3.83836e-06 / 6.2329e-06 | -1.24441e-07 / 2.07128e-07 | 0.010827 / -0.0284229 | -1.92537e-06 / 3.19118e-06 | 0.0205723 / -0.0405297 | 0.0254203 / -0.0520869 | 0.0249692 / -0.0442002 | 0 / 0 | 0.0274878 / -0.0397584 | 0 / 0 | 0.0812421 / -0.0241955 | 0.0951207 / -0.0921127 | -0.0043023 / -0.0411071 | 0.0237983 / -0.0710323 | 0.0218308 / -0.0450402 | 0.0216742 / -0.0671666 | 0.0225661 / -0.0626485 | 0.00959405 / -0.0698884 | 0 / 0 | 0.0256564 / -0.0401399 | 2.22045e-16 / 0 | 2.22045e-16 / 0 | 0.00671564 / -0.028972 | 0.00469569 / -0.0322452 | 0.019687 / -0.0443228 | -4.03223e-06 / 6.65515e-06 | 0.0215398 / -0.0234105 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | -2.1192e-05 / 3.36861e-05 |
 | JET_Pileup_RhoTopology | -2.77579e-06 / 4.16741e-06 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0.0132854 / -0.0256351 | 0 / 0 | 0.0164403 / -0.0285893 | 0 / 0 | 0.00731014 / -0.0222954 | 0 / 0 | 0.0547287 / -0.0422601 | 0.0554037 / -0.0615628 | -0.00585166 / -0.0211995 | 0.0316708 / -0.0676973 | 0.0207188 / -0.0327874 | 0.0154298 / -0.0341467 | 0.0270211 / -0.0654817 | 0.0230553 / -0.0554451 | 0 / 0 | 0.0133913 / -0.0246558 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0.00306539 / -0.0194972 | 0.00119438 / -0.0229416 | 0.0162802 / -0.0268444 | -8.81134e-08 / 1.35535e-07 | 0.0159056 / -0.0316189 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | -1.26005e-05 / 1.88211e-05 |
 | JET_RelativeNonClosure_AF3 | -1.22023e-05 / 1.23732e-05 | 0 / 0 | 0 / 0 | -1.01051e-05 / 1.02038e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
