 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | ttZp2500 |
 | singleTop Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.317937 / -0.298489 | 0.317937 / -0.298489 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.548298 / -0.458828 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.125224 / -0.122406 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + #geq 2 true b-jets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.107252 / -0.107258 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | gamma_stat_SR2b2l_HT_all_bin_0 | 0.00477605 / -0.00472341 | 0.00648908 / -0.00641754 | 0.00513667 / -0.00508004 | 0.00631699 / -0.00624736 | 0.00824877 / -0.00815784 | 0.00823567 / -0.00814489 | 0.00861685 / -0.00852186 | 0.00601927 / -0.00595292 | 0.00837323 / -0.00828092 | 0.00829604 / -0.00820459 | 0.00958218 / -0.00947655 | 0.0102209 / -0.0101082 | 0.00693347 / -0.00685704 | 0.0091682 / -0.00906713 | 0.00727974 / -0.00719949 | 0.00737009 / -0.00728885 | 0.00595851 / -0.00589283 | 0.00515751 / -0.00510066 | 0.00420111 / -0.0041548 | 0.00819561 / -0.00810527 | 0.0061677 / -0.00609971 | 0.00460078 / -0.00455006 | 0.00324644 / -0.00321066 | 0.00114788 / -0.00113522 | 0.00780485 / -0.00771881 | 0.0066546 / -0.00658124 | 0.00498985 / -0.00493484 | 0.00265949 / -0.00263018 | 0.0015766 / -0.00155922 | 0.00167726 / -0.00165877 |
 | gamma_stat_SR2b2l_HT_all_bin_1 | 0.00521966 / -0.005164 | 0.00503018 / -0.00497654 | 0.00414472 / -0.00410051 | 0.00482245 / -0.00477102 | 0.0046176 / -0.00456836 | 0.0049824 / -0.00492926 | 0.00444737 / -0.00439994 | 0.00464418 / -0.00459466 | 0.00424826 / -0.00420295 | 0.00436322 / -0.00431669 | 0.00474542 / -0.00469481 | 0.00392526 / -0.0038834 | 0.00343921 / -0.00340253 | 0.00406245 / -0.00401912 | 0.00523828 / -0.00518241 | 0.00384908 / -0.00380803 | 0.00409982 / -0.00405609 | 0.0039334 / -0.00389145 | 0.00421947 / -0.00417447 | 0.0047661 / -0.00471527 | 0.0049035 / -0.00485121 | 0.00525573 / -0.00519968 | 0.00505308 / -0.00499919 | 0.00360576 / -0.0035673 | 0.00478123 / -0.00473024 | 0.00470923 / -0.00465901 | 0.00516107 / -0.00510603 | 0.00481091 / -0.0047596 | 0.00302233 / -0.0029901 | 0.0030961 / -0.00306308 |
 | gamma_stat_SR2b2l_HT_all_bin_2 | 0.00439869 / -0.00434644 | 0.00368735 / -0.00364355 | 0.00403496 / -0.00398702 | 0.00381626 / -0.00377093 | 0.00281445 / -0.00278101 | 0.00269898 / -0.00266692 | 0.00271915 / -0.00268685 | 0.00412307 / -0.00407409 | 0.00265029 / -0.00261881 | 0.00299725 / -0.00296165 | 0.001818 / -0.0017964 | 0.00195197 / -0.00192878 | 0.00396311 / -0.00391603 | 0.00264321 / -0.00261181 | 0.00264295 / -0.00261156 | 0.00346322 / -0.00342208 | 0.00356096 / -0.00351866 | 0.00451237 / -0.00445877 | 0.0044082 / -0.00435584 | 0.00267912 / -0.00264729 | 0.00368164 / -0.00363791 | 0.00418719 / -0.00413745 | 0.00471938 / -0.00466332 | 0.00539274 / -0.00532869 | 0.00305058 / -0.00301434 | 0.00392196 / -0.00387538 | 0.00411849 / -0.00406957 | 0.00564799 / -0.0055809 | 0.00705837 / -0.00697452 | 0.00475182 / -0.00469538 |
 | gamma_stat_SR2b2l_HT_all_bin_3 | 0.00259947 / -0.00257031 | 0.00176201 / -0.00174225 | 0.00364743 / -0.00360652 | 0.00201622 / -0.0019936 | 0.00125088 / -0.00123685 | 0.00101191 / -0.00100056 | 0.00114481 / -0.00113197 | 0.0021982 / -0.00217354 | 0.00164727 / -0.00162879 | 0.0012836 / -0.0012692 | 0.000743381 / -0.000735043 | 0.00079639 / -0.000787457 | 0.00263561 / -0.00260604 | 0.0010515 / -0.0010397 | 0.00175695 / -0.00173724 | 0.00226901 / -0.00224356 | 0.00332502 / -0.00328773 | 0.00338659 / -0.00334861 | 0.00414753 / -0.00410101 | 0.00128398 / -0.00126958 | 0.00221036 / -0.00218557 | 0.00293608 / -0.00290315 | 0.00397492 / -0.00393034 | 0.00684701 / -0.00677021 | 0.001306 / -0.00129135 | 0.00169487 / -0.00167586 | 0.00270954 / -0.00267915 | 0.00392116 / -0.00387718 | 0.00543297 / -0.00537203 | 0.00743015 / -0.00734681 |
 | NF_{Mat. Conv.} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.318853 / -0.286911 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{Low m_{#gamma^{*}}} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.210024 / -0.191954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF e} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.32473 / -0.308351 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF m} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.155152 / -0.14794 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | a0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.334417 / -0.290223 | 0.605705 / -0.436163 | 0.955892 / -0.560528 | 1.40192 / -0.661887 | 2.35591 / -0.772774 | 0.334417 / -0.290223 | 0.605705 / -0.436163 | 0.955892 / -0.560528 | 1.40192 / -0.661887 | 2.35591 / -0.772774 | 0 / 0 |
 | a1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.562158 / -0.42567 | 0.802077 / -0.510351 | 1.02475 / -0.568436 | 1.23404 / -0.611261 | 1.52888 / -0.657506 | 0.562158 / -0.42567 | 0.802077 / -0.510351 | 1.02475 / -0.568436 | 1.23404 / -0.611261 | 1.52888 / -0.657506 | 0 / 0 |
 | NF_{t#bar{t}W^{+}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.144453 / -0.14129 | 0.144453 / -0.14129 | 0.144453 / -0.14129 | 0.144453 / -0.14129 | 0.144453 / -0.14129 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{t#bar{t}W^{-}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.2332 / -0.228398 | 0.2332 / -0.228398 | 0.2332 / -0.228398 | 0.2332 / -0.228398 | 0.2332 / -0.228398 | 0 / 0 |
 | mu_signal | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.595399 / -0.574215 |
