 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | ttZp1000 |
 | JET_JESUnc_VertexingAlg_PreRec | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.497733 / -0.498813 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Pileup_RhoTopology | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.498489 / -0.499173 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | gamma_stat_CR1bminus_nJets_bin_0 | 0.00186638 / -0.00184064 | 0.00320516 / -0.00316096 | 0.00328992 / -0.00324455 | 0.00434464 / -0.00428472 | 0.00582585 / -0.00574551 | 0.00709715 / -0.00699927 | 0.00408139 / -0.0040251 | 0.0105974 / -0.0104513 | 0.00650077 / -0.00641112 | 0.00580735 / -0.00572726 | 0.00577077 / -0.00569118 | 0.00589754 / -0.00581621 | 0.00667059 / -0.00657859 | 0.00571692 / -0.00563808 | 0.0130403 / -0.0128604 | 0.00889932 / -0.00877659 | 0.0105626 / -0.010417 | 0.00939987 / -0.00927024 | 0.0206013 / -0.0203172 | 0.0206017 / -0.0203176 | 9.47342e-10 / -9.34278e-10 | 1.3282e-09 / -1.30989e-09 | 2.45721e-09 / -2.42332e-09 | 5.77175e-09 / -5.69215e-09 | 1.6959e-08 / -1.67251e-08 | 4.18861e-08 / -4.13085e-08 | 0.00160712 / -0.00158496 |
 | gamma_stat_CR1bminus_nJets_bin_1 | 0.00387661 / -0.00381894 | 0.00525903 / -0.00518079 | 0.00610551 / -0.00601467 | 0.00559243 / -0.00550922 | 0.00649395 / -0.00639733 | 0.00616594 / -0.0060742 | 0.00589868 / -0.00581092 | 0.00568828 / -0.00560365 | 0.00548494 / -0.00540334 | 0.00646422 / -0.00636805 | 0.00720254 / -0.00709538 | 0.00644089 / -0.00634506 | 0.00524031 / -0.00516234 | 0.00512192 / -0.00504572 | 0.00610636 / -0.00601551 | 0.00618497 / -0.00609295 | 0.00560719 / -0.00552377 | 0.00600295 / -0.00591364 | 7.23968e-08 / -7.13196e-08 | 9.89677e-10 / -9.74953e-10 | 0.021603 / -0.0212816 | 1.38945e-09 / -1.36878e-09 | 2.57052e-09 / -2.53227e-09 | 6.0379e-09 / -5.94807e-09 | 1.7741e-08 / -1.7477e-08 | 4.38176e-08 / -4.31657e-08 | 0.00393796 / -0.00387937 |
 | gamma_stat_CR1bminus_nJets_bin_2 | 0.0061405 / -0.00603091 | 0.00661675 / -0.00649866 | 0.00675735 / -0.00663676 | 0.00666348 / -0.00654456 | 0.00593922 / -0.00583323 | 0.00574563 / -0.0056431 | 0.00646518 / -0.0063498 | 0.00380096 / -0.00373313 | 0.00296815 / -0.00291518 | 0.00514863 / -0.00505675 | 0.00549256 / -0.00539454 | 0.00596263 / -0.00585622 | 0.00447718 / -0.00439728 | 0.00725487 / -0.00712539 | 0.00191047 / -0.00187638 | 0.0045233 / -0.00444258 | 0.0037475 / -0.00368062 | 0.00398865 / -0.00391747 | 8.82618e-08 / -8.66867e-08 | 1.20656e-09 / -1.18502e-09 | 1.2082e-09 / -1.18664e-09 | 0.0259548 / -0.0254916 | 3.13382e-09 / -3.0779e-09 | 7.36105e-09 / -7.22968e-09 | 2.16288e-08 / -2.12428e-08 | 5.34199e-08 / -5.24665e-08 | 0.00597243 / -0.00586584 |
 | gamma_stat_CR1bminus_nJets_bin_3 | 0.00835071 / -0.00815009 | 0.00683681 / -0.00667256 | 0.00614895 / -0.00600123 | 0.00574972 / -0.00561159 | 0.00425935 / -0.00415703 | 0.00337534 / -0.00329425 | 0.00577268 / -0.005634 | 0.00207469 / -0.00202485 | 0.00847632 / -0.00827269 | 0.0037263 / -0.00363678 | 0.00348759 / -0.00340381 | 0.00362104 / -0.00353405 | 0.00720972 / -0.00703652 | 0.0049058 / -0.00478795 | 0.000391303 / -0.000381903 | 0.00217974 / -0.00212737 | 0.00201105 / -0.00196273 | 0.00262674 / -0.00256364 | 1.22192e-07 / -1.19257e-07 | 1.67039e-09 / -1.63026e-09 | 1.67267e-09 / -1.63249e-09 | 2.34513e-09 / -2.28879e-09 | 0.0363672 / -0.0354936 | 1.01908e-08 / -9.94602e-09 | 2.99435e-08 / -2.92241e-08 | 7.39559e-08 / -7.21793e-08 | 0.00761281 / -0.00742992 |
 | gamma_stat_CR1bminus_nJets_bin_4 | 0.00993539 / -0.00954398 | 0.00603941 / -0.00580148 | 0.00487485 / -0.00468281 | 0.00442503 / -0.0042507 | 0.00292823 / -0.00281287 | 0.00168067 / -0.00161446 | 0.00463236 / -0.00444987 | 0.000486762 / -0.000467586 | 0.00390015 / -0.0037465 | 0.00369026 / -0.00354488 | 0.00350006 / -0.00336217 | 0.0037662 / -0.00361783 | 0.00277089 / -0.00266173 | 0.00362414 / -0.00348136 | 1.75293e-08 / -1.68387e-08 | 0.00166055 / -0.00159513 | 0.00116707 / -0.00112109 | 0.00166499 / -0.0015994 | 2.00938e-07 / -1.93022e-07 | 2.74686e-09 / -2.63864e-09 | 2.7506e-09 / -2.64224e-09 | 3.85643e-09 / -3.7045e-09 | 7.13449e-09 / -6.85342e-09 | 0.0606444 / -0.0582552 | 4.92402e-08 / -4.73004e-08 | 1.21616e-07 / -1.16825e-07 | 0.00826372 / -0.00793816 |
 | gamma_stat_CR1bminus_nJets_bin_5 | 0.00822056 / -0.00752784 | 0.00539239 / -0.004938 | 0.00386351 / -0.00353794 | 0.00403508 / -0.00369506 | 0.00201754 / -0.00184753 | 0.00164684 / -0.00150807 | 0.00410553 / -0.00375957 | 0.00114363 / -0.00104726 | 0.00217605 / -0.00199268 | 0.00564356 / -0.005168 | 0.00224762 / -0.00205822 | 0.00267311 / -0.00244786 | 0.00212174 / -0.00194295 | 0.00100501 / -0.000920324 | 3.81192e-08 / -3.49071e-08 | 0.00168236 / -0.0015406 | 0.000842566 / -0.000771566 | 0.00111635 / -0.00102228 | 4.36961e-07 / -4.0014e-07 | 5.97333e-09 / -5.46998e-09 | 5.98148e-09 / -5.47745e-09 | 8.38622e-09 / -7.67955e-09 | 1.55147e-08 / -1.42073e-08 | 3.64426e-08 / -3.33717e-08 | 0.136704 / -0.125185 | 2.64467e-07 / -2.42182e-07 | 0.0124268 / -0.0113797 |
 | gamma_stat_CR1bminus_nJets_bin_6 | 0.0117494 / -0.00976714 | 0.00561756 / -0.0046698 | 0.00579061 / -0.00481365 | 0.00381571 / -0.00317195 | 0.00224957 / -0.00187003 | 0.00476708 / -0.00396281 | 0.00431049 / -0.00358324 | 0.000711301 / -0.000591294 | 0.000854682 / -0.000710485 | 0.00470112 / -0.00390798 | 0.00142024 / -0.00118062 | 0.0013675 / -0.00113678 | 0.000496487 / -0.000412722 | 0.00114657 / -0.000953127 | 7.97034e-08 / -6.62563e-08 | 0.00231162 / -0.00192162 | 0.000781706 / -0.000649821 | 0.00127921 / -0.00106339 | 9.13639e-07 / -7.59495e-07 | 1.24896e-08 / -1.03824e-08 | 1.25067e-08 / -1.03966e-08 | 1.75347e-08 / -1.45764e-08 | 3.24396e-08 / -2.69666e-08 | 7.61976e-08 / -6.3342e-08 | 2.23889e-07 / -1.86116e-07 | 0.295288 / -0.245469 | 0.0215846 / -0.017943 |
 | NF_{Mat. Conv.} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.31826 / -0.286628 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{Low m_{#gamma^{*}}} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.210422 / -0.191915 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF e} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.326717 / -0.310261 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF m} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.155513 / -0.1484 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{t#bar{t}W^{-}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.230536 / -0.226383 | 0.230536 / -0.226383 | 0.230536 / -0.226383 | 0.230536 / -0.226383 | 0.230536 / -0.226383 | 0.230536 / -0.226383 | 0.230536 / -0.226383 | 0 / 0 |
 | a0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.137056 / -0.13597 | 0.33682 / -0.286565 | 0.596033 / -0.423806 | 0.922429 / -0.540707 | 1.32891 / -0.637052 | 2.20135 / -0.747948 | 0 / 0 |
 | a1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.30351 / -0.294498 | 0.557078 / -0.427662 | 0.779946 / -0.50715 | 0.981469 / -0.561293 | 1.16703 / -0.601157 | 1.42994 / -0.645355 | 0 / 0 |
 | mu_signal | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 83.7657 / -77.7155 |
