 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | -0.0265984 / 0.0349129 | 0 / 0 | 0.0165357 / -0.0215606 | 0.0511898 / -0.0617736 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.432617 / 1.03216 | 2.22045e-16 / 0 | 0 / 0 | 0.0274838 / -0.0331281 | -0.145209 / 0.219891 | -0.0589283 / 0.0802654 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0.0307174 / -0.0378733 | 0 / 2.22045e-16 | -0.0587485 / 0.0805711 | 0.127627 / -0.142665 | 0 / 0 | -0.0894056 / 0.126287 | 0.0776046 / -0.0911472 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | -0.0541995 / -0.000601954 | 0 / 0 | -0.0245273 / -0.000155399 | -0.152157 / -0.00237015 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0977605 / 0.00105551 | 0 / 0 | 0.0443607 / 0.000458527 | 0 / 0 | 0 / 0 | 0.30831 / 0.00233284 | -0.0718027 / -0.000801741 | -0.0405088 / -0.000295976 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0.026533 / 0.000297785 | -2.22045e-16 / -2.22045e-16 | 2.22045e-16 / 0 | 0.0390509 / 0.000421969 | -0.0806994 / -0.00147899 | 0 / 0 | 0.101744 / 0.00110714 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | -0.0375005 / 0.0386262 | 0 / 0 | 0.0222078 / -0.0226666 | 0.0780506 / -0.0749492 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0834728 / 0.0938277 | -0.630996 / 1.72043 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0.0355691 / -0.0350248 | -0.16226 / 0.229907 | 0.0491373 / -0.0482336 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | -2.22045e-16 / 2.22045e-16 | 0.0220123 / -0.0223937 | 0 / 0 | -0.0699469 / 0.0772723 | 0.136363 / -0.124362 | 0.0402617 / -0.0400914 | -0.101638 / 0.116528 | 0.136745 / -0.124706 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | -0.0382104 / -0.00877151 | 0 / 0 | 0 / 0 | -0.142957 / -0.00509347 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0.0810334 / 0.00529683 | 0 / 0 | 0.0435253 / 0.00221757 | 0 / 0 | 0 / -2.22045e-16 | 0.266795 / 0.0567942 | -0.0569495 / -0.00312078 | -0.0311562 / -0.00146875 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0.0151106 / 0.00100883 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0.0324619 / 0.00241519 | 0.0178273 / 0.0180325 | 0.0330577 / 0.00205458 | 0.0582227 / 0.00269447 | -0.0346071 / -0.00133364 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 0.000152851 / 0.0376638 | 0 / 0 | -0.00724323 / -0.0239643 | -0.00128844 / -0.0595833 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00017872 / -0.0277752 | 0 / 0 | 0 / 0 | -0.0417532 / 0.0161271 | 0.0638232 / 0.137615 | -0.0165962 / -0.0707136 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00640487 / -0.0407533 | 0 / 0 | -0.0207176 / 0.000384716 | 4.44089e-16 / 4.44089e-16 | -0.00101645 / 0.0364549 | -0.0187391 / -0.0741604 | -0.019101 / -0.0208604 | 0.137043 / -0.0018 | -0.00123134 / -0.0925472 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | -0.0076746 / -0.0494173 | 0 / 0 | 0 / 0 | -0.0645714 / -0.00214409 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000166233 / 0.0680816 | 0 / 0 | 0 / -1.11022e-16 | 0.211299 / 0.0824721 | -0.0756209 / -0.0714921 | -0.00373993 / -0.0398943 | 0 / 0 | 0 / 0 | -0.00572852 / -0.026068 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0.0405872 / -0.000486305 | -0.0602671 / -0.00926365 | 0.0595243 / -0.00400829 | -0.000395589 / 0.0470376 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0.000145372 / 0.0366077 | 0 / 0 | 0 / 0 | 0.00222625 / -0.0577081 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000140639 / -0.0291167 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0082894 / 0.174225 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00349049 / -0.0394742 | 0 / 0 | -0.000206928 / -0.0204262 | 0.00187587 / -0.0315509 | -0.000615761 / 0.0364899 | -0.0168313 / -0.0684863 | 0.00996225 / -0.0302924 | 0.133745 / 0.00327622 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -0.058108 / -1.82218e-05 | 0 / 0 | 0 / 0 | -0.0535044 / -0.0037254 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00178222 / 0.0706637 | 0 / 0 | 0 / 0 | 0.179246 / 0.0427984 | -0.00249612 / -0.0563243 | -0.0086813 / -0.0396027 | 0 / 0 | 0 / 0 | -0.0236438 / -0.0275401 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0410293 / 0.000411098 | -0.0590043 / -0.0106425 | 0.044418 / 0.000359048 | 0.0104393 / 0.0485238 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | -0.00667552 / -0.0503858 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0711692 / -0.00096304 | 0 / 0 | 0 / 0 | 0.0891327 / 0.0791084 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.062977 / -0.000643882 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0.0423651 / -0.0332761 | 0 / 0 | 0 / 0 | -0.0334091 / 0.0232447 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.05643 / -0.403802 | -0.0188026 / 0.0117638 | 0 / 0 | 0.00638167 / -0.0422799 | 0.112494 / -0.0154244 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.00956546 / -0.0192178 | 0 / 0 | -0.0195385 / 0.0134251 | -0.0269352 / 0.0206083 | 0.0802673 / -0.0531838 | -0.0479652 / 0.0190484 | -0.0267331 / 0.0262053 | -0.0068963 / 0.127342 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0.0192605 / -0.0520501 | 0 / 0 | 0 / 0 | 0.0849696 / -0.169085 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.275293 / 0.912359 | -0.0228986 / 0.0527374 | 0 / 0 | 0 / 0 | -0.0413162 / 0.276735 | -0.059433 / -0.019758 | -0.0186547 / -0.0158953 | 0 / 0 | 0 / 0 | -0.01802 / -0.0160534 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0170477 / 0.0376268 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0.0905662 / -0.0253646 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0.0365579 / -0.000193414 | 0 / 0 | 0 / 0 | -0.0629956 / -0.000239397 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0290271 / -6.57782e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0.168934 / 0.0705282 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0472623 / 0.0200471 | 0 / 0 | -0.0214767 / 0.000224026 | -0.0308915 / 0.00685811 | 0.0366912 / 0.0479082 | -0.0707056 / -0.0159526 | -0.0299125 / 0.000173711 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | -0.000172452 / -0.0569031 | 0 / 0 | 0 / 0 | -0.0640915 / -0.0556804 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0692344 / -0.00203935 | 0 / 0 | 0 / 0 | 0.0884031 / 0.20646 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000442374 / 0.03982 | -0.0109793 / -0.0559977 | -0.000947968 / 0.0445645 | -0.0294785 / 0.000561841 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0.000107555 / 0.0452863 | 0 / 0 | 0 / 0 | 0.000282331 / -0.0658349 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000117681 / -0.0245625 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000330703 / 0.107282 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000837529 / -0.0418929 | 0 / 0 | 1.90499e-05 / -0.0211711 | 0 / 4.44089e-16 | -0.00184085 / 0.0374249 | -0.0154225 / -0.153059 | 0.000310702 / -0.0529428 | 0 / 0 | 0.00027114 / -0.0621587 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.0513198 / 0.000820016 | 0 / 0 | 0 / 0 | -0.0631659 / 2.09894e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0.105158 / 0.00179298 | 0 / 0 | -0.000988929 / 0.0687563 | 0 / 0 | 0 / 0 | 0.235838 / 0.103339 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0229217 / 0.00357936 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0394425 / -0.000863602 | -0.0771861 / -0.0110277 | 0.0434233 / -0.00010462 | 0.00185293 / 0.0460439 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0.0460696 / -0.000359098 | 0 / 0 | 0 / 0 | -0.069109 / 0.00227295 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00767814 / 0.0910306 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0018957 / -0.0298202 | -0.0210995 / 0.00107051 | -0.0214373 / 0.00101348 | 4.44089e-16 / 4.44089e-16 | 0.0378339 / -0.00170879 | -0.0897986 / -0.0690191 | -0.0315391 / 0.000210616 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.00692024 / -0.049506 | 0 / 0 | 0 / 0 | 0.000486162 / -0.0593 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0703123 / -0.000265927 | 0 / 0 | 0 / 0 | 0.10431 / 0.175933 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00151584 / 0.0369419 | -1.11022e-16 / 0 | 0.00123413 / 0.0540536 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
