 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197289 / -0.196932 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0368315 / 0.000848616 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_0__1 | 0.0228608 / -0.0226072 | -3.39839e-06 / 3.49806e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0413052 / -0.0400182 |
 | FT_EFF_Eigen_B_2__1 | -0.0563467 / 0.0611596 | -0.0435645 / 0.0468883 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | -0.0239337 / 0.026789 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0484461 / 0.0528572 |
 | FT_EFF_Eigen_B_3__1 | 0.0339025 / -0.0330223 | 0.027595 / -0.0270661 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0305574 / -0.0299197 |
 | FT_EFF_Eigen_B_8__1 | 0.0205885 / -0.0205563 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0.0214514 / -0.021347 |
 | t#bar{t}t#bar{t} generator choice | -8.49987e-05 / -1.31015e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 2.60053e-05 / -2.60051e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | -4.25703e-06 / 6.2988e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0173208 / -0.0315114 | 0.0191163 / -0.0348989 | 0.0202847 / -0.034423 | 0 / 0 | 0.0226894 / -0.0321779 | 0.0120315 / -0.0374091 | 0.0734363 / -0.0470101 | 0.0777894 / -0.0728008 | -0.00626437 / -0.0275723 | 0.0347358 / -0.0669811 | 0.0237436 / -0.0385342 | 0.0128074 / -0.0332224 | 0.0303487 / -0.0741951 | 0.0275832 / -0.065109 | 0 / 0 | 0.0160232 / -0.029012 | 0 / 0 | 0 / -2.22045e-16 | 0.00358611 / -0.024107 | 0.0018368 / -0.0224023 | 0.0195734 / -0.0353285 | 0.014422 / -0.0265037 | 0.0161207 / -0.0319751 | 2.22045e-16 / 0 | 0 / -2.22045e-16 | -1.10255e-05 / 1.61943e-05 |
 | JET_JESUnc_VertexingAlg_PreRec | -4.13975e-06 / 6.55046e-06 | -2.53525e-07 / 4.113e-07 | 0.0110132 / -0.0282423 | -2.13719e-06 / 3.45227e-06 | 0.0209008 / -0.0401864 | 0.0258322 / -0.0516702 | 0.0253587 / -0.0437834 | 0 / 0 | 0.0278983 / -0.0392929 | 2.22045e-16 / 0 | 0.0822945 / -0.0227726 | 0.096507 / -0.090611 | -0.00426694 / -0.0412055 | 0.0242317 / -0.0706627 | 0.0221841 / -0.0446791 | 0.0220735 / -0.0668293 | 0.0229662 / -0.0622916 | 0.00985442 / -0.0697601 | 0 / 0 | 0.0260455 / -0.039707 | 0 / 0 | 0 / 0 | 0.00685455 / -0.0288661 | 0.00481767 / -0.0321777 | 0.020013 / -0.0439986 | -4.45162e-06 / 7.16048e-06 | 0.0218436 / -0.023034 | 0 / 4.44089e-16 | 0 / 0 | -1.51318e-05 / 2.35813e-05 |
