 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JER_EffectiveNP_1 | 0 / 2.22045e-16 | 0 / 0 | -0.0217811 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0716072 / 2.22045e-16 | 0.071234 / -3.33067e-16 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0.0288193 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / -2.22045e-16 |
 | JET_JER_EffectiveNP_2 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.163184 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0687308 / 0 | 0.07135 / -3.33067e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0308393 / 2.22045e-16 | 0 / 0 | -0.0722804 / 2.22045e-16 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_3 | -2.22045e-16 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / -0.0946765 | 0 / 0 | 0 / 0 | 0 / 0 | -6.95889e-05 / -0.0695849 | -3.69826e-06 / 0.0710125 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00266827 / 0.0383561 | 2.22045e-16 / 0 | -0.000142361 / -0.0214053 | 0 / -3.33067e-16 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_4 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.00230843 / -0.0733054 | 0 / 0 | 0 / 0 | 0 / 0 | -6.09569e-05 / -0.0697177 | -0.00264055 / 0.0737171 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00530289 / 0.0379544 | 0 / -2.22045e-16 | 7.10941e-06 / -0.0347479 | -3.33067e-16 / -3.33067e-16 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | -2.22045e-16 / 0 | 2.22045e-16 / -1.11022e-16 | 0.0205986 / -0.0373566 | 2.22045e-16 / 0 | 0.015144 / -0.0218067 | -0.0286935 / -0.0627421 | 0.0157251 / -0.0218709 | 0 / 0 | 0 / 0 | 0.00116588 / -0.139928 | 0 / 0 | -4.44089e-16 / 0 | 0 / 2.22045e-16 | 0.0949969 / -0.101615 | -0.0230358 / -0.000994922 | 0.0227502 / -0.00780025 | 0.0114734 / -0.029109 | 0.0357047 / -0.00286987 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_Pileup_OffsetNPV | 0 / -2.22045e-16 | 0 / 0 | 0.0151128 / -0.0200298 | 0 / 0 | 0 / 0 | -0.0184731 / 0.0228148 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000754836 / -0.139142 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0952307 / -0.101331 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0232446 / -0.0241394 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_Pileup_RhoTopology | 0 / 0 | 0 / 0 | 0.0228211 / -0.0278245 | 0 / 0 | 0.00774642 / -0.0218578 | -0.0326034 / -0.0755608 | 0 / 0 | 0 / 0 | -0.101139 / -0.000148693 | 0.00120897 / -0.139985 | 0 / 0 | 0.000922369 / -0.258256 | 0 / -1.11022e-16 | 0.0957324 / -0.10102 | -0.00666232 / -0.0208003 | 0 / 0 | 0.00903552 / -0.0567595 | 0.0323239 / 0.01829 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 2.22045e-16 / -2.22045e-16 |
 | ttt Cross-Section | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0 / 0 | 0.000953634 / -0.0253733 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | -0.076911 / -0.0754244 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00128601 / -0.100754 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0950192 / -0.10158 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0237132 / -0.00532651 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 2.22045e-16 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | 0.00609716 / -0.0282221 | 0 / 0 | 0 / 0 | -0.0168487 / -0.0602435 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000558585 / -0.101584 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0951852 / 0.00316567 | -0.00369196 / -0.0216853 | 0 / 0 | 0 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | 0 / 0 | 0.00619422 / -0.0346767 | 0 / -1.11022e-16 | 0 / 0 | -0.0152366 / -0.0614235 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00124166 / -0.102522 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0939041 / 0.00411979 | -0.00914411 / -0.0271095 | 0 / 2.22045e-16 | 0 / 0 | -3.33067e-16 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 0 / 0 | 0.00399308 / -0.0290155 | 0 / 0 | 0 / 0 | -0.0232121 / -0.0956591 | 0 / 0 | 0 / 0 | -0.0987343 / -0.000703577 | 0.00190843 / -0.103316 | 0 / 0 | 0.000709659 / -0.259875 | 0 / 0 | 0.0938649 / 0.00258455 | 2.22045e-16 / 0 | 0 / 0 | 0.00703482 / -0.0454525 | 0.0297533 / -0.0183837 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -2.22045e-16 / 2.22045e-16 |
 | JET_Flavor_Response | 0 / 0 | 0 / 0 | -0.0263132 / 0.00117542 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -0.102359 / 0.001363 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0.00162473 / 0.0949014 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.00696495 / 0.0261427 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 2.22045e-16 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -0.00151116 / -0.0292137 | 0 / 0 | 0 / 0 | 0.00211455 / -0.351415 | 0 / 0 | 0 / 0 | -0.000229821 / -0.0718968 | 6.36557e-07 / 0.0421932 | 7.79091e-05 / 0.229968 | 0 / 0 | 0.000319213 / -0.023522 | 0 / 0 | -0.000769408 / 0.0201842 | 0 / 0 | -0.000472894 / -0.0758873 | 0 / -3.33067e-16 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | -0.0232499 / 0 | 0 / 0 | 0 / 0 | 0.0608118 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0987816 / 0 | 0 / 0 | 0.0284901 / 2.22045e-16 | -0.0289578 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | -0.030644 / -0.00021383 | 0 / 0 | 0 / 0 | 0.0627557 / -0.00193536 | 0 / 0 | 0 / 0 | -0.0307364 / -2.62816e-05 | 0 / 0 | 0.0683891 / -0.00267343 | 0 / 0 | 0 / 0 | -0.101944 / 0.000107048 | -0.0910063 / -0.0131622 | 0 / 0 | -0.0260964 / 0.000406275 | -3.33067e-16 / -1.11022e-16 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -0.000684377 / -0.0205664 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000661499 / -0.0364848 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | -1.11022e-16 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0.00612966 / -0.0201026 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0.000539128 / -0.0271749 | 0 / 0 | -0.00223552 / 0.0749158 | 2.22045e-16 / 0 | 0 / 0 | 0.00117203 / -0.101522 | -0.0282679 / -0.0194181 | 0 / -2.22045e-16 | -0.00877304 / -0.0217476 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | -0.0202903 / -0.00184594 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0365011 / 0.000913656 | -0.00383283 / 0.0751301 | 0 / 0 | 0 / 0 | 0 / 0 | 4.44089e-16 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.00168803 / -0.0206266 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000687638 / -0.0730781 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / -3.33067e-16 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 2.22045e-16 / -2.22045e-16 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.0205414 / -0.00546614 | 0 / 0 | 0 / 0 | -0.0724075 / 0.0700195 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0730461 / 0.000759246 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.0256301 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -3.33067e-16 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0.00609299 / -0.0341608 | 0 / 0 | 0 / 0 | -0.0777491 / -0.0642718 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00131188 / -0.100895 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0.0951164 / -0.101777 | 0.00683084 / -0.0201345 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0981918 / -6.80266e-05 | -0.0495159 / -6.35477e-05 | 0.0909121 / 3.24363e-05 | 0 / 0 | 0 / 0 | -0.10068 / 0.000181373 | -0.0675601 / -0.00824799 | 0 / 0 | -0.0450365 / 2.30663e-06 | -0.0526561 / 0.0013005 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0.072052 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0.058468 | 0 / 0 | 0 / 0 | 0 / -0.029306 | 0 / 0 | -2.22045e-16 / 0.0720073 | 0 / 2.22045e-16 | 0 / 0 | -1.11022e-16 / -0.100374 | 0 / -0.0489472 | 0 / 0 | 0 / -0.0323078 | -1.11022e-16 / -0.0216882 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0.0431744 | 0 / 0 | 0 / 0 | 0 / -0.0339088 | 0 / 0 | -2.22045e-16 / 0.0719744 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -0.0942046 | 0 / 0 | 0 / -0.0311466 | -1.11022e-16 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0.0453543 / -4.65545e-05 | 0 / 0 | 0 / 0 | -0.0318482 / 0 | 0 / 0 | 0.0719667 / -2.22045e-16 | 0 / 0 | 0 / 0 | -0.0974694 / 0.000137459 | -0.0637912 / -0.00689465 | 0 / 0 | -0.0300775 / -0.000168473 | -1.11022e-16 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000224631 / -0.0726661 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / -2.22045e-16 | 0 / 0 | -0.00454514 / 0.0219353 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -2.22045e-16 / -2.22045e-16 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00262892 / 0.143625 | 0 / 0 | 0 / 0 | -0.00124191 / -0.100602 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.034769 / -0.0243083 | 0 / 0 | -0.00314503 / -0.0294502 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.0090663 / 0.066402 | 0 / 0 | 0 / 0 | -0.100299 / 0.000253687 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.105094 / 0.00432898 | 0 / 0 | 0 / 0 | -0.000704757 / -0.0277544 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0.00468195 / 0.0442612 | 0 / 0 | 0 / 0 | -0.000320753 / -0.100659 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0300335 / -0.00524446 | 2.22045e-16 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0595743 / -0.0530915 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0.0744932 / -0.000807138 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0.0467397 / -0.00221862 | 0 / -2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0557927 / 0.000192833 | 0 / 0 | 0 / 0 | -0.00338174 / -0.100519 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00375959 / -0.10517 | -0.0187327 / -0.0283185 | 0 / 0 | 0 / 2.22045e-16 | -3.33067e-16 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0.0483917 / 0.0570966 | 0 / 0 | 0 / 0 | -0.0998911 / -0.000398283 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.104995 / 0.00376882 | -0.0276969 / -0.0317495 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.000272617 / -0.099885 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0974234 / -0.10539 | -0.0120973 / -0.0277654 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
