 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JER_EffectiveNP_1 | 4.54873e-05 / -4.57609e-05 | 1.32185e-05 / -1.31714e-05 | -3.93403e-06 / 3.94107e-06 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -8.76928e-06 / 8.74838e-06 | 2.22045e-16 / 2.22045e-16 | -4.44089e-16 / -1.11022e-16 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 1.99399e-05 / -1.97752e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 2.22045e-16 | 9.32017e-06 / -9.18969e-06 | 0 / 0 | -0.000279083 / -0.0235073 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 5.94696e-07 / -5.92214e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | 2.1335e-05 / -2.01443e-05 | 0 / 0 | 1.51293e-05 / -1.44446e-05 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00434431 / -0.0338495 | 0.0214979 / -0.0114124 | 3.35588e-06 / -3.27933e-06 | 4.44089e-16 / 0 | 0.037303 / -0.0129656 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | -1.01629e-06 / 9.84871e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | 7.00063e-05 / -0.000108594 | 8.76499e-05 / -0.000138077 | 3.44547e-05 / -5.49921e-05 | 0.0186222 / -0.0293441 | 0.0235759 / -0.0322893 | 0.0222315 / -0.0558422 | 0.0250895 / -0.0401175 | 0 / 0 | 0.0635007 / -0.00221212 | -0.00275943 / -0.105184 | 0.0345335 / -0.05667 | 0.0395195 / -0.0599191 | 2.22045e-16 / 2.22045e-16 | 0.0489545 / -0.0698993 | 0.0322989 / -0.021182 | 0.0327196 / -0.0368758 | 0.0241525 / -0.0447108 | 0.0150761 / -0.04003 | -0.116442 / -0.999998 | 0.028709 / -0.0378217 | 0.0280811 / -0.035192 | 0.0208474 / -0.0117768 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_NNJvtEfficiency | -0.000176578 / 0.000180527 | -8.45797e-05 / 8.68732e-05 | -6.08637e-05 / 6.29725e-05 | -5.18375e-05 / 5.34645e-05 | -3.24742e-05 / 3.35859e-05 | -4.47765e-05 / 4.62446e-05 | -6.74162e-05 / 6.97021e-05 | 0 / 0 | -1.14745e-05 / 1.20374e-05 | -6.09645e-05 / 6.36657e-05 | -2.66957e-05 / 2.78103e-05 | -3.28818e-05 / 3.42474e-05 | -3.16068e-05 / 3.30564e-05 | 0 / 0 | 1.35064e-05 / -1.39668e-05 | -3.33101e-05 / 3.44764e-05 | -8.90099e-06 / 9.32591e-06 | -1.4272e-05 / 1.49201e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0221713 / -0.024853 | 0.0275277 / -0.0294779 | 0.0391938 / -0.0409604 | -0.000213646 / 0.000219862 |
 | JET_Pileup_OffsetMu | -1.56847e-05 / 1.55358e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.44089e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetNPV | 3.3845e-05 / -3.22515e-05 | 0 / 0 | 1.9217e-05 / -1.85626e-05 | 0 / 0 | -3.07495e-06 / 3.01124e-06 | 0.00439711 / -0.0378083 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 2.22045e-16 | 0.0259184 / -0.0116463 | 9.2515e-06 / -9.18991e-06 | 2.22045e-16 / 2.22045e-16 | -1.11022e-16 / -4.44089e-16 | 2.22045e-16 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0.0129031 / -0.0238515 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 8.83305e-05 / -8.4004e-05 |
 | JET_Pileup_RhoTopology | 5.88331e-05 / -8.73801e-05 | 5.63934e-05 / -8.43122e-05 | 2.90373e-05 / -4.39208e-05 | 0 / 0 | 4.79978e-08 / -7.34877e-08 | -0.00316467 / -0.0203559 | 4.15107e-05 / -6.36128e-05 | 0 / 0 | 0.0206707 / -0.00639193 | -0.0113351 / -0.0287465 | 0.0249298 / -0.0338535 | 1.68075e-05 / -2.57997e-05 | 0 / -2.22045e-16 | 0.0307758 / -0.00184532 | 2.22045e-16 / 0 | 0 / -2.22045e-16 | 0.0238644 / -0.0413054 | 0.0219177 / -0.0453334 | -0.0416436 / -0.94599 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0114659 / 0.0257686 |
 | JET_RelativeNonClosure_AF3 | -4.48013e-05 / 4.58759e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttt Cross-Section | 0 / 0 | 0.300458 / -0.300205 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 0 / 0 | -6.79204e-05 / 6.79204e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | 2.99522e-05 / -2.80986e-05 | 1.83406e-05 / -1.72863e-05 | 0 / 0 | 7.42718e-07 / -7.09721e-07 | -0.000583646 / -0.0217941 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / -2.22045e-16 | 0.0212277 / -0.0145314 | 1.89906e-06 / -1.82886e-06 | 0 / 0 | 0.0370983 / -0.0306366 | 0 / 2.22045e-16 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0.0118584 / -0.0249945 | 0.0534929 / -0.999987 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 3.54389e-05 / -2.95045e-05 | 1.66129e-05 / -1.38836e-05 | 5.13708e-05 / -4.33734e-05 | 8.65246e-06 / -7.37025e-06 | 0.00677662 / -0.0214208 | 5.60872e-05 / -4.78572e-05 | 0 / 0 | 0.0288543 / -0.0190248 | 0.0139309 / -0.0486706 | 0.0361676 / -0.0276624 | 0.0399627 / -0.0212617 | 2.22045e-16 / 4.44089e-16 | 0.0431074 / -0.0159496 | 0 / 2.22045e-16 | 0.0252986 / -0.0190222 | 0.0375065 / -0.037535 | 0.0305822 / -0.043402 | 0.377951 / -0.999996 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.44089e-16 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 1.73523e-05 / -1.73395e-05 | 2.93521e-06 / -2.92538e-06 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 2.22045e-16 | 6.71298e-06 / -6.68272e-06 | 2.22045e-16 / 0 | -4.44089e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | -5.64824e-06 / 5.6323e-06 | -1.35584e-07 / 1.35917e-07 | -0.00441534 / -0.999971 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 7.64619e-05 / 0.0324001 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | -5.37731e-05 / 8.81608e-05 | -6.71163e-06 / 1.10339e-05 | 0 / 0 | 5.87987e-06 / -9.64826e-06 | -0.0323133 / 0.0176634 | -1.80795e-05 / 2.96519e-05 | 0 / 0 | 0 / 0 | -0.06351 / 0.0354738 | 2.22045e-16 / 2.22045e-16 | -0.0226357 / 0.0123054 | 0 / 0 | 0.0240567 / -0.0126635 | 0 / 0 | 0 / 0 | -1.56206e-06 / 2.54864e-06 | 0 / 0 | -0.999999 / 2.74982 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0310463 / -0.0162684 | -9.16523e-05 / 0.000150701 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 4.7374e-05 / -2.99245e-05 | 2.90214e-05 / -1.83447e-05 | 0 / 0 | -1.32781e-05 / 8.38916e-06 | 0.0202669 / -0.0250835 | 3.30638e-05 / -2.08896e-05 | 0 / 0 | -2.22045e-16 / 0 | 0.0158093 / -0.0201134 | -8.68458e-07 / 5.48424e-07 | 3.11526e-06 / -1.98316e-06 | -2.22045e-16 / 2.22045e-16 | 0 / -4.44089e-16 | 2.22045e-16 / 2.22045e-16 | -2.22045e-16 / 2.22045e-16 | 2.81605e-08 / -1.78045e-08 | 8.72589e-07 / -5.53794e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000158695 / -0.000100103 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.538489 / -0.501637 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0 / 0 | 0 / 0 | 0.0197692 / -0.0202062 | 0 / 0 | 0.0205522 / -0.0209432 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0303663 / -0.0310438 | 0 / 0 | 0.0213103 / -0.0217634 | 0 / 0 | 0 / 0 | 0.0201127 / -0.0205505 | 0.0231423 / -0.0235906 | 0 / 0 | 0.0196813 / -0.0201423 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0230291 / -0.0235388 | 0.0203474 / -0.0208122 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | 1.04904e-05 / -1.04567e-05 | 0 / 0 | 0 / 0 | 0 / -4.44089e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0.0199829 / -0.00860684 | -3.04038e-07 / 3.08328e-07 | 0 / 2.22045e-16 | -1.11022e-16 / -5.55112e-16 | 2.22045e-16 / 2.22045e-16 | 0 / -2.22045e-16 | 0 / 0 | 1.79267e-07 / -1.81102e-07 | 0.0160598 / -0.999958 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | -4.02298e-06 / 4.06398e-06 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 4.44089e-16 | 0.0209257 / 0.0002271 | -9.42047e-07 / 9.61674e-07 | -0.0244778 / -0.000272137 | 0.0272861 / 0.000298723 | 0 / 0 | 0 / 0 | 4.71281e-06 / -4.73339e-06 | -6.68662e-07 / 6.70876e-07 | -0.998981 / -0.0194089 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0246966 / 0.000270579 | 0 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | -9.23953e-06 / 9.29803e-06 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | -3.69139e-06 / 3.70976e-06 | 0 / 0 | 0 / 2.22045e-16 | -4.44089e-16 / -4.44089e-16 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 1.24599e-07 / -1.25185e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 1.34821e-06 / -2.16237e-06 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -4.44089e-16 / 2.22045e-16 | 0 / 0 | 0 / 4.44089e-16 | 1.64992e-05 / -2.6612e-05 | 2.22045e-16 / 0 | -4.44089e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 1.38919e-07 / -2.2281e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.12764e-05 / 5.01477e-05 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -1.03033e-05 / 1.03805e-05 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | -2.22045e-16 / 0 | -1.32066e-06 / 1.32646e-06 | -6.65879e-06 / 6.64284e-06 | 0.0196833 / 0.000117834 | -4.44089e-16 / -4.44089e-16 | 0 / -1.11022e-16 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | 3.91648e-06 / -3.85659e-06 | 0 / 0 | -6.10409e-06 / 6.09803e-06 | -4.44089e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 2.22045e-16 / 0 | -2.1809e-05 / 2.14167e-05 | 4.44089e-16 / 4.44089e-16 | 0 / 2.22045e-16 | -1.11022e-16 / 0 | 0 / 0 | -8.02546e-06 / 8.07619e-06 | 9.12524e-08 / -9.27699e-08 | -0.0612936 / 0.0732498 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0111303 / -0.022979 | 0.0335133 / -0.0489153 | -9.71492e-05 / 9.59514e-05 |
 | others Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0.529376 / -0.504305 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.529376 / -0.504305 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttZ Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.11924 / -0.118809 | 0.11924 / -0.118809 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z generator choice | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.294161 / 0.185683 | -0.298588 / 0.189142 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=0.5 and #mu_{R}=0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -7.51108e-06 / 7.51128e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_TotalStat | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.44089e-16 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 3.54051e-06 / -3.52007e-06 | 1.44697e-05 / -1.44117e-05 | 0 / 4.44089e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 8.35773e-07 / -8.38053e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Pileup_PtTerm | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | -5.55112e-16 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | EG_RESOLUTION_ALL | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0532278 / 0.0495399 | 2.22045e-16 / 2.22045e-16 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | EG_SCALE_ALL | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -0.000201078 / -0.0212764 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.0473685 / -0.000135172 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0300124 / -0.0296859 |
 | FT_EFF_Eigen_B_6__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.44089e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.44089e-16 / -1.11022e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_7__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_0__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_Light_0__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / -4.44089e-16 | 0 / 0 | 0 / 0 | -0.0399679 / 0.0412858 | -0.0391111 / 0.0404639 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_Light_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -2.49788e-07 / 2.47481e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0987465 / -0.0988625 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}H parton showering | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0475444 / -0.00170957 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}H generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0231708 / -0.000513866 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}H #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000205982 / 0.000206002 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | CO ShapeSyst | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.138703 / 0.00255353 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_3__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0823738 / -0.0839371 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
