 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | VV/VVV/VH + #geq 2 true b-jets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0655801 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | Diboson #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0226323 / -0.0226322 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_5__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0339111 / -0.033911 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}W #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / 2.22045e-16 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_Flavor_Composition_Sig | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 2.22045e-16 / 0 |
 | gamma_stat_CR1bminus_nJets_bin_0 | 0.00186891 / -0.00186891 | 0.00323762 / -0.00323762 | 0.00332574 / -0.00332574 | 0.00439467 / -0.00439467 | 0.00617113 / -0.00617113 | 0.00718409 / -0.00718409 | 0.00413921 / -0.00413921 | 0.0107356 / -0.0107356 | 0.00657542 / -0.00657542 | 0.0058654 / -0.0058654 | 0.00584208 / -0.00584208 | 0.00597103 / -0.00597103 | 0.00675467 / -0.00675467 | 0.00579671 / -0.00579671 | 0.0132076 / -0.0132076 | 0.00900949 / -0.00900949 | 0.00932888 / -0.00932888 | 0.00951891 / -0.00951891 | 0.020861 / -0.020861 | 0.0208614 / -0.0208614 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00183962 / -0.00183962 |
 | gamma_stat_CR1bminus_nJets_bin_1 | 0.00389555 / -0.00389555 | 0.00532657 / -0.00532657 | 0.00618857 / -0.00618857 | 0.00567203 / -0.00567203 | 0.00675283 / -0.00675283 | 0.00625841 / -0.00625841 | 0.00599872 / -0.00599872 | 0.00577791 / -0.00577791 | 0.00556283 / -0.00556283 | 0.00654637 / -0.00654637 | 0.00731113 / -0.00731113 | 0.00653867 / -0.00653867 | 0.00532061 / -0.00532061 | 0.00520737 / -0.00520737 | 0.00620134 / -0.00620134 | 0.00627835 / -0.00627835 | 0.0064632 / -0.0064632 | 0.00609531 / -0.00609531 | 7.35062e-08 / -7.35062e-08 | 1.00484e-09 / -1.00484e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00393773 / -0.00393773 |
 | gamma_stat_CR1bminus_nJets_bin_2 | 0.00616095 / -0.00616095 | 0.00668031 / -0.00668031 | 0.0068274 / -0.0068274 | 0.00673674 / -0.00673674 | 0.00594145 / -0.00594145 | 0.0058123 / -0.0058123 | 0.00653655 / -0.00653655 | 0.00384852 / -0.00384852 | 0.00300068 / -0.00300068 | 0.00519741 / -0.00519741 | 0.00555757 / -0.00555757 | 0.00603381 / -0.00603381 | 0.00453128 / -0.00453128 | 0.00735233 / -0.00735233 | 0.00193399 / -0.00193399 | 0.00457693 / -0.00457693 | 0.0043058 / -0.0043058 | 0.00403708 / -0.00403708 | 8.93282e-08 / -8.93282e-08 | 1.22113e-09 / -1.22113e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00516258 / -0.00516258 |
 | gamma_stat_CR1bminus_nJets_bin_3 | 0.00845187 / -0.00845187 | 0.00694091 / -0.00694091 | 0.00624728 / -0.00624728 | 0.00584529 / -0.00584529 | 0.00403848 / -0.00403848 | 0.00343459 / -0.00343459 | 0.0058401 / -0.0058401 | 0.00211234 / -0.00211234 | 0.00861693 / -0.00861693 | 0.00378254 / -0.00378254 | 0.00354851 / -0.00354851 | 0.00368466 / -0.00368466 | 0.00733745 / -0.00733745 | 0.00499938 / -0.00499938 | 0.000398326 / -0.000398326 | 0.00221786 / -0.00221786 | 0.00232352 / -0.00232352 | 0.00267344 / -0.00267344 | 1.24357e-07 / -1.24357e-07 | 1.69998e-09 / -1.69998e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00826495 / -0.00826495 |
 | gamma_stat_CR1bminus_nJets_bin_4 | 0.0101904 / -0.0101904 | 0.00618876 / -0.00618876 | 0.00499917 / -0.00499917 | 0.00454069 / -0.00454069 | 0.00263694 / -0.00263694 | 0.00172588 / -0.00172588 | 0.00471682 / -0.00471682 | 0.000500235 / -0.000500235 | 0.00400196 / -0.00400196 | 0.00378103 / -0.00378103 | 0.00359454 / -0.00359454 | 0.00386825 / -0.00386825 | 0.00284638 / -0.00284638 | 0.00372784 / -0.00372784 | 1.80109e-08 / -1.80109e-08 | 0.00170541 / -0.00170541 | 0.00136103 / -0.00136103 | 0.00171045 / -0.00171045 | 2.06412e-07 / -2.06412e-07 | 2.82169e-09 / -2.82169e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00932241 / -0.00932241 |
 | gamma_stat_CR1bminus_nJets_bin_5 | 0.00874405 / -0.00874405 | 0.00571456 / -0.00571456 | 0.00409742 / -0.00409742 | 0.00428203 / -0.00428203 | 0.00182101 / -0.00182101 | 0.00175023 / -0.00175023 | 0.0043294 / -0.0043294 | 0.00121544 / -0.00121544 | 0.00230916 / -0.00230916 | 0.00597995 / -0.00597995 | 0.00238716 / -0.00238716 | 0.00283936 / -0.00283936 | 0.00225402 / -0.00225402 | 0.00106909 / -0.00106909 | 4.05049e-08 / -4.05049e-08 | 0.00178685 / -0.00178685 | 0.00101617 / -0.00101617 | 0.00118602 / -0.00118602 | 4.64202e-07 / -4.64202e-07 | 6.34573e-09 / -6.34573e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0117292 / -0.0117292 |
 | gamma_stat_CR1bminus_nJets_bin_6 | 0.0131653 / -0.0131653 | 0.00626762 / -0.00626762 | 0.00646555 / -0.00646555 | 0.00426311 / -0.00426311 | 0.00212076 / -0.00212076 | 0.00532897 / -0.00532897 | 0.00480299 / -0.00480299 | 0.000795896 / -0.000795896 | 0.000954864 / -0.000954864 | 0.00524444 / -0.00524444 | 0.00158808 / -0.00158808 | 0.00152926 / -0.00152926 | 0.000555298 / -0.000555298 | 0.0012841 / -0.0012841 | 8.91648e-08 / -8.91648e-08 | 0.00258487 / -0.00258487 | 0.000992564 / -0.000992564 | 0.00143082 / -0.00143082 | 1.02186e-06 / -1.02186e-06 | 1.39691e-08 / -1.39691e-08 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0236888 / -0.0236888 |
