 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197289 / -0.196932 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0428234 / 0.000985044 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.0613816 / 0.000929461 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_2__1 | -0.0364392 / 0.039065 | -0.0244708 / 0.0260787 | 0 / 0 | -0.0285452 / 0.0304853 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -0.020993 / 0.0224447 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0193946 / 0.0204543 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -0.0272715 / 0.0431452 | -0.032885 / 0.0351928 |
 | FT_EFF_Eigen_B_3__1 | 0.0278636 / -0.0272888 | 0.0218686 / -0.0214995 | 0 / 0 | 0.0238205 / -0.0233561 | 0 / 0 | 0.020554 / -0.0203209 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0.0402522 / -0.0390727 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0287196 / -0.0264244 | 0.0228719 / -0.0225024 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 7.46121e-05 / -7.46115e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | -2.76471e-05 / 2.64744e-05 | 0 / 0 | 0.0133325 / -0.0297451 | 0 / 0 | -1.53899e-05 / 1.51902e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00438178 / -0.0734566 | -0.0100932 / -0.0223234 | -2.22045e-16 / 0 | 0.0336468 / 0.0496125 | 0.00677151 / -0.0379343 | 2.22045e-16 / 0 | 0.0341314 / -0.0391132 | 0.0236563 / 0.00115261 | 0 / 0 | 0.0155398 / -0.0327135 | -2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | -0.0325527 / 0.0328344 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | -2.80349e-06 / 2.68115e-06 |
 | JET_Flavor_Response | 3.21716e-05 / -3.61191e-05 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | -0.0248481 / 0.018805 | 0.0232437 / 0.0206246 | 0 / 0 | 0 / 0 | -2.22045e-16 / -5.55112e-16 | 2.22045e-16 / 0 | -0.072483 / 0.0165706 | -0.0223772 / -0.00688003 | -2.22045e-16 / 0 | 2.22045e-16 / 0 | 0.0124321 / -0.0259472 | 2.22045e-16 / 0 | -0.060192 / 0.0369817 | -0.0201347 / 0.0581257 | 0 / 0 | -0.0355374 / 0.0182602 | 0 / -2.22045e-16 | -0.0335674 / 0.0118787 | 0 / 2.22045e-16 | -0.00797685 / -0.0357178 | 0 / -3.33067e-16 | -0.0235839 / 0.0130119 | 0 / -2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 3.28385e-06 / -3.70376e-06 |
 | JET_InSitu_NonClosure_PreRec | -4.59659e-05 / 6.8694e-05 | -2.78429e-05 / 4.21338e-05 | 0.0294542 / -0.0428249 | 0.0218821 / -0.0332744 | 0.0367698 / -0.0694965 | 0.0234054 / -0.0240629 | 0.0360068 / -0.0589533 | 0 / 0 | 0.0410585 / -0.0419956 | -0.00336001 / -0.0476556 | 0.0120674 / -0.0674199 | -0.0426731 / -0.0394885 | 0.0247319 / -0.0293834 | 0.101278 / -0.0237804 | -0.0209223 / -0.0556398 | 0.0373958 / -0.0333417 | 0.0599289 / -0.104514 | 0.0562194 / -0.0681929 | 0 / 0 | 0.0386852 / -0.0672015 | 0.0209948 / -0.0269752 | 0.0232192 / -0.0458375 | 0.013955 / -0.0362197 | -0.0302952 / 0.0289908 | 0.0370184 / -0.0554145 | 0.0209876 / -0.042286 | 0.0214813 / -0.0102424 | 0.0121165 / -0.0296014 | -0.00107864 / -0.021555 | -5.17833e-06 / 7.71624e-06 |
 | JET_JESUnc_Noise_PreRec | -2.61575e-05 / 2.4987e-05 | 0 / 0 | 0.0130897 / -0.0260048 | 0 / 0 | 0.017476 / -0.0202658 | 0.0212259 / 0.0326595 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00354207 / -0.0730549 | -0.0103917 / -0.0218757 | 0 / -2.22045e-16 | 0.0345724 / 0.0490324 | -0.00696549 / -0.0317414 | 2.22045e-16 / -1.11022e-16 | 0.039544 / -0.037446 | 0.0244859 / -0.000259186 | 0 / 0 | 0.0164096 / -0.0331153 | 0 / -2.22045e-16 | 0 / 2.22045e-16 | 0 / 4.44089e-16 | -0.0128031 / 0.0328683 | 0 / 2.22045e-16 | 0.00872107 / -0.0282739 | 0 / -3.33067e-16 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -2.22357e-06 / 2.12144e-06 |
