 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_Flavor_Composition_Bkg | 0 / 0 | -0.0230253 / 0.0207371 | 2.22045e-16 / 0 | 2.58264e-05 / -2.08156e-05 | 2.16891e-05 / -1.77844e-05 | -2.22045e-16 / 0 | 2.15943e-05 / -1.7535e-05 | 0 / 0 | -0.00758606 / 0.0288908 | -0.00670351 / 0.0388772 | 0 / 0 | 4.17438e-05 / -3.50048e-05 | 0 / 0 | -0.0119865 / 0.0296378 | 1.20714e-05 / -9.97461e-06 | -1.11022e-16 / 0 | 0.016893 / -0.0578254 | 0.039249 / -0.0983006 | -0.0429757 / -0.00287759 | 0 / 0 | 0 / 0 | -0.0403036 / 0.0405622 | -0.0660018 / 0.0861499 | -0.18654 / 0.104989 | -0.301011 / 0.428765 | 0 / 0 | -0.0143115 / 0.0215856 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.538489 / -0.501637 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0.000236155 / 0.0215193 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0003445 / -0.0309169 | 0 / 0 | -0.000331864 / -0.0300299 | 0 / -2.22045e-16 | 0 / 0 | 9.5349e-06 / -9.51359e-06 | 0 / 0 | -0.000273571 / -0.0247941 | -0.00059318 / -0.0528881 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000431316 / 0.039505 | 0.000683433 / 0.0630127 | 0.0036296 / 0.361618 | 0 / 0 | -2.22045e-16 / -2.22045e-16 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | 0.00120176 / 0.0194412 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00124159 / -0.019895 | -0.00141499 / -0.0228508 | -0.0041051 / -0.0650483 | 0 / 2.22045e-16 | 1.48617e-05 / -1.33255e-05 | 0 / 0 | -0.00173004 / -0.027669 | -0.00219923 / -0.0351086 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00174224 / 0.0282444 | 0.0026172 / 0.042574 | 0.0170229 / 0.292959 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0.0163633 / 0.000777395 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0217557 / -0.00301335 | -0.0775289 / -0.00122166 | 0.0211304 / -0.00474645 | 0 / 0 | 0 / 0 | -0.026625 / -0.0013304 | -0.041628 / -0.00206196 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0315286 / 0.00263828 | 0.283494 / 0.0136542 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 4.51296e-06 / -4.05758e-06 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0502506 / 0.05294 | 0 / 0 | -2.22045e-16 / 0 | -2.32293e-05 / 2.08999e-05 | 0 / 0 | -0.0300538 / 0.0310125 | 0.0434255 / -0.0416007 | 0.0259662 / -0.0253789 | 0.0228705 / -0.0223942 | 0.0805159 / -0.0747842 | 48.0375 / -1 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0291053 / -0.0283569 | 0 / 0 | -0.0911435 / 0.100231 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 7.17009e-05 / 0.0303639 | 0 / 0 | 0 / 0 | -5.83493e-06 / 5.7957e-06 | -2.22045e-16 / -2.22045e-16 | -1.11022e-16 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000113746 / -0.0470226 | -0.000182089 / -0.0746102 | 0.000927683 / 0.439152 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0337219 / 0.000368487 | 0 / 0 | -1.53124e-06 / 1.52495e-06 | -0.0771785 / -0.000872044 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | -0.0221773 / -0.00024639 | -0.0221525 / -0.000246111 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0327961 / 0.000358468 | 0.373197 / 0.00372479 | 0 / 0 | 0 / -2.22045e-16 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0308932 / -0.000354462 | 0 / 0 | -0.0194755 / -0.000214567 | -0.176804 / -0.00204086 | 0.0246179 / 0.0002352 | 0 / 0 | 0 / 0 | -0.0311311 / -0.000272642 | -0.0498597 / -0.000553029 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0263469 / 0.000285736 | 0.0485127 / 0.000522796 | 0.367233 / 0.00363986 | 0 / 0 | -2.22045e-16 / -2.22045e-16 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.03661 / 0.0391644 | 0 / 0 | -4.44089e-16 / 0 | -1.71734e-05 / 1.39114e-05 | -0.0801909 / 0.0898562 | 0 / 0 | 1.7379e-05 / -1.41411e-05 | 2.22045e-16 / -1.11022e-16 | -1.09167e-05 / 8.85952e-06 | 0.0412139 / -0.0409245 | 30.5777 / -1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.185716 / 0.234433 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.028818 / 0.00259779 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -1.21475e-05 / 1.21118e-05 | 2.22045e-16 / 0 | -7.7096e-06 / 7.67496e-06 | 0 / 0 | -0.0353427 / -0.998045 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.060521 / 0.0238811 | 0.39307 / -0.00534748 | 0 / 0 | 2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0319388 / -0.000270809 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0.00378587 / -0.0214333 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0362834 / 0.0527378 | 0.00515744 / 0.369698 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0267725 / 0.00251423 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00127708 / 0.0212939 | -5.73801e-06 / 5.77192e-06 | 0 / -2.22045e-16 | -1.9617e-06 / 1.96236e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0597626 / -0.0307271 | 0.391017 / 0.00473524 | 0 / 0 | -2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -2.22045e-16 / 4.44089e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 5.11674e-06 / -5.18282e-06 | -1.11022e-16 / -2.22045e-16 | 0 / 0 | -0.0202799 / -0.03261 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00590103 / 0.078649 | -0.000516675 / 0.386546 | 0 / 0 | 2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 6.78878e-07 / -6.75453e-07 | -1.11022e-16 / 0 | 0 / 0 | -4.39238e-05 / -0.0240032 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0289266 / -0.0282347 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000852536 / 0.0244535 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 2.28449e-06 / -3.64466e-06 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0419456 / -0.0661308 | 0.0094263 / 0.313154 | 0 / 0 | -2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.17747 / -0.0105834 | 2.22045e-16 / 0 | -1.32762e-05 / 8.76e-06 | -1.11022e-16 / 0 | 0 / 0 | -0.0373104 / 0.0103007 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0583506 / -0.0224365 | 0.373352 / 0.0180825 | 0 / 0 | 0 / -2.22045e-16 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.040117 / 0.0325871 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | -1.55236e-06 / 1.53819e-06 | 0 / 0 | -1.73028e-05 / 1.72553e-05 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0695131 / -0.0181805 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0.00560951 / -0.999991 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0368704 / -0.0195921 | 0.390939 / -0.154337 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0309823 / -0.001099 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.35669e-07 / -1.35948e-07 | 0 / 0 | 3.19405e-06 / -3.17414e-06 | -0.0196032 / -0.000748842 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.02995 / 0.0329722 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0555475 / -0.0374722 | -0.157804 / 0.00387924 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 4.44089e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -1.22714e-06 / 1.22597e-06 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 |
