 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}Z' |
 | MUON_EFF_ISO_SYS | 0.0221284 / -0.0226754 | 0.0222544 / -0.0228016 | 0.0233618 / -0.0239239 | 0.0225758 / -0.0231342 | 0.0218806 / -0.0224326 | 0.0273809 / -0.028015 | 0.0228201 / -0.0233888 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0260212 / -0.0266534 | 0.0344912 / -0.0352465 | 0 / 0 | 0.0309379 / -0.0316218 | 0.0221039 / -0.0226605 | 0.0214986 / -0.0220537 | 0.0227421 / -0.0233023 | 0.0220694 / -0.0226118 | 0 / 0 | 0.0223517 / -0.0229009 | 0.0224949 / -0.0230428 | 0.0227086 / -0.0232653 | 0.0221528 / -0.0227238 | 0.0232529 / -0.0237845 | 0.0308047 / -0.0314917 | 0 / 0 | 0.0234951 / -0.0240447 |
 | FT_EFF_Eigen_B_2__1 | -0.0378079 / 0.0404851 | -0.029361 / 0.0313902 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.0423744 / 0.0439456 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0302627 / 0.0320375 | 0 / 0 | 0 / 0 | -0.0375577 / 0.0397697 |
 | FT_EFF_Eigen_B_3__1 | 0.0313444 / -0.0306029 | 0.0250624 / -0.0246072 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0208378 / -0.0207364 | 0.0211236 / -0.0210583 | 0 / 0 | 0 / 0 | 0.0306632 / -0.0300471 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.025942 / -0.0257086 | 0 / 0 | 0 / 0 | 0.0290777 / -0.0285345 |
 | FT_EFF_Eigen_B_7__1 | 0.0226506 / -0.0222596 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0228122 / -0.0227631 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 5.57304e-05 / -5.57299e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 7.31302e-05 / -6.72509e-05 | 0 / 0 | 0 / 2.22045e-16 | 2.98077e-05 / -2.82656e-05 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.16089e-06 / -3.98026e-06 | 0.0247976 / -0.0582298 | -1.11022e-16 / 2.22045e-16 | -2.07509e-07 / 1.99934e-07 | -2.04339e-07 / 1.94481e-07 | 2.1795e-07 / -2.12778e-07 | 0.0535916 / -0.00883933 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0201751 / 0.0207374 | -0.0287615 / 0.0345263 | -0.0570977 / 0.129677 | -0.0704003 / 0.177399 | 0 / 0 | -2.22045e-16 / 0 |
 | JET_JERUnc_Noise_PreRec | 3.79028e-05 / -3.40796e-05 | 0 / 0 | 0.0199545 / -0.0196365 | 1.14702e-05 / -1.03085e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0528201 / -0.0502826 | -0.0421359 / 0.044577 | 4.44089e-16 / 0 | 0 / 0 | 0.0746083 / -0.069617 | 0 / 0 | -1.8228e-07 / 1.64068e-07 | 0.0199138 / -0.0194519 | 0.0447502 / -0.0423849 | -0.0417496 / 0.0436068 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.033719 / -0.032791 | -0.0430008 / 0.044968 | -0.0356425 / 0.0370497 | 0 / 0 | 0 / -1.11022e-16 |
 | JET_JERUnc_Noise_PreRec | -3.95038e-05 / 4.4632e-05 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0365318 / -0.00190718 | -0.0147294 / -0.0013524 | -0.0235086 / -0.00202834 | 0 / -1.11022e-16 | 0 / -1.11022e-16 | -0.0162218 / 0.000632668 | -0.014239 / -0.00170854 | -0.0260515 / 0.00479604 | -0.0210396 / -0.00122162 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.040136 / -0.00252037 | 0 / 0 | 0 / 0 |
 | JET_NNJvtEfficiency | -5.53988e-05 / 5.63247e-05 | 0 / 0 | -2.72889e-05 / 2.76272e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.74079e-05 / 1.81508e-05 | -2.35218e-05 / 2.46426e-05 | -2.45706e-05 / 2.57103e-05 | 0 / 0 | -2.50516e-05 / 2.61726e-05 | 0 / 0 | -6.55603e-06 / 6.89721e-06 | 0 / 0 | -6.29323e-06 / 6.65141e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0211897 / -0.0243208 | 0.0348284 / -0.0371233 | 0.044188 / -0.0461974 | 0.0474959 / -0.0523114 | 0 / 0 | -3.31075e-05 / 3.3454e-05 |
 | ttt Cross-Section | 0 / 0 | 0.300458 / -0.300205 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 9.16254e-05 / -7.30485e-05 | 0 / 0 | 5.92509e-05 / -4.80089e-05 | 4.02493e-05 / -3.30118e-05 | 0 / 0 | 6.80032e-05 / -5.5186e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 4.44089e-16 / 0 | 5.98247e-06 / -4.94532e-06 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | -3.04902e-07 / 2.52654e-07 | -4.45021e-07 / 3.70137e-07 | 0.0247688 / -0.0370911 | 0.0608664 / -0.0389039 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0398243 / 0.041483 | -0.0666473 / 0.0562908 | -0.113424 / 0.132908 | -0.105041 / 0.227454 | 0 / 0 | -2.22045e-16 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.538489 / -0.501637 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.0273772 / 0.0149149 | 0 / 0 | 0 / 0 | 0 / -5.55112e-16 | 0 / 0 | 0 / 0 | -0.0455723 / 0.025139 | 0.0239628 / -0.0126149 | 0 / 0 | 4.03091e-06 / -6.67409e-06 | -0.106522 / 0.0613503 | 0 / 0 | 9.97947e-09 / -1.61421e-08 | 0 / 0 | 8.84357e-08 / -1.43441e-07 | 0.0543668 / -0.0280625 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0391876 / -0.0204262 | -0.0428455 / 0.0235905 | 0 / 0 | -1.11022e-16 / -2.22045e-16 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.000942529 / -0.0151205 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00293972 / -0.0467944 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 2.48981e-07 / -2.20047e-07 | -0.00111461 / -0.0178714 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00637168 / -0.100075 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0.0246366 / -0.0305801 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.034008 / -0.0413825 | -0.0171285 / 0.0222457 | 4.44089e-16 / 0 | -9.03916e-06 / 5.67212e-06 | 0.0916607 / -0.106145 | -1.11022e-16 / -1.11022e-16 | 1.17439e-07 / -7.48799e-08 | 8.6723e-08 / -5.48785e-08 | -2.13037e-08 / 1.35378e-08 | -0.0340698 / 0.0451102 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0174661 / -0.0218417 | -0.0367773 / 0.0488326 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0.0238329 / -0.0241466 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 4.44089e-16 / 0 | -6.34784e-06 / 5.14435e-06 | 0.096219 / -0.0907024 | 0 / 0 | -1.13638e-07 / 9.23895e-08 | 6.08857e-08 / -4.94051e-08 | -7.80345e-08 / 6.33918e-08 | -0.0378922 / 0.0406545 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0190656 / -0.019161 | -0.0494629 / 0.0556815 | -0.0319517 / 0.0340556 | 0 / 0 | 2.22045e-16 / -2.22045e-16 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | -0.0200094 / 0.0209139 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0.0372594 / -0.0297393 | -0.0398849 / 0.038695 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | -0.0267277 / 0.0236041 | -1.64494e-08 / 1.64384e-08 | 6.5674e-07 / -6.47926e-07 | 2.52492e-07 / -2.53808e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0389985 / -0.0341057 | -0.00835728 / 0.0225313 | 0 / 0 | -2.22045e-16 / -2.22045e-16 |
 | JET_BJES_Response | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00110207 / -0.0835955 | -1.11022e-16 / -1.11022e-16 | 2.13659e-08 / -2.15704e-08 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0110154 / 0.0337111 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 9.62839e-07 / -9.68774e-07 | 0.0206199 / -0.0549496 | -1.11022e-16 / 0 | -2.13834e-07 / 2.15309e-07 | -7.5159e-08 / 7.51486e-08 | 1.64251e-07 / -1.67369e-07 | 0.0522548 / -0.0266903 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00833302 / 0.0314929 | -0.0422377 / 0.0688805 | -0.0516024 / -0.000105127 | 0 / 0 | -2.22045e-16 / -2.22045e-16 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -4.44089e-16 / -1.11022e-16 | 0 / 0 | -6.22498e-08 / 6.28294e-08 | 1.40683e-07 / -1.41092e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -1.11022e-16 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000362039 / -0.032476 | 0 / 0 | 1.72105e-07 / -1.70976e-07 | -1.11022e-16 / 0 | -1.11022e-16 / -1.11022e-16 | 2.03825e-07 / -2.01882e-07 | 0 / 0 | -0.000207385 / -0.0186872 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -4.44089e-16 |
 | others Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0.529376 / -0.504305 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.529376 / -0.504305 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0.0461555 / 0.000287555 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + #geq 2 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | -3.47479e-05 / 1.20512e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttZ Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.11924 / -0.118809 | 0.11924 / -0.118809 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z generator choice | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.290394 / 0.182727 | -0.291278 / 0.183408 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.05835e-06 / 4.05448e-06 | -0.000197059 / -0.0805873 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | -1.69671e-08 / 1.69658e-08 | 0 / 0 | 8.19155e-05 / 0.0347356 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 6.01408e-05 / 0.0254302 | 0.000377561 / 0.166374 | 0 / 0 | -1.11022e-16 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0260602 / 0.0225702 | 0 / 2.22045e-16 | 0 / 0 | -0.104775 / 0.0977958 | 0 / 0 | -2.88419e-08 / 4.39241e-08 | -8.99491e-08 / 1.36968e-07 | 9.4141e-08 / -1.43466e-07 | 0.0398066 / -0.0325175 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0.0479226 / -0.0388756 | 0.0424651 / -0.0346099 | 0 / 0 | -2.22045e-16 / -1.11022e-16 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0322723 / -0.000356071 | 0 / 0 | -7.05964e-07 / 7.07462e-07 | 0 / 2.22045e-16 | 0 / -1.11022e-16 | -1.91337e-07 / 1.92496e-07 | -2.02749e-07 / 2.04414e-07 | -9.51243e-08 / 9.50479e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0315278 / -0.000347779 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0838449 / -0.0371298 | -1.11022e-16 / -1.11022e-16 | 1.09222e-07 / -1.07647e-07 | 0 / 0 | 1.60498e-07 / -1.60283e-07 | 0.0415056 / -0.00361405 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0550243 / 0.00557981 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0823924 / -0.000636334 | 0 / 0 | 6.40784e-08 / -6.42463e-08 | -2.27877e-07 / 2.27647e-07 | 0 / 0 | 0.0403761 / -0.00398152 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0247562 / 0.0534264 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0209427 / -0.012799 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | -1.11022e-16 / 0 | 0 / 0 | 1.36679e-07 / -1.37339e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
