 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197289 / -0.196932 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.449416 / 0.009327 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.510055 / 0.00688583 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_BJES_Response | -0.0312718 / 0.0648541 | -0.0377314 / 0.00668468 | 0 / 0 | -0.0314338 / 0.0322104 | 0 / 0 | -0.0576895 / -0.00400957 | 0 / 0 | 0 / 0 | -0.00574237 / -0.0275693 | -0.100461 / -0.0881116 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.0851459 / 0.0616629 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00589528 / 0.0689265 | -0.29603 / -0.000732495 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00605424 / -0.0709316 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0.0321891 / 0.0226275 | -0.0407086 / 0.00759166 | 0 / 0 | -0.0446228 / 0.0308485 | -0.0210404 / 0.0139392 | -0.0690347 / -0.00240561 | 0 / 0 | 0 / 0 | -0.00291702 / -0.0290307 | -0.0911677 / -0.0993676 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.221907 / 0.00953702 | -0.0690251 / 0.0546644 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0210745 / -0.00567214 | 0 / 0 | 0 / 0 | -0.0428534 / 0.0655293 | 0.138307 / -0.130535 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0133121 / 0.260328 | -0.0201672 / 0.345238 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0.0415699 / -0.0271591 | -0.0329829 / 0.00152377 | -0.0535074 / -0.00990179 | -0.0325326 / 0.0213962 | 0 / 0 | -0.0856309 / -0.00514801 | 0 / 0 | 0 / 0 | 0.000234093 / -0.0268148 | -0.0953376 / -0.0893328 | 0.0111155 / -0.0199656 | 0 / 0 | 0.217621 / 0.00122093 | -0.0127562 / 0.047348 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.022959 / 0.0672853 | 0.124597 / 0.000558302 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00461347 / 0.217068 | -0.0116536 / 2.51751 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0.0475765 / -0.189716 | -0.0510273 / 0.0195917 | -0.00138232 / 0.102707 | -0.0501872 / 0.0264904 | -0.0223659 / 0.0229378 | -0.0914901 / 0.020669 | -0.0212586 / 0.0227111 | 0 / 0 | -0.0044612 / -0.0280116 | -0.0998422 / -0.0942054 | 0 / 2.22045e-16 | 0 / 0 | 0.233999 / 0.00438273 | -0.0655571 / 0.0787349 | 0 / 0 | 0 / 0 | 0.0226318 / -0.0201845 | 0.0338852 / -0.0178239 | 0 / 0 | 0 / 0 | -0.047015 / 0.110977 | 0.138931 / -0.162818 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0132675 / 0.0228694 | -0.0233498 / 0.199579 | -0.03879 / 2.68363 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_TotalStat | 0.0642859 / -6.21501e-06 | 2.22045e-16 / 0 | 0 / 0 | -0.0174586 / 0.0277731 | 0 / 0 | -0.023329 / 0.000337861 | 0 / 0 | 0 / 0 | 0 / 0 | -0.099526 / 1.01332e-05 | 0 / 0 | 0 / 0 | 0.227216 / -2.09631e-05 | -0.0184903 / 0.0462898 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.12944 / -1.22759e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.93759e-05 / 0.327127 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Response | 0.0168276 / 0.126401 | 0 / 0 | 0 / 0 | -0.00157364 / -0.0413384 | 0 / 0 | -0.00344946 / -0.0536172 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00668615 / -0.0959156 | -0.0384526 / 0.00451908 | 0 / 0 | 0.0135727 / 0.218797 | 0.0180214 / 0.0191977 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00957726 / 0.0261505 | 0 / 0 | 0 / 0 | 0.0818862 / -0.0289913 | -0.305628 / 0.183051 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.288646 / 0.0262756 | 2.76121 / -0.202255 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | -0.189968 / 0.0913937 | -0.080073 / 0.105028 | 0.0213219 / 0.120171 | -0.10227 / 0.115064 | -0.0413356 / 0.0588604 | -0.0625999 / 0.0516454 | -0.0483346 / 0.0708074 | 0 / 0 | 0.079549 / -0.146021 | -0.102079 / -0.012397 | -0.0265328 / -0.00195023 | 0 / 0 | 0.235771 / 0.17402 | -0.0554631 / 0.145301 | 0 / 0 | 0 / 2.22045e-16 | 0.0413978 / -0.0476243 | 0.0691883 / -0.0715153 | 0 / 0 | -0.0181954 / 0.0317498 | -0.0806733 / 0.314177 | 0.130309 / -0.0719009 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0140512 / 0.0350786 | -0.13226 / 0.225619 | 0.0477805 / 1.92087 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | -0.161066 / 0.191485 | 0.0507661 / -0.0484012 | -0.142015 / 0.165186 | 0.0306261 / -0.0302526 | 0 / 0 | -0.105888 / 0.118715 | 0 / 0 | 0 / 0 | 0.134709 / -0.119295 | 0 / 0 | 0.0317152 / -0.0292175 | 0 / 0 | 0.0214258 / -5.61904e-05 | -0.105957 / 0.117105 | 0 / 0 | -0.0148033 / 0.0171157 | 0.0235603 / -0.0235294 | 0 / 0 | -0.600699 / 1.46579 | 0 / 0 | -0.142237 / 0.165093 | 0.0263376 / -0.0257259 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 3.78947e-05 / -3.40546e-05 | 0.125466 / -0.111976 | -0.219782 / 0.280403 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.28963 / 0.404778 |
 | JET_JERUnc_Noise_PreRec | 0.0239493 / -0.0695488 | -0.0425872 / 0.00338082 | 0.0578104 / 0.00354482 | -0.0273647 / 0.00339529 | 0 / 0 | -0.059013 / -0.0205056 | 0 / 0 | 0 / 0 | -0.0626325 / -0.00395528 | 0 / 0 | -0.0345155 / 0.00117482 | 0 / 0 | -0.0874275 / 0.204354 | 0.112141 / -0.0216728 | 0 / 0 | 0 / 0 | -0.0141731 / -0.00455621 | 0 / 0 | 0.535598 / 0.0296352 | 0 / 0 | 0.138477 / -0.00421579 | 0.0764254 / 0.00466567 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.8455e-05 / 2.07078e-05 | 0.0597511 / -0.0709653 | 1.918 / 0.0854138 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.328905 / 0.0189799 |
 | JET_JER_EffectiveNP_1 | -0.0941433 / 0.0869586 | -0.0297087 / 0.0258163 | 0.105438 / -0.081525 | -0.0772066 / 0.0701529 | 0 / 0 | 0.0529192 / -0.0427462 | 0 / 0 | 0 / 0 | -0.12647 / 0.120634 | -0.0903889 / 0.0831854 | 0 / 0 | -0.0225016 / 0.0194249 | 0.209961 / -0.149625 | 0.0991687 / -0.0770709 | 0 / 0 | 0 / 0 | -0.0407536 / 0.0358236 | 0 / 0 | 0 / 0 | 0 / 0 | 0.137359 / -0.103517 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.114455 / 0.107863 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | -0.00241847 / -0.205535 | -0.000431153 / -0.0386056 | 0.000565025 / 0.0519337 | 0 / -1.11022e-16 | 0 / 0 | -0.00120035 / -0.10533 | 0 / 0 | 0 / 0 | 0.000872091 / 0.0808065 | 0 / 0 | -0.000221614 / -0.0199529 | 0 / 0 | 0.00217947 / 0.209007 | -0.00027083 / -0.0243525 | 0 / 0 | 0.000247995 / 0.0226052 | 6.04054e-05 / -5.9036e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.00390732 / -0.319305 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000378704 / 0.0212344 | -0.000582066 / -0.0519123 | 0.0157796 / 2.17074 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
