 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JER_EffectiveNP_1 | 6.05507e-06 / -9.29376e-06 | 0 / 0 | -0.0200696 / 0.0172871 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -0.0661508 / 0.059475 | 0.0653369 / -0.0522246 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0264878 / -0.0218887 | 0 / 2.22045e-16 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 2.22045e-16 / 0 | 0 / 0 | 0.110465 / -0.0850635 | 0 / 0 | -0.0501625 / 0.0444249 | 2.22045e-16 / 0 | 0.0268876 / -0.0222114 | -0.0342372 / 0.0298757 | -2.61401e-06 / 3.99872e-06 |
 | JET_JER_EffectiveNP_2 | 8.54182e-06 / -1.40841e-05 | 0 / 0 | 0 / 0 | 7.55098e-06 / -1.23641e-05 | 0 / 0 | -0.151631 / 0.090291 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.0633899 / 0.0354037 | 0.0651332 / -0.0333896 | 0 / 0 | -3.33067e-16 / 0 | 0 / 0 | 0.0282334 / -0.0148216 | 2.22045e-16 / 2.22045e-16 | -0.0666817 / 0.0373283 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 0 / 0 | 0.0198286 / -0.0104668 | 0.132714 / -0.0652391 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0.122261 / -0.0604843 | -0.0259084 / 0.0141006 | -4.16176e-06 / 6.78826e-06 |
 | JET_JER_EffectiveNP_3 | -1.07958e-05 / 6.80276e-06 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0.0755046 / -0.0888696 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0.0541782 / -0.0652386 | -0.0491235 / 0.0661507 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | -0.0291166 / 0.0357429 | 2.22045e-16 / 0 | 0.0158814 / -0.0200245 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.0177396 / 0.0214058 | -0.094688 / 0.134574 | 0 / 0 | 0.048312 / -0.0585277 | 0 / 2.22045e-16 | -0.0210432 / 0.0276048 | 0.0246434 / -0.0305813 | 8.65456e-06 / -5.49084e-06 |
 | JET_JER_EffectiveNP_4 | -1.32873e-05 / 1.07442e-05 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 6.24807e-06 / -5.05942e-06 | 0 / 0 | 0.0675465 / -0.0648959 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0.0634811 / -0.0617214 | -0.0595433 / 0.064614 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0324714 / 0.0333142 | 2.22045e-16 / -2.22045e-16 | 0.0306142 / -0.030687 | 2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | -0.0201683 / 0.0208611 | -0.0995888 / 0.113944 | 0 / -1.11022e-16 | -2.22045e-16 / 0 | 0 / 0 | -0.103421 / 0.118867 | 0.029651 / -0.0295623 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | -2.89956e-05 / 4.49961e-05 | -3.45645e-05 / 5.45788e-05 | 0.0176433 / -0.0501693 | -3.75118e-05 / 5.95722e-05 | 0.0133743 / -0.029869 | -0.0323406 / -0.074568 | 0.0139122 / -0.0299965 | 0 / 0 | 2.22045e-16 / 0 | -0.00857342 / -0.173824 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0.0854309 / -0.139424 | -0.0226893 / 0.00242479 | 0.0217792 / -0.0134115 | 0.00928141 / -0.0384796 | 0.0348017 / -0.00919194 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0.00650963 / 0.0260572 | 0.0165462 / -0.0338931 | -0.00338999 / -0.0296009 | 2.22045e-16 / 2.22045e-16 | -0.00431241 / 0.0389577 | -0.00399655 / -0.0823815 | -1.22456e-05 / 1.88446e-05 |
 | JET_Pileup_OffsetNPV | -2.10894e-05 / 2.02202e-05 | 0 / 0 | 0.0155134 / -0.0197889 | 0 / 0 | 0 / 0 | -0.0188348 / 0.0224629 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0.0077811 / -0.141048 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0.0969982 / -0.0998088 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0.0235415 / -0.0236825 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 2.22045e-16 / 0 | -0.000603135 / 0.0204519 | 2.22045e-16 / 0 | 0.00427439 / -0.0259249 | -2.22045e-16 / 0 | -0.00150276 / 0.0248445 | 0.026099 / -0.0120008 | 0.00184467 / -0.0340355 | -1.03355e-05 / 9.8236e-06 |
 | JET_Pileup_RhoTopology | -1.68561e-05 / 2.5233e-05 | 0 / 0 | 0.0215722 / -0.0361375 | -1.22833e-05 / 1.87276e-05 | 0.00707119 / -0.021821 | -0.0332701 / -0.036582 | 0 / 0 | 0 / 0 | -0.0985582 / 0.0747501 | -0.00184051 / -0.108943 | 0 / 0 | -0.00494321 / -0.202964 | 0 / -3.33067e-16 | 0.0905134 / -0.133359 | -0.00689941 / -0.0113965 | 0 / 0 | 0.00758687 / -0.0493013 | 0.031739 / -0.00778816 | 0 / 0 | 0 / 0 | 0.015343 / -0.0322911 | 0 / 0 | -2.22045e-16 / 0 | 0.0221669 / -0.154956 | 0 / 0 | -2.22045e-16 / 0 | 2.22045e-16 / 0 | 0 / -2.22045e-16 | -0.000348696 / -0.0208246 | -1.19071e-05 / 1.77025e-05 |
 | ttt Cross-Section | 0 / 0 | 0.300458 / -0.300205 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.538489 / -0.501637 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0 / 0 | 0.0028385 / -0.0265776 | -1.65786e-05 / 1.58889e-05 | 0 / 0 | -0.0698592 / -0.0824934 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.00905169 / -0.105544 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 0.101467 / -0.102555 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0235811 / -0.00449156 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00573815 / 0.0292759 | 0.00540615 / -0.0713784 | -7.02247e-06 / 6.62388e-06 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | 0.00610646 / -0.0275234 | 0 / 0 | 0 / 0 | -0.0157008 / -0.0590023 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0.00142577 / -0.099334 | 0 / 0 | 0 / 0 | 0 / -3.33067e-16 | 0.0913844 / 0.00381939 | -0.00336764 / -0.0212107 | 2.22045e-16 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 2.22045e-16 / 0 | -4.44089e-16 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | -0.000415426 / 0.0196508 | -0.0025197 / 0.0301006 | 1.85287e-05 / -0.0665486 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | 0 / 0 | 0.00732996 / -0.0351078 | -9.52229e-06 / 9.07285e-06 | 0 / 0 | -0.0139419 / -0.0627489 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.00419666 / -0.104147 | 0 / 0 | 2.22045e-16 / 0 | -1.11022e-16 / -1.11022e-16 | 0.0964329 / 0.00627582 | -0.00864129 / -0.0277565 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 2.22045e-16 | -2.22045e-16 / -2.22045e-16 | -0.00642232 / 0.0295836 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0.00130548 / -0.0691986 | -6.69203e-06 / 6.21659e-06 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 0 / 0 | 0.00865635 / -0.0294623 | -2.15998e-05 / 1.78242e-05 | 0 / 0 | -0.00800756 / -0.0994733 | 0 / 0 | 0 / 0 | -0.0989868 / -0.0074645 | 0.0189747 / -0.105793 | 0 / 0 | 0.0469887 / -0.266733 | -1.11022e-16 / -1.11022e-16 | 0.0940336 / 0.00874365 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.014421 / -0.0461171 | 0.0329274 / -0.0168984 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | -2.22045e-16 / 0 | 0.0630259 / -0.192376 | -1.11022e-16 / -1.11022e-16 | 0 / -2.22045e-16 | 0.00520716 / -0.0260918 | 0 / -2.22045e-16 | -0.0059825 / 0.0450557 | -1.13649e-05 / 9.34529e-06 |
 | JET_Flavor_Response | 0 / 0 | 0 / 0 | -0.0276024 / 0.0051487 | 2.3817e-05 / -2.68099e-05 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 4.44089e-16 / 2.22045e-16 | -0.107538 / 0.0174832 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 0.00777884 / 0.0909618 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 2.22045e-16 | -0.00563719 / 0.0262204 | 0 / 0 | 0 / 0 | 0 / -3.33067e-16 | 2.22045e-16 / 2.22045e-16 | 0 / -4.44089e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 0.0311849 / -0.00742077 | 2.22045e-16 / -3.33067e-16 | 6.88972e-06 / -7.77622e-06 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0.0260217 / -0.0255727 | 1.34267e-05 / -1.20732e-05 | 0 / 0 | 0.454554 / -0.315549 | 0 / 0 | 0 / 0 | 0.0670909 / -0.0631103 | -0.0354087 / 0.0367444 | -0.165601 / 0.197928 | 0 / 0 | 0.0209887 / -0.0205747 | 0 / 0 | -0.0173465 / 0.0175998 | -2.22045e-16 / 2.22045e-16 | 0.0710712 / -0.0666334 | 2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / 0 | -3.33067e-16 / 0 | -1.11022e-16 / 2.22045e-16 | -0.0356723 / 0.0368112 | -0.0945721 / 0.104385 | 0 / 0 | -2.22045e-16 / 0 | 2.22045e-16 / 0 | -0.080002 / 0.0868065 | 0 / 0 | 8.0222e-06 / -7.20139e-06 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | -0.0221253 / -0.000245808 | 0 / 0 | 0 / 0 | 0.0577646 / 0.000626825 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0.0937574 / 0.00100702 | 0 / 0 | 0.0270811 / 0.000296497 | -0.0275607 / -0.000306697 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -4.44089e-16 | 0.0238954 / 0.000261863 | 0 / 0 | 0 / 0 | 0 / 0 | 0.024884 / 0.000272618 | 0 / 0 | 5.12359e-06 / -5.14735e-06 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | -0.0227395 / -0.00137685 | 0 / 0 | 0 / 0 | 0.0463018 / 0.000543124 | 0 / 0 | 0 / 0 | -0.0228212 / -0.00120601 | 0 / 0 | 0.0504723 / 6.07101e-05 | 0 / 0 | -3.33067e-16 / -1.11022e-16 | -0.0762833 / -0.00390418 | -0.0671374 / -0.0157823 | 0 / 2.22045e-16 | -0.0193963 / -0.000623955 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / -2.22045e-16 | 0.0344127 / 0.00175623 | 0 / 0 | -2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 0.0194153 / 0.000268411 | 0.0182739 / 0.000936364 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -0.000767493 / -0.0201314 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0.000490967 / -0.0357271 | 0 / 0 | 0 / 0 | -3.33067e-16 / -1.11022e-16 | 0 / 0 | -2.22045e-16 / 0 | -2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.0934294 / 0.0281862 | 0 / 0 | -0.0273808 / -0.0151517 | 2.22045e-16 / 2.22045e-16 | 0.0300382 / -8.57051e-05 | 0.0039486 / -0.0648223 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0.0151604 / -0.0192964 | 0 / 0 | 0 / 0 | 4.44089e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0131543 / -0.0264819 | 0 / 0 | -0.0346514 / 0.0726327 | 4.44089e-16 / 0 | 0 / -1.11022e-16 | 0.0508861 / -0.0993186 | -0.0180311 / -0.0203683 | 2.22045e-16 / 0 | 0.00168586 / -0.0216507 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / -2.22045e-16 | -0.00902066 / 0.0261586 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 2.22045e-16 | -0.0177964 / 0.0281176 | 2.22045e-16 / 2.22045e-16 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | -0.0199031 / -0.00189954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.0358252 / 0.00076821 | -0.00403634 / 0.0742288 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 4.44089e-16 / 2.22045e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.037424 / 0.0287805 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0.000201815 / 0.0290429 | -0.0649502 / -0.000246979 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.00159959 / -0.0204178 | 0 / 0 | 0 / 0 | 0 / 4.44089e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.000899777 / -0.0723422 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -4.44089e-16 / -2.22045e-16 | 0.028374 / 0.0437217 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0.0288358 / 0.00053598 | 0.000999393 / -0.0662948 | 4.56715e-06 / -4.5661e-06 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.0206495 / -0.00505849 | 0 / 0 | 0 / 0 | -0.0718048 / 0.0692764 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -0.0731988 / 0.00172996 | 0 / 0 | 0 / 0 | -1.11022e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 0 / 0 | 0 / 0 | -0.00607773 / 0.0306305 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.00104375 / 0.0305223 | -0.0671102 / 0.00169358 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.0251092 / -0.000152391 | 0 / 0 | 0 / 0 | 4.44089e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.0220707 / 0.000132031 | 0 / 0 | -2.22045e-16 / 0 | 0 / 2.22045e-16 | 0.0310844 / 0.000185449 | -0.064844 / -0.000398491 | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0.00825058 / -0.0353703 | 0 / 0 | 0 / 0 | -0.0729951 / -0.0701759 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.00800368 / -0.105073 | 0 / 0 | 2.22045e-16 / 0 | -3.33067e-16 / 0 | 0.101508 / -0.102482 | 0.00806081 / -0.0207134 | 0 / 2.22045e-16 | 0 / 4.44089e-16 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -4.44089e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 2.22045e-16 | -0.00366524 / 0.0291773 | 0.00467786 / -0.0709547 | -5.58168e-06 / 5.26725e-06 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | -6.81833e-06 / 7.6196e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0697462 / -0.00447582 | -0.0349661 / -0.00225225 | 0.0632115 / 0.00390151 | 0 / 0 | 0 / -3.33067e-16 | -0.071556 / -0.00435999 | -0.04712 / -0.010664 | 0 / 0 | -0.0317915 / -0.00199008 | -0.0373135 / -0.00112719 | 0 / 0 | 0 / 0 | 0 / -3.33067e-16 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | -0.0751252 / -0.00687263 | -0.0403674 / -0.0220805 | -2.22045e-16 / -2.22045e-16 | -0.0148931 / -0.00244666 | 0.0230063 / 0.00142251 | 0.0180395 / 0.00740097 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000166559 / 0.0714091 | 0 / 0 | -3.33067e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 4.44089e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.000196786 / 0.0847006 | 0 / 0 | 6.76437e-05 / 0.0286307 | 0 / 2.22045e-16 | 7.41386e-05 / 0.0314061 | 0 / 0 | 0 / 0 |
