 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | ttZp1000 |
 | gamma_stat_CR1bminus_nJets_bin_1 | 0.00361333 / -0.00356172 | 0.00523423 / -0.00515947 | 0.00607722 / -0.00599042 | 0.0055679 / -0.00548838 | 0.00649061 / -0.0063979 | 0.00614129 / -0.00605358 | 0.00586489 / -0.00578112 | 0.00566691 / -0.00558598 | 0.0054632 / -0.00538518 | 0.00643487 / -0.00634297 | 0.00717391 / -0.00707145 | 0.00641518 / -0.00632355 | 0.00522001 / -0.00514546 | 0.00510201 / -0.00502914 | 0.00608439 / -0.00599748 | 0.0061602 / -0.00607222 | 0.00539624 / -0.00531917 | 0.0059798 / -0.00589439 | 7.21365e-08 / -7.11062e-08 | 9.8612e-10 / -9.72036e-10 | 0.0215247 / -0.0212173 | 1.38461e-09 / -1.36483e-09 | 2.56046e-09 / -2.52389e-09 | 6.00738e-09 / -5.92158e-09 | 1.75652e-08 / -1.73143e-08 | 4.21321e-08 / -4.15303e-08 | 0.003397 / -0.00334848 |
 | gamma_stat_CR1bminus_nJets_bin_2 | 0.00579458 / -0.00569624 | 0.00655377 / -0.00644255 | 0.0066936 / -0.00658 | 0.00660225 / -0.0064902 | 0.00587267 / -0.00577301 | 0.00569307 / -0.00559646 | 0.00640466 / -0.00629597 | 0.00376842 / -0.00370446 | 0.00294212 / -0.00289219 | 0.00510053 / -0.00501397 | 0.00544434 / -0.00535195 | 0.00591018 / -0.00580987 | 0.00443833 / -0.00436301 | 0.0071918 / -0.00706974 | 0.00189441 / -0.00186226 | 0.00448346 / -0.00440737 | 0.00358911 / -0.0035282 | 0.0039541 / -0.00388699 | 8.75204e-08 / -8.6035e-08 | 1.19642e-09 / -1.17612e-09 | 1.19802e-09 / -1.17768e-09 | 0.0257396 / -0.0253028 | 3.1065e-09 / -3.05378e-09 | 7.28851e-09 / -7.16482e-09 | 2.13111e-08 / -2.09494e-08 | 5.11172e-08 / -5.02496e-08 | 0.00600005 / -0.00589822 |
 | gamma_stat_CR1bminus_nJets_bin_3 | 0.00828443 / -0.00809013 | 0.00674738 / -0.00658913 | 0.00606903 / -0.00592669 | 0.0056764 / -0.00554326 | 0.00416817 / -0.00407041 | 0.00333426 / -0.00325606 | 0.00570878 / -0.00557489 | 0.00204953 / -0.00200146 | 0.00837178 / -0.00817543 | 0.00367821 / -0.00359194 | 0.00344454 / -0.00336375 | 0.00357627 / -0.0034924 | 0.00712145 / -0.00695443 | 0.00484566 / -0.00473201 | 0.000386619 / -0.000377551 | 0.00215276 / -0.00210227 | 0.00191912 / -0.00187411 | 0.00259462 / -0.00253377 | 1.2073e-07 / -1.17898e-07 | 1.6504e-09 / -1.61169e-09 | 1.6526e-09 / -1.61384e-09 | 2.31732e-09 / -2.26297e-09 | 0.0359205 / -0.0350781 | 1.00541e-08 / -9.81832e-09 | 2.93976e-08 / -2.87081e-08 | 7.05134e-08 / -6.88596e-08 | 0.00693716 / -0.00677446 |
 | gamma_stat_CR1bminus_nJets_bin_4 | 0.0104207 / -0.0100256 | 0.00587109 / -0.00564847 | 0.00473939 / -0.00455968 | 0.00430314 / -0.00413997 | 0.00280208 / -0.00269583 | 0.00163672 / -0.00157466 | 0.00451932 / -0.00434795 | 0.000473653 / -0.000455693 | 0.00379432 / -0.00365045 | 0.00358806 / -0.003452 | 0.00340506 / -0.00327594 | 0.00366391 / -0.00352498 | 0.00269595 / -0.00259373 | 0.00352607 / -0.00339237 | 1.70599e-08 / -1.6413e-08 | 0.00161543 / -0.00155417 | 0.00109703 / -0.00105544 | 0.00161999 / -0.00155856 | 1.95558e-07 / -1.88143e-07 | 2.67331e-09 / -2.57195e-09 | 2.67688e-09 / -2.57538e-09 | 3.75359e-09 / -3.61126e-09 | 6.94126e-09 / -6.67805e-09 | 0.0589342 / -0.0566995 | 4.76182e-08 / -4.58125e-08 | 1.14218e-07 / -1.09887e-07 | 0.0100711 / -0.0096892 |
 | gamma_stat_CR1bminus_nJets_bin_5 | 0.0089901 / -0.0082596 | 0.00523479 / -0.00480944 | 0.0037509 / -0.00344612 | 0.00391845 / -0.00360006 | 0.0019257 / -0.00176922 | 0.00160123 / -0.00147112 | 0.00400222 / -0.00367702 | 0.00111127 / -0.00102098 | 0.00211405 / -0.00194227 | 0.00547959 / -0.00503434 | 0.00218356 / -0.00200613 | 0.00259688 / -0.00238587 | 0.00206148 / -0.00189397 | 0.000976451 / -0.000897109 | 3.70467e-08 / -3.40365e-08 | 0.00163436 / -0.00150156 | 0.000790899 / -0.000726634 | 0.00108466 / -0.000996526 | 4.24668e-07 / -3.90161e-07 | 5.80529e-09 / -5.33358e-09 | 5.81304e-09 / -5.3407e-09 | 8.15119e-09 / -7.48886e-09 | 1.50734e-08 / -1.38486e-08 | 3.53655e-08 / -3.24918e-08 | 0.132016 / -0.121289 | 2.48032e-07 / -2.27878e-07 | 0.0112409 / -0.0103275 |
 | gamma_stat_CR1bminus_nJets_bin_6 | 0.0125635 / -0.0106273 | 0.00527935 / -0.0044657 | 0.00544244 / -0.00460365 | 0.00358718 / -0.00303432 | 0.002054 / -0.00173744 | 0.00447236 / -0.00378309 | 0.00406874 / -0.00344167 | 0.000669121 / -0.000565997 | 0.000803833 / -0.000679947 | 0.00441887 / -0.00373784 | 0.00133572 / -0.00112986 | 0.0012861 / -0.00108789 | 0.000466991 / -0.000395019 | 0.00107844 / -0.000912228 | 7.49889e-08 / -6.34317e-08 | 0.002174 / -0.00183895 | 0.000710354 / -0.000600875 | 0.00120323 / -0.00101779 | 8.596e-07 / -7.27119e-07 | 1.17509e-08 / -9.93986e-09 | 1.17666e-08 / -9.95312e-09 | 1.64994e-08 / -1.39565e-08 | 3.05112e-08 / -2.58088e-08 | 7.15857e-08 / -6.0553e-08 | 2.09312e-07 / -1.77053e-07 | 0.268099 / -0.22678 | 0.0226445 / -0.0191545 |
 | NF_{Mat. Conv.} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.318944 / -0.286401 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{Low m_{#gamma^{*}}} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.210049 / -0.191981 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF e} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.325288 / -0.30881 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF m} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.154898 / -0.148027 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{t#bar{t}W^{-}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.233121 / -0.228356 | 0.233121 / -0.228356 | 0.233121 / -0.228356 | 0.233121 / -0.228356 | 0.233121 / -0.228356 | 0.233121 / -0.228356 | 0.233121 / -0.228356 | 0 / 0 |
 | a0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.130191 / -0.13175 | 0.330336 / -0.287351 | 0.598075 / -0.432494 | 0.94325 / -0.556541 | 1.38227 / -0.657927 | 2.31779 / -0.769165 | 0 / 0 |
 | a1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.296317 / -0.28484 | 0.557565 / -0.423384 | 0.795387 / -0.508017 | 1.01604 / -0.56614 | 1.22337 / -0.60903 | 1.51505 / -0.65534 | 0 / 0 |
 | mu_signal | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.595726 / -0.578408 |
