 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | ttZp1000 |
 | singleTop Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.317919 / -0.298412 | 0.317919 / -0.298412 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.546504 / -0.45824 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.125193 / -0.122389 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + #geq 2 true b-jets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.107241 / -0.107274 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | gamma_stat_SR2b2l_HT_all_bin_0 | 0.0046891 / -0.00463772 | 0.00636741 / -0.00629764 | 0.00504002 / -0.00498479 | 0.00619848 / -0.00613056 | 0.00809374 / -0.00800505 | 0.00808147 / -0.00799292 | 0.00845332 / -0.0083607 | 0.00590627 / -0.00584155 | 0.00821619 / -0.00812616 | 0.0081405 / -0.0080513 | 0.00940286 / -0.00929983 | 0.0100294 / -0.00991949 | 0.00680304 / -0.0067285 | 0.00899632 / -0.00889775 | 0.00714337 / -0.0070651 | 0.00723162 / -0.00715238 | 0.00584646 / -0.0057824 | 0.00506044 / -0.00500499 | 0.00412201 / -0.00407684 | 0.00804207 / -0.00795395 | 0.00605199 / -0.00598567 | 0.0045144 / -0.00446494 | 0.00318539 / -0.00315048 | 0.00112617 / -0.00111383 | 0.0076586 / -0.00757468 | 0.00652977 / -0.00645822 | 0.00489618 / -0.00484254 | 0.00260944 / -0.00258084 | 0.00154677 / -0.00152982 | 0.00203971 / -0.00201736 |
 | gamma_stat_SR2b2l_HT_all_bin_1 | 0.00495496 / -0.00490243 | 0.00477447 / -0.00472385 | 0.00393374 / -0.00389204 | 0.00457724 / -0.00452871 | 0.00438298 / -0.00433651 | 0.00472923 / -0.0046791 | 0.00422102 / -0.00417627 | 0.00440798 / -0.00436125 | 0.00403227 / -0.00398952 | 0.00414142 / -0.00409751 | 0.00450434 / -0.00445659 | 0.00372575 / -0.00368626 | 0.00326417 / -0.00322956 | 0.00385594 / -0.00381506 | 0.00497207 / -0.00491935 | 0.00365326 / -0.00361453 | 0.00389117 / -0.00384992 | 0.00373317 / -0.00369359 | 0.00400464 / -0.00396218 | 0.00452387 / -0.00447591 | 0.00465416 / -0.00460482 | 0.00498842 / -0.00493554 | 0.00479592 / -0.00474507 | 0.00342188 / -0.0033856 | 0.00453822 / -0.0044901 | 0.00446979 / -0.0044224 | 0.00489859 / -0.00484666 | 0.00456599 / -0.00451759 | 0.0028682 / -0.00283779 | 0.00336374 / -0.00332808 |
 | gamma_stat_SR2b2l_HT_all_bin_2 | 0.0039291 / -0.00388799 | 0.0032949 / -0.00326043 | 0.00360526 / -0.00356754 | 0.00341005 / -0.00337437 | 0.00251508 / -0.00248877 | 0.00241179 / -0.00238656 | 0.00243055 / -0.00240512 | 0.00368416 / -0.00364561 | 0.0023682 / -0.00234342 | 0.00267826 / -0.00265023 | 0.00162456 / -0.00160757 | 0.00174424 / -0.00172599 | 0.00354109 / -0.00350404 | 0.0023619 / -0.00233719 | 0.0023617 / -0.00233699 | 0.0030945 / -0.00306213 | 0.00318178 / -0.00314849 | 0.00403182 / -0.00398963 | 0.00393871 / -0.0038975 | 0.00239401 / -0.00236897 | 0.00328976 / -0.00325534 | 0.00374144 / -0.0037023 | 0.00421684 / -0.00417272 | 0.00481798 / -0.00476757 | 0.00272593 / -0.00269741 | 0.00350451 / -0.00346785 | 0.00368007 / -0.00364157 | 0.00504649 / -0.00499369 | 0.00630606 / -0.00624008 | 0.00505496 / -0.00500207 |
 | gamma_stat_SR2b2l_HT_all_bin_3 | 0.00218487 / -0.00216464 | 0.0014822 / -0.00146848 | 0.003068 / -0.0030396 | 0.00169602 / -0.00168032 | 0.00105245 / -0.0010427 | 0.000851239 / -0.000843358 | 0.000964336 / -0.000955408 | 0.00184908 / -0.00183196 | 0.00138567 / -0.00137284 | 0.00107976 / -0.00106977 | 0.000625354 / -0.000619564 | 0.00066993 / -0.000663727 | 0.00221693 / -0.0021964 | 0.00088452 / -0.000876331 | 0.00147797 / -0.00146428 | 0.00190862 / -0.00189094 | 0.00279685 / -0.00277095 | 0.00284859 / -0.00282221 | 0.00348862 / -0.00345632 | 0.0010801 / -0.0010701 | 0.00185933 / -0.00184211 | 0.00246976 / -0.0024469 | 0.0033435 / -0.00331254 | 0.00575873 / -0.00570541 | 0.00109862 / -0.00108844 | 0.00142571 / -0.00141251 | 0.00227921 / -0.00225811 | 0.00329822 / -0.00326769 | 0.00456943 / -0.00452712 | 0.0048257 / -0.00478102 |
 | NF_{Mat. Conv.} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.318944 / -0.286401 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{Low m_{#gamma^{*}}} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.210049 / -0.191981 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF e} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.325288 / -0.30881 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF m} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.154898 / -0.148027 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | a0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.330336 / -0.287351 | 0.598075 / -0.432494 | 0.94325 / -0.556541 | 1.38227 / -0.657927 | 2.31779 / -0.769165 | 0.330336 / -0.287351 | 0.598075 / -0.432494 | 0.94325 / -0.556541 | 1.38227 / -0.657927 | 2.31779 / -0.769165 | 0 / 0 |
 | a1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.557565 / -0.423384 | 0.795387 / -0.508017 | 1.01604 / -0.56614 | 1.22337 / -0.60903 | 1.51505 / -0.65534 | 0.557565 / -0.423384 | 0.795387 / -0.508017 | 1.01604 / -0.56614 | 1.22337 / -0.60903 | 1.51505 / -0.65534 | 0 / 0 |
 | NF_{t#bar{t}W^{+}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.1444 / -0.14126 | 0.1444 / -0.14126 | 0.1444 / -0.14126 | 0.1444 / -0.14126 | 0.1444 / -0.14126 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{t#bar{t}W^{-}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.233121 / -0.228356 | 0.233121 / -0.228356 | 0.233121 / -0.228356 | 0.233121 / -0.228356 | 0.233121 / -0.228356 | 0 / 0 |
 | mu_signal | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.595726 / -0.578408 |
