 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | ttZp1250 |
 | singleTop Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.308807 / -0.299608 | 0.308807 / -0.299608 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.50954 / -0.455077 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.125207 / -0.122468 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + #geq 2 true b-jets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.107004 / -0.107076 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | gamma_stat_SR2b2l_HT_all_bin_0 | 0.00493876 / -0.00488519 | 0.00644986 / -0.0063799 | 0.00510349 / -0.00504814 | 0.00627828 / -0.00621018 | 0.00815287 / -0.00806444 | 0.00818722 / -0.00809842 | 0.00853487 / -0.00844229 | 0.00598184 / -0.00591696 | 0.0083221 / -0.00823183 | 0.00824559 / -0.00815615 | 0.00952639 / -0.00942306 | 0.0101593 / -0.0100491 | 0.00688827 / -0.00681356 | 0.00911234 / -0.00901351 | 0.00723687 / -0.00715837 | 0.00732337 / -0.00724394 | 0.00592043 / -0.00585622 | 0.00512383 / -0.00506825 | 0.00417369 / -0.00412843 | 0.00814679 / -0.00805843 | 0.00612999 / -0.0060635 | 0.00457247 / -0.00452287 | 0.00322582 / -0.00319084 | 0.00113982 / -0.00112746 | 0.00775807 / -0.00767393 | 0.00661377 / -0.00654204 | 0.00495918 / -0.00490539 | 0.00264222 / -0.00261356 | 0.00156526 / -0.00154828 | 0.00176857 / -0.00174939 |
 | gamma_stat_SR2b2l_HT_all_bin_1 | 0.00516561 / -0.00511038 | 0.00492569 / -0.00487303 | 0.00405692 / -0.00401355 | 0.00472187 / -0.00467139 | 0.00452414 / -0.00447578 | 0.00487969 / -0.00482752 | 0.00435052 / -0.00430401 | 0.00454692 / -0.00449831 | 0.00415975 / -0.00411528 | 0.00427243 / -0.00422675 | 0.00464788 / -0.00459819 | 0.00384378 / -0.00380268 | 0.00336616 / -0.00333018 | 0.00397787 / -0.00393534 | 0.00513026 / -0.00507542 | 0.003768 / -0.00372772 | 0.00401325 / -0.00397035 | 0.0038498 / -0.00380865 | 0.00412981 / -0.00408566 | 0.0046675 / -0.0046176 | 0.0048013 / -0.00474997 | 0.00514599 / -0.00509098 | 0.00494659 / -0.0048937 | 0.00352739 / -0.00348968 | 0.00468215 / -0.00463209 | 0.00461098 / -0.00456169 | 0.00505334 / -0.00499931 | 0.00470883 / -0.00465849 | 0.00295613 / -0.00292453 | 0.00308088 / -0.00304794 |
 | gamma_stat_SR2b2l_HT_all_bin_2 | 0.00410302 / -0.00405832 | 0.00352472 / -0.00348632 | 0.00385539 / -0.00381338 | 0.00364764 / -0.0036079 | 0.00271139 / -0.00268185 | 0.00258036 / -0.00255225 | 0.00261132 / -0.00258287 | 0.00394054 / -0.0038976 | 0.00253324 / -0.00250564 | 0.00286495 / -0.00283374 | 0.0017382 / -0.00171926 | 0.00186591 / -0.00184558 | 0.00378651 / -0.00374526 | 0.00252651 / -0.00249899 | 0.00252678 / -0.00249925 | 0.00330949 / -0.00327344 | 0.00340272 / -0.00336565 | 0.00431124 / -0.00426427 | 0.00421173 / -0.00416585 | 0.00256118 / -0.00253328 | 0.00351902 / -0.00348068 | 0.00400207 / -0.00395847 | 0.00450984 / -0.0044607 | 0.00514984 / -0.00509373 | 0.00291619 / -0.00288442 | 0.00374864 / -0.0037078 | 0.00393644 / -0.00389355 | 0.00539643 / -0.00533764 | 0.00673927 / -0.00666585 | 0.00495189 / -0.00489794 |
 | gamma_stat_SR2b2l_HT_all_bin_3 | 0.00221234 / -0.00219086 | 0.00158922 / -0.00157379 | 0.00328837 / -0.00325644 | 0.00181834 / -0.00180069 | 0.00114917 / -0.00113802 | 0.000912823 / -0.00090396 | 0.001053 / -0.00104277 | 0.00198228 / -0.00196303 | 0.00148563 / -0.00147121 | 0.00115768 / -0.00114644 | 0.000670631 / -0.000664119 | 0.000718302 / -0.000711327 | 0.00237601 / -0.00235294 | 0.000948335 / -0.000939127 | 0.0015849 / -0.00156951 | 0.00204589 / -0.00202603 | 0.00299791 / -0.0029688 | 0.00305299 / -0.00302334 | 0.00373899 / -0.00370268 | 0.00115817 / -0.00114692 | 0.00199346 / -0.0019741 | 0.00264786 / -0.00262215 | 0.00358401 / -0.00354921 | 0.00616949 / -0.00610958 | 0.00117799 / -0.00116655 | 0.00152852 / -0.00151368 | 0.00244358 / -0.00241985 | 0.00353502 / -0.00350069 | 0.00489452 / -0.004847 | 0.0061862 / -0.00612613 |
 | NF_{Mat. Conv.} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.31826 / -0.286628 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{Low m_{#gamma^{*}}} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.210422 / -0.191915 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF e} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.326717 / -0.310261 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF m} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.155513 / -0.1484 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | a0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.33682 / -0.286565 | 0.596033 / -0.423806 | 0.92243 / -0.540707 | 1.32891 / -0.637052 | 2.20135 / -0.747948 | 0.33682 / -0.286565 | 0.596033 / -0.423806 | 0.92243 / -0.540707 | 1.32891 / -0.637052 | 2.20135 / -0.747948 | 0 / 0 |
 | a1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.557078 / -0.427662 | 0.779946 / -0.50715 | 0.981469 / -0.561293 | 1.16703 / -0.601157 | 1.42994 / -0.645355 | 0.557078 / -0.427662 | 0.779946 / -0.50715 | 0.981469 / -0.561293 | 1.16703 / -0.601157 | 1.42994 / -0.645355 | 0 / 0 |
 | NF_{t#bar{t}W^{+}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.142406 / -0.139538 | 0.142406 / -0.139538 | 0.142406 / -0.139538 | 0.142406 / -0.139538 | 0.142406 / -0.139538 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{t#bar{t}W^{-}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.230536 / -0.226383 | 0.230536 / -0.226383 | 0.230536 / -0.226383 | 0.230536 / -0.226383 | 0.230536 / -0.226383 | 0 / 0 |
 | mu_signal | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 83.7657 / -77.7155 |
