 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JER_EffectiveNP_2 | -0.041943 / 0.0230774 | 0.0166441 / -0.0282337 | -0.103883 / 0.0597115 | 0 / 0 | 0 / 0 | 0.238312 / -0.0718384 | 0 / 0 | 0 / 0 | -0.124288 / 0.072512 | -0.0344716 / 0.0188696 | 0 / 4.44089e-16 | 0 / 0 | -0.29868 / 0.0460836 | -0.0544656 / 0.0302282 | 0 / 0 | 0.0206578 / -0.00885388 | 0.0357533 / -0.0220752 | 0 / 0 | 0.0264788 / -0.0139154 | 0 / 0 | 0.429196 / -0.179086 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0240689 / -0.00962967 | -0.0954204 / 0.0545133 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_2 | -0.00611075 / -0.095942 | -2.22045e-16 / 0 | -0.00705291 / -0.110328 | -1.11022e-16 / -2.22045e-16 | 0 / 0 | 2.96981e-05 / 0.0953813 | 0 / 0 | 0 / 0 | 0.00131983 / 0.0213307 | -0.00208862 / -0.0333103 | 4.44089e-16 / 0 | 0 / -1.11022e-16 | -0.121581 / 0.0206765 | -1.11022e-16 / 0 | -6.81599e-06 / 6.14433e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00463901 / -0.0732537 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 6.57839e-06 / -5.84582e-06 | -0.0061403 / -0.0963948 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_3 | -0.11656 / 0.170128 | 0 / -2.22045e-16 | 0.263454 / -0.260196 | 0 / 0 | 1.32409e-05 / -8.40473e-06 | -0.144948 / 0.219301 | 0 / 0 | 0 / 0 | 0.0564967 / -0.0677876 | 0.0275649 / -0.0340922 | 4.44089e-16 / 0 | 2.22045e-16 / -1.11022e-16 | -0.0206494 / 0.0269174 | 0.0210592 / -0.0262273 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.235555 / 0.403255 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.51063e-05 / -1.57606e-05 | 0.0829792 / -0.0969092 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_3 | -0.138269 / -0.00159198 | 0.0671886 / 0.000727415 | 0 / 0 | 0.039435 / 0.00043032 | 0 / 0 | 0.120474 / 0.00128514 | 0 / 0 | 0 / 0 | -0.0308444 / -0.000343561 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.143393 / -0.00165368 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.132698 / -0.00152512 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_4 | -0.127865 / 0.150909 | 0.0610292 / -0.0522646 | 0.165744 / -0.147218 | 0 / 0 | 0 / 0 | -0.209215 / 0.272524 | 0 / 0 | 0 / 0 | 0.0761622 / -0.0826446 | -0.0397499 / 0.0427873 | 0 / 0 | 0 / 0 | 0.0981618 / -0.0924498 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / -2.22045e-16 | -0.0425446 / 0.0430887 | 0 / 0 | 0 / 0 | 0 / 0 | -0.286725 / 0.411837 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0990269 / -0.0931926 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_4 | -0.103723 / -0.115586 | 0.0231153 / 0.0206513 | -0.12119 / -0.00644422 | 0.0236853 / -0.0146743 | 0 / 0 | 0.0330545 / 0.00420601 | 0 / 0 | 0 / 0 | -0.0249911 / -0.00129607 | 0.0370448 / 0.00189167 | 0 / 0 | 0 / 0 | -0.0898042 / -0.00473581 | -0.0266434 / 0.002368 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.025029 / 0.00128188 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.103957 / -0.00550263 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_5 | -0.00461897 / -0.212036 | 0.0102227 / 0.0298598 | -0.16538 / 0.00500226 | -0.0211872 / 0.0205256 | 2.65674e-06 / -2.60671e-06 | 0.0958573 / 0.0115432 | 0 / 0 | 0 / 0 | -0.0438118 / -0.0385655 | 0 / 0 | 0 / 0 | 0.000662319 / -0.0203777 | 0.0342943 / -0.134918 | -0.0372207 / -0.0121057 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0.000551684 / 0.0272746 | 0 / 0 | 0.200001 / -0.000786778 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.10174 / 0.108617 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_5 | -0.262896 / 0.00485575 | 0.0161816 / 0.0403234 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0.0838187 / 0.0394897 | 0 / 0 | 0 / 0 | -0.0451148 / 0.00177053 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | -0.00180479 / -0.114383 | 0.00285271 / -0.0373511 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0222943 / -0.0546606 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.106016 / -0.238464 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_6 | 0.162873 / -0.219714 | 0.036274 / -0.00760592 | 0 / 0 | -0.0214335 / 0.00911397 | 0 / 0 | 0.0514526 / 0.0986802 | 0 / 0 | 0 / 0 | 6.56454e-05 / -0.0695097 | 0.000790245 / 0.0375086 | 0 / 4.44089e-16 | 0 / 0 | 0.167612 / -0.271042 | -0.0274714 / -0.0231057 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000125103 / 0.0282989 | 0 / 0 | 0.154326 / 0.124373 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.104365 / -0.239696 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_6 | -0.258968 / -0.000851137 | 0.0422492 / 0.0161324 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0.073619 / 0.0488839 | 0 / 0 | 0 / 0 | -0.044053 / -0.000134705 | 0 / 0 | 0 / 4.44089e-16 | 0 / -1.11022e-16 | -0.127724 / 0.0102068 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.140126 / 0.0164069 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.245394 / 0.00881967 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_7 | -0.0729795 / -0.0727744 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0.0455116 / 0.0452164 | 0 / 0 | 0 / 0 | -0.0863354 / 7.41007e-05 | 0.0387992 / 0.00039051 | 0 / 0 | 0 / 0 | -0.00170583 / 0.0393831 | -0.0347817 / -0.00235958 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.216808 / 0.0504751 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_7 | -0.186474 / -0.114487 | 0.02009 / -0.00487789 | 0 / 0 | 0 / 0 | -5.56359e-06 / 5.53143e-06 | -0.0064787 / 0.0435918 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000211245 / 0.036754 | 0 / 0 | 0 / -1.11022e-16 | -0.126089 / -0.000710988 | -0.000647523 / -0.0371802 | 0 / 0 | -0.019602 / 0.000740139 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0501705 / -0.140397 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0109273 / -0.244812 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_8 | 0.210391 / -0.177484 | -0.0417763 / 0.0436232 | -0.155641 / 0.122705 | 0 / 0 | 0 / 0 | 0.0775733 / -0.0377583 | 0 / 0 | 0 / 0 | -0.0439712 / -0.00437171 | 0 / 0 | 4.44089e-16 / 0 | -1.11022e-16 / 2.22045e-16 | 0.00390073 / 0.13615 | 0 / 0 | 0 / 0 | 0.0200353 / -0.0164278 | 0 / -1.11022e-16 | -1.664e-05 / 2.6793e-05 | 0 / 0 | 0 / 0 | 0.0791402 / 0.0486269 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00241457 / -0.0858625 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_9 | -0.219602 / -0.000871681 | -0.039824 / 0.0105548 | 0 / 0 | 0.0210952 / -0.0269181 | 0 / 0 | 0.0992766 / 0.0375871 | 0 / 0 | 0 / 0 | -0.0848611 / -0.000321781 | 0.0378036 / 0.000137969 | 0 / 0 | 0 / -1.11022e-16 | -0.14087 / -0.00054413 | -0.0234247 / -0.00244022 | 0 / 0 | 0.0211968 / 0.0121154 | 0 / 0 | 0 / 0 | 0.0283642 / 0.000103813 | 0 / 0 | 0.123454 / 0.0716553 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.102362 / -0.000390362 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_9 | -0.003062 / -0.300104 | -0.00368947 / 0.0304665 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000332499 / 0.0363747 | 0 / 0 | 0 / 0 | -0.000402045 / -0.04295 | 0.000331059 / 0.0362154 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00120363 / -0.0335146 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0705427 / -0.139081 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00715265 / -0.242937 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_1 | 0.000722462 / -0.221329 | -2.22045e-16 / -2.22045e-16 | 0.00052359 / -0.163724 | -0.0268755 / 0.00124283 | 0 / 0 | 0.0840262 / 0.000498168 | 0 / 0 | 0 / 0 | -0.0409189 / -0.0440108 | 0.00050961 / 0.0375692 | 0 / 4.44089e-16 | 0 / -1.11022e-16 | -8.31279e-05 / 0.0276705 | 0.00169747 / -0.0279278 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -8.59279e-05 / 0.0286108 | 0 / 0 | 0.0494917 / 0.102118 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000326907 / 0.111587 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_1 | -0.144338 / -0.114877 | -0.00427824 / 0.0220193 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0422733 / -0.0475209 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0365671 / 6.15777e-05 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | -0.0377194 / 0.00295403 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0717909 / 0.0498412 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.244996 / 0.00907506 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_1 | -0.146608 / -0.068947 | 0 / 0 | -0.166682 / 0.00331725 | 0.000301816 / 0.0208148 | 0 / 0 | 0.0899961 / 0.0380343 | 0 / 0 | 0 / 0 | -0.0449336 / -0.0404816 | 0 / 0 | 4.44089e-16 / 0 | -3.33067e-16 / 0 | 0.0297392 / -0.00207589 | -0.0306246 / 0.00432936 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0.000344155 / 0.0281897 | 0 / 0 | 0.105146 / 0.0688816 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_1 | -0.111885 / 0.0432381 | 0.0453371 / -0.00477256 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0029237 / 0.038602 | 0 / 0 | 0 / 0 | 0.00108693 / -0.0436444 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0.00387284 / -0.0379459 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0488276 / -0.0704752 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000452223 / -0.241411 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_1 | -0.0271359 / -0.000164415 | -2.22045e-16 / 0 | -0.16216 / -0.00102657 | 0 / 0 | -6.11813e-06 / 6.14135e-06 | 0.0838552 / 0.000491407 | 0 / 0 | 0 / 0 | -0.0847261 / -0.000522793 | 0.0375369 / 0.000222997 | 0 / 4.44089e-16 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0266755 / 0.000158989 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0514084 / 0.000304146 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
 | JET_JER_EffectiveNP_1 | -0.00138184 / -0.113328 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.000528081 / -0.0442591 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00107846 / -0.0891323 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00311324 / -0.244323 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |
