 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_EffectiveNP_Mixed1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Mixed3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical6 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_SAGITTA_DATASTAT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_SAGITTA_PTEXTRA | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.45964e-09 / 1.48393e-09 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV #leq4-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.13658 / 0.00870668 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.100124 / 0.0192409 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0794093 / 0.00525531 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + #geq 2 true b-jets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.071044 / 0.0109186 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Diboson #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.32624e-05 / 4.32644e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0226325 / -0.0226327 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_C_5__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0338985 / -0.0338986 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}W #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -7.36881e-10 / 7.36867e-10 | -5.43594e-10 / 5.43584e-10 | -1.63674e-09 / 1.6367e-09 | -1.92398e-09 / 1.92394e-09 | -1.03375e-09 / 1.03373e-09 | 1.65466e-08 / -1.65463e-08 | 7.00083e-08 / -7.0007e-08 | 0 / 0 |
 | JET_Flavor_Composition_Sig | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 |
 | gamma_stat_CR1bminus_nJets_bin_0 | 0.00191333 / -0.00185733 | 0.0032254 / -0.00313101 | 0.00333712 / -0.00323945 | 0.00439553 / -0.00426689 | 0.00597332 / -0.00579851 | 0.00690174 / -0.00669975 | 0.00416822 / -0.00404623 | 0.010744 / -0.0104296 | 0.00658691 / -0.00639413 | 0.00587933 / -0.00570726 | 0.00587948 / -0.00570741 | 0.00597415 / -0.00579931 | 0.00674967 / -0.00655213 | 0.00579671 / -0.00562706 | 0.0132128 / -0.0128262 | 0.0090154 / -0.00875155 | 0.00943945 / -0.00916318 | 0.00946409 / -0.00918711 | 0.0208733 / -0.0202624 | 0.0208737 / -0.0202628 | 9.64764e-10 / -9.36529e-10 | 1.35172e-09 / -1.31216e-09 | 2.49982e-09 / -2.42666e-09 | 5.85456e-09 / -5.68322e-09 | 1.71698e-08 / -1.66673e-08 | 4.19871e-08 / -4.07582e-08 | 0.0019183 / -0.00186215 |
 | gamma_stat_CR1bminus_nJets_bin_1 | 0.00394727 / -0.00383459 | 0.00528291 / -0.0051321 | 0.00618078 / -0.00600434 | 0.00565436 / -0.00549294 | 0.00661613 / -0.00642726 | 0.00613441 / -0.00595929 | 0.00598823 / -0.00581729 | 0.00575915 / -0.00559474 | 0.00555229 / -0.00539379 | 0.0065426 / -0.00635583 | 0.00729618 / -0.00708789 | 0.00653797 / -0.00635133 | 0.00530927 / -0.0051577 | 0.00518637 / -0.00503832 | 0.00618567 / -0.00600909 | 0.00626568 / -0.00608681 | 0.00639374 / -0.00621122 | 0.00609023 / -0.00591637 | 7.32531e-08 / -7.11619e-08 | 1.00655e-09 / -9.77817e-10 | 0.0218972 / -0.0212721 | 1.41214e-09 / -1.37182e-09 | 2.61154e-09 / -2.53699e-09 | 6.11623e-09 / -5.94163e-09 | 1.79372e-08 / -1.74251e-08 | 4.38637e-08 / -4.26115e-08 | 0.00366153 / -0.00355701 |
 | gamma_stat_CR1bminus_nJets_bin_2 | 0.00615495 / -0.00604826 | 0.00660062 / -0.0064862 | 0.00676033 / -0.00664314 | 0.00667468 / -0.00655898 | 0.00582064 / -0.00571974 | 0.00574751 / -0.00564788 | 0.00644839 / -0.00633661 | 0.00380477 / -0.00373882 | 0.00297175 / -0.00292023 | 0.00515828 / -0.00506886 | 0.00548241 / -0.00538737 | 0.00598513 / -0.00588138 | 0.00448202 / -0.00440433 | 0.00726304 / -0.00713714 | 0.00191718 / -0.00188395 | 0.00452959 / -0.00445108 | 0.00421475 / -0.0041417 | 0.00402708 / -0.00395727 | 8.82954e-08 / -8.67649e-08 | 1.21324e-09 / -1.19221e-09 | 1.21485e-09 / -1.19379e-09 | 0.0259926 / -0.0255421 | 3.14782e-09 / -3.09325e-09 | 7.37218e-09 / -7.24439e-09 | 2.16206e-08 / -2.12458e-08 | 5.2871e-08 / -5.19545e-08 | 0.00579669 / -0.0056962 |
 | gamma_stat_CR1bminus_nJets_bin_3 | 0.00839078 / -0.00819062 | 0.00690039 / -0.00673579 | 0.00616815 / -0.00602101 | 0.0057819 / -0.00564398 | 0.00420326 / -0.00410299 | 0.00364409 / -0.00355716 | 0.00576057 / -0.00562316 | 0.00208091 / -0.00203127 | 0.00851051 / -0.0083075 | 0.00374098 / -0.00365174 | 0.00348108 / -0.00339805 | 0.00362033 / -0.00353398 | 0.00724633 / -0.00707348 | 0.00492111 / -0.00480372 | 0.00039259 / -0.000383225 | 0.00218782 / -0.00213563 | 0.00227418 / -0.00221993 | 0.00266335 / -0.00259982 | 1.22482e-07 / -1.1956e-07 | 1.68299e-09 / -1.64285e-09 | 1.68522e-09 / -1.64502e-09 | 2.36115e-09 / -2.30482e-09 | 0.0364725 / -0.0356025 | 1.02266e-08 / -9.98263e-09 | 2.99917e-08 / -2.92763e-08 | 7.33418e-08 / -7.15923e-08 | 0.00784245 / -0.00765538 |
 | gamma_stat_CR1bminus_nJets_bin_4 | 0.00997296 / -0.0095818 | 0.0061643 / -0.00592253 | 0.00490282 / -0.00471052 | 0.00445754 / -0.00428271 | 0.00298241 / -0.00286543 | 0.00198634 / -0.00190843 | 0.00462579 / -0.00444436 | 0.000488959 / -0.000469781 | 0.00391484 / -0.00376129 | 0.00371316 / -0.00356752 | 0.0035015 / -0.00336416 | 0.00375391 / -0.00360667 | 0.00278806 / -0.00267871 | 0.00364094 / -0.00349814 | 1.75975e-08 / -1.69073e-08 | 0.00166892 / -0.00160346 | 0.00130318 / -0.00125207 | 0.00169306 / -0.00162666 | 2.01719e-07 / -1.93807e-07 | 2.77176e-09 / -2.66305e-09 | 2.77543e-09 / -2.66658e-09 | 3.88863e-09 / -3.73611e-09 | 7.19147e-09 / -6.90941e-09 | 0.0608818 / -0.0584939 | 4.93941e-08 / -4.74568e-08 | 1.20788e-07 / -1.16051e-07 | 0.0088138 / -0.00846811 |
 | gamma_stat_CR1bminus_nJets_bin_5 | 0.00806903 / -0.00738502 | 0.00555435 / -0.00508351 | 0.00390215 / -0.00357137 | 0.00408431 / -0.00373809 | 0.00218289 / -0.00199785 | 0.00213519 / -0.00195419 | 0.00414139 / -0.00379033 | 0.00115604 / -0.00105804 | 0.00220465 / -0.00201776 | 0.00571278 / -0.0052285 | 0.00226325 / -0.0020714 | 0.00267691 / -0.00244999 | 0.00215016 / -0.00196789 | 0.00101605 / -0.000929917 | 3.85094e-08 / -3.52449e-08 | 0.00170504 / -0.0015605 | 0.00094993 / -0.000869404 | 0.00114059 / -0.0010439 | 4.41429e-07 / -4.04009e-07 | 6.06556e-09 / -5.55138e-09 | 6.07359e-09 / -5.55873e-09 | 8.50965e-09 / -7.78828e-09 | 1.57374e-08 / -1.44033e-08 | 3.68569e-08 / -3.37325e-08 | 0.138056 / -0.126353 | 2.64326e-07 / -2.41919e-07 | 0.0118041 / -0.0108035 |
 | gamma_stat_CR1bminus_nJets_bin_6 | 0.011687 / -0.0096949 | 0.00587929 / -0.00487713 | 0.00595842 / -0.00494278 | 0.00392316 / -0.00325444 | 0.00231336 / -0.00191903 | 0.00602425 / -0.00499738 | 0.00445007 / -0.00369153 | 0.000731032 / -0.000606424 | 0.000880781 / -0.000730647 | 0.00484708 / -0.00402087 | 0.00145687 / -0.00120854 | 0.0013937 / -0.00115614 | 0.000508992 / -0.000422232 | 0.00117852 / -0.000977635 | 8.18639e-08 / -6.79097e-08 | 0.00238286 / -0.00197669 | 0.000900769 / -0.000747228 | 0.00133432 / -0.00110688 | 9.38398e-07 / -7.78443e-07 | 1.28943e-08 / -1.06964e-08 | 1.29113e-08 / -1.07105e-08 | 1.809e-08 / -1.50064e-08 | 3.34548e-08 / -2.77523e-08 | 7.8351e-08 / -6.49957e-08 | 2.29782e-07 / -1.90614e-07 | 0.299929 / -0.248804 | 0.0217686 / -0.018058 |
 | NF_{Mat. Conv.} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297903 / -0.27301 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{Low m_{#gamma^{*}}} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.228397 / -0.199718 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF e} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.329363 / -0.292706 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF m} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.172854 / -0.167895 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{t#bar{t}W^{-}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.251714 / -0.240337 | 0.251714 / -0.240337 | 0.251714 / -0.240337 | 0.251714 / -0.240337 | 0.251714 / -0.240337 | 0.251714 / -0.240337 | 0.251714 / -0.240337 | 0 / 0 |
 | a0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.137267 / -0.136011 | 0.339767 / -0.288443 | 0.604553 / -0.427785 | 0.940116 / -0.546359 | 1.36053 / -0.643761 | 2.25913 / -0.754151 | 0 / 0 |
 | a1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.299338 / -0.283192 | 0.551599 / -0.414851 | 0.774503 / -0.49438 | 0.976821 / -0.548918 | 1.16365 / -0.58925 | 1.42648 / -0.633749 | 0 / 0 |
 | mu_signal | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.28811 / -3.90012 |
