 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.538582 / -0.50164 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + 1 true b-jet | 0 / 0 | 0 / 0 | 0.132716 / 0.000796076 | 0.251994 / 0.001463 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.101455 / 0.000614001 | 0.0999091 / 0.000604917 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0.0420214 / -0.0404041 | 0.0223895 / -0.0221974 | 0.0214332 / -0.0210128 | -0.350143 / 0.533723 | 0.0317002 / -0.0309909 | 0 / 0 | 0 / 2.22045e-16 | 0.23425 / -0.191129 | 0.204652 / -0.170972 | -0.0662235 / 0.0709557 | -0.0416415 / 0.043499 | 0 / 0 | 0.162601 / -0.140858 | 0.0778075 / -0.0725272 | -0.0772134 / 0.0841016 | 0.284318 / -0.223115 | 0 / 0 | -0.0273686 / 0.028233 | 0.148411 / -0.129897 | 0.0287376 / -0.0280144 | -0.12305 / 0.140244 | 0 / 0 | 0.102443 / -0.0933771 | 0.178846 / -0.156925 | -0.12493 / 0.142593 | 0.219229 / -0.18103 | 0 / 0 | 1.20393e-06 / -1.08082e-06 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -0.0237423 / -0.000924275 | 0 / 0 | -0.0218209 / -0.00310098 | 0.747162 / 0.0397984 | -0.0207821 / -0.000587764 | 0 / 0 | 0.322985 / 0.0199637 | -0.17604 / -0.011459 | 0 / -2.22045e-16 | 0 / 0 | -0.0210388 / -0.00577901 | 0 / 0 | 0.18494 / 0.0305352 | -3.33067e-16 / 0 | -2.22045e-16 / -2.22045e-16 | -0.239668 / -0.0158887 | 0 / 0 | 0 / 0 | -0.0831578 / -0.0203479 | 2.22045e-16 / -2.22045e-16 | 0.169288 / 0.0101343 | 0 / 0 | 0.0412583 / 0.00241644 | 0.0260179 / -0.0441028 | 0.0339617 / 0.00209816 | -0.15529 / -0.0100621 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.092843 / 0.0529429 | 0 / 0 | 0 / 0 | 0.317764 / -0.140526 | -0.0225432 / 0.0122401 | 0 / 0 | 0 / 0 | -0.20037 / 0.123865 | 0 / 0 | 0 / 2.22045e-16 | 0.0381172 / -0.0198805 | -2.22045e-16 / -1.11022e-16 | -0.287173 / 0.190613 | -0.083476 / 0.047284 | 0.0358944 / -0.0187482 | -0.194062 / 0.119373 | 0 / 0 | 0 / 0 | -0.0939119 / 0.0535935 | -0.0427918 / 0.0235582 | 0 / 0 | 0 / 0 | -0.075173 / 0.0423308 | -0.195923 / 0.120693 | 0 / 0 | -0.195639 / 0.120492 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0.0456973 / -0.0554484 | 0 / 0 | 0 / 0 | 0.124283 / -0.139345 | 0.015768 / -0.0197734 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | -0.0292606 / 0.0385131 | -1.11022e-16 / 0 | 0.316119 / -0.301219 | 0.041766 / -0.0508872 | 0 / -2.22045e-16 | 0.184689 / -0.195708 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0315669 / -0.0388764 | 0 / 0 | 0 / 0 | 0.050499 / -0.060969 | -0.075242 / 0.104445 | -0.0400681 / 0.0533887 | 0.171042 / -0.190057 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0.0381234 / -0.0380183 | 0 / 0 | 0 / 0 | -0.115018 / 0.133041 | 0 / 0 | 0 / 0 | 0 / 0 | 0.232753 / -0.195719 | 0 / 0 | 0 / 0 | -0.0343187 / 0.0366604 | 2.22045e-16 / -2.22045e-16 | 0.331556 / -0.257828 | 0.0379326 / -0.0376445 | 0 / -2.22045e-16 | 0.218096 / -0.185569 | 0 / 0 | 0 / 0 | 0.0956131 / -0.0902298 | 0.0603715 / -0.0589461 | 0 / 0 | 0 / 0 | 0.0575003 / -0.0565328 | 0.220018 / -0.186889 | -0.0472834 / 0.0511826 | 0.207848 / -0.179989 | 0 / 0 | 0 / 0 |
 | JET_Pileup_RhoTopology | 0 / 0 | 0 / 0 | -0.00579584 / -0.0410685 | 0.00719213 / -0.0309947 | 0.036341 / -0.040516 | 0.211725 / 0.064027 | 0.0205613 / -0.0452783 | 0 / 0 | 0.376713 / -0.202377 | 0 / 0 | 0 / 0 | 0.00128675 / -0.0337625 | 0 / 0 | 0 / 0 | -8.63734e-05 / -0.0598676 | 0.100628 / -0.196945 | 0.0137239 / -0.0504948 | 0.0180419 / -0.254354 | 0 / 0 | -0.00240526 / -0.0300913 | 2.22045e-16 / -1.11022e-16 | -0.107863 / 0.0829998 | 0 / 0 | 0 / 0 | 0.0186357 / -0.0544679 | -0.00144422 / -0.0360627 | -0.0052742 / -0.0443422 | 0.00310097 / -0.167689 | 0 / 0 | 2.05095e-06 / -3.10055e-06 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | -0.0311301 / 0.0233679 | 0 / 0 | 0 / 0 | 0.174672 / -0.159065 | 0 / 0 | 0 / 0 | -0.0400408 / 0.048632 | -0.0647157 / 0.0585646 | -0.0463146 / 0.059637 | 0.0022262 / 0.0410314 | 0.0447864 / -0.0288088 | 0.015506 / 0.0258083 | 0 / -3.33067e-16 | 0.0848141 / -0.0398044 | 0.0206348 / -0.0221778 | 0.0366397 / -0.0687721 | 0 / 0 | -0.00873208 / 0.0226761 | 0.0148958 / -0.0327721 | 0.0308526 / -0.0380349 | -0.0291606 / 0.0567352 | -0.0955831 / 0.415652 | -0.0509853 / 0.0254508 | 0.342709 / -0.175581 | 0 / -2.22045e-16 | 0.0397327 / -0.083278 | -0.0658623 / 0.0528909 | 0 / 0 |
 | FT_EFF_Eigen_C_3__1 | 0 / 0 | 0 / 0 | 0.0233607 / -0.0239646 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0.0197777 / -0.0202619 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0241924 / -0.023905 | 0 / 0 | 0 / 0 | 0.0294189 / -0.0308563 | 0 / 0 | 0.0410625 / -0.0398044 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0924166 / -0.092629 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0316496 / 0.0322755 | 0 / 0 |
 | FT_EFF_Eigen_Light_0__1 | 0 / 0 | 0 / 0 | -0.020543 / 0.0210269 | 0 / 0 | -0.0279086 / 0.0285687 | -0.0299403 / 0.0307305 | -0.0275406 / 0.0284603 | 0 / 0 | 0 / 0 | -0.0708499 / 0.07294 | 0 / 0 | -0.020813 / 0.0213812 | 0.0189427 / -0.0223005 | -0.0360489 / 0.0371731 | -0.0268624 / 0.0254358 | -0.0345244 / 0.0354531 | -0.0444878 / 0.0465672 | -0.0740256 / 0.0790093 | 0 / 0 | -0.0331273 / 0.0339732 | -0.0590234 / 0.0607757 | -0.034813 / 0.036032 | -0.116167 / 0.125484 | 0 / 0 | -0.0356437 / 0.0370658 | -0.030962 / 0.0318865 | -0.0393981 / 0.0405044 | 0 / 0 | -0.164998 / 0.18311 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | 0 / 0 | 0 / 0 | 0 / 0 | 0.00759757 / -0.0383984 | 0.0403917 / -0.0464778 | 0.218427 / 0.103155 | 0.0244806 / -0.0533566 | 0 / 0 | 0.38641 / -0.181166 | 0 / 0 | 0 / 0 | 0.000866986 / -0.036251 | 0.0732205 / -0.0428475 | 0 / 0 | -0.00469109 / -0.0453564 | 0.10084 / -0.236527 | 0.0145764 / -0.0535989 | 0.0147212 / -0.270438 | 0 / 0 | -0.00297912 / -0.0330358 | 0 / -1.11022e-16 | -0.110217 / 0.0725595 | 0 / 0 | 0 / 0 | 0.0192502 / -0.0565154 | -0.00178338 / -0.0367299 | -0.00603661 / -0.0517052 | 0.00479242 / -0.181283 | 0 / 0 | 2.79251e-06 / -4.15029e-06 |
 | others Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0.529344 / -0.504305 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.529344 / -0.504305 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 0 / 0 | 0 / 0 | 0.0197302 / -0.0370696 | 0.033042 / -0.021424 | 0.214245 / 0.00217447 | 0.0274306 / -0.0350827 | 0 / 0 | 0.430306 / 0.027119 | 0 / 0 | 0 / 0 | 0.00797002 / -0.0424418 | 0 / 0 | 0 / 0 | 0.0737684 / -0.0619001 | 0.133242 / -0.127888 | 0.0223981 / -0.0351666 | 0.0370077 / -0.216982 | 0 / 0 | 0.00593543 / -0.026082 | 0 / 0 | -0.110282 / -0.00808758 | 0 / 0 | 0 / 0 | -0.00129629 / -0.0253796 | 0.000956068 / -0.0463092 | 0 / 0 | 0.0382516 / -0.214854 | 0 / 0 | 3.59495e-06 / -2.96045e-06 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000864062 / -0.0138464 | 0 / 0 | 0.0285673 / 0.513612 | 0 / 0 | 0 / 0 | 0.0164331 / 0.281729 | -0.0111849 / -0.172169 | 0 / 0 | 0 / 0 | -0.00128102 / -0.0204947 | 0 / 0 | 0.00548222 / 0.0900519 | 0 / -3.33067e-16 | -0.00421443 / -0.0666594 | -0.0197532 / -0.294055 | 0 / 0 | 0 / 0 | -0.00253008 / -0.0402816 | -0.00234686 / -0.0373912 | 0 / 0 | -0.00251383 / -0.0400255 | 0.00110829 / 0.0178971 | 0 / 0 | 0.00258424 / 0.0419721 | -0.0102376 / -0.15817 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0154374 / -0.0014092 | -0.0184991 / 0.0033807 | 0.39184 / 0.0184594 | 0 / 0 | 0 / 0 | 0.30736 / 0.0163418 | -0.184716 / -0.0123958 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0179821 / 0.00566588 | 0 / -1.11022e-16 | -0.0742196 / -0.0237475 | -0.142641 / -0.00740348 | 0 / 0 | 0 / -2.22045e-16 | -0.0319773 / -0.0022762 | -0.0373512 / -0.00194317 | 0 / 0 | -0.0473869 / 0.00621263 | 0 / 0 | 0 / 0 | 0.0453594 / 0.00194124 | -0.156341 / -0.00839243 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetNPV | 0 / 0 | 0 / 0 | 0 / 0 | 0.00340835 / -0.0229939 | 0 / -2.22045e-16 | 0.188735 / 0.310404 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00201832 / -0.0416986 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0.0467827 / -0.108757 | 0.00214878 / -0.0302861 | 0 / 0 | 0 / 0 | 0.00571954 / -0.0332222 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.023341 / 0.0119684 | 0.00210195 / -0.0493838 | 0.00507732 / -0.0622475 | -0.193425 / -0.0111269 | 0 / 0 | 0 / 0 |
 | ttZ Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.119237 / -0.118808 | 0.119237 / -0.118808 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z generator choice | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0438774 / 0.0232242 | -0.0296883 / 0.0155735 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.11136 / 0.000525072 | 0.113749 / 0.00053597 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0221876 / -0.0138115 | 0.208614 / 0.00927661 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | -0.038525 / -0.0825509 | 0.0469122 / -0.0696842 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00262415 / 0.0604552 | 0.0196168 / -0.216751 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0120661 / 0.0246316 | 0.00258076 / 0.204693 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0436151 / 0.00738295 | 0 / 0 | 0 / 0 | -0.0113864 / -0.0542334 | -0.0660907 / 0.0501236 | -0.0291766 / 0.0199355 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.0513146 / 0.00723993 | 0 / 0 | -0.220568 / 0.0311789 | 0 / 0 | -2.44677e-06 / 2.75445e-06 |
 | JET_JESUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0238018 / -0.00976416 | 0.211712 / 0.00216329 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00126485 / -0.0448287 | 0.0486044 / -0.0687776 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00202509 / 0.0600783 | 0.0172955 / -0.215542 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=0.5 and #mu_{R}=0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.31705e-05 / -1.31709e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0.220304 / -0.00514105 | 0.0171851 / -0.0215626 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00310046 / -0.042967 | 0 / 0 | 0 / 0 | -0.113938 / 0.0224006 | 0.0425762 / -0.0679531 | 0.0213425 / -0.0227026 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0224077 / -0.0177977 | 0.00155706 / -0.0507661 | 0.000643765 / -0.0624892 | 0.0128323 / -0.210366 | 0 / 0 | 2.46532e-06 / -2.32376e-06 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | -0.193534 / 0.548479 | 0 / 0 | 0 / 0 | -0.147869 / 0.406477 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0586916 / -0.0861868 | -0.0499622 / -0.00102431 | 0.0239175 / -0.0410952 | -0.0906261 / -0.00486811 | 0 / 0 | 0 / -2.22045e-16 | -1.11022e-16 / 2.22045e-16 | -0.0388782 / -0.00502302 | 0 / 0 | 0 / 0 | -0.0644859 / 0.0735908 | -0.0444392 / 0.00120431 | -0.0269478 / 0.059577 | 0.112064 / -0.207116 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0.202919 / 0.000706364 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | -2.22045e-16 / 0 | -0.194095 / -0.0292592 | -0.000318997 / -0.0672417 | 0.0352466 / 0.0018048 | 0.000103247 / -0.0201085 | 0 / 0 | 0 / 0 | 0.00018314 / 0.0223305 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000701374 / 0.0564361 | -0.00110903 / -0.208778 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000862172 / 0.363825 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | -0.0192847 / 0.00829575 | 0.000587214 / -0.0638928 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 8.41139e-05 / -0.0445863 | 0.0559026 / 8.0785e-05 | -0.19723 / 0.00345163 | 0 / 0 | 0 / 0 |
 | MUON_CB | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000188843 / -0.0224982 | 0.0167257 / -0.206285 | -1.11022e-16 / -3.33067e-16 | -0.0119711 / -0.0634784 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
