 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JERUnc_Noise_PreRec | 0 / 0.222383 | 0.000632768 / -0.0552104 | -2.22045e-16 / 0.191485 | -0.00471288 / -0.0345307 | 0 / 0 | 0.00361274 / 0.137136 | 0 / 0 | 0 / 0 | 0 / -0.13527 | 0 / 0 | 0.0165745 / -0.0334689 | 0 / 0 | 0.227614 / -0.00123811 | -0.0116532 / 0.135348 | 0 / 0 | 0.0205086 / 0.0195097 | -0.0046809 / -0.0268291 | 0 / 0 | 6.62741e-11 / 1.82095 | 0 / 0 | -0.00340889 / 0.191395 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.000274803 / -0.127052 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0.0243252 / -0.0755358 | -0.0594538 / 0.00649028 | 0.0830709 / 0 | -0.0381335 / 0.00546859 | 0 / 0 | -0.0853299 / -0.0179824 | 0 / 0 | 0 / 0 | -0.088275 / 0 | 0 / 0 | -0.0484455 / 0.00357604 | 0 / 0 | -0.0986669 / 0.227614 | 0.158184 / -0.0301769 | 0 / 0 | 0 / 0 | -0.0206184 / -0.0039262 | 0 / 0 | 0.820943 / 6.62741e-11 | 0 / 0 | 0.199484 / -0.0132953 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0750711 / -0.0791842 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | -0.101745 / 0 | -0.0322251 / 0 | 0.115192 / 2.22045e-16 | -0.0835222 / 0 | 0 / 0 | 0.057658 / 0 | 0 / 0 | 0 / 0 | -0.136423 / 0 | -0.0977086 / 0 | 0 / 0 | -0.0244172 / 0 | 0.230568 / 2.22045e-16 | 0.108308 / 0 | 0 / 0 | 0 / 0 | -0.0441072 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.150307 / 2.22045e-16 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.123549 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / -0.222659 | 0 / -0.0421555 | 0 / 0.056932 | 0 / -2.22045e-16 | 0 / 0 | 2.22045e-16 / -0.114665 | 0 / 0 | 0 / 0 | 0 / 0.0886903 | 0 / 0 | 0 / -0.0218057 | 0 / 2.22045e-16 | 2.22045e-16 / 0.230568 | 0 / -0.0266087 | 0 / 0 | 0 / 0.02475 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 2.22045e-16 / 0.0234029 | 0 / -0.0566519 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_2 | -0.273346 / 0 | -0.0535382 / 0 | 0.191861 / 0 | -0.0913421 / 0.0102805 | -0.0201611 / -0.00376413 | 0.0323415 / -2.22045e-16 | 0 / 0 | 0 / 0 | -0.16399 / -0.0622141 | 0 / 0 | -0.016484 / 0.0250049 | -0.021479 / -0.00421521 | -0.00123811 / 0.227614 | 0.114829 / 0 | 0 / 0 | 0 / 0 | -0.0346443 / 0.00457573 | 0.032222 / 0.00345456 | 1.82095 / 6.62741e-11 | 0 / 0 | 0.18491 / -2.22045e-16 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0978952 / -2.22045e-16 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / -0.116652 | 0 / -0.0557235 | 2.22045e-16 / 0.061619 | 0 / 0 | 0 / 0 | 0 / -0.132555 | 0 / 0 | 0 / 0 | 0.0894419 / -0.0894255 | 0 / 0 | 0.0127592 / -0.0526189 | 0 / -1.11022e-16 | 0.227614 / 0.00295404 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 6.62743e-11 / 1.82094 | 0 / 0 | -0.012716 / 0.0457041 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -2.22045e-16 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / -0.092841 | 0.00221835 / -0.0307226 | 2.22045e-16 / 0.120589 | -2.22045e-16 / -0.0845519 | 0 / 0 | 0 / 0.0576031 | 0 / 0 | 0 / 0 | 0 / -0.164129 | 0 / 0 | 0.000239087 / -0.0255733 | 0 / 0 | 0 / 0.227614 | -0.00387841 / 0.0596673 | 0 / 0 | 0 / 0 | -0.0015855 / -0.0372483 | 0.000704619 / 0.0249563 | 0 / 0 | 0 / 0 | 0 / 0.186395 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0 / -0.128326 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_3 | -0.221823 / 0 | -0.0330462 / 0.00229547 | 0.118865 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.123449 / 0.000170062 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0618053 / -0.000380813 | 0 / 0 | 0.230568 / 2.22045e-16 | -0.0498191 / -0.00387841 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0577548 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0837787 / -3.33067e-16 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / -0.0809882 | 0 / 2.22045e-16 | 0 / 0.12358 | -0.000675663 / -0.0507676 | -0.00415645 / -0.0211808 | -0.0437932 / -0.00422956 | 0 / 0 | 0 / 0 | 0 / -0.161529 | 0 / 0 | -0.00271472 / -0.0426972 | 0 / 0 | -1.11022e-16 / 0.226376 | -0.00387841 / 0.0794684 | 0 / 0 | 0 / 0 | -0.000697306 / -0.0415277 | 0.00145168 / 0.033406 | 6.62741e-11 / 1.82095 | 0 / 0 | 0.0148881 / 0.174249 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.00039773 / -0.0923667 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_4 | -0.196616 / 0 | -0.0234324 / 0.00287542 | 0.0629189 / 0 | 0 / 0 | 0 / 0 | -0.130232 / -0.0133683 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0847515 / 0 | -0.0477941 / -0.000754775 | 0 / 0 | 0.230568 / 2.22045e-16 | -0.032408 / -0.0298739 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 1.82094 / 6.62743e-11 | 0 / 0 | 0.0817928 / -0.0100731 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0209779 / -0.00039773 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_5 | -0.150338 / -0.0325553 | 0 / 0 | 0 / 0 | -0.0385301 / -0.03096 | 0 / 0 | 0.0125089 / -0.0248262 | 0 / 0 | 0 / 0 | -0.0719371 / -0.00382891 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0.227614 / 0.00295404 | 0.0698135 / 0.00500385 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0877625 / 0.0475885 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0028813 / -0.113571 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_5 | -0.0708136 / -0.193748 | 0 / 0 | -0.055473 / -0.000124929 | 0 / 0 | 0 / 0 | -0.0089277 / -0.0249384 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -0.0996751 | 0 / 0 | -1.11022e-16 / 0 | 0.00295404 / 0.227614 | -0.0671499 / 0.00223027 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0101301 / -0.0389508 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0796471 / -0.0875746 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_6 | -0.0773868 / 0.115106 | 0 / 0 | 0 / 0 | -0.0239712 / -0.0131514 | 0 / 0 | 0.0422133 / -0.0198261 | 0 / 0 | 0 / 0 | -0.0274494 / -0.0955405 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0.227614 | 0.00561892 / 0.0387619 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00797903 / 0.0224085 | 0 / 0 | 0 / 0 | 0.010985 / 0.0342201 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -2.22045e-16 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0.0383042 / -0.19588 | -0.029965 / 0.00042071 | 0.0578768 / 0.000174606 | 0 / 0 | 0 / 0 | -0.0783475 / 0.00142359 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.230568 / 2.22045e-16 | -0.0706035 / 0.0456559 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0249453 / -0.0264947 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0222348 / -0.00514427 | 0.0289542 / -0.119155 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_7 | -0.00149336 / 0.0455615 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.0955405 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0.227614 | 0.064475 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_7 | -0.0785447 / 0.0672817 | 0.00687732 / -0.0226446 | 0 / 0 | -0.014224 / 0.0402232 | 0 / 0 | -0.01343 / -0.0459722 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0.227614 / 0 | 0.0154075 / -0.0374804 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0260401 / 0.0109122 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0713843 / -0.0534737 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0.0415543 / -0.141084 | 0 / 0 | 0 / 0 | 0.000904912 / -0.0354132 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0444877 / -0.0274494 | -0.0995573 / 0 | 0.00814929 / -0.0224827 | 0 / 0 | 0.227614 / 0 | 0.0295238 / 0.0196378 | 0 / 0 | -0.0032432 / 0.0210275 | -0.0363118 / -0.00836519 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0292455 / 0.000872192 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_8 | -0.172828 / 0.0534215 | 0.00285959 / -0.0212303 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | -0.0148425 / -0.0622218 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -0.0868319 | -0.0375392 / -0.0010095 | 0 / 0 | 0 / 0.227614 | -0.0182749 / -0.021708 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0175638 / -0.0524497 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0.115162 / -0.0120363 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0375418 / -0.000443661 | 0 / 0 | 0 / 0 | -0.12299 / 0.0510527 | 0 / 0 | 0 / 0 | 0 / 0 | 0.227614 / 0 | 0.0387619 / 0.0136562 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0233522 / 0.000329938 | 0 / 0 | 0 / 0 | 0.0564333 / 0.00760362 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -2.22045e-16 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0.0560359 / 0.000869149 | 0.0135967 / -0.0317456 | 2.22045e-16 / -0.0562461 | -0.00621378 / 0.0250255 | 0 / 0 | 0.0204611 / -0.0562016 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0996751 / 0.00517588 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0.230568 | -0.00960644 / -0.0364745 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0251494 / 0.0112219 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0971459 / 0.029323 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0.0446122 / 0.0366473 | 0 / 0 | 0 / 0 | -0.0368538 / -0.0025962 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.0274494 / -0.0955405 | 0 / 0 | 0 / 0 | 0 / 0 | 0.227614 / 0 | 0.0274996 / 0.011482 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00375365 / 0.0291789 | 0 / 0 | 0 / 0 | 0.0134907 / 0.111876 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.00845124 / -0.0679424 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | -0.168333 / -0.101667 | -0.022973 / 0.0146292 | -0.055473 / -0.000299535 | 0 / 0 | 0 / 0 | -0.0590882 / 0.00191304 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0.00295404 / 0.227614 | -0.0423978 / -0.0109227 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00392514 / -0.0251248 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -0.0546773 / -0.0970854 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0.115349 / 0.0617526 | 0 / 0 | 0 / 0 | -0.030456 / -0.00391836 | 0 / 0 | 0.0169197 / -0.042847 | 0 / 0 | 0 / 0 | -0.0955405 / -0.0274494 | 0 / 0 | 0 / 0 | 0 / 0 | 0.227614 / 0 | 0.0153068 / 0.0233946 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0206412 / 0.0047736 | 0 / 0 | 0 / 0 | 0.138372 / 0.0223805 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | -2.22045e-16 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | -0.00267491 / -0.077186 | 0 / 0 | -0.0562461 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.0324065 / -0.0251834 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0092158 / -0.0284571 | 0 / 0 | 0 / 0 | 0.0052877 / -0.0494932 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0641805 / -0.134082 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0.0602593 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | -0.0396734 / 0 | 0 / 0 | 0 / 0 | -0.12299 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.227614 / 0 | 0.0431096 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0541901 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | -0.0330066 / 0.0199434 | -0.0202204 / 0.0106238 | 0 / 0 | -0.0431584 / 0.0251266 | 0 / 0 | -0.0705882 / 0.000832499 | 0 / 0 | 0 / 0 | 0 / -0.0274494 | -0.0996751 / -0.0906142 | 2.22045e-16 / 0 | 0 / 0 | 0.227061 / -0.000458106 | -0.0478347 / 0.0664909 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0372293 / 0.0483056 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.00392321 / 0.245915 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | -0.0349225 / 0.0867812 | -0.0725517 / 0.0582972 | 0.00127331 / 0.158906 | -0.0969479 / 0.0505231 | -0.0427334 / 0.0305976 | 2.22045e-16 / 0 | -0.0417091 / 0.045981 | 0 / 0 | -0.00560727 / -0.0274494 | -0.100507 / -0.087537 | -0.0243091 / -0.016875 | 0 / 0 | 0.0125917 / 0.410972 | -0.047337 / 0.0765694 | -3.33067e-16 / -1.11022e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.0408772 / -0.00416973 | 0 / 0 | -0.0161847 / 0.0242726 | -0.101121 / 0.240824 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -0.0159404 / 0.0299767 | -0.0464502 / 0.222372 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_NNJvtEfficiency | -0.0330743 / 0.0195596 | 0 / 0 | 0.0224129 / -0.0219292 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0376337 / 0.0273035 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0235364 / -0.0235364 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 | 0.0227325 / -0.0253716 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0236946 / -0.0236333 |
