 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | -0.0227356 / -0.00137806 | 0 / 0 | 0 / 0 | 0.046294 / 0.000545369 | 0 / 0 | 0 / 0 | -0.0228173 / -0.00120722 | 0 / 0 | 0.0504639 / 6.31071e-05 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | -0.0762705 / -0.00390824 | -0.0671247 / -0.0157869 | 0 / 2.22045e-16 | -0.019393 / -0.000624945 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / -4.44089e-16 | 0.0344068 / 0.00175802 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0.0194121 / 0.000269362 | 0.0182708 / 0.00093732 | -7.65242e-07 / 8.49666e-07 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -0.000766584 / -0.0201325 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0.000492512 / -0.035729 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -1.11022e-16 / -3.33067e-16 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0.0934241 / 0.028192 | 0 / 0 | -0.027379 / -0.0151538 | 0 / 0 | 0.030037 / -8.43247e-05 | 0.00395131 / -0.0648255 | -4.17263e-06 / 4.1308e-06 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0.0151715 / -0.0192972 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0131697 / -0.0264823 | 0 / 0 | -0.0346897 / 0.072634 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0.0509486 / -0.0993197 | -0.0180189 / -0.0203664 | 0 / 0 | 0.00169854 / -0.0216503 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | -0.00903527 / 0.0261587 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | -0.0178118 / 0.0281184 | 2.22045e-16 / 2.22045e-16 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | -0.0199033 / -0.00189874 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.0358256 / 0.000769394 | -0.00403378 / 0.0742241 | 0 / 0 | 0 / 0 | 0 / 0 | 4.44089e-16 / 2.22045e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0374254 / 0.0287774 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0.000202853 / 0.029041 | -0.0649508 / -0.000244711 | 5.83906e-06 / -5.88638e-06 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.00159912 / -0.0204178 | 0 / 0 | 0 / 0 | 0 / 4.44089e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.000901208 / -0.0723423 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -4.44089e-16 / -2.22045e-16 | 0.0283719 / 0.0437222 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0288346 / 0.000536519 | 0.00100069 / -0.0662948 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.0206508 / -0.00505764 | 0 / 0 | 0 / 0 | -0.0718069 / 0.0692787 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -0.0732028 / 0.00173283 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 2.22045e-16 / 0 | 0 / 0 | -0.00607713 / 0.0306304 | 0 / 0 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | 0.00104477 / 0.0305219 | -0.0671139 / 0.0016962 | 4.74026e-06 / -4.75924e-06 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.0251103 / -0.000152046 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.0220717 / 0.000131732 | 0 / 0 | -2.22045e-16 / 0 | -2.22045e-16 / 2.22045e-16 | 0.0310859 / 0.00018503 | -0.0648469 / -0.000397591 | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0.0082594 / -0.0353743 | 0 / 0 | 0 / 0 | -0.0729919 / -0.0701918 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0.00802789 / -0.105086 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0.101549 / -0.102487 | 0.00806646 / -0.0207154 | 0 / 0 | 0 / 2.22045e-16 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -4.44089e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 2.22045e-16 | -0.00367182 / 0.0291808 | 0.00469385 / -0.0709636 | -1.79472e-05 / 1.69048e-05 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | -6.81635e-06 / 7.61901e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0697039 / -0.00448106 | -0.0349447 / -0.00225486 | 0.0631718 / 0.00390613 | 0 / 0 | 0 / 0 | -0.0715127 / -0.00436538 | -0.0470893 / -0.0106672 | 0 / 0 | -0.031772 / -0.00199245 | -0.0372909 / -0.00113002 | 0 / 0 | -1.11022e-16 / 0 | 0 / -3.33067e-16 | 0 / 0 | -4.44089e-16 / -2.22045e-16 | -0.0750792 / -0.0068782 | -0.0403377 / -0.0220829 | 0 / 0 | -0.0148835 / -0.00244772 | 0.022992 / 0.0014242 | 0.0180267 / 0.0074021 | -6.22761e-06 / 7.0491e-06 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000168592 / 0.071403 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 4.44089e-16 | 2.22045e-16 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.000199189 / 0.0846934 | 0 / 0 | 6.84696e-05 / 0.0286283 | 0 / 2.22045e-16 | 7.50437e-05 / 0.0314035 | 0 / 0 | 0 / 0 |
