 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197261 / -0.196943 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0368116 / 0.000852445 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_0__1 | 0.0228612 / -0.0226076 | -3.3941e-06 / 3.49363e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0428815 / -0.0417227 |
 | FT_EFF_Eigen_B_2__1 | -0.0563489 / 0.0611781 | -0.0435661 / 0.0469025 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | -0.0239346 / 0.0267973 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -0.0480511 / 0.0520576 |
 | FT_EFF_Eigen_B_3__1 | 0.033903 / -0.0330227 | 0.0275953 / -0.0270665 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0316201 / -0.0309854 |
 | FT_EFF_Eigen_B_8__1 | 0.0205884 / -0.0205563 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0.022118 / -0.022015 |
 | t#bar{t}t#bar{t} generator choice | -8.50769e-05 / -1.28856e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 2.59972e-05 / -2.59969e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | -4.24186e-06 / 6.27375e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0173244 / -0.0315027 | 0.0191202 / -0.0348892 | 0.0202888 / -0.034414 | 0 / 0 | 0.0226939 / -0.0321711 | 0.0120343 / -0.0373951 | 0.0734499 / -0.0470164 | 0.0778044 / -0.0727954 | -0.00626479 / -0.0275554 | 0.0347432 / -0.0669616 | 0.0237484 / -0.0385246 | 0.0128102 / -0.0332108 | 0.0303555 / -0.0741702 | 0.0275892 / -0.0650875 | 0 / 0 | 0.0160265 / -0.029004 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0.00358723 / -0.0240962 | 0.00183759 / -0.0223916 | 0.0195774 / -0.0353188 | 0.014425 / -0.0264963 | 0.0161241 / -0.0319656 | 0 / -1.11022e-16 | 0 / -2.22045e-16 | -1.39767e-05 / 2.05021e-05 |
 | JET_JESUnc_VertexingAlg_PreRec | -4.12739e-06 / 6.52557e-06 | -2.4373e-07 / 3.9509e-07 | 0.011023 / -0.0282472 | -2.12617e-06 / 3.43171e-06 | 0.0209182 / -0.0401894 | 0.025854 / -0.051675 | 0.0253793 / -0.0437847 | 0 / 0 | 0.0279202 / -0.03929 | 0 / 0 | 0.082351 / -0.0227192 | 0.096581 / -0.0905838 | -0.00426536 / -0.0412287 | 0.0242546 / -0.0706778 | 0.0222028 / -0.0446833 | 0.0220945 / -0.0668443 | 0.0229873 / -0.0623037 | 0.00986791 / -0.0697857 | 0 / 0 | 0.0260661 / -0.0397057 | 0 / 0 | 2.22045e-16 / 0 | 0.00686182 / -0.0288746 | 0.004824 / -0.0321894 | 0.0200302 / -0.0440041 | -4.43066e-06 / 7.12099e-06 | 0.0218598 / -0.0230277 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | -1.69666e-05 / 2.6122e-05 |
