 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.197261 / -0.196943 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0427998 / 0.000989479 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.0614634 / 0.000914478 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_2__1 | -0.0364406 / 0.0390767 | -0.0244718 / 0.0260866 | 0 / 0 | -0.0285463 / 0.0304945 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0209938 / 0.0224515 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0193953 / 0.0204604 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0272729 / 0.043161 | -0.0334644 / 0.0358684 |
 | FT_EFF_Eigen_B_3__1 | 0.0278639 / -0.0272892 | 0.0218689 / -0.0214997 | 0 / 0 | 0.0238208 / -0.0233564 | 0 / 0 | 0.0205543 / -0.0203212 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0402528 / -0.0390731 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0287202 / -0.026425 | 0.023191 / -0.0227825 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 7.39763e-05 / -7.39756e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | -2.73687e-05 / 2.61994e-05 | 0 / 0 | 0.0133392 / -0.0297472 | 0 / 0 | -1.52701e-05 / 1.5067e-05 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0.00439077 / -0.073463 | -0.0100935 / -0.0223259 | -2.22045e-16 / 0 | 0.0336506 / 0.0496187 | 0.00677731 / -0.0379374 | 0 / -1.11022e-16 | 0.0341449 / -0.0391152 | 0.0236625 / 0.00115382 | 0 / 0 | 0.0155473 / -0.0327156 | 0 / 0 | 2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | -0.0325644 / 0.0328358 | -1.11022e-16 / -1.11022e-16 | 0 / 2.22045e-16 | -2.22045e-16 / -2.22045e-16 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | -5.63212e-06 / 5.38476e-06 |
 | JET_Flavor_Response | 3.18364e-05 / -3.5748e-05 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | -0.0248491 / 0.0188073 | 0.0232437 / 0.0206358 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 2.22045e-16 / 0 | -0.0724844 / 0.0165631 | -0.0223775 / -0.00688624 | -2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 0.0124327 / -0.0259538 | 0 / 0 | -0.0601936 / 0.0369833 | -0.0201361 / 0.0581421 | 0 / 0 | -0.0355382 / 0.01826 | 0 / 0 | -0.0335682 / 0.0118767 | -2.22045e-16 / 0 | -0.00797632 / -0.035731 | -1.11022e-16 / -1.11022e-16 | -0.0235846 / 0.0130121 | 0 / -2.22045e-16 | 0 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 6.49823e-06 / -7.31823e-06 |
 | JET_InSitu_NonClosure_PreRec | -4.55057e-05 / 6.79777e-05 | -2.75827e-05 / 4.17225e-05 | 0.0294601 / -0.0428155 | 0.0218865 / -0.0332668 | 0.0367775 / -0.0694765 | 0.0234098 / -0.0240606 | 0.0360141 / -0.0589383 | 0 / 0 | 0.0410664 / -0.0419914 | -0.00335951 / -0.0476298 | 0.0120709 / -0.0673909 | -0.0426791 / -0.0394496 | 0.0247367 / -0.0293789 | 0.101296 / -0.0238101 | -0.0209245 / -0.0556026 | 0.0374028 / -0.0333405 | 0.0599415 / -0.104486 | 0.0562305 / -0.0681814 | 0 / 0 | 0.0386932 / -0.0671834 | 0.0209988 / -0.0269703 | 0.023224 / -0.045824 | 0.0139581 / -0.0362071 | -0.0303007 / 0.0289896 | 0.0370258 / -0.0554017 | 0.020992 / -0.0422734 | 0.0214851 / -0.0102465 | 0.0121192 / -0.0295915 | -0.00107834 / -0.0215434 | -9.50988e-06 / 1.4135e-05 |
 | JET_JESUnc_Noise_PreRec | -2.58972e-05 / 2.47304e-05 | 0 / 0 | 0.0130973 / -0.026007 | 0 / 0 | 0.017483 / -0.0202669 | 0.0212223 / 0.032666 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0.00355834 / -0.0730642 | -0.0103887 / -0.0218796 | 0 / -2.22045e-16 | 0.0345673 / 0.0490425 | -0.0069599 / -0.0317462 | 0 / -1.11022e-16 | 0.0395585 / -0.0374474 | 0.0244898 / -0.000256922 | 0 / 0 | 0.0164193 / -0.0331182 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.0128118 / 0.0328715 | -1.11022e-16 / 0 | 0.00872844 / -0.0282769 | 0 / -3.33067e-16 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -5.58847e-06 / 5.33234e-06 |
 | JET_JESUnc_VertexingAlg_PreRec | -7.48603e-05 / 0.000119359 | -4.55945e-05 / 7.36078e-05 | 0.0202998 / -0.0412029 | 0.0191173 / -0.0347571 | 0.0291316 / -0.0610942 | 0.0229441 / 0.022826 | 0.0305085 / -0.0544361 | 0 / 0 | 0.0297878 / -0.0314075 | -0.003016 / -0.0476669 | 0.000930658 / -0.0896643 | -0.00838587 / -0.0255884 | -2.22045e-16 / -4.44089e-16 | 0.12507 / 0.0354727 | -0.00994265 / -0.0767505 | 0 / 2.22045e-16 | 0.0412645 / -0.0851923 | 0.0556787 / -0.0369625 | 0 / 0 | 0.0256723 / -0.0787185 | 0.0193391 / -0.0233233 | 0.0127772 / -0.0444615 | 0.00417884 / -0.0327928 | -0.0462292 / 0.0717873 | 0.0199206 / -0.0295225 | 0.0203292 / -0.00578529 | -2.22045e-16 / -2.22045e-16 | 2.22045e-16 / 0 | 0 / 0 | -1.55964e-05 / 2.44591e-05 |
 | JET_Pileup_RhoTopology | -3.37113e-05 / 5.12656e-05 | 0 / 0 | 0.0197854 / -0.0367736 | 0.0186972 / -0.0308204 | 0.0329415 / -0.0625495 | 0.0510017 / -0.0338709 | 0.0310599 / -0.0500428 | 0 / 0 | 0.0379315 / -0.0406092 | -0.00310885 / -0.0449297 | 0.00248349 / -0.0566797 | -0.0435297 / -0.0101239 | 0.0238214 / -0.0253479 | 0.015823 / 0.022236 | -0.0137052 / -0.0436 | 0.0226288 / -0.0163793 | 0.0519894 / -0.0948919 | 0.0554045 / -0.0697278 | 0 / 0 | 0.0312862 / -0.0607659 | 0.0198994 / -0.0232212 | 0.0167602 / -0.0405541 | 0.0151597 / -0.0327508 | -0.0288614 / 0.0472363 | 0.0200119 / -0.038373 | 0.0195133 / -0.0410648 | -3.33067e-16 / 2.22045e-16 | 0.00906124 / -0.027434 | 2.22045e-16 / 0 | -5.91549e-06 / 8.97228e-06 |
 | JET_RelativeNonClosure_AF3 | -3.97492e-05 / 3.99733e-05 | 0 / 0 | 0 / 0 | -4.71638e-05 / 4.68591e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttt Cross-Section | 0 / 0 | 0.300451 / -0.300201 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
