 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JERUnc_Noise_PreRec | 0.0239599 / -0.0695086 | -0.0424651 / 0.0033651 | 0.0576305 / 0.00356162 | -0.0272872 / 0.00338461 | 0 / 0 | -0.0588168 / -0.0205147 | 0 / 0 | 0 / 0 | -0.0624442 / -0.00397394 | 0 / 0 | -0.0344146 / 0.00116291 | -1.11022e-16 / 0 | -0.0873783 / 0.204205 | 0.111822 / -0.0216275 | 0 / 0 | 0 / 0 | -0.0141258 / -0.00455855 | 0 / 0 | 0.533738 / 0.0297776 | 0 / 0 | 0.138053 / -0.00417043 | 0.0761863 / 0.00468779 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.84242e-05 / 2.06924e-05 | 0.0596559 / -0.0709138 | 1.90992 / 0.0858361 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.434193 / -0.0306732 |
 | JET_JER_EffectiveNP_1 | -0.0940798 / 0.0875217 | -0.0296886 / 0.0259785 | 0.105366 / -0.0820082 | -0.0771545 / 0.0706035 | 0 / 0 | 0.0528831 / -0.0430051 | 0 / 0 | 0 / 0 | -0.126385 / 0.121428 | -0.0903279 / 0.0837231 | 0 / 0 | -0.0224863 / 0.0195465 | 0.209817 / -0.150476 | 0.0991009 / -0.0775288 | 0 / 0 | 0 / 0 | -0.040726 / 0.0360487 | 0 / 0 | 0 / 0 | 0 / 0 | 0.137265 / -0.104123 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.114377 / 0.108569 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | -0.00241686 / -0.205589 | -0.000430864 / -0.0386166 | 0.000564646 / 0.051949 | 0 / -3.33067e-16 | 0 / 0 | -0.00119955 / -0.105359 | 0 / 0 | 0 / 0 | 0.000871506 / 0.0808307 | 0 / 0 | -0.000221466 / -0.0199587 | -1.11022e-16 / 0 | 0.00217801 / 0.209073 | -0.000270649 / -0.0243595 | 0 / 0 | 0.000247829 / 0.0226118 | 6.04124e-05 / -5.90542e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -0.00390472 / -0.319382 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000378563 / 0.0212406 | -0.000581676 / -0.0519269 | 0.0157688 / 2.17176 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | -0.256346 / 0.166233 | -0.0493142 / 0.0273376 | 0.173695 / -0.0834973 | -0.08393 / 0.0580086 | -0.018695 / 0.00650776 | 0.0296015 / -0.0155612 | 0 / 0 | 0 / 0 | -0.155057 / 0.0273639 | 0 / 0 | -0.0140139 / 0.0316986 | -0.0199282 / 0.00674706 | 0.00857875 / 0.211855 | 0.104494 / -0.0523777 | 0 / 0 | 0 / 0 | -0.0317168 / 0.0218935 | 0.0296525 / -0.0123366 | 1.52782 / -0.41388 | 0 / 0 | 0.167479 / -0.0808058 | -0.153608 / 0.0918287 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0904799 / 0.0516349 | 0.304119 / -0.135779 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | -0.00514921 / -0.081035 | -0.00241504 / -0.0384128 | 0.00258296 / 0.0418902 | 0 / 0 | 0 / 0 | -0.00587998 / -0.0922727 | 0 / 0 | 0 / 0 | 0.0774021 / -0.0691052 | 0 / 0 | 0.00938583 / -0.0373379 | 0 / -2.22045e-16 | 0.20643 / -0.0163663 | 0 / 0 | 0 / 0 | 0 / 0 | 7.84766e-05 / -6.99643e-05 | 0 / 0 | 0.0544239 / 1.08111 | 0 / 0 | -0.00976208 / 0.0322731 | -0.0171906 / -0.258143 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 3.52476e-05 / -3.12445e-05 | 0 / 0 | 0.0687535 / 1.44371 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0298305 / -0.426293 |
 | JET_JER_EffectiveNP_3 | 0.0741838 / -0.0870962 | 0.0248414 / -0.0287053 | -0.0805208 / 0.11204 | 0.0670444 / -0.079288 | 0 / 0 | -0.0404126 / 0.053664 | 0 / 0 | 0 / 0 | 0.140477 / -0.154525 | 0 / 0 | 0.0194103 / -0.0239107 | -1.11022e-16 / 0 | -0.140526 / 0.210558 | -0.0444605 / 0.0555269 | 0 / 0 | 0 / 0 | 0.0272477 / -0.0349415 | -0.0174858 / 0.0232933 | 0 / 0 | 0 / 0 | -0.118512 / 0.172711 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.106039 / -0.120597 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | -0.207284 / -0.00242449 | -0.0306894 / 0.00186611 | 0.109746 / 0.00116622 | 0 / 0 | 0 / 0 | -0.114922 / -0.00114128 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0574026 / -0.00100596 | 0 / 0 | 0.212163 / 0.00219348 | -0.0462109 / -0.00424005 | 0 / 0 | 2.22045e-16 / 0 | -8.3804e-05 / 8.40499e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0534276 / 0.000576763 | -0.211057 / -0.00247174 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -7.46413e-05 / 7.65866e-05 | -0.0778775 / -0.000873919 | 2.13516 / 0.0154424 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0.0747259 / -0.0717236 | 0 / 0 | -0.0950638 / 0.107964 | 0.0453448 / -0.0448691 | 0.0175509 / -0.0187108 | -0.00594782 / -0.00406169 | 0 / 0 | 0 / 0 | 0.161827 / -0.143905 | 0 / 0 | 0.0373667 / -0.0377313 | 0 / 0 | -0.160779 / 0.196554 | -0.0641832 / 0.06959 | 0 / 0 | 0 / 0 | 0.0367731 / -0.0367079 | -0.0274208 / 0.0293643 | -0.595521 / 1.48043 | 0 / 0 | -0.125959 / 0.151874 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0860924 / -0.0818704 | -0.220531 / 0.289758 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | -0.148574 / -0.00794205 | -0.0175675 / 0.001775 | 0.0462348 / 0.00235073 | 0 / 0 | 0 / 0 | -0.0967938 / -0.0175325 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0632339 / -0.00330473 | -0.0354674 / -0.00254404 | -1.11022e-16 / 0 | 0.166809 / 0.00824135 | -0.0219751 / -0.0290389 | 0 / 0 | 0 / 0 | -4.35503e-05 / 4.78874e-05 | 0 / 0 | 1.19152 / 0.0483736 | 0 / 0 | 0.0607352 / -0.00636136 | -0.241252 / -0.013233 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.33497e-05 / 4.78337e-05 | -0.0155187 / -0.00117235 | 1.54194 / 0.0593518 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | -0.15002 / -0.0272376 | 0 / 0 | 0 / 0 | -0.0388543 / -0.0283742 | 0 / 0 | 0.0119368 / -0.0237222 | 0 / 0 | 0 / 0 | -0.0715523 / -0.00193437 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0.225751 / -0.00207734 | 0.0694019 / 0.00315359 | 0 / 0 | 0 / 0 | 8.18735e-05 / -8.01167e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0.088081 / 0.0428237 | -0.00388332 / -0.161874 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000599763 / -0.107546 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | -0.0720756 / -0.182363 | 0 / 0 | -0.0543447 / 0.000789911 | 0 / 0 | 0 / 0 | -0.00908894 / -0.0233417 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00143924 / -0.0940479 | 0 / 0 | -2.22045e-16 / 0 | 0.00588667 / 0.212945 | -0.0657636 / 0.00320379 | 0 / 0 | 0 / 0 | 4.42585e-05 / -4.41186e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0104639 / -0.0365329 | -0.293717 / 0.00493762 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.95895e-05 / -4.91203e-05 | 0.0765273 / -0.0837478 | 0.00106912 / 0.0888172 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | -0.0760788 / 0.112971 | 0 / 0 | 0 / 0 | -0.0237553 / -0.0127668 | 0 / 0 | 0.0416224 / -0.0196008 | 0 / 0 | 0 / 0 | -0.0275617 / -0.0935053 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000943305 / 0.222375 | 0.00572435 / 0.037906 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00778958 / 0.0219702 | 0 / 0 | 0 / 0 | 0.0110089 / 0.0334376 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0.0375434 / -0.191933 | -0.0289271 / 0.000330134 | 0.0557869 / 0.000323506 | 0 / 0 | 0 / 0 | -0.0756992 / 0.00117605 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -1.11022e-16 / 0 | 0.221651 / 0.000579186 | -0.0683223 / 0.044421 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0241348 / -0.0258524 | -0.291019 / -0.0013149 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0214102 / -0.00492206 | 0.0282805 / -0.11662 | 2.17193 / 0.0967054 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_7 | -0.00146072 / 0.0457292 | 0 / 0 | 0 / 0 | 0 / -3.33067e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.09599 / 8.84455e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000189893 / 0.228519 | 0.0648025 / -5.67393e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.000156526 / -0.166735 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_7 | -0.0752376 / 0.0642011 | 0.00668019 / -0.0217687 | 0 / 0 | -0.0137732 / 0.0386033 | 0 / 0 | -0.0125058 / -0.0443619 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -1.11022e-16 | 0.215518 / 0.00118066 | 0.0148853 / -0.0360212 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0248549 / 0.0103541 | -0.162136 / -0.12585 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0677293 / -0.051909 | 0.309904 / 0.00144143 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0.0350797 / -0.138581 | 0 / 0 | 0 / 0 | -1.51961e-05 / -0.0293047 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -0.0422611 / 0.00696806 | -0.0933965 / 0.0701244 | 0.00705555 / -0.0233758 | 0 / 0 | 0.209975 / -0.125172 | 0.0279731 / -0.00314516 | 0 / 0 | -0.00252685 / 0.0191269 | -0.0343181 / 0.0175957 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0273075 / 0.0201335 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | -0.18297 / 0.0424413 | 0.0126879 / -0.0205245 | 0 / 0 | 0 / -3.33067e-16 | 0 / 0 | 0.0156535 / -0.0614015 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0426819 / -0.0847815 | -0.03488 / -0.00287603 | 0 / 0 | -0.0917073 / 0.219192 | -0.00717865 / -0.0220376 | 0 / 0 | 0 / 0 | 1.43297e-05 / -9.41489e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0952656 / -0.149832 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00820432 / -0.0519851 | -0.585627 / 2.37158 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0.112929 / -0.0114998 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0368435 / -0.000577301 | 0 / 0 | 0 / 0 | -0.12097 / 0.0499692 | 0 / 0 | 0 / 0 | 0 / 0 | 0.222905 / 0.000778027 | 0.0379641 / 0.0136425 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0229053 / 0.000410901 | 0 / 0 | 0 / 0 | 0.0553108 / 0.00772146 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0.0548293 / 0.000310436 | 0.0130284 / -0.0304321 | -0.000494153 / -0.0537285 | -0.00587057 / 0.023924 | 0 / 0 | 0.0195227 / -0.0538672 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0976632 / 0.00591243 | 0 / 0 | 0 / -1.11022e-16 | 0.00186309 / 0.218996 | -0.00972118 / -0.0347393 | 0 / 0 | 0 / 0 | 3.82295e-05 / -3.85462e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0245344 / 0.0109454 | -0.00155468 / -0.163211 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.094994 / 0.0289303 | 0.319855 / -0.00301755 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0.0437756 / 0.0363896 | 0 / 0 | 0 / 0 | -0.0362709 / -0.00267815 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0267304 / -0.0946673 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0.223651 / 0.000625059 | 0.0270221 / 0.0114419 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0037808 / 0.028857 | 0 / 0 | 0 / 0 | 0.0129455 / 0.110679 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00852715 / -0.0672347 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | -0.162329 / -0.099186 | -0.0221394 / 0.0141651 | -0.0534278 / -0.00039042 | 0 / 0 | 0 / 0 | -0.0569176 / 0.0017518 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0.00244051 / 0.220404 | -0.040805 / -0.010686 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00372928 / -0.02442 | -0.164295 / -0.126308 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0524821 / -0.0945281 | -0.00077596 / 0.317136 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
