 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}Z' |
 | MUON_EFF_ISO_SYS | 0.0221242 / -0.0226566 | 0.0222501 / -0.0227827 | 0.0233573 / -0.0239041 | 0.0225715 / -0.0231149 | 0.0218764 / -0.0224139 | 0.0273753 / -0.0279917 | 0.0228157 / -0.0233694 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0260159 / -0.0266312 | 0.0344835 / -0.0352169 | 0 / 0 | 0.0309314 / -0.0315953 | 0.0220996 / -0.0226417 | 0.0214944 / -0.0220354 | 0.0227377 / -0.0232829 | 0.0220652 / -0.0225931 | 0 / 0 | 0.0223474 / -0.0228819 | 0.0224906 / -0.0230236 | 0.0227043 / -0.0232459 | 0.0221485 / -0.0227049 | 0.0232485 / -0.0237648 | 0.0307982 / -0.0314654 | 0 / 0 | 0.0237734 / -0.0243371 |
 | FT_EFF_Eigen_B_2__1 | -0.0378021 / 0.0404564 | -0.0293565 / 0.0313681 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.0423679 / 0.0439144 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0302581 / 0.0320149 | 0 / 0 | 0 / 0 | -0.0309406 / 0.0326417 |
 | FT_EFF_Eigen_B_3__1 | 0.031346 / -0.0306043 | 0.0250637 / -0.0246084 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0208386 / -0.0207371 | 0.0211244 / -0.0210589 | 0 / 0 | 0 / 0 | 0.0306647 / -0.0300484 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.025943 / -0.0257095 | 0 / 0 | 0 / 0 | 0.0243348 / -0.0239486 |
 | FT_EFF_Eigen_B_7__1 | 0.0226501 / -0.0222592 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0228116 / -0.0227625 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 5.56132e-05 / -5.56125e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 7.29358e-05 / -6.71066e-05 | 0 / 0 | 0 / 0 | 2.97288e-05 / -2.82051e-05 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.15189e-06 / -3.97367e-06 | 0.0247931 / -0.0582296 | -1.11022e-16 / 2.22045e-16 | -2.06377e-07 / 1.98944e-07 | -2.02533e-07 / 1.92861e-07 | 2.1913e-07 / -2.14037e-07 | 0.0535496 / -0.00883554 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0201642 / 0.0207364 | -0.0287471 / 0.0345249 | -0.0570831 / 0.129675 | -0.0703856 / 0.177397 | 0 / 0 | -0.0219072 / 0.0131618 |
 | JET_JERUnc_Noise_PreRec | 3.78605e-05 / -3.39866e-05 | 0 / 0 | 0.0199329 / -0.0196266 | 1.14573e-05 / -1.02803e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0527639 / -0.0502577 | -0.0420835 / 0.0445539 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0.0745278 / -0.0695831 | 0 / 0 | -1.81562e-07 / 1.63162e-07 | 0.0198952 / -0.0194419 | 0.0447144 / -0.0423633 | -0.0417075 / 0.0435838 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0336813 / -0.0327747 | -0.0429576 / 0.0449441 | -0.0356055 / 0.0370303 | 0 / 0 | -2.22045e-16 / 2.22045e-16 |
 | JET_JERUnc_Noise_PreRec | -3.93541e-05 / 4.45037e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0364216 / -0.0019182 | -0.014684 / -0.00135653 | -0.0234364 / -0.00203501 | 0 / -1.11022e-16 | 2.22045e-16 / -1.11022e-16 | -0.0161742 / 0.000627056 | -0.0141947 / -0.00171233 | -0.0259795 / 0.00478509 | -0.0209756 / -0.00122788 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0400145 / -0.00253227 | 0 / 0 | -0.016272 / -0.00149457 |
 | JET_NNJvtEfficiency | -5.52795e-05 / 5.61549e-05 | 0 / 0 | -2.72311e-05 / 2.7545e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.73755e-05 / 1.81013e-05 | -2.3471e-05 / 2.45681e-05 | -2.45198e-05 / 2.56349e-05 | 0 / 0 | -2.50001e-05 / 2.60961e-05 | 0 / 0 | -6.54312e-06 / 6.87767e-06 | 0 / 0 | -6.2808e-06 / 6.63253e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0211881 / -0.0242979 | 0.0348257 / -0.0370888 | 0.0441846 / -0.0461548 | 0.0474921 / -0.0522629 | 0 / 0 | -2.98046e-05 / 3.00576e-05 |
 | ttt Cross-Section | 0 / 0 | 0.30039 / -0.300173 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 9.13601e-05 / -7.28174e-05 | 0 / 0 | 5.90803e-05 / -4.78575e-05 | 4.0134e-05 / -3.2908e-05 | 0 / 0 | 6.78075e-05 / -5.5012e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 5.96808e-06 / -4.93203e-06 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | -3.03165e-07 / 2.51143e-07 | -4.40983e-07 / 3.66673e-07 | 0.0247611 / -0.037054 | 0.0608093 / -0.038861 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0397976 / 0.0414379 | -0.066594 / 0.0562275 | -0.113354 / 0.132758 | -0.105034 / 0.227198 | 0 / 0 | 0 / 2.22045e-16 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.537374 / -0.501628 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.0273736 / 0.0149475 | 0 / 0 | 0 / 0 | 0 / -3.33067e-16 | 0 / 0 | 0 / 0 | -0.0455663 / 0.0251944 | 0.0239596 / -0.0126419 | -2.22045e-16 / -2.22045e-16 | 4.02454e-06 / -6.65153e-06 | -0.106508 / 0.0614888 | 0 / 0 | 9.93075e-09 / -1.60352e-08 | 0 / 0 | 8.89652e-08 / -1.44046e-07 | 0.0543595 / -0.0281221 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0391824 / -0.0204698 | -0.0428399 / 0.0236424 | 0 / 0 | 2.22045e-16 / 2.22045e-16 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.000944405 / -0.0151075 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00294556 / -0.0467544 | -2.22045e-16 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 2.46892e-07 / -2.18139e-07 | -0.00111683 / -0.017856 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00638432 / -0.0999907 | 0 / 0 | -0.00111125 / -0.017765 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0.024724 / -0.030565 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0341257 / -0.0413622 | -0.0171878 / 0.0222347 | 0 / -2.22045e-16 | -9.01078e-06 / 5.66163e-06 | 0.0919974 / -0.106093 | -1.11022e-16 / 0 | 1.16693e-07 / -7.4494e-08 | 8.58759e-08 / -5.44103e-08 | -2.13993e-08 / 1.36152e-08 | -0.0341865 / 0.0450877 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0175277 / -0.0218309 | -0.036903 / 0.0488083 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0.0238845 / -0.0241356 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0 / -2.22045e-16 | -6.2944e-06 / 5.1347e-06 | 0.0964145 / -0.0906615 | 0 / 0 | -1.12321e-07 / 9.19114e-08 | 5.99717e-08 / -4.89824e-08 | -7.79705e-08 / 6.37527e-08 | -0.0379657 / 0.0406358 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0190968 / -0.0191524 | -0.0496292 / 0.0556545 | -0.0320132 / 0.03404 | 0 / 0 | -2.22045e-16 / 2.22045e-16 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | -0.0200179 / 0.0209238 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.037277 / -0.0297542 | -0.0399023 / 0.0387142 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | -0.0267398 / 0.0236161 | -1.6376e-08 / 1.63656e-08 | 6.51587e-07 / -6.42868e-07 | 2.5411e-07 / -2.55445e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0390164 / -0.0341222 | -0.00835848 / 0.0225399 | 0 / 0 | 0 / 0 |
 | JET_BJES_Response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00109777 / -0.0835997 | -1.11022e-16 / -1.11022e-16 | 2.12634e-08 / -2.1467e-08 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0110154 / 0.0337135 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 9.61423e-07 / -9.67348e-07 | 0.0206174 / -0.0549522 | 0 / 0 | -2.12814e-07 / 2.14282e-07 | -7.45465e-08 / 7.4536e-08 | 1.65253e-07 / -1.6839e-07 | 0.0522655 / -0.0266967 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00833083 / 0.0314941 | -0.0422399 / 0.0688866 | -0.0516165 / -9.85039e-05 | 0 / 0 | -2.22045e-16 / 2.22045e-16 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -1.11022e-16 | 0 / 0 | -6.17066e-08 / 6.22867e-08 | 1.4146e-07 / -1.41883e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000361796 / -0.0324852 | -2.22045e-16 / -2.22045e-16 | 1.71843e-07 / -1.70748e-07 | -1.11022e-16 / 0 | -1.11022e-16 / -1.11022e-16 | 2.02842e-07 / -2.00948e-07 | 0 / 0 | -0.000207245 / -0.0186926 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000262661 / -0.0236456 |
 | others Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0.529274 / -0.504291 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.529274 / -0.504291 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0.046257 / 0.000260908 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + #geq 2 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | -3.46768e-05 / 1.19964e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttZ Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.119244 / -0.118824 | 0.119244 / -0.118824 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z generator choice | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.289871 / 0.186089 | -0.290753 / 0.186784 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | -4.05016e-06 / 4.04642e-06 | -0.000214259 / -0.0805402 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | -1.68195e-08 / 1.68188e-08 | 0 / 0 | 8.90667e-05 / 0.0347143 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 6.53911e-05 / 0.0254146 | 0.00041053 / 0.166267 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0260426 / 0.0227118 | -2.22045e-16 / 0 | 0 / 0 | -0.104704 / 0.0984324 | 0 / 0 | -2.86912e-08 / 4.35198e-08 | -8.91751e-08 / 1.35246e-07 | 9.46723e-08 / -1.43697e-07 | 0.0397795 / -0.0327156 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0.04789 / -0.0391115 | 0.0424362 / -0.0348205 | 0 / 0 | 2.22045e-16 / -2.22045e-16 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0322613 / -0.000357064 | -2.22045e-16 / -4.44089e-16 | -7.04623e-07 / 7.0607e-07 | 0 / 2.22045e-16 | 0 / -1.11022e-16 | -1.90343e-07 / 1.91483e-07 | -2.0101e-07 / 2.02647e-07 | -9.56638e-08 / 9.55804e-08 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.031517 / -0.000348749 | 0 / 0 | -0.0232088 / -0.0019284 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0838139 / -0.0371488 | -1.11022e-16 / -1.11022e-16 | 1.0867e-07 / -1.07099e-07 | 0 / 0 | 1.61431e-07 / -1.6121e-07 | 0.0414929 / -0.00360539 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0550057 / 0.00559166 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0824096 / -0.000634756 | 0 / 0 | 6.37773e-08 / -6.39441e-08 | -2.26036e-07 / 2.25806e-07 | 0 / 0 | 0.040385 / -0.00398301 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0247627 / 0.0534355 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0209622 / -0.012795 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 1.35615e-07 / -1.36253e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
