 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.537374 / -0.501628 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + 1 true b-jet | 0 / 0 | 0 / 0 | 0.165021 / 0.000899528 | 0.0844063 / 0.000470767 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.165692 / 0.000903025 | 0.167604 / 0.000912962 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + #geq 2 true b-jet | 0 / 0 | 0 / 0 | 0.134697 / -0.000447289 | 0.380889 / -0.00118234 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.219199 / -0.000710539 | 0.215524 / -0.000699345 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 0 / 0 | 0.0639414 / 0.00437781 | 0 / 0 | 0.0203382 / -0.0302261 | 0.00988899 / -0.0369309 | 0.0501212 / -0.0354862 | 0 / 0 | 0.0141502 / -0.0597525 | 0 / 0 | 0 / 0 | 0.251638 / 0.00813264 | 0 / 0 | -1.11022e-16 / 0 | 0.207366 / 0.233138 | -0.0857465 / -0.0155886 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0.0217627 / -0.0584567 | 0.0348834 / -0.000452613 | 0.128246 / -0.0168422 | 0.0394845 / -0.0253614 | 0 / 0 | 0.0109651 / -0.0373122 | 0.0776204 / -0.0174758 | 0.131517 / 0.00655042 | 0 / 0 | 0.0133913 / -0.0402616 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -0.0300435 / 0.0304152 | 0.022831 / -0.022526 | 0.0446877 / -0.0432918 | 0.153775 / -0.134054 | 0.0260699 / -0.0254712 | 0 / 0 | 2.22045e-16 / 0 | -0.082622 / 0.0900836 | -0.646044 / 1.77096 | -0.042227 / 0.044145 | -0.0470058 / 0.0494111 | 0.0927905 / -0.0852831 | -0.11494 / 0.132304 | 0.076367 / -0.0711339 | 0.0563376 / -0.0534795 | 0.212613 / -0.17655 | 0 / 0 | 0.0337707 / -0.0331425 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0.022867 / -0.0224314 | -0.0612146 / 0.0651124 | 0.116211 / -0.104625 | 0.0598885 / -0.0590262 | 0 / 4.44089e-16 | 0.155283 / -0.135247 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -0.0264203 / -0.00755283 | 0 / 0 | -0.0280965 / -0.0052833 | -0.134296 / -0.00941197 | -0.0170039 / -0.00107284 | 0 / 0 | 0 / 0 | -0.105276 / -0.0059159 | -0.0192692 / -0.00129087 | 0.0607408 / 0.00373146 | -0.0936588 / -0.0059775 | 0.0152253 / 0.000998461 | 0.287407 / 0.0155991 | -0.0780073 / -0.00627977 | -0.0588104 / -0.00374799 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | -0.055763 / -0.00441873 | -0.0772974 / -0.00493767 | 0.0540767 / 0.00332915 | 0.0294639 / 0.00638351 | 0.0465449 / 0.00254394 | -0.0509577 / 0.0694404 | -0.115844 / -0.00747336 | 0.070226 / 0.00432712 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0.0346291 / -0.0286072 | 0 / 0 | 0 / 0 | -0.10653 / 0.100331 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.01287 / -0.45412 | 0 / 0 | 0 / 0 | -0.0344411 / 0.0302697 | 0.218233 / -0.155529 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.048502 / 0.0431899 | 0 / 0 | -0.0425683 / 0.0376962 | 4.44089e-16 / 0 | 0.0778923 / -0.0620175 | -0.137304 / 0.133397 | -0.0360888 / 0.0317663 | 0.110682 / -0.0857735 | -0.101722 / 0.0953465 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.000613848 / -0.0547526 | 0 / 0 | -0.000309194 / -0.0278005 | -0.00234488 / -0.199844 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0.00110171 / 0.102803 | 0 / 0 | 0.000543273 / 0.0499546 | 0 / 0 | 0 / 2.22045e-16 | 0.00251519 / 0.243594 | -0.000764961 / -0.0679607 | -0.000461453 / -0.0413249 | 0 / 0 | 0 / 0 | -0.000378379 / -0.0339594 | 2.22045e-16 / 0 | 0 / 0 | -0.00023631 / -0.0212881 | 0.000428104 / 0.0392456 | -0.000724458 / -0.0644309 | -2.22045e-16 / -2.22045e-16 | 0.000559206 / 0.0514412 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | 0.0374068 / -0.0195647 | 0 / 0 | -0.0361224 / 0.0198432 | -0.109963 / 0.0636427 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0945287 / -0.0476767 | 0.98889 / -0.323141 | 0 / 0 | 0 / 0 | -0.0277624 / 0.0151638 | 0.224995 / -0.104982 | 0.103916 / -0.0521063 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0309457 / 0.0169394 | 0 / 2.22045e-16 | -0.0386507 / 0.021269 | 2.22045e-16 / 0 | 0.0809011 / -0.0411532 | -0.140863 / 0.0834066 | 0 / 0 | 0.124489 / -0.0616378 | -0.142995 / 0.0848046 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.00248474 / -0.0395106 | 0 / 0 | -0.00172253 / -0.0274719 | -0.00964168 / -0.149106 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0046569 / 0.0761375 | 0 / 0 | 0.00195758 / 0.0316707 | 0 / 0 | 0.000876381 / 0.014119 | 0.0168351 / 0.288628 | -0.00516975 / -0.0813517 | -0.0028626 / -0.0454523 | 0 / 0 | 0 / 0 | -0.00158146 / -0.0252358 | 0.00133487 / 0.0215439 | -0.00432179 / -0.0682328 | 4.44089e-16 / 4.44089e-16 | 0.0019225 / 0.0310989 | 0.00130447 / 0.0210508 | 0.000928877 / 0.0149678 | 0.00434274 / 0.0709143 | -0.00191309 / -0.0304883 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | -0.0266899 / 0.0348955 | 0 / 0 | 0.016601 / -0.0215498 | 0.0513738 / -0.0617432 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.433704 / 1.0316 | 2.22045e-16 / 0 | 0 / 0 | 0.027574 / -0.033112 | -0.145672 / 0.219779 | -0.059127 / 0.0802253 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0.0308266 / -0.0378547 | 0 / 2.22045e-16 | -0.0589504 / 0.0805306 | 0.128104 / -0.142596 | -2.22045e-16 / -2.22045e-16 | -0.0897016 / 0.126223 | 0.0778876 / -0.0911025 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | -0.0541812 / -0.000603632 | 0 / 0 | -0.0245189 / -0.00015619 | -0.152108 / -0.00237479 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0977252 / 0.00105841 | 0 / 0 | 0.0443451 / 0.000459869 | 0 / 0 | 0 / 0 | 0.30819 / 0.00234176 | -0.0717787 / -0.000803976 | -0.040495 / -0.000297276 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0.0265237 / 0.000298584 | 0 / -2.22045e-16 | 2.22045e-16 / 0 | 0.0390371 / 0.000423147 | -0.0806725 / -0.00148131 | 0 / -2.22045e-16 | 0.101707 / 0.00111014 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | -0.0375146 / 0.0386095 | 0 / 0 | 0.0222613 / -0.0226561 | 0.0782148 / -0.0749152 | 0 / 0 | 0 / 0 | 0 / 0 | -0.083627 / 0.0937843 | -0.631687 / 1.71949 | 4.44089e-16 / 0 | 0 / 0 | 0.0356207 / -0.0350091 | -0.163396 / 0.229781 | 0.0492292 / -0.0482118 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | -2.22045e-16 / 2.22045e-16 | 0.0220621 / -0.0223834 | 0 / 0 | -0.0700693 / 0.0772368 | 0.13666 / -0.124306 | 0.0403468 / -0.0400731 | -0.101824 / 0.116474 | 0.137045 / -0.12465 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | -0.0381739 / -0.0087621 | 0 / 0 | 2.22045e-16 / 0 | -0.142826 / -0.00508143 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0.0809524 / 0.00528816 | 0 / 0 | 0.0434824 / 0.00221344 | 0 / 0 | 0 / -1.11022e-16 | 0.266512 / 0.0567311 | -0.0568954 / -0.00311513 | -0.0311263 / -0.00146587 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0.0150958 / 0.00100719 | 0 / -2.22045e-16 | 0 / 0 | 0.03243 / 0.00241146 | 0.0178099 / 0.0180161 | 0.0330252 / 0.00205112 | 0.058165 / 0.00268918 | -0.034574 / -0.00133069 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 0.000147007 / 0.0376649 | 0 / 0 | -0.00723722 / -0.0239665 | -0.00127861 / -0.0595854 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000174307 / -0.0277761 | 0 / 0 | 0 / 0 | -0.0417426 / 0.0161183 | 0.0637808 / 0.137634 | -0.0165799 / -0.0707191 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -0.00639647 / -0.0407559 | 0 / 0 | -0.0207112 / 0.000380245 | 4.44089e-16 / 4.44089e-16 | -0.00102174 / 0.0364557 | -0.0187216 / -0.0741664 | -0.0190918 / -0.0208651 | 0.136998 / -0.00177186 | -0.00121616 / -0.0925504 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | -0.00765994 / -0.0494708 | 0 / 0 | 0 / 0 | -0.0645732 / -0.00217267 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000186325 / 0.0681547 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0.211283 / 0.082647 | -0.0756033 / -0.0715935 | -0.00372798 / -0.0399368 | 0 / 0 | 0 / 0 | -0.0057209 / -0.0260972 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0405893 / -0.000470778 | -0.0602667 / -0.00929768 | 0.0595284 / -0.00398917 | -0.000409563 / 0.0470876 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0.000146093 / 0.0366143 | 0 / 0 | 0 / 0 | 0.00222562 / -0.057718 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000141229 / -0.0291217 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0082944 / 0.174258 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00349201 / -0.0394809 | 0 / 0 | -0.000207364 / -0.0204298 | 0.00187567 / -0.0315564 | -0.000615209 / 0.0364965 | -0.0168363 / -0.0684976 | 0.00996385 / -0.0302979 | 0.133776 / 0.00327422 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -0.0581517 / -2.80236e-06 | 0 / 0 | 0 / 0 | -0.0535457 / -0.00371172 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0017646 / 0.0706732 | 0 / 0 | 0 / 0 | 0.179408 / 0.0427575 | -0.00251378 / -0.05633 | -0.00869891 / -0.039605 | 0 / 0 | 0 / 0 | -0.0236693 / -0.0275373 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0.0410617 / 0.00040058 | -0.0590514 / -0.0106283 | 0.044453 / 0.000347663 | 0.0104607 / 0.048527 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | -0.00665464 / -0.0504575 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0711934 / -0.000935107 | 0 / 0 | 0 / 0 | 0.0891248 / 0.0792623 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0629982 / -0.000618803 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0.0423298 / -0.0334 | 0 / 0 | 0 / 0 | -0.0333793 / 0.0233777 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.05537 / -0.405352 | -0.0187852 / 0.0118435 | 0 / 0 | 0.0063951 / -0.0421046 | 0.112361 / -0.0161186 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.00954423 / -0.0190462 | 0 / 0 | -0.019521 / 0.0135017 | -0.0269121 / 0.0207044 | 0.0801955 / -0.0534514 | -0.0479157 / 0.0193183 | -0.0267129 / 0.0262705 | -0.00694802 / 0.126687 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0.0196478 / -0.051949 | 0 / 0 | 0 / 0 | 0.0862971 / -0.168785 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.278302 / 0.910212 | -0.02323 / 0.0526345 | 0 / 0 | 0 / 0 | -0.0432372 / 0.276085 | -0.0589353 / -0.0196668 | -0.0184066 / -0.0158449 | 0 / 0 | 0 / 0 | -0.0177738 / -0.0160032 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0172842 / 0.0375543 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0.0902885 / -0.0253756 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0.0365595 / -0.00019357 | 0 / 0 | 0 / 0 | -0.0629982 / -0.000239143 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0290283 / -6.56605e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0.168942 / 0.0705304 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0472642 / 0.0200481 | 0 / 0 | -0.0214776 / 0.000224124 | -0.0308928 / 0.0068585 | 0.036693 / 0.0479099 | -0.0707086 / -0.0159529 | -0.0299138 / 0.000173841 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | -0.000160489 / -0.0569521 | 0 / 0 | 0 / 0 | -0.0640971 / -0.0557437 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0692544 / -0.00202439 | 0 / 0 | 0 / 0 | 0.0883844 / 0.206684 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000450652 / 0.0398557 | -0.0109706 / -0.0560485 | -0.000957337 / 0.0446044 | -0.0294864 / 0.000554961 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0.000106201 / 0.0452862 | 0 / 0 | 0 / 0 | 0.000284346 / -0.0658348 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000118422 / -0.0245625 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00033382 / 0.107282 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000836203 / -0.0418928 | 0 / 0 | 1.96924e-05 / -0.021171 | 0 / 4.44089e-16 | -0.00184187 / 0.0374248 | -0.0154169 / -0.153059 | 0.000312311 / -0.0529427 | 0 / 0 | 0.000273041 / -0.0621586 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.0513025 / 0.000812812 | 0 / 0 | 0 / 0 | -0.0631446 / 1.22153e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0.10512 / 0.00180667 | 0 / 0 | -0.000998095 / 0.0687474 | 0 / 0 | 0 / 0 | 0.235731 / 0.103358 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0229143 / 0.00357578 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0394288 / -0.000858195 | -0.0771588 / -0.011037 | 0.043408 / -9.87724e-05 | 0.00184586 / 0.0460384 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0.0460854 / -0.000363178 | 0 / 0 | 0 / 0 | -0.0691313 / 0.00227966 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00767423 / 0.0910504 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00189855 / -0.0298258 | -0.0211064 / 0.0010726 | -0.0214444 / 0.00101559 | 4.44089e-16 / 4.44089e-16 | 0.0378466 / -0.00171242 | -0.0898322 / -0.0690247 | -0.0315495 / 0.000213472 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | -0.00691675 / -0.0495376 | 0 / 0 | 0 / 0 | 0.000493034 / -0.0593367 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0703343 / -0.000258061 | 0 / 0 | 0 / 0 | 0.104323 / 0.176068 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00151222 / 0.0369661 | -2.22045e-16 / 0 | 0.00122857 / 0.0540891 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
