 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.196923 / -0.196902 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | 0.0378048 / 0.000915154 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | 0.0511463 / 0.000664691 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0.0257746 / -0.0261947 | 0.0265197 / -0.0269382 | 0.0245542 / -0.0249387 | 0.0285259 / -0.0289145 | 0.0307135 / -0.0309752 | 0.033635 / -0.0337066 | 0.0274183 / -0.0278284 | 0 / 0 | 0.0276174 / -0.0279121 | 0.0203151 / -0.0209828 | 0 / 0 | 0.0523772 / -0.0523638 | 0 / 0 | 0.0302181 / -0.0305534 | 0.0245653 / -0.0253139 | 0.0301088 / -0.0301609 | 0.0343237 / -0.0346923 | 0.0326308 / -0.0328804 | 0 / 0 | 0.0273976 / -0.0278685 | 0.0241471 / -0.0247038 | 0.0206861 / -0.0211046 | 0.0330889 / -0.0332112 | 0.0243681 / -0.0250269 | 0.0246483 / -0.0250449 | 0.0370092 / -0.037235 | 0.0256875 / -0.0260314 | 0 / 0 | 0.0874769 / -0.0853638 | 0.0278807 / -0.0282999 |
 | FT_EFF_Eigen_B_2__1 | -0.037155 / 0.0398146 | -0.0261023 / 0.0278699 | 0 / 0 | -0.0230784 / 0.0244156 | 0 / 0 | 0.0395034 / -0.043314 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.117064 / 0.123588 | 0 / 0 | 0 / 0 | -0.0445616 / 0.0476935 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.02117 / 0.0221095 | 0 / 0 | -0.0317302 / 0.0334034 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0211152 / 0.0218545 | 0.0411783 / -0.0453936 | -0.0362152 / 0.0387016 |
 | FT_EFF_Eigen_B_3__1 | 0.0292342 / -0.0285993 | 0.0240992 / -0.0236413 | 0 / 0 | 0.0208023 / -0.0204286 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0518481 / -0.051614 | 0 / 0 | 0 / 0 | 0.0371502 / -0.0357596 | 0 / 0 | 0.0213293 / -0.0209567 | 0.0294398 / -0.028615 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0212085 / -0.0207161 | 0 / 0 | 0.0347424 / -0.0343652 | 0 / 0 | 0 / 0 | 0.026275 / -0.0261894 | 0.0483297 / -0.0461505 | 0.137424 / -0.129762 | 0.0267245 / -0.0262272 |
 | FT_EFF_Eigen_B_7__1 | 0.0208892 / -0.0206002 | 0.0200613 / -0.0197819 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0235173 / -0.0226327 | 0 / 0 | 0.0228838 / -0.022629 | 0.0343664 / -0.0332537 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0369536 / -0.0364997 | 0 / 0 | 0 / 0 | 0.0301491 / -0.0300728 | 0.0509577 / -0.0488912 | 0.166942 / -0.156131 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | 6.00785e-06 / -9.57477e-06 | 0 / 0 | 0 / 0 | 0.00965762 / -0.0298198 | 0.0348952 / -0.0431487 | 0.200147 / -0.047478 | 0.0210068 / -0.0494983 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -0.000389144 / -0.0536943 | 0 / 0 | 0 / 0 | -0.00228871 / -0.0785801 | 0.0319435 / -0.17262 | 0.0141421 / -0.0397541 | 0 / 0 | 0 / 0 | -0.00373578 / -0.0265903 | 0 / 0 | 0 / 0 | -0.00335038 / -0.0849291 | 0 / 0 | 0.020494 / -0.0279655 | 0 / 0 | -0.00826255 / -0.0808768 | -0.0120746 / -0.267489 | 0 / 0 | 6.0465e-06 / -9.5615e-06 |
 | JET_RelativeNonClosure_AF3 | 5.66897e-06 / -5.67961e-06 | 0 / 0 | 0 / 0 | 3.58016e-06 / -3.56018e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.146938 / 0.0143625 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttt Cross-Section | 0 / 0 | 0.30039 / -0.300173 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.537374 / -0.501628 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
