 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | ttt Cross-Section | 0.196923 / -0.196902 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} modelling (shower) | -0.988951 / -0.0396062 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}t#bar{t} generator choice | -0.0617548 / -0.000830262 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_BJES_Response | -0.00442861 / -0.0339482 | -0.0372667 / 0.0226747 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0819188 / -0.0394637 | 0 / 0 | 0 / 0 | -0.088222 / -0.0170892 | 0.0524813 / 9.68129e-05 | 0 / 2.22045e-16 | 0 / 0 | -0.000358559 / 0.170357 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0136988 / 0.0210524 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1 / -0.00408904 |
 | JET_EffectiveNP_Modelling1 | -0.0716533 / 0.00811471 | -0.0501891 / 0.0327292 | -0.162528 / -0.00715438 | 0 / 0 | 0 / 0 | 0.123277 / 0.0548938 | -0.0209077 / 0.0170741 | 0 / 0 | -0.0410668 / -0.00199801 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0126395 / 0.189823 | -0.0261777 / 0.00143496 | 0 / 0 | -0.0201229 / 0.0245514 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.11557 / 0.287395 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0171496 / -0.221743 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0.00101842 / -0.115228 | -0.0535545 / 0.0418049 | -0.160506 / -0.000373256 | 0 / 0 | 0 / 0 | 0.120903 / -0.00425865 | 0 / 0 | 0 / 0 | -0.0404885 / -0.000502013 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | -0.00142063 / 0.175851 | -0.0354744 / -0.0262267 | 0 / 0 | -0.0189672 / 0.0229081 | 0.0271327 / 0.000519758 | 0 / 0 | 0 / 0 | 0 / 0 | -0.171717 / 0.0735329 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0109657 / 0.0203705 | 0.0018665 / -0.208339 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.999543 / -0.0143371 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0.0958006 / 0.0141468 | -0.0742291 / 0.0514865 | -0.170018 / -0.00302635 | 0 / 0 | -0.0287335 / 0.0260154 | 0.0874813 / -0.00613205 | -0.0267462 / 0.0221661 | 0 / 0 | -0.0430944 / -0.00280756 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | -0.00438516 / 0.18355 | -0.0658826 / -0.028984 | 0 / 0 | -0.0153148 / 0.0335556 | 0.036407 / -0.00951618 | 0 / 0 | 0 / 0 | -0.0253141 / 0.00488805 | -0.262641 / 0.187442 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00712173 / 0.0308637 | -0.361021 / -0.187585 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1 / -0.0420517 |
 | JET_Flavor_Response | 0.0177088 / 0.0879592 | 0.00734298 / -0.0284633 | -0.0114629 / -0.159725 | 0 / 0 | 6.17769e-06 / -7.16182e-06 | -0.00537379 / 0.0824092 | 0.0142855 / -0.0218527 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0.180408 / -0.158118 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00369378 / 0.0296731 | 0 / 0 | 0 / 0 | 0 / 0 | 0.196354 / -0.0710175 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.223207 / 0.0356479 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | -0.0890523 / 0.303972 | -0.135808 / 0.162251 | -0.165904 / 0.117585 | -0.0366811 / 0.0404898 | -0.0375481 / 0.0737638 | 0.161104 / -0.10638 | -0.0533415 / 0.0759332 | 0 / 0 | -0.123019 / 0.0759983 | 0.0518192 / -0.0293359 | 0 / 0 | -0.0235346 / 0.0232356 | -0.134848 / 0.321482 | -0.0287349 / -0.00535385 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0.0558925 / -0.0646244 | 0.0267114 / -0.0447537 | 0 / 0 | -0.0313578 / 0.0367478 | -0.268204 / 0.569769 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0217666 / 0.0470119 | -0.35298 / 0.6569 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1 / 5.60683 |
 | JET_JERUnc_Noise_PreRec | -0.157868 / 0.187084 | -0.00912055 / 0.0114946 | 0.0995798 / -0.0909859 | -0.0362585 / 0.0395736 | 0 / 0 | -0.200896 / 0.256127 | 0 / 0 | 0 / 0 | 0.157721 / -0.137035 | 0 / 0 | 0 / 2.22045e-16 | 0.0211968 / -0.0206816 | 1.28506 / -0.572968 | -0.011303 / 0.00484481 | 0 / 0 | -0.0316637 / 0.0321724 | -0.0366121 / 0.0377954 | 0 / 0 | -0.0245314 / 0.025193 | 9.15543e-06 / -8.21298e-06 | -0.335841 / 0.501262 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0200634 / 0.0201354 | 0.251527 / -0.20251 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 47.1189 / -1 |
