 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JESUnc_VertexingAlg_PreRec | -7.29588e-05 / 0.000117945 | -4.44915e-05 / 7.28222e-05 | 0.02012 / -0.0413691 | 0.0189532 / -0.0349174 | 0.0288696 / -0.0613256 | 0.0228222 / 0.022587 | 0.0302451 / -0.0546846 | 0 / 0 | 0.029557 / -0.0316686 | -0.00305275 / -0.047614 | 0.00081767 / -0.0896258 | -0.00836247 / -0.0254952 | -4.44089e-16 / -4.44089e-16 | 0.124251 / 0.0342448 | -0.00997043 / -0.0766211 | 2.22045e-16 / 2.22045e-16 | 0.0408907 / -0.0855084 | 0.0552664 / -0.037454 | 0 / 0 | 0.0254109 / -0.0789043 | 0.0191869 / -0.0234935 | 0.0126426 / -0.0445562 | 0.00411375 / -0.0328148 | -0.0458656 / 0.0722421 | 0.0197572 / -0.0296937 | 0.0201912 / -0.0059776 | -2.22045e-16 / -2.22045e-16 | 0 / -1.11022e-16 | 0 / 0 | -7.51495e-06 / 1.19457e-05 |
 | JET_Pileup_RhoTopology | -3.31286e-05 / 5.02545e-05 | 0 / 0 | 0.0198015 / -0.0366652 | 0.0187106 / -0.0307471 | 0.0329696 / -0.0623562 | 0.051016 / -0.0340336 | 0.031082 / -0.0499267 | 0 / 0 | 0.0379491 / -0.0406179 | -0.00308827 / -0.044574 | 0.00250935 / -0.0562856 | -0.0435225 / -0.00966917 | 0.0238321 / -0.0253573 | 0.0158123 / 0.0219317 | -0.0136848 / -0.0431654 | 0.0226354 / -0.0164463 | 0.0520334 / -0.0946085 | 0.0554361 / -0.0696548 | 0 / 0 | 0.0313134 / -0.0605727 | 0.0199092 / -0.0232144 | 0.0167782 / -0.0403932 | 0.0151741 / -0.0326344 | -0.0288801 / 0.0471375 | 0.0200288 / -0.0382545 | 0.0195314 / -0.0409224 | -3.33067e-16 / 0 | 0.00907334 / -0.0273066 | 0 / 0 | -3.01388e-06 / 4.55975e-06 |
 | JET_RelativeNonClosure_AF3 | -3.88523e-05 / 3.90719e-05 | 0 / 0 | 0 / 0 | -4.63443e-05 / 4.60456e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttt Cross-Section | 0 / 0 | 0.30039 / -0.300173 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.537374 / -0.501628 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + 1 true b-jet | 0 / 0 | 0 / 0 | 0.0813061 / 0.000453897 | 0.269157 / 0.00142641 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.118616 / 0.000655097 | 0.128187 / 0.000706036 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | 0 / 0 | 0.018911 / -0.021951 | 0 / 0 | 0.01922 / -0.0265529 | -0.0062777 / 0.0305386 | 0 / 0 | 0 / 0 | 0.00304352 / -0.0234993 | -2.22045e-16 / 0 | 0.00743024 / -0.0710244 | -0.0096117 / -0.0522379 | -2.22045e-16 / -2.22045e-16 | 0.0390028 / 0.0459802 | 0.019968 / -0.0300877 | 2.22045e-16 / 2.22045e-16 | 0.0461012 / -0.0509193 | 0.0261494 / -0.0248553 | 0 / 0 | 0.0184158 / -0.0411209 | 0 / -2.22045e-16 | 0.0150021 / -0.0205883 | 2.22045e-16 / 0 | -0.0132754 / 0.0314619 | -1.11022e-16 / 0 | 0 / 2.22045e-16 | -2.22045e-16 / -3.33067e-16 | 0 / 2.22045e-16 | 0 / 0 | -6.90728e-07 / 6.50342e-07 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | -0.0369205 / -0.00252295 | 0 / 0 | -0.0166277 / -0.000392325 | -0.00292774 / 0.0209205 | -1.31757e-05 / 1.45721e-05 | 0 / 0 | 0 / 0 | -0.0556272 / -0.00333073 | -0.0548656 / -0.00176048 | -0.0524283 / 0.000525789 | -2.22045e-16 / -2.22045e-16 | 0.153777 / 0.00919455 | -0.0685209 / -0.0189724 | 2.22045e-16 / 2.22045e-16 | -0.0952815 / -0.00176488 | 0.0161688 / 0.00112186 | 0 / 0 | -0.0194548 / -0.003681 | -0.0190663 / 0.00347336 | -0.0206793 / -0.00225685 | -0.0569484 / -0.00400077 | -0.0195012 / 0.00249984 | -0.0229837 / -0.00113893 | -0.0277208 / 0.000307413 | 0 / 0 | -1.11022e-16 / 0 | 0 / 2.22045e-16 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.00138945 / -0.0221885 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0013327 / 0.0215087 | -0.00331096 / -0.0524797 | -0.00187427 / -0.0298742 | -0.00207393 / -0.0330309 | -2.22045e-16 / 0 | 0.0080687 / 0.133683 | -0.00430954 / -0.0680426 | 0.00142668 / 0.023034 | 2.22045e-16 / 2.22045e-16 | -0.000873924 / -0.0139839 | 0 / 0 | -0.0012021 / -0.0192128 | 0 / -2.22045e-16 | 2.22045e-16 / 2.22045e-16 | -0.00289381 / -0.0459422 | 2.22045e-16 / 2.22045e-16 | -0.000986005 / -0.0157704 | 2.22045e-16 / 0 | -0.00140367 / -0.0224143 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetNPV | 0 / 0 | 0 / 0 | 0.0275951 / -0.0282484 | 0 / 0 | 0.0175063 / -0.0236643 | 0.0517229 / 0.0113519 | 0 / 0 | 0 / 0 | 0.0324828 / -0.00575839 | -0.0407203 / -0.000496247 | 0.00868532 / -0.0520859 | -1.11022e-16 / 0 | -2.22045e-16 / -2.22045e-16 | 0.0101763 / 0.045692 | -0.0161239 / -0.0223767 | 0 / 2.22045e-16 | 0.0285389 / -0.0417847 | 0.00464778 / -0.0434154 | 0 / 0 | 4.68317e-06 / -4.65333e-06 | 2.22045e-16 / 2.22045e-16 | 0.0123686 / -0.0286221 | 0.00647485 / -0.0277003 | 0.0537719 / -0.0105158 | -1.11022e-16 / 0 | 0 / -2.22045e-16 | -2.22045e-16 / -3.33067e-16 | 0 / -1.11022e-16 | 0 / 0 | -3.22293e-06 / 3.13086e-06 |
 | FT_EFF_Eigen_C_3__1 | 0 / 0 | 0 / 0 | 0.0242832 / -0.024714 | 0 / 0 | 0 / 0 | 0.019849 / -0.0202521 | 0.0268898 / -0.0274268 | 0 / 0 | 0.0211922 / -0.0214782 | 0 / 0 | 0.0223646 / -0.0227678 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0249109 / -0.0243986 | 0 / 2.22045e-16 | 0 / 0 | 0.0222982 / -0.0227428 | 0.0204522 / -0.0208583 | 0.0253903 / -0.0259288 | 0 / 0 | 0.0207732 / -0.0212875 | 0.0232254 / -0.0236641 | 0.0252885 / -0.0255036 | 0.0251212 / -0.0255087 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 |
 | FT_EFF_Eigen_Light_0__1 | 0 / 0 | 0 / 0 | -0.0257309 / 0.0265447 | 0 / 0 | -0.032936 / 0.0340167 | -0.0254716 / 0.0273201 | -0.0251069 / 0.0259298 | 0 / 0 | -0.0239246 / 0.0245998 | -0.0318563 / 0.0330418 | -0.0238848 / 0.0245995 | -0.0210683 / 0.021911 | 0 / 0 | -0.0422933 / 0.0442666 | -0.0292635 / 0.0301346 | -0.042756 / 0.0442978 | -0.0663513 / 0.0707235 | -0.0253094 / 0.0259208 | 0 / 0 | -0.0293131 / 0.0302291 | -0.031958 / 0.0328677 | -0.0290996 / 0.0299028 | -0.0435891 / 0.0450428 | -0.0532772 / 0.055562 | -0.0306866 / 0.0315183 | -0.0353523 / 0.0363766 | -0.0343124 / 0.0356343 | -0.0263071 / 0.0271785 | -0.0411466 / 0.0434709 | 0 / 0 |
 | JET_BJES_Response | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0.000547476 / -0.0368506 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0.0310562 / 0.043993 | 0.0213584 / -0.0259097 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.000688844 / -0.0217275 | -0.0136061 / 0.0560623 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00385537 / 0.0292763 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / -3.33067e-16 | 0 / -2.22045e-16 | 0.0357705 / 0.0449572 | -0.0401191 / -0.0186266 | 0 / 2.22045e-16 | 0.0228477 / -0.0310074 | 0.022749 / -0.000405015 | 0 / 0 | 0.0138082 / -0.0281288 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 2.22045e-16 | 0.000381563 / 0.0386355 | 0 / -1.11022e-16 | 0.00991203 / -0.0222183 | 0 / -3.33067e-16 | 0 / 0 | 0 / 2.22045e-16 | -2.0986e-06 / 2.09864e-06 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0368385 / -0.0441706 | -0.0031232 / 0.03475 | 0.0334024 / -0.0323219 | 0 / 0 | 0.0340381 / -0.00199969 | 0.00187932 / -0.0235488 | 0.0172687 / -0.0720866 | -0.0273892 / -0.0814121 | 0.0208011 / -0.00324664 | -1.11022e-16 / 0 | -0.018833 / -0.0398832 | 0.0169515 / -0.0263097 | 0.0558982 / -0.0805032 | 0.0647985 / -0.0412609 | 0 / 0 | 0.0339041 / -0.0397368 | 0.0147756 / -0.01985 | 0.0250746 / -0.0486705 | -2.22045e-16 / -2.22045e-16 | -0.00840162 / -0.0462023 | 0.0289286 / -0.0306184 | 0.0260285 / -0.0342892 | 0.021988 / -0.0272977 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -1.85107e-06 / 1.514e-06 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0.0271388 / -0.0264171 | -0.0707055 / 0.0746644 | 0 / 0 | 0 / 0 | -0.0356687 / 0.0369768 | 0.121205 / -0.108621 | 0.0671988 / -0.0631873 | 0.0380914 / -0.0368701 | 0 / 0 | -0.052549 / 0.0555717 | 0.124358 / -0.113877 | -1.11022e-16 / 2.22045e-16 | 0.0560898 / -0.053338 | 0.219684 / -0.181388 | 0 / 0 | 0.0382918 / -0.0367687 | 0.0214175 / -0.0205944 | 0.026199 / -0.0256523 | 0.0854767 / -0.0791782 | 0.0910265 / -0.0834491 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0.0288413 / -0.0281217 | 0 / -2.22045e-16 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0.000132237 / 0.0518062 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 2.22045e-16 / 0 | -3.33067e-16 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0.000124195 / 0.0486092 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 0 | 0.000100588 / 0.0392588 | 0 / 0 | 4.37904e-06 / -4.41581e-06 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -0.000179625 / -0.067801 | -0.000126283 / -0.0479707 | -1.11022e-16 / 0 | 9.2545e-05 / 0.0360849 | -9.01489e-05 / -0.0343927 | -5.53171e-05 / -0.0211919 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | -3.33067e-16 / -1.11022e-16 | -2.22045e-16 / -2.22045e-16 | 0.0448888 / 0.000498783 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0219404 / -0.000248653 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | -0.0542056 / -0.00062038 | 0 / 0 | -2.22045e-16 / 0 | -0.0248977 / -0.00028242 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0244344 / -0.0203657 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / -6.66134e-16 | 0 / -3.33067e-16 | -2.22045e-16 / 0 | 0.0528081 / -0.0429468 | -0.096679 / 0.0901699 | 0.0250117 / -0.0208363 | 0 / 2.22045e-16 | 0.0375918 / -0.030975 | 0 / 0 | -1.27249e-06 / 1.93293e-06 | 0 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | -0.0630636 / 0.0569349 | -0.0503459 / 0.0449096 | -1.11022e-16 / 0 | 0.043873 / -0.0359549 | 0 / -2.22045e-16 | -0.0350335 / 0.0308072 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000211092 / 0.0192413 | 0 / 0 | 0 / 0 | 0.000457245 / 0.0419492 | -0.000793832 / -0.0704721 | -0.000321113 / -0.0288632 | -3.33067e-16 / 0 | -2.22045e-16 / -2.22045e-16 | 0.000869889 / 0.0806773 | -0.000247456 / -0.0222857 | 0 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 2.22045e-16 | 0 / 0 | -1.11022e-16 / 0 | -2.22045e-16 / 0 | 0 / 4.44089e-16 | 2.22045e-16 / -2.22045e-16 | 0.000251309 / 0.0229314 | -0.000256064 / -0.0230557 | 0 / 4.44089e-16 | 0 / -3.33067e-16 | -0.000457485 / -0.0409738 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | -0.0199861 / 0.0108589 | 0.0468844 / -0.0243718 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0249452 / 0.0135989 | 0 / 0 | 0 / -1.11022e-16 | -2.22045e-16 / 0 | 0.0413234 / -0.0215584 | -0.141614 / 0.0838985 | 0 / 2.22045e-16 | -0.0363751 / 0.0199855 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | -0.0187941 / 0.0102123 | 2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | -0.0669182 / 0.0375553 | -0.0480555 / 0.0266166 | -1.11022e-16 / -1.11022e-16 | 0.0367053 / -0.0192065 | -3.33067e-16 / 0 | -0.0312584 / 0.0171141 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | -0.0365037 / 0.0482793 | 0 / 0 | 0 / 0 | 4.44089e-16 / -2.22045e-16 | 0.0207141 / -0.0253485 | -4.44089e-16 / 0 | 0 / -3.33067e-16 | -2.22045e-16 / -2.22045e-16 | -0.0411043 / 0.0546164 | 0.0871408 / -0.105135 | 0 / 2.22045e-16 | 0 / 2.22045e-16 | -0.0302586 / 0.0397206 | 0 / 0 | 0.0157778 / -0.0190144 | 2.22045e-16 / -2.22045e-16 | -1.11022e-16 / 2.22045e-16 | 0.0517659 / -0.062995 | 0.0475422 / -0.0574863 | 0 / -1.11022e-16 | 0 / 2.22045e-16 | 0 / -3.33067e-16 | 0.0314577 / -0.0386039 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0254578 / 0.00719946 | 0 / 0 | 0 / 0 | 0.0413133 / 0.000330855 | -0.0674784 / -0.000754308 | 0 / 0 | -0.0219463 / -0.000252713 | -4.44089e-16 / -2.22045e-16 | 0.0776157 / 0.000787004 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -2.22045e-16 / -2.22045e-16 | -0.0336388 / -0.000139608 | 0 / 0 | 2.22045e-16 / 0 | -0.0234758 / -0.000307618 | -0.038885 / -0.00268042 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0.00645859 / -0.000171705 | 0 / 0 | 0 / 0 | 4.44089e-16 / 0 | 0 / 0 | 0.0247102 / -0.0250344 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -0.0458181 / 0.0494046 | 0.115173 / -0.10855 | -0.0211389 / 0.0213847 | 0.0260945 / -0.0256917 | 0 / 2.22045e-16 | 0 / 0 | 0.0225798 / -0.0232409 | 2.22045e-16 / -2.22045e-16 | -1.11022e-16 / 2.22045e-16 | 0.0615961 / -0.060004 | 0.0539535 / -0.0527688 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0.0236103 / -0.0243038 | 0 / 0 | 0 / 0 |
