NUISANCE_PARAMETERS
NF_ttW_4j_minus  1.10334 +0.26476 -0.259003
NF_ttW_4j_plus  1.20912 +0.179309 -0.175226
NF_ttbar_CO  0.973321 +0.314783 -0.282323
NF_ttbar_HFe  0.680817 +0.225711 -0.215183
NF_ttbar_HFm  0.968035 +0.169612 -0.157065
NF_ttbar_gstr  0.968643 +0.227816 -0.198028
CO_ShapeSyst_simple  -0.0660859 +0.987042 -0.990957
Diboson_3jets  -0.0125932 +0.999525 -0.999705
Diboson_4jets  -0.129193 +0.710754 -0.674495
Diboson_5jets  -0.49859 +0.62179 -0.676786
Diboson_syst_varRF  0.0442968 +0.995113 -0.995542
EG_RESOLUTION_ALL  0.0203207 +0.999617 -0.999956
EG_SCALE_ALL  0.0161406 +0.999393 -0.999197
FT_EFF_Eigen_B_0__1  -0.0521362 +1.00042 -0.999998
FT_EFF_Eigen_B_10__1  0.021028 +0.999988 -0.999976
FT_EFF_Eigen_B_1__1  -0.00110951 +0.999995 -1
FT_EFF_Eigen_B_2__1  0.0649948 +0.977145 -0.977495
FT_EFF_Eigen_B_3__1  0.0918668 +0.998216 -0.997909
FT_EFF_Eigen_B_4__1  -0.00367112 +1.00001 -1.00001
FT_EFF_Eigen_B_5__1  -0.000513219 +1.00001 -1.00001
FT_EFF_Eigen_B_6__1  0.00289417 +0.999968 -1.00002
FT_EFF_Eigen_B_7__1  0.20226 +0.99505 -0.992992
FT_EFF_Eigen_B_8__1  -0.0207321 +0.999952 -1.00003
FT_EFF_Eigen_B_9__1  0.000744449 +1.00001 -1.00001
FT_EFF_Eigen_C_0__1  -0.00415852 +1.00001 -1.00001
FT_EFF_Eigen_C_1__1  0.000296175 +1.00001 -1
FT_EFF_Eigen_C_2__1  -0.000527901 +1.00001 -1.00001
FT_EFF_Eigen_C_3__1  -0.0158431 +0.994782 -0.995065
FT_EFF_Eigen_C_5__1  0.00462748 +1.00002 -1.00001
FT_EFF_Eigen_C_8__1  0.000159364 +1.00001 -1.00001
FT_EFF_Eigen_Light_0__1  0.179705 +0.983479 -0.986822
FT_EFF_Eigen_Light_1__1  -0.00751803 +1.0001 -0.999885
FT_EFF_Eigen_Light_2__1  -0.00216448 +1.00001 -0.999991
FT_EFF_Eigen_Light_3__1  -0.000765875 +1.00001 -1.00001
FT_EFF_Eigen_Light_4__1  -0.00112427 +1.00001 -1.00001
FT_EFF_Eigen_Light_8__1  0.00299401 +1 -1.00002
FT_EFF_Eigen_Light_9__1  0.000122436 +1.00001 -1.00001
Gstr_ShapeSyst_simple  -0.0621017 +0.992478 -0.994549
JET_BJES_Response  0.0158368 +1.00005 -0.999729
JET_EffectiveNP_Detector1  -0.00112729 +1.00001 -1.00001
JET_EffectiveNP_Mixed1  -0.0015137 +0.999992 -1
JET_EffectiveNP_Mixed2  0.00178724 +0.999999 -0.999993
JET_EffectiveNP_Mixed3  -0.000273036 +1.00001 -1.00001
JET_EffectiveNP_Modelling1  0.0731238 +0.998298 -0.997832
JET_EffectiveNP_Modelling2  0.000273036 +1.00001 -1.00001
JET_EffectiveNP_Modelling3  -0.000273036 +1.00001 -1.00001
JET_EffectiveNP_Statistical2  -0.0020395 +0.999971 -1.00002
JET_EffectiveNP_Statistical5  -0.000273036 +1.00001 -1.00001
JET_EtaIntercalibration_Modelling  -0.00245541 +1.00002 -0.99941
JET_EtaIntercalibration_NonClosure_PreRec  0.0964378 +0.996562 -0.996638
JET_EtaIntercalibration_TotalStat  0.011087 +1.00001 -0.999938
JET_Flavor_Composition_Bkg  0.0832888 +0.969789 -0.971349
JET_Flavor_Composition_Sig  -0.00798664 +0.999988 -0.999976
JET_Flavor_Response  -0.0886998 +0.984708 -0.9848
JET_InSitu_NonClosure_PreRec  0.27749 +0.954684 -0.951043
JET_JERUnc_Noise_PreRec  -0.0352139 +0.998385 -1.00082
JET_JERUnc_Noise_PreRec_PseudoData  -0.109348 +1.00022 -0.993814
JET_JER_DataVsMC_MC16  -0.0198148 +1.00019 -0.999561
JET_JER_DataVsMC_MC16_PseudoData  -0.000919863 +0.999577 -0.999686
JET_JER_EffectiveNP_1  0.0552713 +1.00059 -1.00207
JET_JER_EffectiveNP_10  -0.0134193 +1.00025 -0.999623
JET_JER_EffectiveNP_10_PseudoData  0.0190221 +0.999372 -0.999479
JET_JER_EffectiveNP_11  0.0175918 +1 -0.999834
JET_JER_EffectiveNP_11_PseudoData  -0.00190897 +0.999256 -0.999229
JET_JER_EffectiveNP_12restTerm  -0.0095246 +0.9997 -0.999778
JET_JER_EffectiveNP_12restTerm_PseudoData  0.0233461 +0.999418 -0.999592
JET_JER_EffectiveNP_1_PseudoData  0.0212306 +0.999759 -0.999786
JET_JER_EffectiveNP_2  0.07018 +1.00208 -1.00067
JET_JER_EffectiveNP_2_PseudoData  0.0386018 +0.994292 -1.00551
JET_JER_EffectiveNP_3  -0.056616 +1.00092 -0.999625
JET_JER_EffectiveNP_3_PseudoData  -0.0305262 +0.999001 -0.99875
JET_JER_EffectiveNP_4  -0.0595309 +0.998948 -1.00128
JET_JER_EffectiveNP_4_PseudoData  -0.0088789 +1.00401 -0.996333
JET_JER_EffectiveNP_5  -0.00914947 +1.00037 -0.999365
JET_JER_EffectiveNP_5_PseudoData  0.0247309 +0.99947 -0.999743
JET_JER_EffectiveNP_6  -0.00226915 +1.00016 -0.999666
JET_JER_EffectiveNP_6_PseudoData  0.00322205 +0.999204 -0.999078
JET_JER_EffectiveNP_7  0.00263826 +0.999937 -0.999963
JET_JER_EffectiveNP_7_PseudoData  0.0215848 +0.999212 -0.999579
JET_JER_EffectiveNP_8  -0.00461476 +1.00049 -1.00182
JET_JER_EffectiveNP_8_PseudoData  0.00369689 +1.00101 -0.999069
JET_JER_EffectiveNP_9  -0.000123813 +0.999654 -1.00017
JET_JER_EffectiveNP_9_PseudoData  0.00322005 +0.999487 -0.99951
JET_JESUnc_Noise_PreRec  0.0720105 +0.997666 -0.997354
JET_JESUnc_VertexingAlg_PreRec  0.0869657 +0.891039 -0.892532
JET_NNJvtEfficiency  0.09946 +0.988027 -0.989516
JET_Pileup_OffsetMu  -0.00170117 +0.999893 -0.99969
JET_Pileup_OffsetNPV  0.0554417 +0.998652 -0.998182
JET_Pileup_PtTerm  0.0175653 +0.999937 -0.999928
JET_Pileup_RhoTopology  0.272047 +0.974618 -0.970006
JET_RelativeNonClosure_AF3  -0.0474547 +0.999632 -0.99955
MUON_CB  0.00365279 +1.00006 -0.999913
MUON_EFF_ISO_STAT  5.98859e-06 +1.00001 -1.00001
MUON_EFF_ISO_SYS  -0.224481 +0.975684 -0.974854
MUON_EFF_RECO_SYS  -3.83888e-05 +1.00001 -1.00001
MUON_SAGITTA_GLOBAL  -0.0148052 +1 -0.999997
MUON_SAGITTA_PTEXTRA  0.00108781 +1.00001 -1.00001
MUON_SCALE  -0.0157913 +0.999944 -0.999972
Other_truthgbb_3b  -0.0565572 +1.00033 -0.997394
Other_truthgbb_4b  0.104386 +1.00317 -0.99685
PRW_DATASF  0.000654134 +0.999627 -0.999334
VV_truthgbb_3b  -0.208353 +0.995881 -0.974014
VV_truthgbb_4b  0.0900182 +0.994622 -0.997423
others_Xsec  0.030164 +0.99909 -1.00025
singleTop_Xsec  -0.208368 +1.00681 -0.972797
ttH_Gen  0.019977 +0.995655 -0.995876
ttH_PS  0.168021 +0.989367 -0.987458
ttH_Xsec  0.0247118 +0.989303 -0.989548
ttH_syst_varRF  -0.147379 +0.993153 -0.99353
ttH_truthgbb_3b  -0.0610319 +0.994396 -0.992752
ttH_truthgbb_4b  0.125925 +1.00176 -0.995876
ttWW_Xsec  -0.115629 +1.00402 -0.980261
ttW_syst_varRF  0.0116241 +1 -0.99998
ttW_truthgbb_3b  -0.175881 +0.991771 -0.986207
ttW_truthgbb_4b  0.214322 +1.0115 -0.988942
ttZ_Gen  0.381093 +0.818245 -0.923072
ttZ_Xsec  -0.0745077 +0.987408 -0.985715
ttZ_high_mll_syst_MUR05_MUF05  -0.170273 +0.993304 -0.993012
ttZ_high_mll_syst_MUR05_MUF1  -0.106806 +0.997997 -0.997837
ttZ_high_mll_syst_MUR1_MUF05  -0.0672759 +0.998927 -0.998963
ttZ_high_mll_syst_MUR1_MUF2  0.0331774 +0.999564 -0.999486
ttZ_high_mll_syst_MUR2_MUF1  0.0607406 +0.999364 -0.999467
ttZ_high_mll_syst_MUR2_MUF2  0.0607406 +0.999364 -0.999467
ttZ_low_mll_syst_MUR05_MUF05  -0.00292179 +0.999983 -0.999945
ttZ_low_mll_syst_MUR05_MUF1  -0.00842669 +1.00001 -0.999945
ttZ_low_mll_syst_MUR1_MUF05  0.00361055 +0.999985 -1
ttZ_low_mll_syst_MUR1_MUF2  -0.00321729 +1.00015 -1.00013
ttZ_low_mll_syst_MUR2_MUF1  0.00720637 +1.00045 -1.00051
ttZ_low_mll_syst_MUR2_MUF2  0.00434769 +1.00071 -1.00076
ttZ_truthgbb_3b  -0.0669994 +0.996683 -0.99452
ttZ_truthgbb_4b  0.123364 +1.00228 -0.995693
ttt_Xsec  0.0132255 +0.99956 -0.999808
ttt_syst_varRF  -7.45331e-05 +1.00001 -1.00001
ttt_truthgbb_4b  0.0691378 +1.00078 -0.998714
tttt_Gen  0.334845 +1.01978 -0.961762
tttt_Xsec  0.344374 +0.974767 -0.931422
tttt_syst_PS  0.0883652 +0.979182 -0.978028
tttt_syst_varRF  0.0668403 +0.999604 -0.999585
gamma_stat_CR1b3le_lep_2_pt_bin_0  1.00155 +0.0350353 -0.0341973
gamma_stat_CR1b3le_lep_2_pt_bin_1  1.00009 +0.0728882 -0.069488
gamma_stat_CR1b3lm_lep_2_pt_bin_0  1.00142 +0.0274535 -0.0270047
gamma_stat_CR1b3lm_lep_2_pt_bin_1  0.988114 +0.0493611 -0.0477677
gamma_stat_CR1bminus_nJets_bin_0  0.998611 +0.020589 -0.0202989
gamma_stat_CR1bminus_nJets_bin_1  0.996284 +0.0215574 -0.02124
gamma_stat_CR1bminus_nJets_bin_2  1.01105 +0.0262932 -0.0258301
gamma_stat_CR1bminus_nJets_bin_3  0.999138 +0.0364436 -0.0355552
gamma_stat_CR1bminus_nJets_bin_4  0.985473 +0.0599053 -0.0575349
gamma_stat_CR1bminus_nJets_bin_5  0.952558 +0.1318 -0.120607
gamma_stat_CR1bminus_nJets_bin_6  0.947739 +0.282893 -0.235035
