 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | ttZp3000 |
 | FT_EFF_Eigen_B_3__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | singleTop Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EffectiveNP_Statistical2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EtaIntercalibration_TotalStat | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_Pileup_PtTerm | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq4-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.223592 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.33169 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.11594 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | Diboson #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.06241e-10 / -0.99998 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}W #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / 2.22045e-16 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | gamma_stat_CR1bminus_nJets_bin_0 | 0.0018707 / -0.0018707 | 0.00324071 / -0.00324071 | 0.00332892 / -0.00332892 | 0.00439887 / -0.00439887 | 0.00617702 / -0.00617702 | 0.00719095 / -0.00719095 | 0.00414316 / -0.00414316 | 0.0107458 / -0.0107458 | 0.0065817 / -0.0065817 | 0.00587099 / -0.00587099 | 0.00584765 / -0.00584765 | 0.00597673 / -0.00597673 | 0.00676111 / -0.00676111 | 0.00580224 / -0.00580224 | 0.0132202 / -0.0132202 | 0.00901808 / -0.00901808 | 0.00933778 / -0.00933778 | 0.009528 / -0.009528 | 0.0208809 / -0.0208809 | 0.0208813 / -0.0208813 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00189165 / -0.00189165 |
 | gamma_stat_CR1bminus_nJets_bin_1 | 0.00390392 / -0.00390392 | 0.00533803 / -0.00533803 | 0.00620188 / -0.00620188 | 0.00568423 / -0.00568423 | 0.00676736 / -0.00676736 | 0.00627187 / -0.00627187 | 0.00601162 / -0.00601162 | 0.00579034 / -0.00579034 | 0.0055748 / -0.0055748 | 0.00656045 / -0.00656045 | 0.00732686 / -0.00732686 | 0.00655273 / -0.00655273 | 0.00533206 / -0.00533206 | 0.00521857 / -0.00521857 | 0.00621468 / -0.00621468 | 0.00629186 / -0.00629186 | 0.0064771 / -0.0064771 | 0.00610842 / -0.00610842 | 7.36643e-08 / -7.36643e-08 | 1.00701e-09 / -1.00701e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00363433 / -0.00363433 |
 | gamma_stat_CR1bminus_nJets_bin_2 | 0.00618152 / -0.00618152 | 0.00670262 / -0.00670262 | 0.0068502 / -0.0068502 | 0.00675923 / -0.00675923 | 0.00596129 / -0.00596129 | 0.00583171 / -0.00583171 | 0.00655838 / -0.00655838 | 0.00386137 / -0.00386137 | 0.0030107 / -0.0030107 | 0.00521476 / -0.00521476 | 0.00557613 / -0.00557613 | 0.00605396 / -0.00605396 | 0.00454641 / -0.00454641 | 0.00737688 / -0.00737688 | 0.00194045 / -0.00194045 | 0.00459222 / -0.00459222 | 0.00432018 / -0.00432018 | 0.00405056 / -0.00405056 | 8.96265e-08 / -8.96265e-08 | 1.22521e-09 / -1.22521e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00581981 / -0.00581981 |
 | gamma_stat_CR1bminus_nJets_bin_3 | 0.00851609 / -0.00851609 | 0.00699365 / -0.00699365 | 0.00629474 / -0.00629474 | 0.0058897 / -0.0058897 | 0.00406916 / -0.00406916 | 0.00346069 / -0.00346069 | 0.00588448 / -0.00588448 | 0.00212839 / -0.00212839 | 0.00868241 / -0.00868241 | 0.00381128 / -0.00381128 | 0.00357547 / -0.00357547 | 0.00371266 / -0.00371266 | 0.0073932 / -0.0073932 | 0.00503737 / -0.00503737 | 0.000401352 / -0.000401352 | 0.00223471 / -0.00223471 | 0.00234117 / -0.00234117 | 0.00269375 / -0.00269375 | 1.25302e-07 / -1.25302e-07 | 1.7129e-09 / -1.7129e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00795325 / -0.00795325 |
 | gamma_stat_CR1bminus_nJets_bin_4 | 0.010302 / -0.010302 | 0.00625652 / -0.00625652 | 0.0050539 / -0.0050539 | 0.00459041 / -0.00459041 | 0.00266581 / -0.00266581 | 0.00174478 / -0.00174478 | 0.00476846 / -0.00476846 | 0.000505713 / -0.000505713 | 0.00404578 / -0.00404578 | 0.00382243 / -0.00382243 | 0.00363389 / -0.00363389 | 0.00391061 / -0.00391061 | 0.00287754 / -0.00287754 | 0.00376866 / -0.00376866 | 1.82081e-08 / -1.82081e-08 | 0.00172408 / -0.00172408 | 0.00137593 / -0.00137593 | 0.00172918 / -0.00172918 | 2.08672e-07 / -2.08672e-07 | 2.85258e-09 / -2.85258e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00905699 / -0.00905699 |
 | gamma_stat_CR1bminus_nJets_bin_5 | 0.00889757 / -0.00889757 | 0.00581489 / -0.00581489 | 0.00416935 / -0.00416935 | 0.00435721 / -0.00435721 | 0.00185298 / -0.00185298 | 0.00178096 / -0.00178096 | 0.00440541 / -0.00440541 | 0.00123678 / -0.00123678 | 0.0023497 / -0.0023497 | 0.00608494 / -0.00608494 | 0.00242907 / -0.00242907 | 0.00288921 / -0.00288921 | 0.00229359 / -0.00229359 | 0.00108786 / -0.00108786 | 4.1216e-08 / -4.1216e-08 | 0.00181822 / -0.00181822 | 0.00103401 / -0.00103401 | 0.00120684 / -0.00120684 | 4.72352e-07 / -4.72352e-07 | 6.45714e-09 / -6.45714e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0125416 / -0.0125416 |
 | gamma_stat_CR1bminus_nJets_bin_6 | 0.0137208 / -0.0137208 | 0.00653208 / -0.00653208 | 0.00673837 / -0.00673837 | 0.00444299 / -0.00444299 | 0.00221024 / -0.00221024 | 0.00555383 / -0.00555383 | 0.00500565 / -0.00500565 | 0.000829479 / -0.000829479 | 0.000995155 / -0.000995155 | 0.00546573 / -0.00546573 | 0.00165509 / -0.00165509 | 0.00159379 / -0.00159379 | 0.000578729 / -0.000578729 | 0.00133828 / -0.00133828 | 9.29271e-08 / -9.29271e-08 | 0.00269394 / -0.00269394 | 0.00103445 / -0.00103445 | 0.00149119 / -0.00149119 | 1.06498e-06 / -1.06498e-06 | 1.45585e-08 / -1.45585e-08 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0245204 / -0.0245204 |
